paragraph	grammar	model	timing	events	input_shifts	conflicts	unequal	missing_assertions	incomplete_actions	row_status
f22v|f22v.6-f22v.16	J	D	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	J	D	I	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	J	H	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	J	H	I	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	M	D	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	M	D	I	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	M	H	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	M	H	I	27	0	0	0	2	0	recorded
f23r|f23r.4-f23r.5	B	D	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	D	I	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	H	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	B	H	I	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	D	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	D	I	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	H	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	J	H	I	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	D	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	D	I	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	H	O	8	0	0	0	0	1	recorded
f23r|f23r.4-f23r.5	M	H	I	8	0	0	0	0	1	recorded
f24r|f24r.1-f24r.20	B	D	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	D	I	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	H	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	B	H	I	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	D	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	D	I	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	H	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	J	H	I	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	D	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	D	I	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	H	O	45	0	0	0	0	0	recorded
f24r|f24r.1-f24r.20	M	H	I	45	0	0	0	0	0	recorded
f45v|f45v.5-f45v.11	B	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	B	H	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	J	H	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	D	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	D	I	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	H	O	15	0	0	0	1	0	recorded
f45v|f45v.5-f45v.11	M	H	I	15	0	0	0	1	0	recorded
f86v5|f86v5.18-f86v5.25	B	D	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	D	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	H	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	B	H	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	D	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	D	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	H	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	J	H	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	M	D	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	M	D	I	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	M	H	O	32	0	0	0	0	0	recorded
f86v5|f86v5.18-f86v5.25	M	H	I	32	0	0	0	0	0	recorded
f93r|f93r.1-f93r.32	B	D	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	B	D	I	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	B	H	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	B	H	I	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	J	D	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	J	D	I	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	J	H	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	J	H	I	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	M	D	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	M	D	I	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	M	H	O	69	0	0	0	1	0	recorded
f93r|f93r.1-f93r.32	M	H	I	69	0	0	0	1	0	recorded
f99r|f99r.47-f99r.52	B	D	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	B	D	I	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	B	H	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	B	H	I	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	J	D	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	J	D	I	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	J	H	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	J	H	I	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	M	D	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	M	D	I	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	M	H	O	15	0	0	0	0	0	recorded
f99r|f99r.47-f99r.52	M	H	I	15	0	0	0	0	0	recorded
f102v2|f102v2.30-f102v2.39	B	D	O	38	0	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	B	D	I	38	0	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	B	H	O	38	0	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	B	H	I	38	0	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	J	D	O	38	0	1	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	J	D	I	38	1	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	J	H	O	38	0	1	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	J	H	I	38	1	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	M	D	O	38	0	1	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	M	D	I	38	1	0	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	M	H	O	38	0	1	0	0	4	recorded
f102v2|f102v2.30-f102v2.39	M	H	I	38	1	0	0	0	4	recorded
f106r|f106r.8-f106r.9	B	D	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	B	D	I	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	B	H	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	B	H	I	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	J	D	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	J	D	I	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	J	H	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	J	H	I	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	M	D	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	M	D	I	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	M	H	O	9	0	0	0	0	0	recorded
f106r|f106r.8-f106r.9	M	H	I	9	0	0	0	0	0	recorded
f17r.4-f17r.6	B	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	B	H	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	J	H	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	D	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	D	I	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	H	O	6	0	0	0	0	0	recorded
f17r.4-f17r.6	M	H	I	6	0	0	0	0	0	recorded
f21r.8-f21r.12	B	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	B	H	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	J	H	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	D	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	D	I	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	H	O	24	0	1	0	1	0	recorded
f21r.8-f21r.12	M	H	I	24	0	1	0	1	0	recorded
f32v.7-f32v.11	B	D	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	B	D	I	10	0	0	0	0	2	recorded
f32v.7-f32v.11	B	H	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	B	H	I	10	0	0	0	0	2	recorded
f32v.7-f32v.11	J	D	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	J	D	I	10	0	0	0	0	2	recorded
f32v.7-f32v.11	J	H	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	J	H	I	10	0	0	0	0	2	recorded
f32v.7-f32v.11	M	D	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	M	D	I	10	0	0	0	0	2	recorded
f32v.7-f32v.11	M	H	O	10	0	0	0	0	2	recorded
f32v.7-f32v.11	M	H	I	10	0	0	0	0	2	recorded
f29v.1-f29v.4	B	D	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	B	D	I	17	0	0	0	0	1	recorded
f29v.1-f29v.4	B	H	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	B	H	I	17	0	0	0	0	1	recorded
f29v.1-f29v.4	J	D	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	J	D	I	17	0	0	0	0	1	recorded
f29v.1-f29v.4	J	H	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	J	H	I	17	0	0	0	0	1	recorded
f29v.1-f29v.4	M	D	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	M	D	I	17	0	0	0	0	1	recorded
f29v.1-f29v.4	M	H	O	17	0	0	0	0	1	recorded
f29v.1-f29v.4	M	H	I	17	0	0	0	0	1	recorded
