paragraph	grammar	mention	kind	form	axis	value	scope	patient	patient_form	rule	debts	row_status
f9v|f9v.5-f9v.12	B	f9v.10:1	STANDALONE	oty	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		recorded
f9v|f9v.5-f9v.12	B	f9v.10:4	STANDALONE	chy	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
f9v|f9v.5-f9v.12	B	f9v.11:3	STANDALONE	oky	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		recorded
f9v|f9v.5-f9v.12	J	f9v.9:2	STANDALONE	chy	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f9v|f9v.5-f9v.12	J	f9v.10:1	STANDALONE	oty	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		recorded
f9v|f9v.5-f9v.12	J	f9v.10:4	STANDALONE	chy	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
f9v|f9v.5-f9v.12	J	f9v.11:3	STANDALONE	oky	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		recorded
f9v|f9v.5-f9v.12	M	f9v.9:2	STANDALONE	chy	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f9v|f9v.5-f9v.12	M	f9v.10:1	STANDALONE	oty	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		recorded
f9v|f9v.5-f9v.12	M	f9v.10:4	STANDALONE	chy	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
f9v|f9v.5-f9v.12	M	f9v.11:3	STANDALONE	oky	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		recorded
f19v|f19v.8-f19v.14	B	f19v.9:2	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	LOCAL_RIGHT		recorded
f19v|f19v.8-f19v.14	B	f19v.9:6	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	recorded
f19v|f19v.8-f19v.14	B	f19v.13:3	STANDALONE	oty	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
f19v|f19v.8-f19v.14	J	f19v.9:2	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	LOCAL_RIGHT		recorded
f19v|f19v.8-f19v.14	J	f19v.9:6	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	recorded
f19v|f19v.8-f19v.14	J	f19v.13:3	STANDALONE	oty	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
f19v|f19v.8-f19v.14	M	f19v.9:2	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	LOCAL_RIGHT		recorded
f19v|f19v.8-f19v.14	M	f19v.9:6	STANDALONE	oky	thermal	warm	PHYSICAL	f19v.9:3	chor	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f19v.9:5;UNREAD_BETWEEN:f19v.9:4;UNREAD_BETWEEN:f19v.9:4	recorded
f19v|f19v.8-f19v.14	M	f19v.13:3	STANDALONE	oty	thermal	cold	PHYSICAL	f19v.13:7	ytaiin	LOCAL_RIGHT	UNREAD_BETWEEN:f19v.13:4;UNREAD_BETWEEN:f19v.13:6	recorded
f22v|f22v.6-f22v.16	B	f22v.6:2	STANDALONE	shy	moisture	wet	PHYSICAL	f22v.6:3	tchor	LOCAL_RIGHT		recorded
f22v|f22v.6-f22v.16	B	f22v.11:2	STANDALONE	oty	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f22v|f22v.6-f22v.16	J	f22v.6:2	STANDALONE	shy	moisture	wet	PHYSICAL	f22v.6:3	tchor	LOCAL_RIGHT		recorded
f22v|f22v.6-f22v.16	J	f22v.11:2	STANDALONE	oty	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f22v|f22v.6-f22v.16	M	f22v.6:2	STANDALONE	shy	moisture	wet	PHYSICAL	f22v.6:3	tchor	LOCAL_RIGHT		recorded
f22v|f22v.6-f22v.16	M	f22v.11:2	STANDALONE	oty	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f24r|f24r.1-f24r.20	B	f24r.2:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
f24r|f24r.1-f24r.20	B	f24r.17:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
f24r|f24r.1-f24r.20	J	f24r.2:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
f24r|f24r.1-f24r.20	J	f24r.17:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
f24r|f24r.1-f24r.20	M	f24r.2:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.2:2	char	LOCAL_LEFT	UNREAD_BETWEEN:f24r.2:4	recorded
f24r|f24r.1-f24r.20	M	f24r.17:5	STANDALONE	oky	thermal	warm	PHYSICAL	f24r.17:3	sham	LOCAL_LEFT	UNREAD_BETWEEN:f24r.17:4	recorded
f45v|f45v.5-f45v.11	B	f45v.5:5	STANDALONE	oty	thermal	cold	PHYSICAL	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
f45v|f45v.5-f45v.11	B	f45v.10:3	STANDALONE	oky	thermal	warm	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f45v|f45v.5-f45v.11	J	f45v.5:5	STANDALONE	oty	thermal	cold	PHYSICAL	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
f45v|f45v.5-f45v.11	J	f45v.10:3	STANDALONE	oky	thermal	warm	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f45v|f45v.5-f45v.11	M	f45v.5:5	STANDALONE	oty	thermal	cold	PHYSICAL	f45v.5:1	qotol	LOCAL_LEFT	UNREAD_BETWEEN:f45v.5:2;UNREAD_BETWEEN:f45v.5:3	recorded
f45v|f45v.5-f45v.11	M	f45v.10:3	STANDALONE	oky	thermal	warm	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f86v5|f86v5.18-f86v5.25	B	f86v5.19:6	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f86v5|f86v5.18-f86v5.25	B	f86v5.19:7	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f86v5|f86v5.18-f86v5.25	J	f86v5.19:6	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f86v5|f86v5.18-f86v5.25	J	f86v5.19:7	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f86v5|f86v5.18-f86v5.25	M	f86v5.19:6	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f86v5|f86v5.18-f86v5.25	M	f86v5.19:7	STANDALONE	oty	thermal	cold	PHYSICAL	f86v5.18:8	ody	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.32:8	STANDALONE	oky	thermal	warm	PHYSICAL	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.34:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.34:8	sal	LOCAL_RIGHT		recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.35:8	STANDALONE	teody	thermal	cold	PHYSICAL	f102v2.35:7	cheo	LOCAL_LEFT		recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.36:6	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.36:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	B	f102v2.38:5	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.32:8	STANDALONE	oky	thermal	warm	PHYSICAL	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.34:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.34:8	sal	LOCAL_RIGHT		recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.35:8	STANDALONE	teody	thermal	cold	PHYSICAL	f102v2.35:7	cheo	LOCAL_LEFT		recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.36:6	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.36:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	J	f102v2.38:5	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.32:8	STANDALONE	oky	thermal	warm	PHYSICAL	f102v2.32:4	okeol	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.34:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.34:8	sal	LOCAL_RIGHT		recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.35:8	STANDALONE	teody	thermal	cold	PHYSICAL	f102v2.35:7	cheo	LOCAL_LEFT		recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.36:6	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.36:7	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
f102v2|f102v2.30-f102v2.39	M	f102v2.38:5	STANDALONE	okey	thermal	warm	PHYSICAL	f102v2.38:7	sho	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
f106r|f106r.8-f106r.9	B	f106r.8:9	STANDALONE	qoteedy	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f106r|f106r.8-f106r.9	J	f106r.8:9	STANDALONE	qoteedy	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f106r|f106r.8-f106r.9	M	f106r.8:9	STANDALONE	qoteedy	thermal	cold	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	recorded
f21r.8-f21r.12	B	f21r.8:8	STANDALONE	oty	thermal	cold	PHYSICAL	f21r.8:4	sheol	LOCAL_LEFT	UNREAD_BETWEEN:f21r.8:5;UNREAD_BETWEEN:f21r.8:6;UNREAD_BETWEEN:f21r.8:7	recorded
f21r.8-f21r.12	B	f21r.10:3	STANDALONE	chy	thermal	hot	PHYSICAL	f21r.10:8	ctheey	LOCAL_RIGHT	UNREAD_BETWEEN:f21r.10:4;UNREAD_BETWEEN:f21r.10:5;UNREAD_BETWEEN:f21r.10:6;UNREAD_BETWEEN:f21r.10:7	recorded
f21r.8-f21r.12	J	f21r.8:8	STANDALONE	oty	thermal	cold	PHYSICAL	f21r.8:4	sheol	LOCAL_LEFT	UNREAD_BETWEEN:f21r.8:5;UNREAD_BETWEEN:f21r.8:6;UNREAD_BETWEEN:f21r.8:7	recorded
f21r.8-f21r.12	J	f21r.10:3	STANDALONE	chy	thermal	hot	PHYSICAL	f21r.10:8	ctheey	LOCAL_RIGHT	UNREAD_BETWEEN:f21r.10:4;UNREAD_BETWEEN:f21r.10:5;UNREAD_BETWEEN:f21r.10:6;UNREAD_BETWEEN:f21r.10:7	recorded
f21r.8-f21r.12	M	f21r.8:8	STANDALONE	oty	thermal	cold	PHYSICAL	f21r.8:4	sheol	LOCAL_LEFT	UNREAD_BETWEEN:f21r.8:5;UNREAD_BETWEEN:f21r.8:6;UNREAD_BETWEEN:f21r.8:7	recorded
f21r.8-f21r.12	M	f21r.10:3	STANDALONE	chy	thermal	hot	PHYSICAL	f21r.10:8	ctheey	LOCAL_RIGHT	UNREAD_BETWEEN:f21r.10:4;UNREAD_BETWEEN:f21r.10:5;UNREAD_BETWEEN:f21r.10:6;UNREAD_BETWEEN:f21r.10:7	recorded
f32v.7-f32v.11	B	f32v.11:3	STANDALONE	chy	thermal	hot	PHYSICAL	f32v.11:2	sho	LOCAL_LEFT		recorded
f32v.7-f32v.11	J	f32v.11:3	STANDALONE	chy	thermal	hot	PHYSICAL	f32v.11:2	sho	LOCAL_LEFT		recorded
f32v.7-f32v.11	M	f32v.11:3	STANDALONE	chy	thermal	hot	PHYSICAL	f32v.11:2	sho	LOCAL_LEFT		recorded
f29v.1-f29v.4	B	f29v.1:8	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
f29v.1-f29v.4	B	f29v.1:10	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
f29v.1-f29v.4	J	f29v.1:8	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
f29v.1-f29v.4	J	f29v.1:10	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
f29v.1-f29v.4	M	f29v.1:8	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
f29v.1-f29v.4	M	f29v.1:10	STANDALONE	shy	moisture	wet	PHYSICAL	f29v.1:7	cthy	LOCAL_LEFT		recorded
