endpoint	representation	observed_transfer_auc_floor	local_p	max_family_p	worlds
NEXT_RESUME	NEIGHBOR_RECURRENCE	0.541111646	0.354085603	1.000000000	256
NEXT_RESUME	FIXED_RANK_COMBINATION	0.527213136	0.692607004	1.000000000	256
UNTIL_STATE_GATE	ABSOLUTE_PROBABILITY	0.765699847	0.003891051	0.003891051	256
UNTIL_STATE_GATE	WITHIN_RECORD_RANK	0.835989030	0.003891051	0.003891051	256
UNTIL_STATE_GATE	STRUCTURE_MINUS_NUISANCE_DELTA	0.786494117	0.003891051	0.003891051	256
UNTIL_STATE_GATE	DOMAIN_STANDARDIZED	0.786494117	0.003891051	0.003891051	256
UNTIL_STATE_GATE	SCOPE_HORIZON	0.643301488	0.003891051	1.000000000	256
UNTIL_STATE_GATE	NEIGHBOR_RECURRENCE	0.770786127	0.003891051	0.003891051	256
UNTIL_STATE_GATE	FIXED_RANK_COMBINATION	0.794999840	0.003891051	0.003891051	256
COORDINATOR	ABSOLUTE_PROBABILITY	0.967012734	0.003891051	0.003891051	256
COORDINATOR	WITHIN_RECORD_RANK	0.930066605	0.003891051	0.003891051	256
COORDINATOR	STRUCTURE_MINUS_NUISANCE_DELTA	0.965793525	0.003891051	0.003891051	256
COORDINATOR	DOMAIN_STANDARDIZED	0.965793525	0.003891051	0.003891051	256
COORDINATOR	SCOPE_HORIZON	0.743641171	0.003891051	0.003891051	256
COORDINATOR	NEIGHBOR_RECURRENCE	0.965975459	0.003891051	0.003891051	256
COORDINATOR	FIXED_RANK_COMBINATION	0.962343038	0.003891051	0.003891051	256
ALTERNATIVE_OR	ABSOLUTE_PROBABILITY	0.893714133	0.003891051	0.003891051	256
ALTERNATIVE_OR	WITHIN_RECORD_RANK	0.888449023	0.003891051	0.003891051	256
ALTERNATIVE_OR	STRUCTURE_MINUS_NUISANCE_DELTA	0.877929205	0.003891051	0.003891051	256
ALTERNATIVE_OR	DOMAIN_STANDARDIZED	0.877929205	0.003891051	0.003891051	256
ALTERNATIVE_OR	SCOPE_HORIZON	0.720725611	0.003891051	0.003891051	256
ALTERNATIVE_OR	NEIGHBOR_RECURRENCE	0.899069818	0.003891051	0.003891051	256
ALTERNATIVE_OR	FIXED_RANK_COMBINATION	0.893992297	0.003891051	0.003891051	256
POLARITY_EXCLUSION	ABSOLUTE_PROBABILITY	0.748646001	0.003891051	0.003891051	256
POLARITY_EXCLUSION	WITHIN_RECORD_RANK	0.762059918	0.003891051	0.003891051	256
POLARITY_EXCLUSION	STRUCTURE_MINUS_NUISANCE_DELTA	0.712025608	0.003891051	0.003891051	256
POLARITY_EXCLUSION	DOMAIN_STANDARDIZED	0.712025608	0.003891051	0.003891051	256
POLARITY_EXCLUSION	SCOPE_HORIZON	0.617813561	0.003891051	1.000000000	256
POLARITY_EXCLUSION	NEIGHBOR_RECURRENCE	0.770314436	0.003891051	0.003891051	256
POLARITY_EXCLUSION	FIXED_RANK_COMBINATION	0.741007392	0.003891051	0.003891051	256
COMPARISON	ABSOLUTE_PROBABILITY	0.632083546	0.003891051	1.000000000	256
COMPARISON	WITHIN_RECORD_RANK	0.641702198	0.003891051	1.000000000	256
COMPARISON	STRUCTURE_MINUS_NUISANCE_DELTA	0.613255241	0.003891051	1.000000000	256
COMPARISON	DOMAIN_STANDARDIZED	0.613255241	0.003891051	1.000000000	256
COMPARISON	SCOPE_HORIZON	0.547651998	0.105058366	1.000000000	256
COMPARISON	NEIGHBOR_RECURRENCE	0.644175125	0.003891051	1.000000000	256
COMPARISON	FIXED_RANK_COMBINATION	0.609053236	0.003891051	1.000000000	256
FUNCTION_WORD	ABSOLUTE_PROBABILITY	0.856462092	0.003891051	0.003891051	256
FUNCTION_WORD	WITHIN_RECORD_RANK	0.848823551	0.003891051	0.003891051	256
FUNCTION_WORD	STRUCTURE_MINUS_NUISANCE_DELTA	0.845228407	0.003891051	0.003891051	256
FUNCTION_WORD	DOMAIN_STANDARDIZED	0.845228407	0.003891051	0.003891051	256
FUNCTION_WORD	SCOPE_HORIZON	0.670349972	0.097276265	0.490272374	256
FUNCTION_WORD	NEIGHBOR_RECURRENCE	0.854460273	0.003891051	0.003891051	256
FUNCTION_WORD	FIXED_RANK_COMBINATION	0.837895694	0.003891051	0.003891051	256
STATE_TRANSITION	ABSOLUTE_PROBABILITY	0.692211937	0.003891051	0.019455253	256
STATE_TRANSITION	WITHIN_RECORD_RANK	0.623041015	0.027237354	1.000000000	256
STATE_TRANSITION	STRUCTURE_MINUS_NUISANCE_DELTA	0.642586977	0.003891051	1.000000000	256
STATE_TRANSITION	DOMAIN_STANDARDIZED	0.642586977	0.003891051	1.000000000	256
STATE_TRANSITION	SCOPE_HORIZON	0.461267156	0.964980545	1.000000000	256
STATE_TRANSITION	NEIGHBOR_RECURRENCE	0.770355889	0.003891051	0.003891051	256
STATE_TRANSITION	FIXED_RANK_COMBINATION	0.627489627	0.042801556	1.000000000	256
CLOSER	ABSOLUTE_PROBABILITY	0.663087264	0.003891051	0.813229572	256
CLOSER	WITHIN_RECORD_RANK	0.700215345	0.003891051	0.007782101	256
CLOSER	STRUCTURE_MINUS_NUISANCE_DELTA	0.578922929	0.003891051	1.000000000	256
CLOSER	DOMAIN_STANDARDIZED	0.578922929	0.003891051	1.000000000	256
CLOSER	SCOPE_HORIZON	0.564603383	0.116731518	1.000000000	256
CLOSER	NEIGHBOR_RECURRENCE	0.651815047	0.003891051	0.992217899	256
CLOSER	FIXED_RANK_COMBINATION	0.693595384	0.003891051	0.015564202	256
