endpoint	held_domain	representation	n	positives	auc	average_precision	prevalence	full_gain_vs_nuisance_bits	representation_gain_vs_nuisance_bits
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	4472	0.552209918	0.116938431	0.109538039	-3374.727402743	-3374.727402743
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	4472	0.553079934	0.115775899	0.109538039	-3374.727402743	nan
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	STRUCTURE_MINUS_NUISANCE_DELTA	40826	4472	0.522700698	0.105829782	0.109538039	-3374.727402743	nan
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	DOMAIN_STANDARDIZED	40826	4472	0.522700698	0.105829782	0.109538039	-3374.727402743	nan
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	SCOPE_HORIZON	40826	4472	0.566031623	0.123389125	0.109538039	-3374.727402743	-1873.810963565
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	NEIGHBOR_RECURRENCE	40826	4472	0.555821246	0.117876085	0.109538039	-3374.727402743	-3308.568149148
HEAD_WITH_DEPENDENTS	HARLEIAN_COOKERY	FIXED_RANK_COMBINATION	40826	4472	0.548534742	0.116767138	0.109538039	-3374.727402743	nan
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	ABSOLUTE_PROBABILITY	15673	438	0.689782150	0.045157449	0.027946149	144.879050494	144.879050494
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	WITHIN_RECORD_RANK	15673	438	0.705686183	0.053381379	0.027946149	144.879050494	nan
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	STRUCTURE_MINUS_NUISANCE_DELTA	15673	438	0.633086216	0.036580819	0.027946149	144.879050494	nan
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	DOMAIN_STANDARDIZED	15673	438	0.633086216	0.036580819	0.027946149	144.879050494	nan
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	SCOPE_HORIZON	15673	438	0.690146308	0.048035060	0.027946149	144.879050494	61.493113334
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	NEIGHBOR_RECURRENCE	15673	438	0.691008597	0.045494659	0.027946149	144.879050494	145.793926112
HEAD_WITH_DEPENDENTS	QUINTE_ESSENCE	FIXED_RANK_COMBINATION	15673	438	0.702887187	0.052744266	0.027946149	144.879050494	nan
HIGH_VALENCY_HEAD	COREMA	ABSOLUTE_PROBABILITY	27349	2413	0.778991633	0.187876557	0.088229917	5499.810061971	5499.810061971
HIGH_VALENCY_HEAD	COREMA	WITHIN_RECORD_RANK	27349	2413	0.772188830	0.180945838	0.088229917	5499.810061971	nan
HIGH_VALENCY_HEAD	COREMA	STRUCTURE_MINUS_NUISANCE_DELTA	27349	2413	0.760354880	0.162567240	0.088229917	5499.810061971	nan
HIGH_VALENCY_HEAD	COREMA	DOMAIN_STANDARDIZED	27349	2413	0.760354880	0.162567240	0.088229917	5499.810061971	nan
HIGH_VALENCY_HEAD	COREMA	SCOPE_HORIZON	27349	2413	0.668499905	0.136669409	0.088229917	5499.810061971	3005.422482128
HIGH_VALENCY_HEAD	COREMA	NEIGHBOR_RECURRENCE	27349	2413	0.780218412	0.189052231	0.088229917	5499.810061971	5499.469401900
HIGH_VALENCY_HEAD	COREMA	FIXED_RANK_COMBINATION	27349	2413	0.786787404	0.212250130	0.088229917	5499.810061971	nan
HIGH_VALENCY_HEAD	PCEEC2	ABSOLUTE_PROBABILITY	27518	2938	0.740228417	0.219679677	0.106766480	1245.561200889	1245.561200889
HIGH_VALENCY_HEAD	PCEEC2	WITHIN_RECORD_RANK	27518	2938	0.741703505	0.223586679	0.106766480	1245.561200889	nan
HIGH_VALENCY_HEAD	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	2938	0.766708130	0.231988061	0.106766480	1245.561200889	nan
HIGH_VALENCY_HEAD	PCEEC2	DOMAIN_STANDARDIZED	27518	2938	0.766708130	0.231988061	0.106766480	1245.561200889	nan
HIGH_VALENCY_HEAD	PCEEC2	SCOPE_HORIZON	27518	2938	0.645890006	0.153006825	0.106766480	1245.561200889	662.860441159
HIGH_VALENCY_HEAD	PCEEC2	NEIGHBOR_RECURRENCE	27518	2938	0.742163694	0.220206632	0.106766480	1245.561200889	1288.980295642
HIGH_VALENCY_HEAD	PCEEC2	FIXED_RANK_COMBINATION	27518	2938	0.743903986	0.217271684	0.106766480	1245.561200889	nan
REF_ANAPHORA	COREMA	ABSOLUTE_PROBABILITY	27349	113	0.325433737	0.002780145	0.004131778	18923.583485099	18923.583485099
REF_ANAPHORA	COREMA	WITHIN_RECORD_RANK	27349	113	0.298887664	0.002672350	0.004131778	18923.583485099	nan
REF_ANAPHORA	COREMA	STRUCTURE_MINUS_NUISANCE_DELTA	27349	113	0.268328488	0.002558939	0.004131778	18923.583485099	nan
REF_ANAPHORA	COREMA	DOMAIN_STANDARDIZED	27349	113	0.268328488	0.002558939	0.004131778	18923.583485099	nan
REF_ANAPHORA	COREMA	SCOPE_HORIZON	27349	113	0.515809697	0.004355846	0.004131778	18923.583485099	-2901.882161155
REF_ANAPHORA	COREMA	NEIGHBOR_RECURRENCE	27349	113	0.327605837	0.002788426	0.004131778	18923.583485099	18937.672180240
REF_ANAPHORA	COREMA	FIXED_RANK_COMBINATION	27349	113	0.316459085	0.002737820	0.004131778	18923.583485099	nan
REF_ANAPHORA	PCEEC2	ABSOLUTE_PROBABILITY	27518	4175	0.410064826	0.120973110	0.151718875	-3344.297045632	-3344.297045632
REF_ANAPHORA	PCEEC2	WITHIN_RECORD_RANK	27518	4175	0.371396798	0.113372261	0.151718875	-3344.297045632	nan
REF_ANAPHORA	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	4175	0.475527752	0.137178078	0.151718875	-3344.297045632	nan
REF_ANAPHORA	PCEEC2	DOMAIN_STANDARDIZED	27518	4175	0.475527752	0.137178078	0.151718875	-3344.297045632	nan
REF_ANAPHORA	PCEEC2	SCOPE_HORIZON	27518	4175	0.367078263	0.113140127	0.151718875	-3344.297045632	-2038.114130432
REF_ANAPHORA	PCEEC2	NEIGHBOR_RECURRENCE	27518	4175	0.413152905	0.121582559	0.151718875	-3344.297045632	-3156.638421556
REF_ANAPHORA	PCEEC2	FIXED_RANK_COMBINATION	27518	4175	0.386876380	0.114672622	0.151718875	-3344.297045632	nan
REF_ANAPHORA	CURIOUS_CURES	ABSOLUTE_PROBABILITY	21817	84	0.850044808	0.018943297	0.003850209	849.432112909	849.432112909
REF_ANAPHORA	CURIOUS_CURES	WITHIN_RECORD_RANK	21817	84	0.886952692	0.035248416	0.003850209	849.432112909	nan
REF_ANAPHORA	CURIOUS_CURES	STRUCTURE_MINUS_NUISANCE_DELTA	21817	84	0.881919201	0.045058025	0.003850209	849.432112909	nan
REF_ANAPHORA	CURIOUS_CURES	DOMAIN_STANDARDIZED	21817	84	0.881919201	0.045058025	0.003850209	849.432112909	nan
REF_ANAPHORA	CURIOUS_CURES	SCOPE_HORIZON	21817	84	0.438999393	0.003573841	0.003850209	849.432112909	144.047832977
REF_ANAPHORA	CURIOUS_CURES	NEIGHBOR_RECURRENCE	21817	84	0.862027901	0.019218932	0.003850209	849.432112909	835.986269338
REF_ANAPHORA	CURIOUS_CURES	FIXED_RANK_COMBINATION	21817	84	0.828950597	0.016561134	0.003850209	849.432112909	nan
REF_ANAPHORA	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	71	0.719511474	0.003218934	0.001739088	-692.864899291	-692.864899291
REF_ANAPHORA	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	71	0.711658986	0.002860946	0.001739088	-692.864899291	nan
REF_ANAPHORA	HARLEIAN_COOKERY	STRUCTURE_MINUS_NUISANCE_DELTA	40826	71	0.702804287	0.002853314	0.001739088	-692.864899291	nan
REF_ANAPHORA	HARLEIAN_COOKERY	DOMAIN_STANDARDIZED	40826	71	0.702804287	0.002853314	0.001739088	-692.864899291	nan
REF_ANAPHORA	HARLEIAN_COOKERY	SCOPE_HORIZON	40826	71	0.399884919	0.001607742	0.001739088	-692.864899291	87.560090853
REF_ANAPHORA	HARLEIAN_COOKERY	NEIGHBOR_RECURRENCE	40826	71	0.726048994	0.003267534	0.001739088	-692.864899291	-803.524720055
REF_ANAPHORA	HARLEIAN_COOKERY	FIXED_RANK_COMBINATION	40826	71	0.673262591	0.002617710	0.001739088	-692.864899291	nan
REF_ANAPHORA	QUINTE_ESSENCE	ABSOLUTE_PROBABILITY	15673	26	0.621111936	0.003106040	0.001658904	35.148013532	35.148013532
REF_ANAPHORA	QUINTE_ESSENCE	WITHIN_RECORD_RANK	15673	26	0.583945804	0.005166634	0.001658904	35.148013532	nan
REF_ANAPHORA	QUINTE_ESSENCE	STRUCTURE_MINUS_NUISANCE_DELTA	15673	26	0.593505268	0.002435066	0.001658904	35.148013532	nan
REF_ANAPHORA	QUINTE_ESSENCE	DOMAIN_STANDARDIZED	15673	26	0.593505268	0.002435066	0.001658904	35.148013532	nan
REF_ANAPHORA	QUINTE_ESSENCE	SCOPE_HORIZON	15673	26	0.491234496	0.001657714	0.001658904	35.148013532	-99.153629239
REF_ANAPHORA	QUINTE_ESSENCE	NEIGHBOR_RECURRENCE	15673	26	0.629540684	0.003627624	0.001658904	35.148013532	84.391536301
REF_ANAPHORA	QUINTE_ESSENCE	FIXED_RANK_COMBINATION	15673	26	0.583963011	0.003008010	0.001658904	35.148013532	nan
CORRELATIVE_MEMBER	PCEEC2	ABSOLUTE_PROBABILITY	27518	12	0.502335854	0.000494954	0.000436078	-19.227151819	-19.227151819
CORRELATIVE_MEMBER	PCEEC2	WITHIN_RECORD_RANK	27518	12	0.648013161	0.000641078	0.000436078	-19.227151819	nan
CORRELATIVE_MEMBER	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	12	0.492922756	0.000570298	0.000436078	-19.227151819	nan
CORRELATIVE_MEMBER	PCEEC2	DOMAIN_STANDARDIZED	27518	12	0.492922756	0.000570298	0.000436078	-19.227151819	nan
CORRELATIVE_MEMBER	PCEEC2	SCOPE_HORIZON	27518	12	0.486169684	0.001044301	0.000436078	-19.227151819	-9.604172399
CORRELATIVE_MEMBER	PCEEC2	NEIGHBOR_RECURRENCE	27518	12	0.528421072	0.000530943	0.000436078	-19.227151819	-16.151580576
CORRELATIVE_MEMBER	PCEEC2	FIXED_RANK_COMBINATION	27518	12	0.549313483	0.000529440	0.000436078	-19.227151819	nan
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	52	0.576741494	0.001513116	0.001273698	-8.286570282	-8.286570282
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	52	0.597724889	0.001585046	0.001273698	-8.286570282	nan
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	STRUCTURE_MINUS_NUISANCE_DELTA	40826	52	0.573299444	0.001455557	0.001273698	-8.286570282	nan
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	DOMAIN_STANDARDIZED	40826	52	0.573299444	0.001455557	0.001273698	-8.286570282	nan
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	SCOPE_HORIZON	40826	52	0.611689765	0.002179162	0.001273698	-8.286570282	10.819546376
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	NEIGHBOR_RECURRENCE	40826	52	0.582983217	0.001521493	0.001273698	-8.286570282	-4.315567236
CORRELATIVE_MEMBER	HARLEIAN_COOKERY	FIXED_RANK_COMBINATION	40826	52	0.612172727	0.001979164	0.001273698	-8.286570282	nan
CORRELATIVE_MEMBER	QUINTE_ESSENCE	ABSOLUTE_PROBABILITY	15673	39	0.632343052	0.003216827	0.002488356	-12.627001745	-12.627001745
CORRELATIVE_MEMBER	QUINTE_ESSENCE	WITHIN_RECORD_RANK	15673	39	0.599049409	0.003054841	0.002488356	-12.627001745	nan
CORRELATIVE_MEMBER	QUINTE_ESSENCE	STRUCTURE_MINUS_NUISANCE_DELTA	15673	39	0.573086928	0.002704054	0.002488356	-12.627001745	nan
CORRELATIVE_MEMBER	QUINTE_ESSENCE	DOMAIN_STANDARDIZED	15673	39	0.573086928	0.002704054	0.002488356	-12.627001745	nan
CORRELATIVE_MEMBER	QUINTE_ESSENCE	SCOPE_HORIZON	15673	39	0.594609710	0.003112099	0.002488356	-12.627001745	-5.661302710
CORRELATIVE_MEMBER	QUINTE_ESSENCE	NEIGHBOR_RECURRENCE	15673	39	0.641712835	0.003361706	0.002488356	-12.627001745	-10.647828926
CORRELATIVE_MEMBER	QUINTE_ESSENCE	FIXED_RANK_COMBINATION	15673	39	0.620426224	0.003253677	0.002488356	-12.627001745	nan
NEXT_RESUME	PCEEC2	ABSOLUTE_PROBABILITY	27518	92	0.688722063	0.005527130	0.003343266	44.927941165	44.927941165
NEXT_RESUME	PCEEC2	WITHIN_RECORD_RANK	27518	92	0.675286700	0.005506790	0.003343266	44.927941165	nan
NEXT_RESUME	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	92	0.662904369	0.004660510	0.003343266	44.927941165	nan
NEXT_RESUME	PCEEC2	DOMAIN_STANDARDIZED	27518	92	0.662904369	0.004660510	0.003343266	44.927941165	nan
NEXT_RESUME	PCEEC2	SCOPE_HORIZON	27518	92	0.544766114	0.003362699	0.003343266	44.927941165	-1.191439014
NEXT_RESUME	PCEEC2	NEIGHBOR_RECURRENCE	27518	92	0.700192851	0.005804177	0.003343266	44.927941165	48.815187738
NEXT_RESUME	PCEEC2	FIXED_RANK_COMBINATION	27518	92	0.698587345	0.006126001	0.003343266	44.927941165	nan
NEXT_RESUME	CURIOUS_CURES	ABSOLUTE_PROBABILITY	21817	2	0.142768737	0.000078807	0.000091672	19.564903196	19.564903196
NEXT_RESUME	CURIOUS_CURES	WITHIN_RECORD_RANK	21817	2	0.120410268	0.000077124	0.000091672	19.564903196	nan
NEXT_RESUME	CURIOUS_CURES	STRUCTURE_MINUS_NUISANCE_DELTA	21817	2	0.068828788	0.000073627	0.000091672	19.564903196	nan
NEXT_RESUME	CURIOUS_CURES	DOMAIN_STANDARDIZED	21817	2	0.068828788	0.000073627	0.000091672	19.564903196	nan
NEXT_RESUME	CURIOUS_CURES	SCOPE_HORIZON	21817	2	0.785193674	0.000318607	0.000091672	19.564903196	2.674649074
NEXT_RESUME	CURIOUS_CURES	NEIGHBOR_RECURRENCE	21817	2	0.114072886	0.000076615	0.000091672	19.564903196	18.775155330
NEXT_RESUME	CURIOUS_CURES	FIXED_RANK_COMBINATION	21817	2	0.252028421	0.000090302	0.000091672	19.564903196	nan
NEXT_RESUME	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	153	0.537435748	0.003833081	0.003747612	-318.343272964	-318.343272964
NEXT_RESUME	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	153	0.532870966	0.003896459	0.003747612	-318.343272964	nan
NEXT_RESUME	HARLEIAN_COOKERY	STRUCTURE_MINUS_NUISANCE_DELTA	40826	153	0.524799979	0.003781439	0.003747612	-318.343272964	nan
NEXT_RESUME	HARLEIAN_COOKERY	DOMAIN_STANDARDIZED	40826	153	0.524799979	0.003781439	0.003747612	-318.343272964	nan
NEXT_RESUME	HARLEIAN_COOKERY	SCOPE_HORIZON	40826	153	0.519049669	0.004480906	0.003747612	-318.343272964	-59.879048202
NEXT_RESUME	HARLEIAN_COOKERY	NEIGHBOR_RECURRENCE	40826	153	0.541111646	0.003857934	0.003747612	-318.343272964	-302.840896505
NEXT_RESUME	HARLEIAN_COOKERY	FIXED_RANK_COMBINATION	40826	153	0.527213136	0.003744429	0.003747612	-318.343272964	nan
NEXT_RESUME	QUINTE_ESSENCE	ABSOLUTE_PROBABILITY	15673	37	0.784444076	0.009317230	0.002360748	22.012549778	22.012549778
NEXT_RESUME	QUINTE_ESSENCE	WITHIN_RECORD_RANK	15673	37	0.791806676	0.010420047	0.002360748	22.012549778	nan
NEXT_RESUME	QUINTE_ESSENCE	STRUCTURE_MINUS_NUISANCE_DELTA	15673	37	0.750935125	0.006365680	0.002360748	22.012549778	nan
NEXT_RESUME	QUINTE_ESSENCE	DOMAIN_STANDARDIZED	15673	37	0.750935125	0.006365680	0.002360748	22.012549778	nan
NEXT_RESUME	QUINTE_ESSENCE	SCOPE_HORIZON	15673	37	0.690518416	0.004297682	0.002360748	22.012549778	-0.761877592
NEXT_RESUME	QUINTE_ESSENCE	NEIGHBOR_RECURRENCE	15673	37	0.794070164	0.010564934	0.002360748	22.012549778	24.388673238
NEXT_RESUME	QUINTE_ESSENCE	FIXED_RANK_COMBINATION	15673	37	0.795610269	0.011075836	0.002360748	22.012549778	nan
UNTIL_STATE_GATE	COREMA	ABSOLUTE_PROBABILITY	27349	275	0.479009315	0.008714626	0.010055212	-487.114399302	-487.114399302
UNTIL_STATE_GATE	COREMA	WITHIN_RECORD_RANK	27349	275	0.485605176	0.008789699	0.010055212	-487.114399302	nan
UNTIL_STATE_GATE	COREMA	STRUCTURE_MINUS_NUISANCE_DELTA	27349	275	0.447597225	0.008183103	0.010055212	-487.114399302	nan
UNTIL_STATE_GATE	COREMA	DOMAIN_STANDARDIZED	27349	275	0.447597225	0.008183103	0.010055212	-487.114399302	nan
UNTIL_STATE_GATE	COREMA	SCOPE_HORIZON	27349	275	0.698612825	0.019768622	0.010055212	-487.114399302	254.947728033
UNTIL_STATE_GATE	COREMA	NEIGHBOR_RECURRENCE	27349	275	0.469620770	0.008546199	0.010055212	-487.114399302	-502.416770410
UNTIL_STATE_GATE	COREMA	FIXED_RANK_COMBINATION	27349	275	0.517256878	0.009507368	0.010055212	-487.114399302	nan
UNTIL_STATE_GATE	PCEEC2	ABSOLUTE_PROBABILITY	27518	9	0.751592408	0.000832189	0.000327059	31.684054157	31.684054157
UNTIL_STATE_GATE	PCEEC2	WITHIN_RECORD_RANK	27518	9	0.835989030	0.001181005	0.000327059	31.684054157	nan
UNTIL_STATE_GATE	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	9	0.786494117	0.000870245	0.000327059	31.684054157	nan
UNTIL_STATE_GATE	PCEEC2	DOMAIN_STANDARDIZED	27518	9	0.786494117	0.000870245	0.000327059	31.684054157	nan
UNTIL_STATE_GATE	PCEEC2	SCOPE_HORIZON	27518	9	0.615434949	0.000489299	0.000327059	31.684054157	9.516643798
UNTIL_STATE_GATE	PCEEC2	NEIGHBOR_RECURRENCE	27518	9	0.770786127	0.000888394	0.000327059	31.684054157	32.430944380
UNTIL_STATE_GATE	PCEEC2	FIXED_RANK_COMBINATION	27518	9	0.797157294	0.001090798	0.000327059	31.684054157	nan
UNTIL_STATE_GATE	CURIOUS_CURES	ABSOLUTE_PROBABILITY	21817	105	0.791469277	0.011461322	0.004812761	73.166324609	73.166324609
UNTIL_STATE_GATE	CURIOUS_CURES	WITHIN_RECORD_RANK	21817	105	0.786639822	0.011122619	0.004812761	73.166324609	nan
UNTIL_STATE_GATE	CURIOUS_CURES	STRUCTURE_MINUS_NUISANCE_DELTA	21817	105	0.709904990	0.007626630	0.004812761	73.166324609	nan
UNTIL_STATE_GATE	CURIOUS_CURES	DOMAIN_STANDARDIZED	21817	105	0.709904990	0.007626630	0.004812761	73.166324609	nan
UNTIL_STATE_GATE	CURIOUS_CURES	SCOPE_HORIZON	21817	105	0.643301488	0.007817605	0.004812761	73.166324609	0.849754153
UNTIL_STATE_GATE	CURIOUS_CURES	NEIGHBOR_RECURRENCE	21817	105	0.789040952	0.011210463	0.004812761	73.166324609	71.980142151
UNTIL_STATE_GATE	CURIOUS_CURES	FIXED_RANK_COMBINATION	21817	105	0.751205609	0.009535332	0.004812761	73.166324609	nan
UNTIL_STATE_GATE	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	113	0.931793872	0.019456367	0.002767844	153.775065478	153.775065478
UNTIL_STATE_GATE	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	113	0.934272369	0.020089995	0.002767844	153.775065478	nan
UNTIL_STATE_GATE	HARLEIAN_COOKERY	STRUCTURE_MINUS_NUISANCE_DELTA	40826	113	0.933648860	0.019579127	0.002767844	153.775065478	nan
UNTIL_STATE_GATE	HARLEIAN_COOKERY	DOMAIN_STANDARDIZED	40826	113	0.933648860	0.019579127	0.002767844	153.775065478	nan
UNTIL_STATE_GATE	HARLEIAN_COOKERY	SCOPE_HORIZON	40826	113	0.745633203	0.005432740	0.002767844	153.775065478	24.395523703
UNTIL_STATE_GATE	HARLEIAN_COOKERY	NEIGHBOR_RECURRENCE	40826	113	0.923476205	0.016958384	0.002767844	153.775065478	147.841679122
UNTIL_STATE_GATE	HARLEIAN_COOKERY	FIXED_RANK_COMBINATION	40826	113	0.932835047	0.022773658	0.002767844	153.775065478	nan
UNTIL_STATE_GATE	QUINTE_ESSENCE	ABSOLUTE_PROBABILITY	15673	16	0.765699847	0.002861935	0.001020864	-71.213427318	-71.213427318
UNTIL_STATE_GATE	QUINTE_ESSENCE	WITHIN_RECORD_RANK	15673	16	0.839291132	0.003404296	0.001020864	-71.213427318	nan
UNTIL_STATE_GATE	QUINTE_ESSENCE	STRUCTURE_MINUS_NUISANCE_DELTA	15673	16	0.807011241	0.003109204	0.001020864	-71.213427318	nan
UNTIL_STATE_GATE	QUINTE_ESSENCE	DOMAIN_STANDARDIZED	15673	16	0.807011241	0.003109204	0.001020864	-71.213427318	nan
UNTIL_STATE_GATE	QUINTE_ESSENCE	SCOPE_HORIZON	15673	16	0.616748898	0.002150411	0.001020864	-71.213427318	6.104486129
UNTIL_STATE_GATE	QUINTE_ESSENCE	NEIGHBOR_RECURRENCE	15673	16	0.759436674	0.002945829	0.001020864	-71.213427318	-65.386859781
UNTIL_STATE_GATE	QUINTE_ESSENCE	FIXED_RANK_COMBINATION	15673	16	0.794999840	0.004544500	0.001020864	-71.213427318	nan
COORDINATOR	PCEEC2	ABSOLUTE_PROBABILITY	27518	1292	0.877364893	0.425124262	0.046951087	-1498.734744941	-1498.734744941
COORDINATOR	PCEEC2	WITHIN_RECORD_RANK	27518	1292	0.868753422	0.373381880	0.046951087	-1498.734744941	nan
COORDINATOR	PCEEC2	STRUCTURE_MINUS_NUISANCE_DELTA	27518	1292	0.868798428	0.528152743	0.046951087	-1498.734744941	nan
COORDINATOR	PCEEC2	DOMAIN_STANDARDIZED	27518	1292	0.868798428	0.528152743	0.046951087	-1498.734744941	nan
COORDINATOR	PCEEC2	SCOPE_HORIZON	27518	1292	0.646481456	0.091902944	0.046951087	-1498.734744941	-555.287551113
COORDINATOR	PCEEC2	NEIGHBOR_RECURRENCE	27518	1292	0.877262101	0.419317434	0.046951087	-1498.734744941	-1498.755307448
COORDINATOR	PCEEC2	FIXED_RANK_COMBINATION	27518	1292	0.853398826	0.380281782	0.046951087	-1498.734744941	nan
COORDINATOR	CURIOUS_CURES	ABSOLUTE_PROBABILITY	21817	2220	1.000000000	1.000000000	0.101755512	9306.069719953	9306.069719953
COORDINATOR	CURIOUS_CURES	WITHIN_RECORD_RANK	21817	2220	0.992615424	0.920474900	0.101755512	9306.069719953	nan
COORDINATOR	CURIOUS_CURES	STRUCTURE_MINUS_NUISANCE_DELTA	21817	2220	1.000000000	1.000000000	0.101755512	9306.069719953	nan
COORDINATOR	CURIOUS_CURES	DOMAIN_STANDARDIZED	21817	2220	1.000000000	1.000000000	0.101755512	9306.069719953	nan
COORDINATOR	CURIOUS_CURES	SCOPE_HORIZON	21817	2220	0.933607530	0.505169718	0.101755512	9306.069719953	4267.955900799
COORDINATOR	CURIOUS_CURES	NEIGHBOR_RECURRENCE	21817	2220	1.000000000	1.000000000	0.101755512	9306.069719953	9199.112248053
COORDINATOR	CURIOUS_CURES	FIXED_RANK_COMBINATION	21817	2220	0.997403422	0.977911081	0.101755512	9306.069719953	nan
COORDINATOR	HARLEIAN_COOKERY	ABSOLUTE_PROBABILITY	40826	2551	0.967012734	0.451107316	0.062484691	7602.887760768	7602.887760768
COORDINATOR	HARLEIAN_COOKERY	WITHIN_RECORD_RANK	40826	2551	0.930066605	0.296623275	0.062484691	7602.887760768	nan
