trace_serial	trace_unit	atom_kind	forward_audit_order	backward_audit_order	audit_order_status	atom_id	page	physical_locus	field_or_slot	statement_id	exact_visible_identity	visible_owner	owner_action	literal_or_formal_layer	visible_copy_role	forward_copy_instruction	backward_formal_recovery	master_exemplar_content	concrete_semantics_without_master	source_token_count	close_status	error_guard	trace_pass_condition
11	H2	PROSE_EVENT	11	14	PHYSICAL_RECORD_ORDER	E025	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Führe den ersten Ansatz weiter]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
12	H2	PROSE_EVENT	12	13	PHYSICAL_RECORD_ORDER	E026	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Nimm eine Handvoll]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
13	H2	PROSE_EVENT	13	12	PHYSICAL_RECORD_ORDER	E027	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	ET? (UND/AUCH?)	EXACT_RECURRENT_LINK_FORM	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	FORMAL_LINK_SLOT_RECOVERABLE; ET? lexical category not recoverable without master	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	NOT_RECOVERABLE	1	NONCLOSE	Copy once; do not infer a second sense or portable conjunction from distribution alone.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
14	H2	PROSE_EVENT	14	11	PHYSICAL_RECORD_ORDER	E028	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Nimm den vorherigen Posten hinzu]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
15	H2	PROSE_EVENT	15	10	PHYSICAL_RECORD_ORDER	E029	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	ET? (UND/AUCH?)	EXACT_RECURRENT_LINK_FORM	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	FORMAL_LINK_SLOT_RECOVERABLE; ET? lexical category not recoverable without master	[EXEMPLAR:kein eigener Inhaltswert; nur additive oder koordinierende Verknüpfung der benachbarten Quellenglieder]	NOT_RECOVERABLE	1	NONCLOSE	Copy once; do not infer a second sense or portable conjunction from distribution alone.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
16	H2	PROSE_EVENT	16	9	PHYSICAL_RECORD_ORDER	E030	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[FORMAL:VORGABEPARAMETER?; KEIN WORT]	FORMAL_NONWORD_PROMPT	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	[FORMAL:VORGABEPARAMETER?; KEIN WORT]	[EXEMPLAR:Gib von beiden das gleiche örtliche Maß]	NOT_RECOVERABLE	1	NONCLOSE	Formal prompt is not spoken or promoted to a portable word.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
17	H2	PROSE_EVENT	17	8	PHYSICAL_RECORD_ORDER	E031	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Vereinige die beiden Fraktionen]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
18	H2	PROSE_EVENT	18	7	PHYSICAL_RECORD_ORDER	E032	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Gib sie in ein glasiertes Gefäß]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
19	H2	PROSE_EVENT	19	6	PHYSICAL_RECORD_ORDER	E033	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Führe die Mischung als Salbenansatz]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
20	H2	PROSE_EVENT	20	5	PHYSICAL_RECORD_ORDER	E034	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Der wiederholte Ansatzvermerk bestätigt hier denselben Salbenposten]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
21	H2	PROSE_EVENT	21	4	PHYSICAL_RECORD_ORDER	E035	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Rühre bei kleinem Feuer]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
22	H2	PROSE_EVENT	22	3	PHYSICAL_RECORD_ORDER	E036	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Bis eine weiche Salbe entsteht]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
23	H2	PROSE_EVENT	23	2	PHYSICAL_RECORD_ORDER	E037	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Bewahre sie bedeckt]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
24	H2	PROSE_EVENT	24	1	PHYSICAL_RECORD_ORDER	E038	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
25	B2	PROSE_EVENT	1	62	PHYSICAL_RECORD_ORDER	E167	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	OPEN_LOCAL_OWNER_AND_CLEAR_ALL_ARGUMENTS	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
26	B2	PROSE_EVENT	2	61	PHYSICAL_RECORD_ORDER	E168	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
27	B2	PROSE_EVENT	3	60	PHYSICAL_RECORD_ORDER	E169	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
28	B2	PROSE_EVENT	4	59	PHYSICAL_RECORD_ORDER	E170	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Diese aktive Portion]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
29	B2	PROSE_EVENT	5	58	PHYSICAL_RECORD_ORDER	E171	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
30	B2	PROSE_EVENT	6	57	PHYSICAL_RECORD_ORDER	E172	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN WORT]	FORMAL_NONWORD_PROMPT	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN; KEIN WORT]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NOT_RECOVERABLE	1	NONCLOSE	Formal prompt is not spoken or promoted to a portable word.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
31	B2	PROSE_EVENT	7	56	PHYSICAL_RECORD_ORDER	E173	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die zweite Öffnung]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
32	B2	PROSE_EVENT	8	55	PHYSICAL_RECORD_ORDER	E174	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Und gehe zum nächsten Becken weiter]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
33	B2	PROSE_EVENT	9	54	PHYSICAL_RECORD_ORDER	E175	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
34	B2	PROSE_EVENT	10	53	PHYSICAL_RECORD_ORDER	E176	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Seihe es klar und beende den Schritt]	NOT_RECOVERABLE	1	TERMINAL	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
35	B2	PROSE_EVENT	11	52	PHYSICAL_RECORD_ORDER	E177	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Fahre am zweiten Lauf fort]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
36	B2	PROSE_EVENT	12	51	PHYSICAL_RECORD_ORDER	E178	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Durch ein Tuch]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
37	B2	PROSE_EVENT	13	50	PHYSICAL_RECORD_ORDER	E179	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_CURRENT_VISIBLE_OWNER_ONLY	[EXEMPLARWERT UNBEKANNT]	OPAQUE_EXACT_CARD	Copy exact visible card at this position; obtain all concrete content from the master exemplar.	EXACT_CARD_OWNER_PLACEMENT_AND_CLOSE_ONLY	[EXEMPLAR:Durch die verbundenen Läufe]	NOT_RECOVERABLE	1	NONCLOSE	Concrete content is copied from the master exemplar, never reconstructed from the card.	EXACT_FORM_OWNER_CLOSE_AND_SOURCE_COUNT_RECONSTRUCTED
