event_id	page	record	locus	owner_de	card_no	global_first_choice	owner_tray_surface	local_override_surface	reconstructed_surface	actual_surface	selection_source	old_locus_mode	exact_match
E104	f81v	B1	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC048	qokal	okal	NONE	okal	okal	OWNER_CARD_DEFAULT	RR12	YES
E105	f81v	B1	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC003	char	sar	NONE	sar	sar	OWNER_CARD_DEFAULT	RR12	YES
E109	f81v	B1	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	dal	al	NONE	al	al	OWNER_CARD_DEFAULT	RR12	YES
E121	f81v	B1	f81v.7	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	qol	NONE	qol	qol	OWNER_CARD_DEFAULT	RR13	YES
E128	f81v	B1	f81v.17	gemeinsame zweireihige Figuren-/Beckenstation	PROC075	chckhy	shckhy	NONE	shckhy	shckhy	OWNER_CARD_DEFAULT	RR14	YES
E142	f81v	B1	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	PROC085	okey	qokey	NONE	qokey	qokey	OWNER_CARD_DEFAULT	RR15	YES
E148	f81v	B1	f81v.21	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	qol	NONE	qol	qol	OWNER_CARD_DEFAULT	RR15	YES
E153	f81v	B1	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	PROC092	qokeey	okeey	NONE	okeey	okeey	OWNER_CARD_DEFAULT	RR16	YES
E154	f81v	B1	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	PROC013	ol	qol	NONE	qol	qol	OWNER_CARD_DEFAULT	RR16	YES
E155	f81v	B1	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	cheedy	NONE	cheedy	cheedy	OWNER_CARD_DEFAULT	RR16	YES
E156	f81v	B1	f81v.24	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	dal	al	sal	sal	sal	LOCAL_OVERRIDE_SLIP	RR16	YES
E163	f81v	B1	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	PROC078	shedy	cheedy	tedy	tedy	tedy	LOCAL_OVERRIDE_SLIP	RR17	YES
E166	f81v	B1	f81v.27	gemeinsame zweireihige Figuren-/Beckenstation	PROC055	dal	al	chal	chal	chal	LOCAL_OVERRIDE_SLIP	RR17	YES
E167	f82r	B2	f82r.2	oberes Beckenpaar mit Zylinder	PROC076	schedy	dchedy	NONE	dchedy	dchedy	OWNER_CARD_DEFAULT	RR18	YES
E170	f82r	B2	f82r.2	oberes Beckenpaar mit Zylinder	PROC019	chey	dy	NONE	dy	dy	OWNER_CARD_DEFAULT	RR18	YES
E190	f82r	B2	f82r.7	mittleres linkes Handgerät mit Inline-Knoten	PROC112	otaiin	sotaiin	NONE	sotaiin	sotaiin	OWNER_CARD_DEFAULT	RR19	YES
E200	f82r	B2	f82r.19	mittlere rechte unklare Station	PROC080	qokain	okain	NONE	okain	okain	OWNER_CARD_DEFAULT	RR20	YES
E214	f82r	B2	f82r.26	kleine Randstationen des unteren Beckens	PROC055	dal	cheal	NONE	cheal	cheal	OWNER_CARD_DEFAULT	RR21	YES
E217	f82r	B2	f82r.26	kleine Randstationen des unteren Beckens	PROC009	daiin	aiin	NONE	aiin	aiin	OWNER_CARD_DEFAULT	RR21	YES
E242	f83r	B3	f83r.6	mittlere Randfigur im runden Gefäß	PROC079	qolchedy	olchedy	NONE	olchedy	olchedy	OWNER_CARD_DEFAULT	RR22	YES
E254	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	PROC016	chor	sor	NONE	sor	sor	OWNER_CARD_DEFAULT	RR23	YES
E257	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	PROC069	kain	chkain	NONE	chkain	chkain	OWNER_CARD_DEFAULT	RR23	YES
E258	f83r	B3	f83r.11	untere Randfigur im korbartigen Gefäß	PROC117	qcthey	shcthey	NONE	shcthey	shcthey	OWNER_CARD_DEFAULT	RR23	YES
E264	f83r	B3	f83r.14	unverbundener Zwischenbereich	PROC091	okchedy	qokchedy	NONE	qokchedy	qokchedy	OWNER_CARD_DEFAULT	RR24	YES
E271	f83r	B3	f83r.14	unverbundener Zwischenbereich	PROC014	checthy	shcthy	NONE	shcthy	shcthy	OWNER_CARD_DEFAULT	RR24	YES
E273	f83r	B3	f83r.14	unverbundener Zwischenbereich	PROC019	chey	sy	NONE	sy	sy	OWNER_CARD_DEFAULT	RR24	YES
E278	f83r	B3	f83r.15	unverbundener Zwischenbereich	PROC055	dal	tal	NONE	tal	tal	OWNER_CARD_DEFAULT	RR25	YES
E279	f83r	B3	f83r.15	unverbundener Zwischenbereich	PROC014	checthy	shcthy	NONE	shcthy	shcthy	OWNER_CARD_DEFAULT	RR25	YES
E281	f83r	B3	f83r.15	unverbundener Zwischenbereich	PROC145	otchedy	qotchedy	NONE	qotchedy	qotchedy	OWNER_CARD_DEFAULT	RR25	YES
E283	f83r	B3	f83r.16	unverbundener Zwischenbereich	PROC076	schedy	tchedy	NONE	tchedy	tchedy	OWNER_CARD_DEFAULT	RR26	YES
E291	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC098	olkeedy	solkeedy	NONE	solkeedy	solkeedy	OWNER_CARD_DEFAULT	RR27	YES
E299	f83r	B3	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC009	daiin	saiin	NONE	saiin	saiin	OWNER_CARD_DEFAULT	RR27	YES
E309	f83r	B3	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC097	oiiin	soiiin	NONE	soiiin	soiiin	OWNER_CARD_DEFAULT	RR28	YES
E311	f83r	B3	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	PROC004	chty	chety	NONE	chety	chety	OWNER_CARD_DEFAULT	RR28	YES
E320	f83r	B4	f83r.25	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC131	qotal	otal	NONE	otal	otal	OWNER_CARD_DEFAULT	RR29	YES
E324	f83r	B4	f83r.26	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	PROC013	ol	tol	NONE	tol	tol	OWNER_CARD_DEFAULT	RR30	YES
E342	f83r	B4	f83r.35	linke Hauptstation mit offenem Fransenlauf	PROC042	chedy	chdy	NONE	chdy	chdy	OWNER_CARD_DEFAULT	RR31	YES
E358	f83r	B4	f83r.41	rechte Hauptstation mit S-Lauf und Mehrarmknoten	PROC070	olkain	qolkain	NONE	qolkain	qolkain	OWNER_CARD_DEFAULT	RR32	YES
E366	f83r	B5	f83r.48	linke Fransenstation im B5-Nachtrag	PROC013	ol	cheol	NONE	cheol	cheol	OWNER_CARD_DEFAULT	RR33	YES
E369	f83r	B5	f83r.48	linke Fransenstation im B5-Nachtrag	PROC009	daiin	aiin	NONE	aiin	aiin	OWNER_CARD_DEFAULT	RR33	YES
E377	f83r	B6	f83r.54	rechter S-Lauf im B6-Nachtrag	PROC009	saiin	daiin	NONE	daiin	daiin	OWNER_CARD_DEFAULT	RR34	YES
