reader	locus	source_group_id	index	raw	fixed_tag	fixed_meaning
ZL3b	f83r.54	ZL3b|f83r.54|G003	3	dain	RESTATE_SAME_STARTER	restate the first entry of the just identified sole starter; the repeated ENTER names that same first event, not another entry
ZL3b	f83r.54	ZL3b|f83r.54|G004	4	chey	NEXT_FOLLOWER	the remaining followers in their entry order
ZL3b	f83r.54	ZL3b|f83r.54|G005	5	ldalor	UNKNOWN	UNASSIGNED
ZL3b	f83r.55	ZL3b|f83r.55|G001	1	sol	WHEN	when the stated cue is reached
ZL3b	f83r.55	ZL3b|f83r.55|G002	2	rtain	UNKNOWN	UNASSIGNED
ZL3b	f83r.55	ZL3b|f83r.55|G003	3	cthal	UNKNOWN	UNASSIGNED
IT2a	f83r.47	IT2a|f83r.47|G001	1	otchdy	UNKNOWN	UNASSIGNED
IT2a	f83r.47	IT2a|f83r.47|G002	2	qokchdy	UNKNOWN	UNASSIGNED
IT2a	f83r.47	IT2a|f83r.47|G003	3	shedal	UNKNOWN	UNASSIGNED
IT2a	f83r.48	IT2a|f83r.48|G001	1	dal	EXCLUDING_PES	exclude the accompaniment pair from the preceding rota-singer count
IT2a	f83r.48	IT2a|f83r.48|G002	2	cheol	SAME_MELODY	the same defined main melody M
IT2a	f83r.48	IT2a|f83r.48|G003	3	lol	CONTINUE	Preserve the supplied part's existing local phase and event sequence through the specified other performer's entry; do not restart or exchange it.
IT2a	f83r.48	IT2a|f83r.48|G004	4	chdal	UNKNOWN	UNASSIGNED
IT2a	f83r.48	IT2a|f83r.48|G005	5	aiin	TOGETHER	common onset for the subject set in the current clause; does not merge their clocks or part positions
IT2a	f83r.49	IT2a|f83r.49|G001	1	sol	WHEN	when the stated cue is reached
IT2a	f83r.49	IT2a|f83r.49|G002	2	daiiin	UNKNOWN	UNASSIGNED
IT2a	f83r.49	IT2a|f83r.49|G003	3	chedy	ENTER	enter the performance
IT2a	f83r.52	IT2a|f83r.52|G001	1	solkeey	UNKNOWN	UNASSIGNED
IT2a	f83r.52	IT2a|f83r.52|G002	2	qekey	UNKNOWN	UNASSIGNED
IT2a	f83r.52	IT2a|f83r.52|G003	3	raly	UNKNOWN	UNASSIGNED
IT2a	f83r.52	IT2a|f83r.52|G004	4	ol	THAT	the unique named cue X from the entry-rule context
IT2a	f83r.53	IT2a|f83r.53|G001	1	solchkal	UNKNOWN	UNASSIGNED
IT2a	f83r.53	IT2a|f83r.53|G002	2	cheol	SAME_MELODY	the same defined main melody M
IT2a	f83r.53	IT2a|f83r.53|G003	3	qotar	UNKNOWN	UNASSIGNED
IT2a	f83r.53	IT2a|f83r.53|G004	4	ol	THAT	the unique named cue X from the entry-rule context
IT2a	f83r.54	IT2a|f83r.54|G001	1	daiin	NOT	prohibit the following entry relation
IT2a	f83r.54	IT2a|f83r.54|G002	2	ol	THAT	the unique named cue X from the entry-rule context
IT2a	f83r.54	IT2a|f83r.54|G003	3	dain	RESTATE_SAME_STARTER	restate the first entry of the just identified sole starter; the repeated ENTER names that same first event, not another entry
IT2a	f83r.54	IT2a|f83r.54|G004	4	chey	NEXT_FOLLOWER	the remaining followers in their entry order
IT2a	f83r.54	IT2a|f83r.54|G005	5	ldalor	UNKNOWN	UNASSIGNED
IT2a	f83r.55	IT2a|f83r.55|G001	1	sol	WHEN	when the stated cue is reached
IT2a	f83r.55	IT2a|f83r.55|G002	2	rtain	UNKNOWN	UNASSIGNED
IT2a	f83r.55	IT2a|f83r.55|G003	3	cthol	UNKNOWN	UNASSIGNED
RF1b	f83r.47	RF1b|f83r.47|G001	1	otchdy	UNKNOWN	UNASSIGNED
RF1b	f83r.47	RF1b|f83r.47|G002	2	qokchdy	UNKNOWN	UNASSIGNED
RF1b	f83r.47	RF1b|f83r.47|G003	3	shedal	UNKNOWN	UNASSIGNED
RF1b	f83r.48	RF1b|f83r.48|G001	1	dal	EXCLUDING_PES	exclude the accompaniment pair from the preceding rota-singer count
RF1b	f83r.48	RF1b|f83r.48|G002	2	cheol	SAME_MELODY	the same defined main melody M
RF1b	f83r.48	RF1b|f83r.48|G003	3	lol	CONTINUE	Preserve the supplied part's existing local phase and event sequence through the specified other performer's entry; do not restart or exchange it.
RF1b	f83r.48	RF1b|f83r.48|G004	4	chdal	UNKNOWN	UNASSIGNED
RF1b	f83r.48	RF1b|f83r.48|G005	5	aiin	TOGETHER	common onset for the subject set in the current clause; does not merge their clocks or part positions
RF1b	f83r.49	RF1b|f83r.49|G001	1	sol	WHEN	when the stated cue is reached
RF1b	f83r.49	RF1b|f83r.49|G002	2	daiiin	UNKNOWN	UNASSIGNED
RF1b	f83r.49	RF1b|f83r.49|G003	3	chedy	ENTER	enter the performance
RF1b	f83r.52	RF1b|f83r.52|G001	1	solkeey	UNKNOWN	UNASSIGNED
RF1b	f83r.52	RF1b|f83r.52|G002	2	qekey	UNKNOWN	UNASSIGNED
RF1b	f83r.52	RF1b|f83r.52|G003	3	raly	UNKNOWN	UNASSIGNED
RF1b	f83r.52	RF1b|f83r.52|G004	4	ol	THAT	the unique named cue X from the entry-rule context
RF1b	f83r.53	RF1b|f83r.53|G001	1	solchkal	UNKNOWN	UNASSIGNED
RF1b	f83r.53	RF1b|f83r.53|G002	2	cheal	UNKNOWN	UNASSIGNED
RF1b	f83r.53	RF1b|f83r.53|G003	3	qotar	UNKNOWN	UNASSIGNED
RF1b	f83r.53	RF1b|f83r.53|G004	4	ol	THAT	the unique named cue X from the entry-rule context
RF1b	f83r.54	RF1b|f83r.54|G001	1	daiin	NOT	prohibit the following entry relation
RF1b	f83r.54	RF1b|f83r.54|G002	2	ol	THAT	the unique named cue X from the entry-rule context
RF1b	f83r.54	RF1b|f83r.54|G003	3	dain	RESTATE_SAME_STARTER	restate the first entry of the just identified sole starter; the repeated ENTER names that same first event, not another entry
RF1b	f83r.54	RF1b|f83r.54|G004	4	chey	NEXT_FOLLOWER	the remaining followers in their entry order
RF1b	f83r.54	RF1b|f83r.54|G005	5	ldalor	UNKNOWN	UNASSIGNED
RF1b	f83r.55	RF1b|f83r.55|G001	1	sol	WHEN	when the stated cue is reached
RF1b	f83r.55	RF1b|f83r.55|G002	2	r	FIRST_ENTRY_EVENT	Reference the unique first ENTER event of the explicitly bound rota performer; no second execution or pes entry.
RF1b	f83r.55	RF1b|f83r.55|G003	3	tain	UNKNOWN	UNASSIGNED
RF1b	f83r.55	RF1b|f83r.55|G004	4	cth@221;l	UNKNOWN	UNASSIGNED
