event_id	page	record	observed_surface	recovered_card_no	recovered_component_parse	recovered_spoken_value_de	expected_card_no	expected_spoken_value_de	card_recovery	value_recovery	owner_needed_for_card_or_value	owner_needed_for_complete_local_instruction
E015	f10r	H2	ycheor	PROC015	Y+CH+E+OR	dieser Posten · abziehen · kurz · Ansatz	PROC015	dieser Posten · abziehen · kurz · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E016	f10r	H2	cthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E017	f10r	H2	chor	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E018	f10r	H2	cthaiin	PROC017	CTH+AIIN	bereit · vorgeschriebenes Maß	PROC017	bereit · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E019	f10r	H2	qoctholy	PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	PROC018	Arbeitsgang · bereit · fortsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E020	f10r	H2	dy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E021	f10r	H2	chy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E022	f10r	H2	taiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E023	f10r	H2	shy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E024	f10r	H2	qotchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	PROC020	danach · abziehen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E025	f10r	H2	chor	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E026	f10r	H2	otol	PROC021	OT+OL	danach · fortsetzen	PROC021	danach · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E027	f10r	H2	chol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E028	f10r	H2	cholor	PROC022	OL+OR	fortsetzen · Ansatz	PROC022	fortsetzen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E029	f10r	H2	chol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E030	f10r	H2	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E031	f10r	H2	dar	PROC003	AR	von dort	PROC003	von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E032	f10r	H2	oykchor	PROC023	O+Y+K+OR	Arbeitsgang · dieser Posten · zuführen · Ansatz	PROC023	Arbeitsgang · dieser Posten · zuführen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E033	f10r	H2	shor	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E034	f10r	H2	chor	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E035	f10r	H2	chy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E036	f10r	H2	kaiiin	PROC024	K+IIN	zuführen · Sollstufe	PROC024	zuführen · Sollstufe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E037	f10r	H2	dy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E038	f10r	H2	chodaiin	PROC025	CH+O+AIIN	abziehen · Arbeitsgang · vorgeschriebenes Maß	PROC025	abziehen · Arbeitsgang · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E039	f11r	H3	tshol	PROC026	T+SH+OL	eintragen · halten · fortsetzen	PROC026	eintragen · halten · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E040	f11r	H3	schoal	PROC027	SH+O+AL	halten · Arbeitsgang · bezeichnete Stelle	PROC027	halten · Arbeitsgang · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E041	f11r	H3	cfhy	PROC028	CFH+Y	auswringen · dieser Posten	PROC028	auswringen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E042	f11r	H3	shfydaiin	PROC029	SH+Y+AIIN	halten · dieser Posten · vorgeschriebenes Maß	PROC029	halten · dieser Posten · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E043	f11r	H3	cphy	PROC030	P+Y	hineingeben · dieser Posten	PROC030	hineingeben · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E044	f11r	H3	shey	PROC031	SH+EE+Y	halten · länger · dieser Posten	PROC031	halten · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E045	f11r	H3	tchody	PROC032	T+CH+O+DY	eintragen · abziehen · Arbeitsgang · Schluss	PROC032	eintragen · abziehen · Arbeitsgang · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E046	f11r	H3	shoyty	PROC033	SH+O+Y+T+Y	halten · Arbeitsgang · dieser Posten · eintragen · dieser Posten	PROC033	halten · Arbeitsgang · dieser Posten · eintragen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E047	f11r	H3	dchol	PROC034	OL	fortsetzen	PROC034	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E048	f11r	H3	chy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E049	f11r	H3	kchy	PROC035	K+Y	zuführen · dieser Posten	PROC035	zuführen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E050	f11r	H3	dy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E051	f11r	H3	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E052	f11r	H3	qotchy	PROC036	OT+Y	danach · dieser Posten	PROC036	danach · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E053	f11r	H3	okchol	PROC037	OK+OL	ansetzen · fortsetzen	PROC037	ansetzen · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E054	f11r	H3	cthy	PROC014	CTH+Y	bereit · dieser Posten	PROC014	bereit · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E055	f11r	H3	dy	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E056	f55v	H4	qokaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E057	f55v	H4	chaiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E058	f55v	H4	ykain	PROC039	Y+K+AIN	dieser Posten · zuführen · Portion	PROC039	dieser Posten · zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E059	f55v	H4	ykan	PROC040	Y+K+AIN	dieser Posten · zuführen · Portion	PROC040	dieser Posten · zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E060	f55v	H4	ody	PROC041	O+DY	Arbeitsgang · Schluss	PROC041	Arbeitsgang · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E061	f55v	H4	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E062	f55v	H4	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E063	f55v	H4	talam	PROC043	TALAM	verwahren	PROC043	verwahren	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E064	f55v	H4	ykaiin	PROC044	Y+K+AIIN	dieser Posten · zuführen · vorgeschriebenes Maß	PROC044	dieser Posten · zuführen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E065	f55v	H4	cheoar	PROC045	CH+E+O+AR	abziehen · kurz · Arbeitsgang · von dort	PROC045	abziehen · kurz · Arbeitsgang · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E066	f55v	H4	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten	PROC046	wärmen · länger · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E067	f55v	H4	oldy	PROC047	OL+DY	fortsetzen · Schluss	PROC047	fortsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E068	f55v	H4	aiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E069	f55v	H4	okal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E070	f55v	H4	oltchy	PROC049	OL+T+Y	fortsetzen · eintragen · dieser Posten	PROC049	fortsetzen · eintragen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E071	f55v	H4	or	PROC016	OR	Ansatz	PROC016	Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E072	f55v	H4	y	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E073	f55v	H4	orain	PROC050	OR+AIN	Ansatz · Portion	PROC050	Ansatz · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E074	f56r	H5	chochor	PROC051	HO+CH+OR	Gabe · abziehen · Ansatz	PROC051	Gabe · abziehen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E075	f56r	H5	cho	PROC052	HO	Gabe	PROC052	Gabe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E076	f56r	H5	chodaly	PROC053	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	PROC053	Gabe · bezeichnete Stelle · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E077	f56r	H5	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E078	f56r	H5	sho	PROC052	HO	Gabe	PROC052	Gabe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E079	f56r	H5	kchol	PROC054	K+OL	zuführen · fortsetzen	PROC054	zuführen · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E080	f56r	H5	otchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	PROC020	danach · abziehen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E081	f56r	H5	choky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E082	f56r	H5	dal	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E083	f56r	H5	schol	PROC034	OL	fortsetzen	PROC034	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E084	f56r	H5	choy	PROC056	HO+Y	Gabe · dieser Posten	PROC056	Gabe · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E085	f56r	H5	choky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E086	f56r	H5	cheeckhody	PROC057	CH+EE+CKH+O+DY	abziehen · länger · Durchlass · Arbeitsgang · Schluss	PROC057	abziehen · länger · Durchlass · Arbeitsgang · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E087	f56r	H5	sh	PROC058	SH	halten	PROC058	halten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E088	f56r	H5	cho	PROC052	HO	Gabe	PROC052	Gabe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E089	f56r	H5	kchey	PROC059	K+E+Y	zuführen · kurz · dieser Posten	PROC059	zuführen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E090	f56r	H5	qokokchy	PROC060	OK+OK+Y	ansetzen · ansetzen · dieser Posten	PROC060	ansetzen · ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E091	f56r	H5	okchy	PROC011	OK+Y	ansetzen · dieser Posten	PROC011	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E092	f56r	H5	chokcheo	PROC061	OK+CH+E+O	ansetzen · abziehen · kurz · Arbeitsgang	PROC061	ansetzen · abziehen · kurz · Arbeitsgang	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E093	f56r	H5	kchal	PROC062	K+AL	zuführen · bezeichnete Stelle	PROC062	zuführen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E094	f56r	H5	sho	PROC052	HO	Gabe	PROC052	Gabe	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E095	f56r	H5	chokchy	PROC011	OK+Y	ansetzen · dieser Posten	PROC011	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E096	f56r	H5	kchoar	PROC063	K+HO+AR	zuführen · Gabe · von dort	PROC063	zuführen · Gabe · von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E097	f56r	H5	sotodan	PROC064	OT+O+AIN	danach · Arbeitsgang · Portion	PROC064	danach · Arbeitsgang · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E098	f56r	H5	otchey	PROC065	OT+Y	danach · dieser Posten	PROC065	danach · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E099	f56r	H5	keol	PROC066	K+E+OL	zuführen · kurz · fortsetzen	PROC066	zuführen · kurz · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E100	f56r	H5	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E101	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E102	f81v	B1	okaiin	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	PROC038	ansetzen · vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E103	f81v	B1	kair	PROC068	K+AIR	zuführen · laufender Bestand	PROC068	zuführen · laufender Bestand	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E104	f81v	B1	okal	PROC048	OK+AL	ansetzen · bezeichnete Stelle	PROC048	ansetzen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E105	f81v	B1	sar	PROC003	AR	von dort	PROC003	von dort	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E106	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E107	f81v	B1	kain	PROC069	K+AIN	zuführen · Portion	PROC069	zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E108	f81v	B1	olkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	PROC070	fortsetzen · zuführen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E109	f81v	B1	al	PROC055	AL	bezeichnete Stelle	PROC055	bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E110	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E111	f81v	B1	rol	PROC071	R+OL	abkühlen · fortsetzen	PROC071	abkühlen · fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E112	f81v	B1	dl	PROC072	L	führen	PROC072	führen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E113	f81v	B1	olor	PROC022	OL+OR	fortsetzen · Ansatz	PROC022	fortsetzen · Ansatz	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E114	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E115	f81v	B1	sheckhal	PROC073	SH+E+CKH+AL	halten · kurz · Durchlass · bezeichnete Stelle	PROC073	halten · kurz · Durchlass · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E116	f81v	B1	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E117	f81v	B1	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · bezeichnete Stelle	PROC074	ansetzen · länger · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E118	f81v	B1	daiin	PROC009	AIIN	vorgeschriebenes Maß	PROC009	vorgeschriebenes Maß	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E119	f81v	B1	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PROC075	Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E120	f81v	B1	schedy	PROC076	CHD+DY	umsetzen · Schluss	PROC076	umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E121	f81v	B1	qol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E122	f81v	B1	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	PROC077	halten · zuführen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E123	f81v	B1	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E124	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E125	f81v	B1	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E126	f81v	B1	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	PROC079	fortsetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E127	f81v	B1	qokain	PROC080	OK+AIN	ansetzen · Portion	PROC080	ansetzen · Portion	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E128	f81v	B1	shckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PROC075	Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E129	f81v	B1	dl	PROC072	L	führen	PROC072	führen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E130	f81v	B1	ral	PROC081	R+AL	abkühlen · bezeichnete Stelle	PROC081	abkühlen · bezeichnete Stelle	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E131	f81v	B1	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	PROC082	ansetzen · umsetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E132	f81v	B1	chey	PROC019	Y	dieser Posten	PROC019	dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E133	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E134	f81v	B1	cheky	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	PROC083	wärmen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E135	f81v	B1	ol	PROC013	OL	fortsetzen	PROC013	fortsetzen	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E136	f81v	B1	shedy	PROC078	SHED+DY	absetzen · Schluss	PROC078	absetzen · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E137	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E138	f81v	B1	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	PROC067	ansetzen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E139	f81v	B1	chckhy	PROC075	CKH+Y	Durchlass · dieser Posten	PROC075	Durchlass · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E140	f81v	B1	qoky	PROC008	OK+Y	ansetzen · dieser Posten	PROC008	ansetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E141	f81v	B1	lsho	PROC084	LSH+O	waschen · Arbeitsgang	PROC084	waschen · Arbeitsgang	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E142	f81v	B1	qokey	PROC085	OK+E+Y	ansetzen · kurz · dieser Posten	PROC085	ansetzen · kurz · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E143	f81v	B1	lshedy	PROC086	LSH+E+DY	waschen · kurz · Schluss	PROC086	waschen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E144	f81v	B1	lshedy	PROC086	LSH+E+DY	waschen · kurz · Schluss	PROC086	waschen · kurz · Schluss	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E145	f81v	B1	chedy	PROC042	CHD+Y	umsetzen · dieser Posten	PROC042	umsetzen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
E146	f81v	B1	qolky	PROC087	SOLK+Y	auffangen · dieser Posten	PROC087	auffangen · dieser Posten	EXACT	EXACT	NO	YES_IF_CONTEXTUAL_OR_REPEATED
