opaque_local_id	page	locus	surface_fragment	surface_fragment_occurrences	namespace	namespace_plus_fragment_occurrences	fragment_self_identifying	corrector_rule_de
A1:G013	f67r2	f67r2.5	okchy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G014	f67r2	f67r2.6	dchetay	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G015	f67r2	f67r2.7	ykchy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G016	f67r2	f67r2.7	kchey	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G017	f67r2	f67r2.7	ykchys	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G018	f67r2	f67r2.8	chkchdar	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G019	f67r2	f67r2.9	ykar	3	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G020	f67r2	f67r2.9	ykaly	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G021	f67r2	f67r2.10	lkshy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G022	f67r2	f67r2.10	kchy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G023	f67r2	f67r2.10	okar	4	F67_RIGHT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G024	f67r2	f67r2.11	chky	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G025	f67r2	f67r2.11	chykchs	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G026	f67r2	f67r2.11	chy	2	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G027	f67r2	f67r2.12	ykees	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G028	f67r2	f67r2.12	ykchos	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G029	f67r2	f67r2.13	opodchol	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G030	f67r2	f67r2.13	s	4	F67_RIGHT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G031	f67r2	f67r2.13	ain	2	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G032	f67r2	f67r2.13	aldy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G033	f67r2	f67r2.14	soeey	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G034	f67r2	f67r2.14	doiin	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G035	f67r2	f67r2.14	oldy	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G036	f67r2	f67r2.15	dolchsody	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G037	f67r2	f67r2.16	odaeiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G038	f67r2	f67r2.16	okoes	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G039	f67r2	f67r2.16	oekain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G040	f67r2	f67r2.16	y	9	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G041	f67r2	f67r2.17	otchey	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G042	f67r2	f67r2.17	soraiir	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G043	f67r2	f67r2.17	dy	9	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G044	f67r2	f67r2.18	qopchy	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G045	f67r2	f67r2.18	daiin	4	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G046	f67r2	f67r2.18	dal	5	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G047	f67r2	f67r2.19	ydchos	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G048	f67r2	f67r2.19	ain	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G049	f67r2	f67r2.19	ar	9	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G050	f67r2	f67r2.19	amy	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G051	f67r2	f67r2.20	chocfhy	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G052	f67r2	f67r2.20	saral	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G053	f67r2	f67r2.21	sain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G054	f67r2	f67r2.21	am	3	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G055	f67r2	f67r2.21	ar	9	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G056	f67r2	f67r2.22	okal	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G057	f67r2	f67r2.23	oparchy	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G058	f67r2	f67r2.23	salsain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G059	f67r2	f67r2.24	sodar	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G060	f67r2	f67r2.24	ofar	2	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G061	f67r2	f67r2.24	ar	9	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G062	f67r2	f67r2.25	ydam	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G063	f67r2	f67r2.26	yteoor	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G064	f67r2	f67r2.26	yto	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G065	f67r2	f67r2.26	ykor	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G066	f67r2	f67r2.27	okeo	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G067	f67r2	f67r2.27	r	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G068	f67r2	f67r2.27	aiin	6	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G069	f67r2	f67r2.27	am	3	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G070	f67r2	f67r2.28	okain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G071	f67r2	f67r2.28	am	3	F67_LEFT_WHEEL_NS	3	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G072	f67r2	f67r2.29	ytody	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G073	f67r2	f67r2.29	saiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G074	f67r2	f67r2.30	ochol	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G075	f67r2	f67r2.30	olol	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G076	f67r2	f67r2.31	opcholdy	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G077	f67r2	f67r2.32	dosar	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G078	f67r2	f67r2.32	odas	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G079	f67r2	f67r2.32	air	4	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G080	f67r2	f67r2.32	alaiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G081	f67r2	f67r2.33	dokan	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G082	f67r2	f67r2.33	oear	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G083	f67r2	f67r2.33	odal	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G084	f67r2	f67r2.34	ofar	2	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G085	f67r2	f67r2.34	oeoldan	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G086	f67r2	f67r2.35	chol	4	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G087	f67r2	f67r2.35	giin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G088	f67r2	f67r2.35	okol	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G089	f67r2	f67r2.36	ytor	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G090	f67r2	f67r2.36	daiin	4	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G091	f67r2	f67r2.36	or	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G092	f67r2	f67r2.37	ytoaiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G093	f67r2	f67r2.38	otoldos	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G094	f67r2	f67r2.38	octhole	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G095	f67r2	f67r2.39	sor	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G096	f67r2	f67r2.39	chedaiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G097	f67r2	f67r2.39	dy	9	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G098	f67r2	f67r2.40	yteos	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G099	f67r2	f67r2.40	oiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G100	f67r2	f67r2.40	og	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G101	f67r2	f67r2.41	ytoeopchey	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G102	f67r2	f67r2.41	chekody	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G103	f67r2	f67r2.42	sosho	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G104	f67r2	f67r2.42	chos	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G105	f67r2	f67r2.42	ockhy	3	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G106	f67r2	f67r2.43	daiin	4	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G107	f67r2	f67r2.43	aiin	6	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G108	f67r2	f67r2.43	os	2	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G109	f67r2	f67r2.43	qsg	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G110	f67r2	f67r2.44	ofydy	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G111	f67r2	f67r2.44	sheody	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G112	f67r2	f67r2.44	aiin	6	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G113	f67r2	f67r2.45	ycheody	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G114	f67r2	f67r2.45	es	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G115	f67r2	f67r2.45	odaiiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G116	f67r2	f67r2.46	yekees	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G117	f67r2	f67r2.46	oraly	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G118	f67r2	f67r2.47	yfain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G119	f67r2	f67r2.48	todaiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G120	f67r2	f67r2.48	dain	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G121	f67r2	f67r2.48	dy	9	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G122	f67r2	f67r2.49	os	2	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G123	f67r2	f67r2.49	choer	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G124	f67r2	f67r2.49	aiin	6	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G125	f67r2	f67r2.50	choeea	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G126	f67r2	f67r2.50	sal	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G127	f67r2	f67r2.51	dadaiin	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G128	f67r2	f67r2.52	qotoear	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G129	f67r2	f67r2.53	dchdar	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G130	f67r2	f67r2.54	y	9	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G131	f67r2	f67r2.54	saldal	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G132	f67r2	f67r2.55	ytodal	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G133	f67r2	f67r2.56	tol	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G134	f67r2	f67r2.56	daiin	4	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G135	f67r2	f67r2.57	otar	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G136	f67r2	f67r2.57	dy	9	F67_LEFT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G137	f67r2	f67r2.58	cho	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G138	f67r2	f67r2.58	dal	5	F67_LEFT_WHEEL_NS	2	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G139	f67r2	f67r2.58	g	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G140	f67r2	f67r2.59	ytchodly	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G141	f67r2	f67r2.60	octhys	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G142	f67r2	f67r2.61	ytokar	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G143	f67r2	f67r2.62	otolor	1	F67_LEFT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G144	f67r2	f67r2.63	okodar	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G145	f67r2	f67r2.64	s	4	F67_RIGHT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G146	f67r2	f67r2.64	air	4	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G147	f67r2	f67r2.65	soear	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G148	f67r2	f67r2.66	cpheey	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G149	f67r2	f67r2.67	okodar	2	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G150	f67r2	f67r2.68	oepchod	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G151	f67r2	f67r2.69	s	4	F67_RIGHT_WHEEL_NS	4	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G152	f67r2	f67r2.69	ay	2	F67_RIGHT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G153	f67r2	f67r2.70	osar	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G154	f67r2	f67r2.71	oran	1	F67_RIGHT_WHEEL_NS	1	YES	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
A1:G155	f67r2	f67r2.72	dar	2	F67_LEFT_WHEEL_NS	1	NO	nicht einzeln deuten; bis zur vollstaendigen Lokaletikette sammeln und Bildort zeigen
