model	at	word	hypothesis
C	f21r.12:1	ykeey	⟦ykeey⟧
C	f21r.12:2	chor	Blüten
C	f21r.12:3	sheey	⟦sheey⟧
C	f21r.12:4	ysheol	⟦ysheol⟧
C	f21r.12:5	chor	Blüten
C	f21r.12:6	chol	trocken
C	f21r.12:7	daiin	Grad Γ
C	f21r.12:8	chkaiin	wirksam
C	f32v.7:1	ksho	⟦ksho⟧
C	f32v.7:2	cphos	⟦cphos⟧
C	f32v.7:3	she	⟦she⟧
C	f32v.7:4	sheaiin	⟦sheaiin⟧
C	f32v.7:5	otshcho	⟦otshcho⟧
C	f32v.7:6	r	⟦r⟧
C	f32v.7:7	dain	Grad Β
C	f32v.7:8	shckhy	⟦shckhy⟧
C	f32v.7:9	s	und
C	f32v.7:10	odan	⟦odan⟧
C	f32v.8:1	otchol	⟦otchol⟧
C	f32v.8:2	daiin	Grad Γ
C	f32v.8:3	daiin	Grad Γ
C	f32v.8:4	ctho	⟦ctho⟧
C	f32v.8:5	daiin	Grad Γ
C	f32v.8:6	qotaiin	verursacht [Beschwerde]
C	f32v.8:7	otchy	⟦otchy⟧
C	f32v.8:8	d	⟦d⟧
C	f32v.8:9	shan	⟦shan⟧
C	f32v.9:1	qotchy	Ausgleich durch
C	f32v.9:2	cfhy	⟦cfhy⟧
C	f32v.9:3	skey	⟦skey⟧
C	f32v.9:4	chocthy	⟦chocthy⟧
C	f32v.9:5	daiin	Grad Γ
C	f32v.9:6	cthaiin	⟦cthaiin⟧
C	f32v.9:7	daiin	Grad Γ
C	f32v.10:1	sho	mit
C	f32v.10:2	keol	⟦keol⟧
C	f32v.10:3	chor	Blüten
C	f32v.10:4	chol	trocken
C	f32v.10:5	daiin	Grad Γ
C	f32v.10:6	cpho	⟦cpho⟧
C	f32v.10:7	l	⟦l⟧
C	f32v.10:8	cthol	⟦cthol⟧
C	f32v.10:9	da	⟦da⟧
C	f32v.10:10	ar	Anteil
C	f32v.11:1	ol	auch
C	f32v.11:2	sho	mit
C	f32v.11:3	chy	Wasser
C	f29v.1:1	kooiin	Wurzelstockmaterial
C	f29v.1:2	shor	Früchte
C	f29v.1:3	chetchy	⟦chetchy⟧
C	f29v.1:4	ol	auch
C	f29v.1:5	ls	⟦ls⟧
C	f29v.1:6	shytchy	⟦shytchy⟧
C	f29v.1:7	cthy	Kraut
C	f29v.1:8	shy	⟦shy⟧
C	f29v.1:9	cho	⟦cho⟧
C	f29v.1:10	shy	⟦shy⟧
C	f29v.1:11	daiin	Grad Γ
C	f29v.2:1	qotcheaiin	⟦qotcheaiin⟧
C	f29v.2:2	s	und
C	f29v.2:3	chol	trocken
C	f29v.2:4	chol	trocken
C	f29v.2:5	cthy	Kraut
C	f29v.2:6	chey	⟦chey⟧
C	f29v.2:7	cthold	⟦cthold⟧
C	f29v.2:8	ytchor	⟦ytchor⟧
C	f29v.2:9	dary	⟦dary⟧
C	f29v.3:1	chol	trocken
C	f29v.3:2	chol	trocken
C	f29v.3:3	kor	⟦kor⟧
C	f29v.3:4	shey	verursacht [Beschwerde]
C	f29v.3:5	odaiin	⟦odaiin⟧
C	f29v.3:6	qotchy	Ausgleich durch
C	f29v.3:7	taiin	⟦taiin⟧
C	f29v.3:8	s	und
C	f29v.3:9	she	⟦she⟧
C	f29v.3:10	otey	⟦otey⟧
C	f29v.3:11	sy	⟦sy⟧
C	f29v.4:1	ysho	⟦ysho⟧
C	f29v.4:2	otshy	kalt-feucht
C	f29v.4:3	okaiin	Zubereitung
C	f29v.4:4	cthy	Kraut
C	f29v.4:5	oltchy	kalt-trocken
C	f29v.4:6	s	und
C	f29v.4:7	shot	⟦shot⟧
C	f29v.4:8	sho	mit
C	f29v.4:9	okaiin	Zubereitung
