event_id	case_id	page	record	statement_id	source_instruction_de	semantic_component_parse	invariant_command_de	command_card_candidates	card_selection_mode	card_selection_reason	selected_card_no	observed_card_no	desk	all_licensed_surfaces	desk_surface_candidates	surface_selection_mode	local_exemplar_needed	selected_surface	surface_roundtrip
E011	C1	f10r	H1	H1-S002	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	OK+Y	ANSETZEN · ARBEITSPOSTEN	PROC008|PROC011	CONTEXT_RULE_TO_CARD	SR06_EXCEPTION	PROC011	PROC011	P_PREPARATION_DESK	chokchy|okchy|qokchy	chokchy|okchy|qokchy	LOCAL_EXEMPLAR_REQUIRED	YES	qokchy	YES
E012	C1	f10r	H1	H1-S002	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	OT+CH+OL	DANACH · ABNEHMEN · FORTSETZEN	PROC012	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC012	PROC012	P_PREPARATION_DESK	qotchol	qotchol	UNIQUE_CARD_SURFACE	NO	qotchol	YES
E013	C1	f10r	H1	H1-S002	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	OL	FORTSETZEN	PROC013|PROC115	CONTEXT_RULE_TO_CARD	DEFAULT_CARD	PROC013	PROC013	P_PREPARATION_DESK	cheol|chol|ol|qol|sol|tol	chol	DESK_RULE_UNIQUE	NO	chol	YES
E014	C1	f10r	H1	H1-S002	Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.	CTH+Y	BEREIT · ARBEITSPOSTEN	PROC014	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC014	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	checthy|cthy|shcthy	LOCAL_EXEMPLAR_REQUIRED	YES	cthy	YES
E015	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	Y+CH+E+OR	ARBEITSPOSTEN · ABNEHMEN · KURZ · ANSATZ	PROC015	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC015	PROC015	P_PREPARATION_DESK	ycheor	ycheor	UNIQUE_CARD_SURFACE	NO	ycheor	YES
E016	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	CTH+Y	BEREIT · ARBEITSPOSTEN	PROC014	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC014	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	checthy|cthy|shcthy	LOCAL_EXEMPLAR_REQUIRED	YES	cthy	YES
E017	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	OR	ANSATZ	PROC016	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC016	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor|or|shor|sor	LOCAL_EXEMPLAR_REQUIRED	YES	chor	YES
E018	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	CTH+AIIN	BEREIT · SOLLMASS	PROC017	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC017	PROC017	P_PREPARATION_DESK	cthaiin	cthaiin	UNIQUE_CARD_SURFACE	NO	cthaiin	YES
E019	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	O+CTH+OL+Y	ARBEITSGANG · BEREIT · FORTSETZEN · ARBEITSPOSTEN	PROC018	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC018	PROC018	P_PREPARATION_DESK	qoctholy	qoctholy	UNIQUE_CARD_SURFACE	NO	qoctholy	YES
E020	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	dy	YES
E021	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	chy	YES
E022	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	AIIN	SOLLMASS	PROC009	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC009	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	aiin|chaiin|daiin|saiin|taiin	LOCAL_EXEMPLAR_REQUIRED	YES	taiin	YES
E023	C2	f10r	H2	H2-S001	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	shy	YES
E024	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OT+CH+OR	DANACH · ABNEHMEN · ANSATZ	PROC020	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC020	PROC020	P_PREPARATION_DESK	otchor|qotchor	otchor|qotchor	LOCAL_EXEMPLAR_REQUIRED	YES	qotchor	YES
E025	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OR	ANSATZ	PROC016	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC016	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor|or|shor|sor	LOCAL_EXEMPLAR_REQUIRED	YES	chor	YES
E026	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OT+OL	DANACH · FORTSETZEN	PROC021	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC021	PROC021	P_PREPARATION_DESK	otol	otol	UNIQUE_CARD_SURFACE	NO	otol	YES
E027	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OL	FORTSETZEN	PROC013|PROC115	CONTEXT_RULE_TO_CARD	DEFAULT_CARD	PROC013	PROC013	P_PREPARATION_DESK	cheol|chol|ol|qol|sol|tol	chol	DESK_RULE_UNIQUE	NO	chol	YES
E028	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OL+OR	FORTSETZEN · ANSATZ	PROC022	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC022	PROC022	P_PREPARATION_DESK	cholor|olor	cholor|olor	LOCAL_EXEMPLAR_REQUIRED	YES	cholor	YES
E029	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	OL	FORTSETZEN	PROC013|PROC115	CONTEXT_RULE_TO_CARD	DEFAULT_CARD	PROC013	PROC013	P_PREPARATION_DESK	cheol|chol|ol|qol|sol|tol	chol	DESK_RULE_UNIQUE	NO	chol	YES
E030	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	AIIN	SOLLMASS	PROC009	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC009	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	aiin|chaiin|daiin|saiin|taiin	LOCAL_EXEMPLAR_REQUIRED	YES	daiin	YES
E031	C2	f10r	H2	H2-S002	Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren.	AR	VORRAT	PROC003	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC003	PROC003	P_PREPARATION_DESK	char|dar|sar	char|dar|sar	LOCAL_EXEMPLAR_REQUIRED	YES	dar	YES
E032	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	O+Y+K+OR	ARBEITSGANG · ARBEITSPOSTEN · ZUDOSIEREN · ANSATZ	PROC023	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC023	PROC023	P_PREPARATION_DESK	oykchor	oykchor	UNIQUE_CARD_SURFACE	NO	oykchor	YES
E033	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	OR	ANSATZ	PROC016	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC016	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor|or|shor|sor	LOCAL_EXEMPLAR_REQUIRED	YES	shor	YES
E034	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	OR	ANSATZ	PROC016	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC016	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor|or|shor|sor	LOCAL_EXEMPLAR_REQUIRED	YES	chor	YES
E035	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	chy	YES
E036	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	K+IIN	ZUDOSIEREN · ARBEITSSTUFE	PROC024	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC024	PROC024	P_PREPARATION_DESK	kaiiin	kaiiin	UNIQUE_CARD_SURFACE	NO	kaiiin	YES
E037	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	dy	YES
E038	C2	f10r	H2	H2-S003	Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.	CH+O+AIIN	ABNEHMEN · ARBEITSGANG · SOLLMASS	PROC025	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC025	PROC025	P_PREPARATION_DESK	chodaiin	chodaiin	UNIQUE_CARD_SURFACE	NO	chodaiin	YES
E039	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	T+SH+OL	EINTRAGEN · HALTEN · FORTSETZEN	PROC026	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC026	PROC026	P_PREPARATION_DESK	tshol	tshol	UNIQUE_CARD_SURFACE	NO	tshol	YES
E040	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	PROC027	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC027	PROC027	P_PREPARATION_DESK	schoal	schoal	UNIQUE_CARD_SURFACE	NO	schoal	YES
E041	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	PROC028	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC028	PROC028	P_PREPARATION_DESK	cfhy	cfhy	UNIQUE_CARD_SURFACE	NO	cfhy	YES
E042	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	SH+Y+AIIN	HALTEN · ARBEITSPOSTEN · SOLLMASS	PROC029	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC029	PROC029	P_PREPARATION_DESK	shfydaiin	shfydaiin	UNIQUE_CARD_SURFACE	NO	shfydaiin	YES
E043	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	P+Y	EINFUELLEN · ARBEITSPOSTEN	PROC030	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC030	PROC030	P_PREPARATION_DESK	cphy	cphy	UNIQUE_CARD_SURFACE	NO	cphy	YES
E044	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	PROC031|PROC157	CONTEXT_RULE_TO_CARD	DEFAULT_CARD	PROC031	PROC031	P_PREPARATION_DESK	cheey|shey	shey	DESK_RULE_UNIQUE	NO	shey	YES
E045	C3	f11r	H3	H3-S001	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen.	T+CH+O+DY	EINTRAGEN · ABNEHMEN · ARBEITSGANG; SCHLUSS	PROC032	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC032	PROC032	P_PREPARATION_DESK	tchody	tchody	UNIQUE_CARD_SURFACE	NO	tchody	YES
E046	C3	f11r	H3	H3-S002	Eine zweite Bluetenportion im gleichen Ziehgang halten und eintragen.	SH+O+Y+T+Y	ARBEITSPOSTEN HALTEN · IM ARBEITSGANG EINTRAGEN · ARBEITSPOSTEN	PROC033	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC033	PROC033	P_PREPARATION_DESK	shoyty	shoyty	UNIQUE_CARD_SURFACE	NO	shoyty	YES
E047	C3	f11r	H3	H3-S003	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	RESUME_CARD	WIEDERAUFNEHMEN	PROC034	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC034	PROC034	P_PREPARATION_DESK	dchol|schol	dchol|schol	LOCAL_EXEMPLAR_REQUIRED	YES	dchol	YES
E048	C3	f11r	H3	H3-S003	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	chy	YES
E049	C3	f11r	H3	H3-S003	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	K+Y	ZUDOSIEREN · ARBEITSPOSTEN	PROC035	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC035	PROC035	P_PREPARATION_DESK	kchy	kchy	UNIQUE_CARD_SURFACE	NO	kchy	YES
E050	C3	f11r	H3	H3-S003	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	dy	YES
E051	C3	f11r	H3	H3-S003	Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben.	AIIN	SOLLMASS	PROC009	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC009	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	aiin|chaiin|daiin|saiin|taiin	LOCAL_EXEMPLAR_REQUIRED	YES	daiin	YES
E052	C3	f11r	H3	H3-S004	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	OT+Y	DANACH · ARBEITSPOSTEN	PROC036|PROC065	CONTEXT_RULE_TO_CARD	SR09_EXCEPTION	PROC036	PROC036	P_PREPARATION_DESK	qotchy	qotchy	UNIQUE_CARD_SURFACE	NO	qotchy	YES
E053	C3	f11r	H3	H3-S004	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	OK+OL	ANSETZEN · FORTSETZEN	PROC037|PROC160	CONTEXT_RULE_TO_CARD	DEFAULT_CARD	PROC037	PROC037	P_PREPARATION_DESK	okchol	okchol	UNIQUE_CARD_SURFACE	NO	okchol	YES
E054	C3	f11r	H3	H3-S004	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	CTH+Y	BEREIT · ARBEITSPOSTEN	PROC014	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC014	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	checthy|cthy|shcthy	LOCAL_EXEMPLAR_REQUIRED	YES	cthy	YES
E055	C3	f11r	H3	H3-S004	Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.	Y	ARBEITSPOSTEN	PROC019	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC019	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chey|chy|dy|shy|sy|y	LOCAL_EXEMPLAR_REQUIRED	YES	dy	YES
E056	C4	f55v	H4	H4-S001	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	OK+AIIN	ANSETZEN · SOLLMASS	PROC038	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC038	PROC038	P_PREPARATION_DESK	okaiin|qokaiin	okaiin|qokaiin	LOCAL_EXEMPLAR_REQUIRED	YES	qokaiin	YES
E057	C4	f55v	H4	H4-S001	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	AIIN	SOLLMASS	PROC009	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC009	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	aiin|chaiin|daiin|saiin|taiin	LOCAL_EXEMPLAR_REQUIRED	YES	chaiin	YES
E058	C4	f55v	H4	H4-S001	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	Y+K+AIN	ARBEITSPOSTEN · ZUDOSIEREN · PORTION	PROC039	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC039	PROC039	P_PREPARATION_DESK	ykain	ykain	UNIQUE_CARD_SURFACE	NO	ykain	YES
E059	C4	f55v	H4	H4-S001	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	PROC040	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC040	PROC040	P_PREPARATION_DESK	ykan	ykan	UNIQUE_CARD_SURFACE	NO	ykan	YES
E060	C4	f55v	H4	H4-S001	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen.	O+DY	ARBEITSGANG; SCHLUSS	PROC041	UNIQUE_COMMAND_TO_CARD	UNIQUE_SEMANTIC_COMPONENT_SEQUENCE	PROC041	PROC041	P_PREPARATION_DESK	ody	ody	UNIQUE_CARD_SURFACE	NO	ody	YES
