case_id	surface	page	locus	token_index	section	hand	line_position	reader_status	composition	quality_core	state_card	default_de	ol_function	context_mode	contextual_renderer_de	head_policy	degree_expression_id	degree_roman	visible_part_surface	visible_part_role	local_materia_surface	local_materia_gloss_de	local_materia_offset	all_local_materia_neighbors	left_surface	left_gloss_de	right_surface	right_gloss_de	old_generic_gloss_de	rejected_universal_default_de	live_rival_de	decision	surface_line
G685-O0011	chol	f102r1	f102r1.10	4	P	1	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	PARALLEL_OR_CONTRASTING_QUALITY_CELLS	trocken	PRESERVE_SEPARATE_QUALITY_CELL	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	chol	trocken; nominal trockenes Gut/Material	ykeeol	OPEN	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy
G685-O0012	chol	f102r1	f102r1.15	2	P	1	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_DEGREE_HEAD_OPEN	trocken, Grad III; Kopf offen	OUTER_OR_INHERITED_HEAD_OPEN	G630-E005	III	NONE	NONE	NONE	NONE	0	NONE	or	Drogenportion	daiin	Grad-/Maßwert III	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	or chol daiin dykeor sheey qokeody dor os ykeeykam
G685-O0013	chol	f102r1	f102r1.5	7	P	1	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	oraroekeol	OPEN	ekey	OPEN	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain
G685-O0014	chol	f102v1	f102v1.11	2	P	1	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	Samenmaterial/Saatgut: trocken	LOCAL_CANDIDATE:sol	NONE	NONE	NONE	NONE	sol	Samenmaterial/Saatgut	-1	-1:sol=Samenmaterial/Saatgut	sol	Samenmaterial/Saatgut	qooiin	OPEN	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy
G685-O0015	chol	f102v2	f102v2.22	7	P	1	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	bereite einen Arzneikompositum-Ansatz in Grundstufe: trocken	LOCAL_CANDIDATE:qockhy	NONE	NONE	NONE	NONE	qockhy	bereite einen Arzneikompositum-Ansatz in Grundstufe	2	+2:qockhy=bereite einen Arzneikompositum-Ansatz in Grundstufe	oiir	OPEN	sheey	feucht am Ende des Grades	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	dain or aiin cheol s oiir chol sheey qockhy ol keo r okeody okeor cho
G685-O0016	chol	f103r	f103r.10	5	S	3	MIDDLE	ZL3B_EXACT__ALTERNATE_READER_VARIANT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	okeol	Grundansatz bis zur mittleren Heizstufe erwärmt	okam	ein Maß heißen Ansatzes	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain
G685-O0017	chol	f103r	f103r.31	2	S	3	MIDDLE	ZL3B_EXACT__ALTERNATE_READER_VARIANT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	Samen/Saatgutzubereitung, Form III: trocken	LOCAL_CANDIDATE:soiin	NONE	NONE	NONE	NONE	soiin	Samen/Saatgutzubereitung, Form III	-1	-1:soiin=Samen/Saatgutzubereitung, Form III	soiin	Samen/Saatgutzubereitung, Form III	kaiin	heiß, Grad III	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G685-O0018	chol	f103r	f103r.46	1	S	3	FIRST	ZL3B_EXACT__ALTERNATE_READER_VARIANT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	<START>	OPEN	keey	heiß am Ende des Grades	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G685-O0019	chol	f103v	f103v.38	7	S	3	MIDDLE	ZL3B_EXACT__ALTERNATE_READER_VARIANT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	chey	trocken in der Mitte des Grades	keechy	vollständig erhitzen und anschließend leicht antrocknen	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	oteey l chees ol chey chey chol keechy
G685-O0020	chol	f103v	f103v.7	3	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	shey	feucht in der Mitte des Grades	chey	trocken in der Mitte des Grades	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy
G685-O0021	chol	f104r	f104r.20	5	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	Wurzelfraktion I: trocken	LOCAL_CANDIDATE:rar	NONE	NONE	NONE	NONE	rar	Wurzelfraktion I	1	+1:rar=Wurzelfraktion I	qokaiin	heiß, Grad III	rar	Wurzelfraktion I	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam
G685-O0022	chol	f104r	f104r.23	3	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	feucht angesetztes Arzneikompositum in der Gradmitte: trocken	LOCAL_CANDIDATE:sheockhey	NONE	NONE	NONE	NONE	sheockhey	feucht angesetztes Arzneikompositum in der Gradmitte	-1	-1:sheockhey=feucht angesetztes Arzneikompositum in der Gradmitte	sheockhey	feucht angesetztes Arzneikompositum in der Gradmitte	kechdy	OPEN	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G685-O0023	chol	f104r	f104r.23	7	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	Holzdroge, heiß auf Stufe II: trocken	LOCAL_CANDIDATE:lkain	NONE	NONE	NONE	NONE	lkain	Holzdroge, heiß auf Stufe II	-1	-1:lkain=Holzdroge, heiß auf Stufe II	lkain	Holzdroge, heiß auf Stufe II	keeody	vollständig ausgekochter Ansatz	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G685-O0024	chol	f104r	f104r.23	11	S	3	MIDDLE	ZL3B_EXACT__ALTERNATE_READER_VARIANT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	aiir	OPEN	kar	heiße Drogenfraktion I	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol
G685-O0025	chol	f104r	f104r.35	6	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	chey	trocken in der Mitte des Grades	cheol	trockener Drogenstoff	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	yshoiin qocheol chedaiin qodal chey chol cheol olaly
G685-O0026	chol	f104r	f104r.39	6	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	qotal	Rohstoffklasse I, kalt am Gradanfang	qoar	Drogenfraktion I	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	pcholor ar aiin alkchdy qotal chol qoar aiin qopcheedy qotair ofaiino
G685-O0027	chol	f104v	f104v.19	2	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	pcheor	OPEN	chpcheor	OPEN	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal
G685-O0028	chol	f104v	f104v.3	7	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	Ansatz eines Arzneikompositums in der Gradmitte: trocken	LOCAL_CANDIDATE:ockhey	NONE	NONE	NONE	NONE	ockhey	Ansatz eines Arzneikompositums in der Gradmitte	-1	-1:ockhey=Ansatz eines Arzneikompositums in der Gradmitte	ockhey	Ansatz eines Arzneikompositums in der Gradmitte	qokeedy	heiß am Ende des Grades, abgeschlossen	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl
G685-O0029	chol	f104v	f104v.31	4	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_WITH_LOCAL_MATERIA_CANDIDATE	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I: trocken	LOCAL_CANDIDATE:cthey	NONE	NONE	NONE	NONE	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	-1	-1:cthey=CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	sheody	angefeuchteter Ansatz, abgeschlossen	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy
G685-O0030	chol	f104v	f104v.4	6	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	qotched	OPEN	chey	trocken in der Mitte des Grades	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	qoteedy chedaiin chokar qotol qotched chol chey qol chedy qoeeey qokeedy
G685-O0031	chol	f105r	f105r.29	6	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	aiin	Menge III	okair	heiße Drogenfraktion II im Ansatz	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam
G685-O0032	chol	f106r	f106r.9	2	S	3	MIDDLE	TRIPLE_READER_EXACT	CH_DRY+OL_STATE_CARRIER	ch	TROCKENQUALITAET	trocken	QUALITY_STATE_CARRIER__GERMAN_CONTRIBUTION_ZERO_WITH_VISIBLE_CORE	QUALITY_STATE_HEAD_OPEN	trocken	OUTER_OR_INHERITED_HEAD_OPEN	NONE	NONE	NONE	NONE	NONE	NONE	0	NONE	ychor	nimm hiervon den Pflanzenteil	qokain	heiß, Grad II	trockene Zustands-/Materialform; flüssig meist trocken	Trockenansatz	nominale Materialform nur bei lokal sichtbarem oder geerbtem Kopf	ACCEPT_STATE_CELL__REJECT_UNIVERSAL_ANSATZ_HEAD	ychor chol qokain chocphol lchedy qocheo qokar
