resolution_id	ambiguity_id	attachment_id	physical_page	register	statement_id	current_event_id	current_card_ordinal	statement_card_count	current_locus	owner_de	surface_card	component_recipe	focus_core	focus_value_de	previous_card_recipe	inherited_action_before_card	current_scope_cues	next_event_id	next_card_ordinal	next_locus	next_surface_card	next_component_recipe	next_scope_cues	next_action	next_action_value_de	next_action_atom_ordinal	head_distance_cards	owner_boundary	proseblock_boundary	locus_relation	next_closes_dy	decision	attachment_target	decision_rule	rationale_de
OWNERNEXT-011	SAA0038	SA00644	f67r2	CELESTIAL	P1009-S041	P912-E1905	3	36	f67r2.72	zwei getrennte Himmelsräder und Tabelle	ydaiin	Y+D_ADDR+AIIN	Y	AKTIVER POSTEN	AL+D_ADDR+AIIN	NONE	NONE	P912-E1906	4	f67r2.72	qkoy	CARRIER_Q+K+O+Y	CARRIER_Q	K	GEBEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_TO_NEXT_Q_PACKET	Die kopflose Anfangsfolge bindet an den ersten Kopf des unmittelbar folgenden Q-Pakets.
OWNERNEXT-012	SAA0039	SA00645	f67r2	CELESTIAL	P1009-S041	P912-E1905	3	36	f67r2.72	zwei getrennte Himmelsräder und Tabelle	ydaiin	Y+D_ADDR+AIIN	AIIN	WERT	AL+D_ADDR+AIIN	NONE	NONE	P912-E1906	4	f67r2.72	qkoy	CARRIER_Q+K+O+Y	CARRIER_Q	K	GEBEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_TO_NEXT_Q_PACKET	Die kopflose Anfangsfolge bindet an den ersten Kopf des unmittelbar folgenden Q-Pakets.
OWNERNEXT-013	SAA0049	SA00825	f71v	CELESTIAL	P1009-S048	P1003-E0638	1	3	f71v.12	zweite lokale Figuren-/Sternringgruppe	otaly	OT+AL+Y	AL	ZIELORT	STATEMENT_START	NONE	OT	P1003-E0639	2	f71v.12	okol	OK+OL	OL	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-014	SAA0050	SA00826	f71v	CELESTIAL	P1009-S048	P1003-E0638	1	3	f71v.12	zweite lokale Figuren-/Sternringgruppe	otaly	OT+AL+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OT	P1003-E0639	2	f71v.12	okol	OK+OL	OL	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-015	SAA0052	SA00845	f72r	CELESTIAL	P1009-S050	P1008-E0085	1	5	f72r1.1	Tierkreis-Ringgruppe A	oteeo	OT+EE+Y	EE	GRAD II	STATEMENT_START	NONE	OT	P1008-E0086	2	f72r1.1	cthey	CH+T+E+Y	NONE	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-016	SAA0053	SA00846	f72r	CELESTIAL	P1009-S050	P1008-E0085	1	5	f72r1.1	Tierkreis-Ringgruppe A	oteeo	OT+EE+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OT	P1008-E0086	2	f72r1.1	cthey	CH+T+E+Y	NONE	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-017	SAA0054	SA00853	f72r	CELESTIAL	P1009-S051	P1008-E0091	2	4	f72r1.1	Tierkreis-Ringgruppe A	oteey	OT+EE+Y	EE	GRAD II	AL	NONE	OT	P1008-E0092	3	f72r1.1	chedal	P+CHD+AL	NONE	P	EINSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-018	SAA0055	SA00854	f72r	CELESTIAL	P1009-S051	P1008-E0091	2	4	f72r1.1	Tierkreis-Ringgruppe A	oteey	OT+EE+Y	Y	AKTIVER POSTEN	AL	NONE	OT	P1008-E0092	3	f72r1.1	chedal	P+CHD+AL	NONE	P	EINSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-019	SAA0059	SA00891	f72r	CELESTIAL	P1009-S054	P1008-E0144	1	13	f72r1.12	Tierkreis-Ringgruppe B	oteodar	OT+E+O+D_ADDR+AR	E	GRAD I	STATEMENT_START	NONE	OT	P1008-E0145	2	f72r1.12	ytey	T+E+Y	NONE	T	EINSTELLEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-020	SAA0060	SA00892	f72r	CELESTIAL	P1009-S054	P1008-E0144	1	13	f72r1.12	Tierkreis-Ringgruppe B	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	STATEMENT_START	NONE	OT	P1008-E0145	2	f72r1.12	ytey	T+E+Y	NONE	T	EINSTELLEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-021	SAA0062	SA00911	f72r	CELESTIAL	P1009-S055	P1008-E0157	1	14	f72r1.12	Tierkreis-Ringgruppe B	otar	OT+AR	AR	AUSGANG	STATEMENT_START	NONE	OT	P1008-E0158	2	f72r1.12	chokaiin	SH+OK+AIIN	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-022	SAA0063	SA00941	f72r	CELESTIAL	P1009-S057	P1008-E0196	2	41	f72r2.6	Tierkreis-Ringgruppe D	aiin	AIIN	AIIN	WERT	OT+EE+O+S_ADDR	NONE	NONE	P1008-E0197	3	f72r2.6	okeo	OK+E+O	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-023	SAA0069	SA00985	f72r	CELESTIAL	P1009-S058	P1008-E0253	1	17	f72r2.22	Tierkreis-Ringgruppe E	oteey	OT+EE+Y	EE	GRAD II	STATEMENT_START	NONE	OT	P1008-E0254	2	f72r2.22	tey	T+EE+Y	NONE	T	EINSTELLEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-024	SAA0070	SA00986	f72r	CELESTIAL	P1009-S058	P1008-E0253	1	17	f72r2.22	Tierkreis-Ringgruppe E	oteey	OT+EE+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OT	P1008-E0254	2	f72r2.22	tey	T+EE+Y	NONE	T	EINSTELLEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	T=EINSTELLEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-025	SAA0072	SA01019	f72r	CELESTIAL	P1009-S061	P1008-E0290	3	15	f72r2.32	Tierkreis-Ringgruppe F	aloy	AL+Y	AL	ZIELORT	AIR	NONE	NONE	P1008-E0291	4	f72r2.32	okaiin	OK+AIIN	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	OWNER_ONLY	BESITZER=Tierkreis-Ringgruppe F[AL=ZIELORT]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-026	SAA0073	SA01020	f72r	CELESTIAL	P1009-S061	P1008-E0290	3	15	f72r2.32	Tierkreis-Ringgruppe F	aloy	AL+Y	Y	AKTIVER POSTEN	AIR	NONE	NONE	P1008-E0291	4	f72r2.32	okaiin	OK+AIIN	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-027	SAA0077	SA01099	f72r	CELESTIAL	P1009-S067	P1008-E0373	1	36	f72r3.14	Tierkreis-Ringgruppe H	oteodar	OT+E+O+D_ADDR+AR	E	GRAD I	STATEMENT_START	NONE	OT	P1008-E0374	2	f72r3.14	ykeolol	Y+K+E+OL+OL	OL	K	GEBEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-028	SAA0078	SA01100	f72r	CELESTIAL	P1009-S067	P1008-E0373	1	36	f72r3.14	Tierkreis-Ringgruppe H	oteodar	OT+E+O+D_ADDR+AR	AR	AUSGANG	STATEMENT_START	NONE	OT	P1008-E0374	2	f72r3.14	ykeolol	Y+K+E+OL+OL	OL	K	GEBEN	2	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-029	SAA0081	SA01147	f72r	CELESTIAL	P1009-S068	P1008-E0425	1	3	f72r3.26	Tierkreis-Ringgruppe I	oteey	OT+EE+Y	EE	GRAD II	STATEMENT_START	NONE	OT	P1008-E0426	2	f72r3.26	arary	P+AR+AR	NONE	P	EINSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-030	SAA0082	SA01148	f72r	CELESTIAL	P1009-S068	P1008-E0425	1	3	f72r3.26	Tierkreis-Ringgruppe I	oteey	OT+EE+Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	OT	P1008-E0426	2	f72r3.26	arary	P+AR+AR	NONE	P	EINSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	P=EINSETZEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-031	SAA0083	SA01152	f72r	CELESTIAL	P1009-S069	P1008-E0428	1	21	f72r3.26	Tierkreis-Ringgruppe I	che	Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	NONE	P1008-E0429	2	f72r3.26	shees	SH+EE+S	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-032	SAA0087	SA01200	f75r	BIOLOGICAL	P1009-S073	P912-E0447	1	5	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	AIN	ANTEIL	STATEMENT_START	NONE	NONE	P912-E0448	2	f75r.2	shey	SH+E+Y	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-033	SAA0094	SA01301	f75r	BIOLOGICAL	P1009-S090	P912-E0532	1	4	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	NONE	P912-E0533	2	f75r.11	qokal	OK+AL	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-034	SAA0095	SA01305	f75r	BIOLOGICAL	P1009-S091	P912-E0536	1	12	f75r.11	großes Bad-/Stationsblatt mit dreieckiger Insel	dor	D_ADDR+OR	OR	EINHEIT	STATEMENT_START	NONE	NONE	P912-E0537	2	f75r.11	chekam	CH+K+AM_ADDR	NONE	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-035	SAA0099	SA01371	f75r	BIOLOGICAL	P1009-S108	P912-E0602	3	6	f75r.18	großes Bad-/Stationsblatt mit dreieckiger Insel	char	AR	AR	AUSGANG	OT+AIN	NONE	NONE	P912-E0603	4	f75r.18	sar	S+AR	NONE	S	WÄHLEN	1	1	NO	NO	SAME_LOCUS	NO	OWNER_ONLY	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-036	SAA0102	SA01439	f75r	BIOLOGICAL	P1009-S110	P912-E0657	2	3	f75r.25	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	AKTIVER POSTEN	Y	NONE	NONE	P912-E0658	3	f75r.25	qokeedy	OK+EE+DY	DY	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	YES	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-037	SAA0103	SA01456	f75r	BIOLOGICAL	P1009-S115	P912-E0678	1	4	f75r.27	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	NONE	P912-E0679	2	f75r.27	rol	R+OL	OL	R	MARKIEREN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	R=MARKIEREN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-038	SAA0105	SA01467	f75r	BIOLOGICAL	P1009-S119	P912-E0691	1	10	f75r.29	großes Bad-/Stationsblatt mit dreieckiger Insel	dain	AIN	AIN	ANTEIL	STATEMENT_START	NONE	NONE	P912-E0692	2	f75r.29	chkal	CH+K+AL	NONE	CH	NEHMEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-039	SAA0106	SA01498	f75r	BIOLOGICAL	P1009-S123	P912-E0722	1	3	f75r.31	großes Bad-/Stationsblatt mit dreieckiger Insel	chey	Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	NONE	P912-E0723	2	f75r.31	qoked	OK+E+D_ADDR	NONE	OK	SETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-040	SAA0107	SA01508	f75r	BIOLOGICAL	P1009-S128	P912-E0733	1	2	f75r.32	großes Bad-/Stationsblatt mit dreieckiger Insel	qotar	OT+AR	AR	AUSGANG	STATEMENT_START	NONE	OT	P912-E0734	2	f75r.32	shedy	SH+E+DY	DY	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	YES	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OT_SIBLING_FORWARD	OT schaltet auf den unmittelbar folgenden Geschwisterkopf; Besitzer und Proseblock bleiben gleich.
OWNERNEXT-041	SAA0108	SA01515	f75r	BIOLOGICAL	P1009-S131	P912-E0740	2	5	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	l	L	L	VERBINDUNG	O	NONE	L	P912-E0741	3	f75r.33	chedy	CHD+Y	NONE	CHD	UMSETZEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	L_OR_AIR_RIGHT_FRAME	L/AIR bildet hier einen rechten Rahmen bis zum ersten Kopf der unmittelbar folgenden Karte.
OWNERNEXT-042	SAA0109	SA01521	f75r	BIOLOGICAL	P1009-S133	P912-E0745	1	3	f75r.33	großes Bad-/Stationsblatt mit dreieckiger Insel	darom	D_ADDR+AR+O+AM_ADDR	AR	AUSGANG	STATEMENT_START	NONE	NONE	P912-E0746	2	f75r.34	s	S	NONE	S	WÄHLEN	1	1	NO	NO	WRAP_WITHIN_SAME_OWNER	NO	OWNER_ONLY	BESITZER=großes Bad-/Stationsblatt mit dreieckiger Insel[AR=AUSGANG]	AR_AL_DEFAULT_OWNER	AR/AL bevorzugt links; ohne lokalen oder geerbten Kopf und ohne Q/OT/L/AIR-Lizenz bleibt der Wert beim Besitzer.
OWNERNEXT-043	SAA0111	SA01547	f75r	BIOLOGICAL	P1009-S141	P912-E0772	1	3	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	dy	Y	Y	AKTIVER POSTEN	STATEMENT_START	NONE	NONE	P912-E0773	2	f75r.37	sheety	SH+EE+T+Y	NONE	SH	HALTEN	1	1	NO	NO	SAME_LOCUS	NO	BOUNDED_FORWARD	SH=HALTEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.
OWNERNEXT-044	SAA0114	SA01553	f75r	BIOLOGICAL	P1009-S144	P912-E0777	1	2	f75r.37	großes Bad-/Stationsblatt mit dreieckiger Insel	lol	L+OL	L	VERBINDUNG	STATEMENT_START	NONE	OL|L	P912-E0778	2	f75r.38	qokeedy	OK+EE+DY	DY	OK	SETZEN	1	1	NO	NO	WRAP_WITHIN_SAME_OWNER	YES	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	L_OR_AIR_RIGHT_FRAME	L/AIR bildet hier einen rechten Rahmen bis zum ersten Kopf der unmittelbar folgenden Karte.
