ambiguity_id	attachment_id	physical_page	statement_id	r_event_id	r_card_ordinal	r_locus	r_surface	r_component_recipe	r_active_head_before_de	previous_card_recipe	next_card_recipe	neighbourhood_de	package_pattern	r_decision	rule_id	focus_event_id	focus_card_ordinal	focus_surface	focus_component_recipe	focus_core	focus_value_de	focus_distance_cards	selected_attachment	rejected_attachment	changed_from_pass1022_default	rationale_de
SAA0044	SA00730	f68r1	P1009-S044	P912-E1962	9	f68r1.3	ror	R+OR	SETZEN	OK+EE+Y	E+CH+K+E+AR	OK+EE+Y | [R+OR] | E+CH+K+E+AR	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1962	9	ror	R+OR	OR	EINHEIT	0	R=MARKIEREN[OR=EINHEIT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung OR; es eröffnet MARKIEREN.
SAA0045	SA00737	f68r1	P1009-S044	P912-E1968	15	f68r1.6	dary	DA+R+Y	GEBEN	Y+K+Y	CH+K+CH+Y+K+OL+Y	Y+K+Y | [DA+R+Y] | CH+K+CH+Y+K+OL+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1968	15	dary	DA+R+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0056	SA00868	f72r	P1009-S053	P1008-E0101	2	f72r1.1	cheor	CH+E+O+R	HALTEN	SH+E+OL+T+E+Y	AIIN	SH+E+OL+T+E+Y | [CH+E+O+R] | AIIN	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E0102	3	aiin	AIIN	AIIN	WERT	1	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0057	SA00869	f72r	P1009-S053	P1008-E0101	2	f72r1.1	cheor	CH+E+O+R	HALTEN	SH+E+OL+T+E+Y	AIIN	SH+E+OL+T+E+Y | [CH+E+O+R] | AIIN	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E0103	4	ydal	Y+AL	Y	AKTIVER POSTEN	2	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0058	SA00870	f72r	P1009-S053	P1008-E0101	2	f72r1.1	cheor	CH+E+O+R	HALTEN	SH+E+OL+T+E+Y	AIIN	SH+E+OL+T+E+Y | [CH+E+O+R] | AIIN	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E0103	4	ydal	Y+AL	AL	ZIELORT	2	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨GEERBT⟩[AL=ZIELORT]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0065	SA00974	f72r	P1009-S057	P1008-E0225	31	f72r2.6	r	R	NEHMEN	D_ADDR	AIIN	D_ADDR | [R] | AIIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E0226	32	aiin	AIIN	AIIN	WERT	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0066	SA00975	f72r	P1009-S057	P1008-E0225	31	f72r2.6	r	R	NEHMEN	D_ADDR	AIIN	D_ADDR | [R] | AIIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E0227	33	al	AL	AL	ZIELORT	2	R=MARKIEREN⟨GEERBT⟩[AL=ZIELORT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0067	SA00976	f72r	P1009-S057	P1008-E0225	31	f72r2.6	r	R	NEHMEN	D_ADDR	AIIN	D_ADDR | [R] | AIIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E0228	34	y	Y	Y	AKTIVER POSTEN	3	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0079	SA01107	f72r	P1009-S067	P1008-E0378	6	f72r3.14	cheo	CH+E+O+R	GEBEN	OT+EE+O+S_ADDR	L	OT+EE+O+S_ADDR | [CH+E+O+R] | L	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E0379	7	l	L	L	VERBINDUNG	1	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0080	SA01108	f72r	P1009-S067	P1008-E0378	6	f72r3.14	cheo	CH+E+O+R	GEBEN	OT+EE+O+S_ADDR	L	OT+EE+O+S_ADDR | [CH+E+O+R] | L	CARD_FINAL_R_AFTER_ACTION	TAIL	R3_TAIL_AFTER_ACTION	P1008-E0380	8	aiin	AIIN	AIIN	WERT	2	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.
SAA0090	SA01244	f75r	P1009-S076	P912-E0478	5	f75r.5	r	R	NEHMEN	CH+K+E+Y	AIN	CH+K+E+Y | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P912-E0479	6	ain	AIN	AIN	ANTEIL	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0100	SA01384	f75r	P1009-S109	P912-E0613	8	f75r.20	ry	R+Y	SETZEN	AR	SH+E+Y	AR | [R+Y] | SH+E+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E0613	8	ry	R+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0130	SA01715	f76r	P1009-S200	P1008-E0550	3	f76r.9	r	R	HALTEN	SH+CH+K+Y	AIN	SH+CH+K+Y | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E0551	4	ain	AIN	AIN	ANTEIL	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0132	SA01735	f76r	P1009-S204	P1008-E0569	4	f76r.11	raiiin	R+AIIN	UMSETZEN	CHD+Y	CH+K+AIN	CHD+Y | [R+AIIN] | CH+K+AIN	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1008-E0569	4	raiiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	CHD=UMSETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0146	SA01969	f76r	P1009-S244	P1008-E0771	2	f76r.32	r	R	NEHMEN	CH+E+O+L	AIN	CH+E+O+L | [R] | AIN	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P1008-E0772	3	ain	AIN	AIN	ANTEIL	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0147	SA01979	f76r	P1009-S245	P1008-E0781	5	f76r.32	rain	R+AIN	UMSETZEN	CHD+Y	CHD+Y	CHD+Y | [R+AIN] | CHD+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1008-E0781	5	rain	R+AIN	AIN	ANTEIL	0	R=MARKIEREN[AIN=ANTEIL]	CHD=UMSETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIN; es eröffnet MARKIEREN.
SAA0161	SA02201	f76r	P1009-S282	P1008-E0979	3	f76r.50	rory	R+OR	SETZEN	OT+AL	STATEMENT_END	OT+AL | [R+OR] | STATEMENT_END	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1008-E0979	3	rory	R+OR	OR	EINHEIT	0	R=MARKIEREN[OR=EINHEIT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung OR; es eröffnet MARKIEREN.
SAA0163	SA02208	f76r	P1009-S285	P1008-E0985	2	f76r.51	raiin	R+AIIN	WÄHLEN	S+AL	P+CHD+Y	S+AL | [R+AIIN] | P+CHD+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1008-E0985	2	raiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0190	SA02487	f77r	P1009-S360	P1003-E0282	9	f77r.32	dary	DA+R+Y	EINSTELLEN	CARRIER_Q+E+T+IIN	AIIN	CARRIER_Q+E+T+IIN | [DA+R+Y] | AIIN	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0282	9	dary	DA+R+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0191	SA02488	f77r	P1009-S360	P1003-E0282	9	f77r.32	dary	DA+R+Y	EINSTELLEN	CARRIER_Q+E+T+IIN	AIIN	CARRIER_Q+E+T+IIN | [DA+R+Y] | AIIN	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0283	10	daiin	AIIN	AIIN	WERT	1	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0194	SA02503	f77r	P1009-S364	P1003-E0299	4	f77r.34	raiin	R+AIIN	NEHMEN	CH+E+CH+K+Y	OL+K+EE+Y	CH+E+CH+K+Y | [R+AIIN] | OL+K+EE+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0299	4	raiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0203	SA02601	f77r	P1009-S382	P1003-E0390	19	f77r.45	raiin	R+AIIN	WÄHLEN	OL	L+O+D_ADDR	OL | [R+AIIN] | L+O+D_ADDR	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0390	19	raiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0204	SA02602	f77r	P1009-S382	P1003-E0390	19	f77r.45	raiin	R+AIIN	WÄHLEN	OL	L+O+D_ADDR	OL | [R+AIIN] | L+O+D_ADDR	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0391	20	lod	L+O+D_ADDR	L	VERBINDUNG	1	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0205	SA02603	f77r	P1009-S382	P1003-E0390	19	f77r.45	raiin	R+AIIN	WÄHLEN	OL	L+O+D_ADDR	OL | [R+AIIN] | L+O+D_ADDR	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0392	21	daiin	AIIN	AIIN	WERT	2	R=MARKIEREN⟨GEERBT⟩[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0207	SA02620	f77r	P1009-S382	P1003-E0406	35	f77r.47	dary	DA+R+Y	EINSTELLEN	T+AIN	D_ADDR+AL+O	T+AIN | [DA+R+Y] | D_ADDR+AL+O	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0406	35	dary	DA+R+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0208	SA02621	f77r	P1009-S382	P1003-E0406	35	f77r.47	dary	DA+R+Y	EINSTELLEN	T+AIN	D_ADDR+AL+O	T+AIN | [DA+R+Y] | D_ADDR+AL+O	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P1003-E0407	36	dalo	D_ADDR+AL+O	AL	ZIELORT	1	R=MARKIEREN⟨VORIGE KARTE⟩[AL=ZIELORT]	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0212	SA02644	f81v	P1009-S386	P912-E0879	10	f81v.2	rol	R+OL	GEBEN	OL	L	OL | [R+OL] | L	R_PLUS_OL_CONTINUES_OUTER	TAIL	R4_TAIL_BEFORE_OL	P912-E0880	11	dl	L	L	VERBINDUNG	1	K=GEBEN@VORAUSGEHENDER_RAHMEN	R=MARKIEREN⟨VORIGE KARTE⟩[L=VERBINDUNG]	YES	R hat kein eigenes Argument; OL führt ausdrücklich den offenen Kopf GEBEN fort. R bleibt dessen Markierungsschwanz.
SAA0225	SA02809	f81v	P1009-S415	P912-E1018	4	f81v.17	ral	R+AL	NEHMEN	L	OK+CHD+DY	L | [R+AL] | OK+CHD+DY	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1018	4	ral	R+AL	AL	ZIELORT	0	R=MARKIEREN[AL=ZIELORT]	K=GEBEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AL; es eröffnet MARKIEREN.
SAA0240	SA03048	f82r	P1009-S463	P912-E1233	2	f82r.16	r	R	HALTEN	SH+EE+Y	OR	SH+EE+Y | [R] | OR	STANDALONE_R_BEFORE_ARGUMENT	HEAD	R1_HEAD_STANDALONE	P912-E1234	3	or	OR	OR	EINHEIT	1	R=MARKIEREN⟨VORIGE KARTE⟩[OR=EINHEIT]	SH=HALTEN@VORAUSGEHENDER_RAHMEN	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.
SAA0244	SA03062	f82r	P1009-S466	P912-E1248	1	f82r.17	ralchey	R+AL+CH+E+Y	NONE	STATEMENT_START	P+OL+CHD	STATEMENT_START | [R+AL+CH+E+Y] | P+OL+CHD	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1248	1	ralchey	R+AL+CH+E+Y	AL	ZIELORT	0	R=MARKIEREN[AL=ZIELORT]	CH=NEHMEN@ATOM3	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AL; es eröffnet MARKIEREN.
SAA0249	SA03146	f82r	P1009-S476	P912-E1307	4	f82r.24	raiin	R+AIIN	WÄHLEN	S+AL	OK+EE+Y	S+AL | [R+AIIN] | OK+EE+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1307	4	raiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0250	SA03154	f82r	P1009-S476	P912-E1311	8	f82r.24	raiin	R+AIIN	SETZEN	OK+EE+Y	Y+DY	OK+EE+Y | [R+AIIN] | Y+DY	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1311	8	raiin	R+AIIN	AIIN	WERT	0	R=MARKIEREN[AIIN=WERT]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0251	SA03155	f82r	P1009-S476	P912-E1311	8	f82r.24	raiin	R+AIIN	SETZEN	OK+EE+Y	Y+DY	OK+EE+Y | [R+AIIN] | Y+DY	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1312	9	ydy	Y+DY	Y	AKTIVER POSTEN	1	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	OK=SETZEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung AIIN; es eröffnet MARKIEREN.
SAA0254	SA03170	f82r	P1009-S480	P912-E1322	3	f82r.25	ry	R+Y	HALTEN	SH+EE+Y	SH+E+Y	SH+EE+Y | [R+Y] | SH+E+Y	FIRST_ACTION_R_WITH_COMPLEMENT	HEAD	R1_HEAD_WITH_LOCAL_RIGHT	P912-E1322	3	ry	R+Y	Y	AKTIVER POSTEN	0	R=MARKIEREN[Y=AKTIVER POSTEN]	SH=HALTEN@VORAUSGEHENDER_RAHMEN	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.
SAA0261	SA03248	f82r	P1009-S498	P912-E1383	12	f82r.32	lr	L+R	HALTEN	SH+EE+Y	Y	SH+EE+Y | [L+R] | Y	RIGHT_FRAME_TO_R	HEAD	R1_HEAD_IN_RIGHT_FRAME	P912-E1383	12	lr	L+R	L	VERBINDUNG	0	[L=VERBINDUNG]→R=MARKIEREN	SH=HALTEN@VORAUSGEHENDER_RAHMEN	NO	L öffnet den Rahmen nach rechts; R ist der erste Handlungskopf darin und erhält den unmittelbar folgenden Zusatz.
