audit_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	focus_family	focus_atom_ordinal	local_head_configuration	nearest_left_core	nearest_left_value_de	nearest_left_atom_ordinal	left_distance	nearest_right_core	nearest_right_value_de	nearest_right_atom_ordinal	right_distance	existing_trace_token	existing_target_de	active_head_before_de	strict_rule_branch	strict_expected_side	strict_expected_core	strict_expected_value_de	strict_rule_verdict	strict_reason_de	safe_rule_branch	safe_decision	safe_target_core	safe_target_value_de	safe_trace_match	safe_reason_de
EDG00011	SA00011	f10r	HERBAL	P1009-S001	P912-E0011	f10r.2	char	AR	AR	AUSGANG	RELATION	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AUSGANG→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00012	SA00012	f10r	HERBAL	P1009-S001	P912-E0012	f10r.2	chty	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00013	SA00013	f10r	HERBAL	P1009-S001	P912-E0014	f10r.2	chair	CH+AIR	AIR	LAUF	RELATION	2	LEFT_ONLY	CH	NEHMEN	1	1	NONE	NONE	NONE	NONE	LAUF→NEHMEN	NEHMEN	NEHMEN	L_AIR_NO_RIGHT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	L_AIR_LEFT_FALLBACK_NO_RIGHT	LEFT_FALLBACK	CH	NEHMEN	MATCH	Ein rechter Kopf fehlt; der laufende linke Kopf liefert den örtlichen Rückfall ohne neue Richtung.
EDG00014	SA00014	f10r	HERBAL	P1009-S001	P912-E0015	f10r.2	otytchol	OT+Y+T+CH+OL	Y	AKTIVER POSTEN	ARGUMENT	2	RIGHT_ONLY	NONE	NONE	NONE	NONE	T	EINSTELLEN	3	1	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	T	EINSTELLEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00015	SA00015	f10r	HERBAL	P1009-S001	P912-E0016	f10r.2	oky	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00016	SA00016	f10r	HERBAL	P1009-S001	P912-E0017	f10r.2	daiin	AIIN	AIIN	WERT	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→SETZEN	SETZEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00017	SA00017	f10r	HERBAL	P1009-S001	P912-E0018	f10r.2	etyd	E+T+Y	E	GRAD I	GRADE	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	T	EINSTELLEN	2	1	GRAD I→EINSTELLEN	EINSTELLEN	SETZEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	T	EINSTELLEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00018	SA00018	f10r	HERBAL	P1009-S001	P912-E0018	f10r.2	etyd	E+T+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	SETZEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00019	SA00019	f10r	HERBAL	P1009-S001	P912-E0019	f10r.3	qotor	OT+OR	OR	EINHEIT	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	EINHEIT→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00020	SA00020	f10r	HERBAL	P1009-S001	P912-E0021	f10r.3	tchy	T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	T	EINSTELLEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00021	SA00021	f10r	HERBAL	P1009-S001	P912-E0022	f10r.3	daiin	AIIN	AIIN	WERT	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00022	SA00022	f10r	HERBAL	P1009-S001	P912-E0023	f10r.3	chocthy	CH+O+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	5	LEFT_ONLY	T	EINSTELLEN	4	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00023	SA00023	f10r	HERBAL	P1009-S001	P912-E0024	f10r.3	qotchy	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	2	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00024	SA00024	f10r	HERBAL	P1009-S001	P912-E0026	f10r.3	or	OR	OR	EINHEIT	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	EINHEIT→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00025	SA00025	f10r	HERBAL	P1009-S001	P912-E0027	f10r.3	yty	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	T	EINSTELLEN	2	1	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	T	EINSTELLEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00026	SA00026	f10r	HERBAL	P1009-S001	P912-E0027	f10r.3	yty	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00027	SA00027	f10r	HERBAL	P1009-S001	P912-E0028	f10r.3	dy	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00028	SA00028	f10r	HERBAL	P1009-S001	P912-E0029	f10r.3	dy	Y	Y	AKTIVER POSTEN	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	EINSTELLEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00029	SA00029	f10r	HERBAL	P1009-S001	P912-E0030	f10r.4	sor	S+OR	OR	EINHEIT	ARGUMENT	2	LEFT_ONLY	S	WÄHLEN	1	1	NONE	NONE	NONE	NONE	EINHEIT→WÄHLEN	WÄHLEN	EINSTELLEN	NON_L_AIR_CLOSE_LEFT	LEFT	S	WÄHLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	S	WÄHLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00030	SA00030	f10r	HERBAL	P1009-S001	P912-E0031	f10r.4	chaiin	CH+AIIN	AIIN	WERT	ARGUMENT	2	LEFT_ONLY	CH	NEHMEN	1	1	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	WÄHLEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00031	SA00031	f10r	HERBAL	P1009-S001	P912-E0032	f10r.4	chcthy	CH+CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	4	LEFT_ONLY	T	EINSTELLEN	3	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00032	SA00032	f10r	HERBAL	P1009-S001	P912-E0034	f10r.4	ckhy	CH+K+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	K	GEBEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→GEBEN	GEBEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	K	GEBEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	K	GEBEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00033	SA00033	f10r	HERBAL	P1009-S001	P912-E0035	f10r.4	or	OR	OR	EINHEIT	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	EINHEIT→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00034	SA00034	f10r	HERBAL	P1009-S001	P912-E0036	f10r.4	aiin	AIIN	AIIN	WERT	ARGUMENT	1	NO_LOCAL_HEAD	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	WERT→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	STACK_FALLBACK_NO_LOCAL_HEAD	STACK_FALLBACK	NONE	NONE	NOT_LOCALLY_TESTED	In der Karte steht kein Handlungskopf; Besitzer-, Gang- und Erbstapel bleiben zuständig.
EDG00035	SA00035	f10r	HERBAL	P1009-S001	P912-E0037	f10r.4	chtchor	CH+T+CH+OR	OR	EINHEIT	ARGUMENT	4	LEFT_ONLY	CH	NEHMEN	3	1	NONE	NONE	NONE	NONE	EINHEIT→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00036	SA00036	f10r	HERBAL	P1009-S002	P912-E0040	f10r.5	qokchy	OK+Y	Y	AKTIVER POSTEN	ARGUMENT	2	LEFT_ONLY	OK	SETZEN	1	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→SETZEN	SETZEN	NONE	NON_L_AIR_CLOSE_LEFT	LEFT	OK	SETZEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	OK	SETZEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00037	SA00037	f10r	HERBAL	P1009-S002	P912-E0043	f10r.5	cthy	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00038	SA00038	f10r	HERBAL	P1009-S002	P912-E0044	f10r.6	ycheor	Y+CH+E+O+R	Y	AKTIVER POSTEN	ARGUMENT	1	RIGHT_ONLY	NONE	NONE	NONE	NONE	CH	NEHMEN	2	1	AKTIVER POSTEN→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_NO_LEFT_OUTSIDE_LOCAL_RULE	NONE	NONE	NONE	OUTSIDE_LOCAL_RULE	Die von der Kurzregel verlangte Seite enthält keinen örtlichen Handlungskopf; der Pass1022-Stapel entscheidet.	ARGUMENT_GRADE_ONLY_RIGHT	RIGHT	CH	NEHMEN	MATCH	Nur der rechte örtliche Kopf ist vorhanden.
EDG00039	SA00039	f10r	HERBAL	P1009-S002	P912-E0044	f10r.6	ycheor	Y+CH+E+O+R	E	GRAD I	GRADE	3	BOTH	CH	NEHMEN	2	1	R	MARKIEREN	5	2	GRAD I→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_LEFT_CLOSER	LEFT	CH	NEHMEN	MATCH	Argument/Grad nimmt den näheren Kopf; links ist näher.
EDG00040	SA00040	f10r	HERBAL	P1009-S002	P912-E0045	f10r.6	cthy	CH+T+Y	Y	AKTIVER POSTEN	ARGUMENT	3	LEFT_ONLY	T	EINSTELLEN	2	1	NONE	NONE	NONE	NONE	AKTIVER POSTEN→EINSTELLEN	EINSTELLEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	T	EINSTELLEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	T	EINSTELLEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
EDG00041	SA00041	f10r	HERBAL	P1009-S002	P912-E0046	f10r.6	chor	CH+OR	OR	EINHEIT	ARGUMENT	2	LEFT_ONLY	CH	NEHMEN	1	1	NONE	NONE	NONE	NONE	EINHEIT→NEHMEN	NEHMEN	NEHMEN	NON_L_AIR_CLOSE_LEFT	LEFT	CH	NEHMEN	CONSISTENT	Die vorhandene Pass1022-Bindung trifft den von der Kurzregel erwarteten Handlungskopf.	ARGUMENT_GRADE_ONLY_LEFT	LEFT	CH	NEHMEN	MATCH	Nur der linke örtliche Kopf ist vorhanden.
