resolution_id	source_ambiguity_id	source_attachment_id	physical_page	register	statement_id	event_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_core	focus_value_de	focus_family	focus_atom_ordinal	left_action_core	left_action_value_de	left_action_atom_ordinal	right_action_core	right_action_value_de	right_action_atom_ordinal	equal_distance	between_left_and_focus	between_focus_and_right	pass1021_duplicate_overlap	pass1021_duplicate_rule	tie_rule_branch	decision	direct_governor_core	direct_governor_value_de	direct_governor_atom_ordinal	package_reading	reason_de	pass1022_binding_trace_de	pass1022_trace_match	active_head_before_de	active_head_after_de
ED011	SAA0023	SA00471	f56r	HERBAL	P1009-S029	P912-E0348	8	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	korchy	K+OR+CH+Y	OR	EINHEIT	ARGUMENT	2	K	GEBEN	1	CH	NEHMEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	1	K@1[OR@2; CH@3[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	GEBEN=KOPF | EINHEIT→GEBEN | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN	YES	SETZEN	GEBEN
ED012	SAA0024	SA00473	f56r	HERBAL	P1009-S029	P912-E0349	9	f56r.2	stachelköpfiges Kraut in mehreren Reifestufen	chykey	CH+Y+K+E+Y	Y	AKTIVER POSTEN	ARGUMENT	2	CH	NEHMEN	1	K	GEBEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[Y@2; K@3[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN | GEBEN=KOPF | GRAD I→GEBEN | AKTIVER POSTEN→GEBEN	YES	GEBEN	NEHMEN
ED013	SAA0025	SA00511	f56r	HERBAL	P1009-S029	P912-E0385	45	f56r.8	stachelköpfiges Kraut in mehreren Reifestufen	cheeckhody	CH+EE+CH+K+O+DY	EE	GRAD II	GRADE	2	CH	NEHMEN	1	CH	NEHMEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[EE@2; CH@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD II→NEHMEN | NEHMEN=KOPF | GEBEN=KOPF | AUSFÜHRUNG→GEBEN | SCHLUSS→GANG	YES	SETZEN	NONE
ED014	SAA0029	SA00577	f67r2	CELESTIAL	P1009-S033	P912-E1805	1	f67r2.23	zwei getrennte Himmelsräder und Tabelle	oparchy	O+P+AR+CH+Y	AR	AUSGANG	RELATION	3	P	EINSETZEN	2	CH	NEHMEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	P	EINSETZEN	2	P@2[AR@3; CH@4[…]]	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | AUSGANG→EINSETZEN | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN	YES	NONE	EINSETZEN
ED015	SAA0030	SA00579	f67r2	CELESTIAL	P1009-S033	P912-E1806	2	f67r2.23	zwei getrennte Himmelsräder und Tabelle	salsain	S+AL+S+AIN	AL	ZIELORT	RELATION	2	S	WÄHLEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	S	WÄHLEN	1	S@1[AL@2; S@3[…]]	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	WÄHLEN=KOPF | ZIELORT→WÄHLEN | WÄHLEN=KOPF | ANTEIL→WÄHLEN	YES	EINSETZEN	WÄHLEN
ED016	SAA0035	SA00612	f67r2	CELESTIAL	P1009-S038	P912-E1849	9	f67r2.41	zwei getrennte Himmelsräder und Tabelle	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	E	GRAD I	GRADE	4	T	EINSTELLEN	2	P	EINSETZEN	6	2	O	O	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	T	EINSTELLEN	2	T@2[E@4; P@6[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | AUSFÜHRUNG→EINSTELLEN | GRAD I→EINSTELLEN | AUSFÜHRUNG→EINSETZEN | EINSETZEN=KOPF | NEHMEN=KOPF | GRAD I→NEHMEN | AKTIVER POSTEN→NEHMEN	YES	EINSTELLEN	EINSTELLEN
ED017	SAA0036	SA00629	f67r2	CELESTIAL	P1009-S039	P912-E1864	6	f67r2.46	zwei getrennte Himmelsräder und Tabelle	yekees	Y+E+K+EE+S	EE	GRAD II	GRADE	4	K	GEBEN	3	S	WÄHLEN	5	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	3	K@3[EE@4; S@5[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	AKTIVER POSTEN→GEBEN | GRAD I→GEBEN | GEBEN=KOPF | GRAD II→GEBEN | WÄHLEN=KOPF	YES	WÄHLEN	GEBEN
ED018	SAA0040	SA00657	f67r2	CELESTIAL	P1009-S041	P912-E1912	10	f67r2.72	zwei getrennte Himmelsräder und Tabelle	ytalchos	Y+T+AL+CH+O+S	AL	ZIELORT	RELATION	3	T	EINSTELLEN	2	CH	NEHMEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	T	EINSTELLEN	2	T@2[AL@3; CH@4[…]]	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	AKTIVER POSTEN→EINSTELLEN | EINSTELLEN=KOPF | ZIELORT→EINSTELLEN | NEHMEN=KOPF | AUSFÜHRUNG→NEHMEN | WÄHLEN=KOPF	YES	GEBEN	EINSTELLEN
ED019	SAA0041	SA00664	f67r2	CELESTIAL	P1009-S041	P912-E1917	15	f67r2.73	zwei getrennte Himmelsräder und Tabelle	shees	SH+EE+S	EE	GRAD II	GRADE	2	SH	HALTEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[EE@2; S@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD II→HALTEN | WÄHLEN=KOPF	YES	WÄHLEN	HALTEN
ED020	SAA0042	SA00711	f68r1	CELESTIAL	P1009-S043	P912-E1952	2	f68r1.2	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	EE	GRAD II	GRADE	2	CH	NEHMEN	1	T	EINSTELLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[EE@2; T@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD II→NEHMEN | EINSTELLEN=KOPF | GRAD II→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	YES	HALTEN	NEHMEN
ED021	SAA0043	SA00718	f68r1	CELESTIAL	P1009-S044	P912-E1955	2	f68r1.2	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	OR	EINHEIT	ARGUMENT	5	K	GEBEN	4	CH	NEHMEN	6	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	4	K@4[OR@5; CH@6[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	NEHMEN=KOPF | GRAD I→NEHMEN | AUSFÜHRUNG→GEBEN | GEBEN=KOPF | EINHEIT→GEBEN | NEHMEN=KOPF | GRAD I→NEHMEN | AKTIVER POSTEN→NEHMEN	YES	NEHMEN	NEHMEN
ED022	SAA0046	SA00738	f68r1	CELESTIAL	P1009-S044	P912-E1969	16	f68r1.7	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	Y	AKTIVER POSTEN	ARGUMENT	4	CH	NEHMEN	3	K	GEBEN	5	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	3	CH@3[Y@4; K@5[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	NEHMEN=KOPF | GEBEN=KOPF | NEHMEN=KOPF | AKTIVER POSTEN→NEHMEN | GEBEN=KOPF | FORTSETZEN→MARKIEREN | AKTIVER POSTEN→GEBEN	YES	MARKIEREN	NEHMEN
ED023	SAA0047	SA00801	f71v	CELESTIAL	P1009-S047	P1003-E0614	4	f71v.12	zweite lokale Figuren-/Sternringgruppe	sheky	SH+E+K+Y	E	GRAD I	GRADE	2	SH	HALTEN	1	K	GEBEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[E@2; K@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD I→HALTEN | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	YES	NEHMEN	HALTEN
ED024	SAA0048	SA00813	f71v	CELESTIAL	P1009-S047	P1003-E0627	17	f71v.12	zweite lokale Figuren-/Sternringgruppe	shepchol	SH+E+P+CH+OL	E	GRAD I	GRADE	2	SH	HALTEN	1	P	EINSETZEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[E@2; P@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD I→HALTEN | EINSETZEN=KOPF | NEHMEN=KOPF | FORTSETZEN→NEHMEN	YES	NEHMEN	HALTEN
ED025	SAA0051	SA00837	f71v	CELESTIAL	P1009-S049	P1003-E0652	6	f71v.18	dritte lokale Ringgruppe	cheekaiin	CH+K+EE+K+AIIN	EE	GRAD II	GRADE	3	K	GEBEN	2	K	GEBEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	2	K@2[EE@3; K@4[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | GEBEN=KOPF | WERT→GEBEN	YES	SETZEN	NEHMEN
ED026	SAA0061	SA00906	f72r	CELESTIAL	P1009-S054	P1008-E0153	10	f72r1.12	Tierkreis-Ringgruppe B	chetey	CH+E+T+E+Y	E	GRAD I	GRADE	2	CH	NEHMEN	1	T	EINSTELLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[E@2; T@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD I→NEHMEN | EINSTELLEN=KOPF | GRAD I→EINSTELLEN | AKTIVER POSTEN→EINSTELLEN	YES	HALTEN	NEHMEN
ED027	SAA0064	SA00970	f72r	CELESTIAL	P1009-S057	P1008-E0221	27	f72r2.6	Tierkreis-Ringgruppe D	chekaiin	CH+K+EE+K+AIIN	EE	GRAD II	GRADE	3	K	GEBEN	2	K	GEBEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	2	K@2[EE@3; K@4[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | GEBEN=KOPF | WERT→GEBEN	YES	NEHMEN	NEHMEN
ED028	SAA0068	SA00977	f72r	CELESTIAL	P1009-S057	P1008-E0230	36	f72r2.6	Tierkreis-Ringgruppe D	chekaiin	CH+K+EE+K+AIIN	EE	GRAD II	GRADE	3	K	GEBEN	2	K	GEBEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	K	GEBEN	2	K@2[EE@3; K@4[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GEBEN=KOPF | GRAD II→GEBEN | GEBEN=KOPF | WERT→GEBEN	YES	MARKIEREN	NEHMEN
ED029	SAA0071	SA01011	f72r	CELESTIAL	P1009-S060	P1008-E0274	1	f72r2.22	Tierkreis-Ringgruppe E	sheycthy	SH+E+CH+T+Y	E	GRAD I	GRADE	2	SH	HALTEN	1	CH	NEHMEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[E@2; CH@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD I→HALTEN | NEHMEN=KOPF | EINSTELLEN=KOPF | AKTIVER POSTEN→EINSTELLEN	YES	NONE	HALTEN
ED030	SAA0074	SA01068	f72r	CELESTIAL	P1009-S063	P1008-E0330	17	f72r3.1	Tierkreis-Ringgruppe G	chekackhy	CH+E+CH+K+Y	E	GRAD I	GRADE	2	CH	NEHMEN	1	CH	NEHMEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[E@2; CH@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD I→NEHMEN | NEHMEN=KOPF | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	YES	WÄHLEN	NEHMEN
ED031	SAA0075	SA01076	f72r	CELESTIAL	P1009-S064	P1008-E0336	4	f72r3.1	Tierkreis-Ringgruppe G	ches	CH+E+S	E	GRAD I	GRADE	2	CH	NEHMEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[E@2; S@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD I→NEHMEN | WÄHLEN=KOPF	YES	SETZEN	NEHMEN
ED032	SAA0076	SA01081	f72r	CELESTIAL	P1009-S064	P1008-E0341	9	f72r3.1	Tierkreis-Ringgruppe G	ches	CH+E+S	E	GRAD I	GRADE	2	CH	NEHMEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CH	NEHMEN	1	CH@1[E@2; S@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	NEHMEN=KOPF | GRAD I→NEHMEN | WÄHLEN=KOPF	YES	HALTEN	NEHMEN
ED033	SAA0084	SA01153	f72r	CELESTIAL	P1009-S069	P1008-E0429	2	f72r3.26	Tierkreis-Ringgruppe I	shees	SH+EE+S	EE	GRAD II	GRADE	2	SH	HALTEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[EE@2; S@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD II→HALTEN | WÄHLEN=KOPF	YES	NONE	HALTEN
ED034	SAA0085	SA01173	f72r	CELESTIAL	P1009-S069	P1008-E0447	20	f72r3.26	Tierkreis-Ringgruppe I	shes	SH+EE+S	EE	GRAD II	GRADE	2	SH	HALTEN	1	S	WÄHLEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[EE@2; S@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD II→HALTEN | WÄHLEN=KOPF	YES	UMSETZEN	HALTEN
ED035	SAA0086	SA01190	f75r	BIOLOGICAL	P1009-S072	P912-E0440	1	f75r.1	großes Bad-/Stationsblatt mit dreieckiger Insel	kchedykary	K+CHD+Y+K+AR+Y	Y	AKTIVER POSTEN	ARGUMENT	3	CHD	UMSETZEN	2	K	GEBEN	4	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CHD	UMSETZEN	2	CHD@2[Y@3; K@4[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	GEBEN=KOPF | UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN | GEBEN=KOPF | AUSGANG→GEBEN | AKTIVER POSTEN→GEBEN	YES	NONE	GEBEN
ED036	SAA0088	SA01206	f75r	BIOLOGICAL	P1009-S074	P912-E0452	1	f75r.2	großes Bad-/Stationsblatt mit dreieckiger Insel	chedykar	CHD+Y+K+AR	Y	AKTIVER POSTEN	ARGUMENT	2	CHD	UMSETZEN	1	K	GEBEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	CHD	UMSETZEN	1	CHD@1[Y@2; K@3[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	UMSETZEN=KOPF | AKTIVER POSTEN→UMSETZEN | GEBEN=KOPF | AUSGANG→GEBEN	YES	NONE	UMSETZEN
ED037	SAA0089	SA01217	f75r	BIOLOGICAL	P1009-S075	P912-E0460	7	f75r.3	großes Bad-/Stationsblatt mit dreieckiger Insel	sheeky	SH+EE+K+Y	EE	GRAD II	GRADE	2	SH	HALTEN	1	K	GEBEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	SH	HALTEN	1	SH@1[EE@2; K@3[…]]	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	HALTEN=KOPF | GRAD II→HALTEN | GEBEN=KOPF | AKTIVER POSTEN→GEBEN	YES	GEBEN	HALTEN
ED038	SAA0091	SA01249	f75r	BIOLOGICAL	P1009-S077	P912-E0484	3	f75r.6	großes Bad-/Stationsblatt mit dreieckiger Insel	pcheykeeor	P+Y+K+EE+OR	Y	AKTIVER POSTEN	ARGUMENT	2	P	EINSETZEN	1	K	GEBEN	3	1	NONE	NONE	NO	NONE	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	LEFT	P	EINSETZEN	1	P@1[Y@2; K@3[…]]	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	EINSETZEN=KOPF | AKTIVER POSTEN→EINSETZEN | GEBEN=KOPF | GRAD II→GEBEN | EINHEIT→GEBEN	YES	SETZEN	EINSETZEN
