attachment_id	focus_core	focus_value_de	focus_family	event_id	book_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface_card	component_recipe	focus_atom_ordinal	left_atom	right_atom	same_card_left_actions	nearest_left_action	same_card_right_actions	nearest_right_action	previous_card_event_id	previous_card_recipe	previous_card_actions	previous_card_last_action	inherited_action_before_card	inherited_from_event_id	inherited_from_card_ordinal	owner_only_attachment	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	bracket_reading_de	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	next_card_event_id	next_card_recipe	next_card_actions	ambiguity_codes	pass1023_resolution_status	pass1023_ambiguity_classes	pass1023_decisions	pass1023_selected_attachment_de	pass1023_scope_de	pass1023_rule_ids	pass1023_changed_from_pass1022	pass1023_note_de
SA00011	AR	AUSGANG	RELATION	P912-E0011	11	f10r	HERBAL	P1009-S001	11	f10r.2	zweiknolliges blauköpfiges Heilkraut	char	AR	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0010	CH+T+O+OR	CH@1|T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0010	10	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0010	10	2	T=EINSTELLEN⟨VORIGE KARTE⟩[AR=AUSGANG]	SINGLE	SINGLE	NONE	P912-E0012	CH+T+Y	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[AR=AUSGANG]	T=EINSTELLEN⟨VORIGE KARTE⟩[AR=AUSGANG]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00012	Y	AKTIVER POSTEN	ARGUMENT	P912-E0012	12	f10r	HERBAL	P1009-S001	12	f10r.2	zweiknolliges blauköpfiges Heilkraut	chty	CH+T+Y	3	T	CARD_END	CH@1|T@2	T=EINSTELLEN	NONE	NONE	P912-E0011	AR	NONE	NONE	T=EINSTELLEN	P912-E0010	10	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0012	12	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0013	OS	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00013	AIR	LAUF	RELATION	P912-E0014	14	f10r	HERBAL	P1009-S001	14	f10r.2	zweiknolliges blauköpfiges Heilkraut	chair	CH+AIR	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0013	OS	NONE	NONE	T=EINSTELLEN	P912-E0012	12	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0014	14	1	CH=NEHMEN[AIR=LAUF]	SINGLE	SINGLE	NONE	P912-E0015	OT+Y+T+CH+OL	T@3|CH@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[AIR=LAUF]	CH=NEHMEN[AIR=LAUF]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00014	Y	AKTIVER POSTEN	ARGUMENT	P912-E0015	15	f10r	HERBAL	P1009-S001	15	f10r.2	zweiknolliges blauköpfiges Heilkraut	otytchol	OT+Y+T+CH+OL	2	OT	T	NONE	NONE	T@3|CH@4	T=EINSTELLEN	P912-E0014	CH+AIR	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0014	14	NO	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0015	15	3	[Y=AKTIVER POSTEN]→T=EINSTELLEN	SINGLE	SINGLE	NONE	P912-E0016	OK+Y	OK@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→T=EINSTELLEN	[Y=AKTIVER POSTEN]→T=EINSTELLEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00015	Y	AKTIVER POSTEN	ARGUMENT	P912-E0016	16	f10r	HERBAL	P1009-S001	16	f10r.2	zweiknolliges blauköpfiges Heilkraut	oky	OK+Y	2	OK	CARD_END	OK@1	OK=SETZEN	NONE	NONE	P912-E0015	OT+Y+T+CH+OL	T@3|CH@4	CH=NEHMEN	CH=NEHMEN	P912-E0015	15	NO	SAME_CARD_LEFT_ACTION	OK	SETZEN	P912-E0016	16	1	OK=SETZEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0017	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN[Y=AKTIVER POSTEN]	OK=SETZEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00016	AIIN	WERT	ARGUMENT	P912-E0017	17	f10r	HERBAL	P1009-S001	17	f10r.2	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0016	OK+Y	OK@1	OK=SETZEN	OK=SETZEN	P912-E0016	16	NO	PREVIOUS_CARD_ACTION	OK	SETZEN	P912-E0016	16	1	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0018	E+T+Y	T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00017	E	GRAD I	GRADE	P912-E0018	18	f10r	HERBAL	P1009-S001	18	f10r.2	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	1	CARD_START	T	NONE	NONE	T@2	T=EINSTELLEN	P912-E0017	AIIN	NONE	NONE	OK=SETZEN	P912-E0016	16	NO	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0018	18	2	[E=GRAD I]→T=EINSTELLEN	SINGLE	SINGLE	NONE	P912-E0019	OT+OR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[E=GRAD I]→T=EINSTELLEN	[E=GRAD I]→T=EINSTELLEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00018	Y	AKTIVER POSTEN	ARGUMENT	P912-E0018	18	f10r	HERBAL	P1009-S001	18	f10r.2	zweiknolliges blauköpfiges Heilkraut	etyd	E+T+Y	3	T	CARD_END	T@2	T=EINSTELLEN	NONE	NONE	P912-E0017	AIIN	NONE	NONE	OK=SETZEN	P912-E0016	16	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0018	18	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0019	OT+OR	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00019	OR	EINHEIT	ARGUMENT	P912-E0019	19	f10r	HERBAL	P1009-S001	19	f10r.3	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	2	OT	CARD_END	NONE	NONE	NONE	NONE	P912-E0018	E+T+Y	T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0018	18	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0018	18	2	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0020	O	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	T=EINSTELLEN⟨VORIGE KARTE⟩[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00020	Y	AKTIVER POSTEN	ARGUMENT	P912-E0021	21	f10r	HERBAL	P1009-S001	21	f10r.3	zweiknolliges blauköpfiges Heilkraut	tchy	T+Y	2	T	CARD_END	T@1	T=EINSTELLEN	NONE	NONE	P912-E0020	O	NONE	NONE	T=EINSTELLEN	P912-E0018	18	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0021	21	1	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0022	AIIN	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00021	AIIN	WERT	ARGUMENT	P912-E0022	22	f10r	HERBAL	P1009-S001	22	f10r.3	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0021	T+Y	T@1	T=EINSTELLEN	T=EINSTELLEN	P912-E0021	21	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0021	21	1	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0023	CH+O+CH+T+Y	CH@1|CH@3|T@4	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	T=EINSTELLEN⟨VORIGE KARTE⟩[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00022	Y	AKTIVER POSTEN	ARGUMENT	P912-E0023	23	f10r	HERBAL	P1009-S001	23	f10r.3	zweiknolliges blauköpfiges Heilkraut	chocthy	CH+O+CH+T+Y	5	T	CARD_END	CH@1|CH@3|T@4	T=EINSTELLEN	NONE	NONE	P912-E0022	AIIN	NONE	NONE	T=EINSTELLEN	P912-E0021	21	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0024	OT+Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00023	Y	AKTIVER POSTEN	ARGUMENT	P912-E0024	24	f10r	HERBAL	P1009-S001	24	f10r.3	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	2	OT	CARD_END	NONE	NONE	NONE	NONE	P912-E0023	CH+O+CH+T+Y	CH@1|CH@3|T@4	T=EINSTELLEN	T=EINSTELLEN	P912-E0023	23	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0025	OL	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00024	OR	EINHEIT	ARGUMENT	P912-E0026	26	f10r	HERBAL	P1009-S001	26	f10r.3	zweiknolliges blauköpfiges Heilkraut	or	OR	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0025	OL	NONE	NONE	T=EINSTELLEN	P912-E0023	23	NO	INHERITED_ACTION	T	EINSTELLEN	P912-E0023	23	4	T=EINSTELLEN⟨GEERBT⟩[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0027	Y+T+Y	T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[OR=EINHEIT]	T=EINSTELLEN⟨GEERBT⟩[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00025	Y	AKTIVER POSTEN	ARGUMENT	P912-E0027	27	f10r	HERBAL	P1009-S001	27	f10r.3	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	1	CARD_START	T	NONE	NONE	T@2	T=EINSTELLEN	P912-E0026	OR	NONE	NONE	T=EINSTELLEN	P912-E0023	23	NO	SAME_CARD_RIGHT_ACTION	T	EINSTELLEN	P912-E0027	27	2	[Y=AKTIVER POSTEN]→T=EINSTELLEN	SINGLE	SINGLE	NONE	P912-E0028	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	[Y=AKTIVER POSTEN]→T=EINSTELLEN	[Y=AKTIVER POSTEN]→T=EINSTELLEN	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00026	Y	AKTIVER POSTEN	ARGUMENT	P912-E0027	27	f10r	HERBAL	P1009-S001	27	f10r.3	zweiknolliges blauköpfiges Heilkraut	yty	Y+T+Y	3	T	CARD_END	T@2	T=EINSTELLEN	NONE	NONE	P912-E0026	OR	NONE	NONE	T=EINSTELLEN	P912-E0023	23	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0028	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00027	Y	AKTIVER POSTEN	ARGUMENT	P912-E0028	28	f10r	HERBAL	P1009-S001	28	f10r.3	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0027	Y+T+Y	T@2	T=EINSTELLEN	T=EINSTELLEN	P912-E0027	27	NO	PREVIOUS_CARD_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0029	Y	NONE	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00028	Y	AKTIVER POSTEN	ARGUMENT	P912-E0029	29	f10r	HERBAL	P1009-S001	29	f10r.3	zweiknolliges blauköpfiges Heilkraut	dy	Y	1	CARD_START	CARD_END	NONE	NONE	NONE	NONE	P912-E0028	Y	NONE	NONE	T=EINSTELLEN	P912-E0027	27	NO	INHERITED_ACTION	T	EINSTELLEN	P912-E0027	27	2	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0030	S+OR	S@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	T=EINSTELLEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00029	OR	EINHEIT	ARGUMENT	P912-E0030	30	f10r	HERBAL	P1009-S001	30	f10r.4	zweiknolliges blauköpfiges Heilkraut	sor	S+OR	2	S	CARD_END	S@1	S=WÄHLEN	NONE	NONE	P912-E0029	Y	NONE	NONE	T=EINSTELLEN	P912-E0027	27	NO	SAME_CARD_LEFT_ACTION	S	WÄHLEN	P912-E0030	30	1	S=WÄHLEN[OR=EINHEIT]	SINGLE	SINGLE	NONE	P912-E0031	CH+AIIN	CH@1	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	S=WÄHLEN[OR=EINHEIT]	S=WÄHLEN[OR=EINHEIT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00030	AIIN	WERT	ARGUMENT	P912-E0031	31	f10r	HERBAL	P1009-S001	31	f10r.4	zweiknolliges blauköpfiges Heilkraut	chaiin	CH+AIIN	2	CH	CARD_END	CH@1	CH=NEHMEN	NONE	NONE	P912-E0030	S+OR	S@1	S=WÄHLEN	S=WÄHLEN	P912-E0030	30	NO	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P912-E0031	31	1	CH=NEHMEN[AIIN=WERT]	SINGLE	SINGLE	NONE	P912-E0032	CH+CH+T+Y	CH@1|CH@2|T@3	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	CH=NEHMEN[AIIN=WERT]	CH=NEHMEN[AIIN=WERT]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
SA00031	Y	AKTIVER POSTEN	ARGUMENT	P912-E0032	32	f10r	HERBAL	P1009-S001	32	f10r.4	zweiknolliges blauköpfiges Heilkraut	chcthy	CH+CH+T+Y	4	T	CARD_END	CH@1|CH@2|T@3	T=EINSTELLEN	NONE	NONE	P912-E0031	CH+AIIN	CH@1	CH=NEHMEN	CH=NEHMEN	P912-E0031	31	NO	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P912-E0032	32	3	T=EINSTELLEN[Y=AKTIVER POSTEN]	SINGLE	SINGLE	NONE	P912-E0033	CH+T+O	CH@1|T@2	NONE	ALREADY_UNAMBIGUOUS	NONE	KEEP_PASS1022	T=EINSTELLEN[Y=AKTIVER POSTEN]	T=EINSTELLEN[Y=AKTIVER POSTEN]	PASS1022_CLEAR_ATTACHMENT	NO	Keine offene Anschlussalternative in Pass1022.
