resolution_id	attachment_id	ambiguity_ids	ambiguity_classes	physical_page	register	statement_id	event_id	locus	card_ordinal_in_statement	surface_card	component_recipe	focus_core	focus_value_de	pass1022_attachment_class	pass1022_chosen_attachment_de	pass1023_decisions	pass1023_selected_target_de	pass1023_scope_de	pass1023_rule_ids	changed_from_pass1022	reason_de	former_alternatives_de	resolution_status
P1023-R0013	SA00311	SAA0013	R_HEAD_OR_TAIL	f18r	HERBAL	P1009-S022	P1008-E0056	f18r.8	3	dary	DA+R+Y	Y	AKTIVER POSTEN	SAME_CARD_LEFT_ACTION	R=MARKIEREN[Y=AKTIVER POSTEN]	R_HEAD	R=MARKIEREN[Y=AKTIVER POSTEN]	R=MARKIEREN[Y=AKTIVER POSTEN]	R1_HEAD_WITH_LOCAL_RIGHT	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.	OK=SETZEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0014	SA00348	SAA0014	OWNER_OR_NEXT_CARD_ACTION	f55v	HERBAL	P1009-S024	P912-E0237	f55v.2	1	qoaiin	CARRIER_Q+O+AIIN	AIIN	WERT	OWNER_ONLY	BESITZER=große aromatische Doldenpflanze[AIIN=WERT]	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	Q_PACKET_FORWARD	YES	Q oeffnet das lokale Paket, dessen erster Kopf auf der unmittelbar folgenden Karte steht.	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	SELECTED_WORKSHOP_SCOPE
P1023-R0015	SA00352	SAA0015	EQUAL_DISTANCE_TWO_HEADS	f55v	HERBAL	P1009-S024	P912-E0239	f55v.2	3	ykeesan	Y+K+EE+S+AN	EE	GRAD II	SAME_CARD_LEFT_ACTION	K=GEBEN[EE=GRAD II]	EQUAL_LEFT	K=GEBEN@CURRENT_CARD_ATOM2	K@2[EE@3; S@4[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	S=WÄHLEN@ATOM4	SELECTED_WORKSHOP_SCOPE
P1023-R0016	SA00376	SAA0016	OWNER_OR_NEXT_CARD_ACTION	f55v	HERBAL	P1009-S026	P912-E0264	f55v.5	1	daiin	AIIN	AIIN	WERT	OWNER_ONLY	BESITZER=große aromatische Doldenpflanze[AIIN=WERT]	BOUNDED_FORWARD	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	YES	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.	CHD=UMSETZEN@NÄCHSTE_KARTE_ATOM1	SELECTED_WORKSHOP_SCOPE
P1023-R0017	SA00390	SAA0017	EQUAL_DISTANCE_TWO_HEADS	f55v	HERBAL	P1009-S026	P912-E0274	f55v.7	11	sheokey	SH+E+OK+E+Y	E	GRAD I	SAME_CARD_LEFT_ACTION	SH=HALTEN[E=GRAD I]	EQUAL_LEFT	SH=HALTEN@CURRENT_CARD_ATOM1	SH@1[E@2; OK@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	OK=SETZEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0018	SA00400	SAA0018	R_HEAD_OR_TAIL	f55v	HERBAL	P1009-S026	P912-E0282	f55v.7	19	dary	DA+R+Y	Y	AKTIVER POSTEN	SAME_CARD_LEFT_ACTION	R=MARKIEREN[Y=AKTIVER POSTEN]	R_HEAD	R=MARKIEREN[Y=AKTIVER POSTEN]	R=MARKIEREN[Y=AKTIVER POSTEN]	R1_HEAD_WITH_LOCAL_RIGHT	NO	R ist der erste Handlungskopf des Pakets und erhält rechts vor jeder neuen Handlung Y; es eröffnet MARKIEREN.	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0019	SA00440	SAA0019	OWNER_OR_NEXT_CARD_ACTION	f55v	HERBAL	P1009-S027	P912-E0320	f55v.11	1	aiin	AIIN	AIIN	WERT	OWNER_ONLY	BESITZER=große aromatische Doldenpflanze[AIIN=WERT]	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OPENING_ARGUMENT_FORWARD	YES	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	SELECTED_WORKSHOP_SCOPE
P1023-R0020	SA00451	SAA0020	EQUAL_DISTANCE_TWO_HEADS	f55v	HERBAL	P1009-S027	P912-E0329	f55v.12	10	olkeechy	OL+K+EE+CH+Y	EE	GRAD II	SAME_CARD_LEFT_ACTION	K=GEBEN[EE=GRAD II]	EQUAL_LEFT	K=GEBEN@CURRENT_CARD_ATOM2	K@2[EE@3; CH@4[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	CH=NEHMEN@ATOM4	SELECTED_WORKSHOP_SCOPE
P1023-R0021	SA00462	SAA0021	OWNER_OR_NEXT_CARD_ACTION	f56r	HERBAL	P1009-S029	P912-E0341	f56r.1	1	chy	Y	Y	AKTIVER POSTEN	OWNER_ONLY	BESITZER=stachelköpfiges Kraut in mehreren Reifestufen[Y=AKTIVER POSTEN]	BOUNDED_FORWARD	CH=NEHMEN@NÄCHSTE_KARTE_ATOM2	CH=NEHMEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_FORWARD	YES	Die kopflose Anfangsfolge erreicht den ersten Kopf der unmittelbar folgenden Karte im selben Besitzer-/Proseblock.	CH=NEHMEN@NÄCHSTE_KARTE_ATOM2	SELECTED_WORKSHOP_SCOPE
P1023-R0022	SA00465	SAA0022	EQUAL_DISTANCE_TWO_HEADS	f56r	HERBAL	P1009-S029	P912-E0343	f56r.1	3	chorchy	CH+OR+CH+Y	OR	EINHEIT	SAME_CARD_LEFT_ACTION	CH=NEHMEN[OR=EINHEIT]	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	CH@1[OR@2; CH@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	CH=NEHMEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0023	SA00471	SAA0023	EQUAL_DISTANCE_TWO_HEADS	f56r	HERBAL	P1009-S029	P912-E0348	f56r.2	8	korchy	K+OR+CH+Y	OR	EINHEIT	SAME_CARD_LEFT_ACTION	K=GEBEN[OR=EINHEIT]	EQUAL_LEFT	K=GEBEN@CURRENT_CARD_ATOM1	K@1[OR@2; CH@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	CH=NEHMEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0024	SA00473	SAA0024	EQUAL_DISTANCE_TWO_HEADS	f56r	HERBAL	P1009-S029	P912-E0349	f56r.2	9	chykey	CH+Y+K+E+Y	Y	AKTIVER POSTEN	SAME_CARD_LEFT_ACTION	CH=NEHMEN[Y=AKTIVER POSTEN]	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	CH@1[Y@2; K@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Das Argument vervollständigt den offenen linken Kopf; der rechte Handlungskopf beginnt erst an seiner eigenen Position.	K=GEBEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0025	SA00511	SAA0025	EQUAL_DISTANCE_TWO_HEADS	f56r	HERBAL	P1009-S029	P912-E0385	f56r.8	45	cheeckhody	CH+EE+CH+K+O+DY	EE	GRAD II	SAME_CARD_LEFT_ACTION	CH=NEHMEN[EE=GRAD II]	EQUAL_LEFT	CH=NEHMEN@CURRENT_CARD_ATOM1	CH@1[EE@2; CH@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	CH=NEHMEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0026	SA00536	SAA0026	R_HEAD_OR_TAIL	f56r	HERBAL	P1009-S030	P912-E0425	f56r.16	40	chey	Y	Y	AKTIVER POSTEN	PREVIOUS_CARD_ACTION	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	R_HEAD	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	R1_HEAD_STANDALONE	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.	T=EINSTELLEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0027	SA00556	SAA0027	OWNER_OR_NEXT_CARD_ACTION	f67r2	CELESTIAL	P1009-S032	P912-E1785	f67r2.16	1	odaeiin	O+DA+E+IIN	E	GRAD I	OWNER_ONLY	BESITZER=zwei getrennte Himmelsräder und Tabelle[E=GRAD I]	BOUNDED_FORWARD	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	GRADE_TO_NEXT_COMPATIBLE_HEAD	YES	Der Grad erreicht den ersten kompatiblen Kopf der naechsten Karte; keine Grenze liegt dazwischen.	OK=SETZEN@NÄCHSTE_KARTE_ATOM1	SELECTED_WORKSHOP_SCOPE
P1023-R0028	SA00564	SAA0028	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S032	P912-E1791	f67r2.17	7	dy	Y	Y	AKTIVER POSTEN	PREVIOUS_CARD_ACTION	R=MARKIEREN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	R_TAIL	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R3_TAIL_AFTER_ACTION	YES	S=WÄHLEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0029	SA00577	SAA0029	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S033	P912-E1805	f67r2.23	1	oparchy	O+P+AR+CH+Y	AR	AUSGANG	SAME_CARD_LEFT_ACTION	P=EINSETZEN[AR=AUSGANG]	EQUAL_LEFT	P=EINSETZEN@CURRENT_CARD_ATOM2	P@2[AR@3; CH@4[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	CH=NEHMEN@ATOM4	SELECTED_WORKSHOP_SCOPE
P1023-R0030	SA00579	SAA0030	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S033	P912-E1806	f67r2.23	2	salsain	S+AL+S+AIN	AL	ZIELORT	SAME_CARD_LEFT_ACTION	S=WÄHLEN[AL=ZIELORT]	EQUAL_LEFT	S=WÄHLEN@CURRENT_CARD_ATOM1	S@1[AL@2; S@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	S=WÄHLEN@ATOM3	SELECTED_WORKSHOP_SCOPE
P1023-R0031	SA00581	SAA0031	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S033	P912-E1808	f67r2.24	4	ofar	O+LOCAL_CHAR_F+AR	AR	AUSGANG	PREVIOUS_CARD_ACTION	R=MARKIEREN⟨VORIGE KARTE⟩[AR=AUSGANG]	R_TAIL	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R3_TAIL_AFTER_ACTION	YES	S=WÄHLEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0032	SA00582	SAA0032	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S033	P912-E1809	f67r2.24	5	ar	AR	AR	AUSGANG	INHERITED_ACTION	R=MARKIEREN⟨GEERBT⟩[AR=AUSGANG]	R_TAIL	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R3_TAIL_AFTER_ACTION	YES	S=WÄHLEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0033	SA00583	SAA0033	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S033	P912-E1810	f67r2.25	6	ydam	Y+DA+AM_ADDR	Y	AKTIVER POSTEN	INHERITED_ACTION	R=MARKIEREN⟨GEERBT⟩[Y=AKTIVER POSTEN]	R_TAIL	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	R3_TAIL_AFTER_ACTION	YES	S=WÄHLEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.	S=WÄHLEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0034	SA00591	SAA0034	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S033	P912-E1816	f67r2.27	12	aiin	AIIN	AIIN	WERT	PREVIOUS_CARD_ACTION	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	R_HEAD	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	R1_HEAD_STANDALONE	NO	R steht als eigene Karte und die nächste Karte beginnt sofort mit seinem Zusatz; damit eröffnet R den Kopf MARKIEREN.	OK=SETZEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0035	SA00612	SAA0035	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S038	P912-E1849	f67r2.41	9	ytoeopchey	Y+T+O+E+O+P+CH+E+Y	E	GRAD I	SAME_CARD_LEFT_ACTION	T=EINSTELLEN[E=GRAD I]	EQUAL_LEFT	T=EINSTELLEN@CURRENT_CARD_ATOM2	T@2[E@4; P@6[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	P=EINSETZEN@ATOM6	SELECTED_WORKSHOP_SCOPE
P1023-R0036	SA00629	SAA0036	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S039	P912-E1864	f67r2.46	6	yekees	Y+E+K+EE+S	EE	GRAD II	SAME_CARD_LEFT_ACTION	K=GEBEN[EE=GRAD II]	EQUAL_LEFT	K=GEBEN@CURRENT_CARD_ATOM3	K@3[EE@4; S@5[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	S=WÄHLEN@ATOM5	SELECTED_WORKSHOP_SCOPE
P1023-R0037	SA00637	SAA0037	R_HEAD_OR_TAIL	f67r2	CELESTIAL	P1009-S040	P912-E1872	f67r2.49	6	aiin	AIIN	AIIN	WERT	PREVIOUS_CARD_ACTION	R=MARKIEREN⟨VORIGE KARTE⟩[AIIN=WERT]	R_TAIL	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	R3_TAIL_AFTER_ACTION	YES	CH=NEHMEN steht bereits links im selben Paket; rechts von R folgt darin kein eigenes Argument. R markiert den äußeren Kopf, statt einen neuen offenen Kopf zu beginnen.	CH=NEHMEN@VORAUSGEHENDER_RAHMEN	SELECTED_WORKSHOP_SCOPE
P1023-R0038	SA00644	SAA0038	OWNER_OR_NEXT_CARD_ACTION	f67r2	CELESTIAL	P1009-S041	P912-E1905	f67r2.72	3	ydaiin	Y+D_ADDR+AIIN	Y	AKTIVER POSTEN	OWNER_ONLY	BESITZER=zwei getrennte Himmelsräder und Tabelle[Y=AKTIVER POSTEN]	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_TO_NEXT_Q_PACKET	YES	Die kopflose Anfangsfolge bindet an den ersten Kopf des unmittelbar folgenden Q-Pakets.	K=GEBEN@NÄCHSTE_KARTE_ATOM2	SELECTED_WORKSHOP_SCOPE
P1023-R0039	SA00645	SAA0039	OWNER_OR_NEXT_CARD_ACTION	f67r2	CELESTIAL	P1009-S041	P912-E1905	f67r2.72	3	ydaiin	Y+D_ADDR+AIIN	AIIN	WERT	OWNER_ONLY	BESITZER=zwei getrennte Himmelsräder und Tabelle[AIIN=WERT]	BOUNDED_FORWARD	K=GEBEN@NÄCHSTE_KARTE_ATOM2	K=GEBEN@NÄCHSTE_KARTE_ATOM2	OPENING_ARGUMENT_TO_NEXT_Q_PACKET	YES	Die kopflose Anfangsfolge bindet an den ersten Kopf des unmittelbar folgenden Q-Pakets.	K=GEBEN@NÄCHSTE_KARTE_ATOM2	SELECTED_WORKSHOP_SCOPE
P1023-R0040	SA00657	SAA0040	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S041	P912-E1912	f67r2.72	10	ytalchos	Y+T+AL+CH+O+S	AL	ZIELORT	SAME_CARD_LEFT_ACTION	T=EINSTELLEN[AL=ZIELORT]	EQUAL_LEFT	T=EINSTELLEN@CURRENT_CARD_ATOM2	T@2[AL@3; CH@4[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	AUSGANG/ZIELORT schließen nach der festen Beziehungsseite an den linken Kopf an.	CH=NEHMEN@ATOM4	SELECTED_WORKSHOP_SCOPE
P1023-R0041	SA00664	SAA0041	EQUAL_DISTANCE_TWO_HEADS	f67r2	CELESTIAL	P1009-S041	P912-E1917	f67r2.73	15	shees	SH+EE+S	EE	GRAD II	SAME_CARD_LEFT_ACTION	SH=HALTEN[EE=GRAD II]	EQUAL_LEFT	SH=HALTEN@CURRENT_CARD_ATOM1	SH@1[EE@2; S@3[…]]	CLOSE_OPEN_HEAD_BEFORE_NEXT_HEAD	NO	Der Grad schließt die bereits links geöffnete Handlung; der rechte Kopf eröffnet danach die innere Folgehandlung.	S=WÄHLEN@ATOM3	SELECTED_WORKSHOP_SCOPE
