target_ordinal	surface	final_recipe	observed_requirement_modes	anchor_recipe	anchor_start_atom	anchor_atom_count	old_anchor_event_count	old_anchor_surface_count	old_anchor_surfaces	extension_direction	left_extension_recipe	right_extension_recipe	visible_stem_status	visible_stem_surface	visible_left_extension	visible_right_extension	interface_count	old_supported_interface_count	full_arm_joint_count	repeated_invariant_visible_channel_count	anchor_context_modes	anchor_context_relation	old_supercard_event_count	old_supercard_recipe_count	old_supercard_recipes	old_supercard_context_modes	old_supercard_context_relation	structural_support_class	neutral_surface_phrase_de	known_contextual_readings_de	working_default	guard
18	chepakeo	CH+E+P+A_ADDR+K+E+O	REQUIRES_ACTIVE_ARGUMENT	CH+E+P	1	3	1	1	chep	RIGHT_EXTENSION	NONE	A_ADDR+K+E+O	ALIGNED_EXACT_OLD_SURFACE_STEM	chep	NONE	akeo	1	0	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_WITH_NEW_INTERFACE	Nehmen, einsetzen und geben; auf Grad I; hier; erneut auf Grad I; zur Ausführung.	Nimm den Arbeitswert [wie zuvor], setze den Arbeitswert [wie zuvor] ein und gib den Arbeitswert [wie zuvor] zu; auf Grad I [außen], auf Grad I [innen] und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
19	chepos	CH+E+P+O+S	SELF_CONTAINED	CH+E+P	1	3	1	1	chep	RIGHT_EXTENSION	NONE	O+S	ALIGNED_EXACT_OLD_SURFACE_STEM	chep	NONE	os	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Nehmen, einsetzen und wählen; auf Grad I; zur Ausführung.	Nimm, setze ein und wähle; auf Grad I und zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
20	cheta	CH+E+T+A_ADDR	SELF_CONTAINED	CH+E	1	2	1	1	che	RIGHT_EXTENSION	NONE	T+A_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	che	NONE	ta	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Nehmen und einstellen; auf Grad I; hier.	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
21	choekeey	CH+O+E+K+EE+Y	SELF_CONTAINED	K+EE+Y	4	3	9	1	keey	LEFT_EXTENSION	CH+O+E	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	keey	choe	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Den Posten nehmen und geben; zur Ausführung; auf Grad I; auf Grad II.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Ausführung, auf Grad I und auf Grad II.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
22	choiin	CH+O+IIN	REQUIRES_ACTIVE_ARGUMENT	O+IIN	2	2	13	4	oiiiin|oiiin|oiin|oin	LEFT_EXTENSION	CH	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	oiin	ch	NONE	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Nehmen; zur Ausführung; auf der bezeichneten Stufe.	Nimm den Pflanzenposten [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
23	cholpchd	OL+P+CHD	REQUIRES_ACTIVE_ARGUMENT	OL+P	1	2	1	1	qolp	RIGHT_EXTENSION	NONE	CHD	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	1	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	2	1	OL+P+CHD+DY	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Fortsetzen; einsetzen und bearbeiten.	Setze den laufenden Eintrag [wie zuvor] ein und bearbeite den laufenden Eintrag [wie zuvor]; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
24	choraiin	CH+OR+AIIN	SELF_CONTAINED	CH+OR	1	2	23	1	chor	RIGHT_EXTENSION	NONE	AIIN	ALIGNED_EXACT_OLD_SURFACE_STEM	chor	NONE	aiin	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Die Einheit und den Wert nehmen.	Nimm die Arbeitseinheit und den Arbeitswert.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
26	chory	CH+OR+Y	SELF_CONTAINED	CH+OR	1	2	23	1	chor	RIGHT_EXTENSION	NONE	Y	ALIGNED_EXACT_OLD_SURFACE_STEM	chor	NONE	y	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Die Einheit und den Posten nehmen.	Nimm die Arbeitseinheit und den Pflanzenposten.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
29	ckhochy	CH+K+O+CH+Y	SELF_CONTAINED	CH+K+O	1	3	2	2	chckho|ckho	RIGHT_EXTENSION	NONE	CH+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	ckho	NONE	chy	1	1	0	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Den Posten nehmen, geben und erneut nehmen; zur Ausführung.	Nimm den Pflanzenposten, gib den Pflanzenposten zu und nimm den Pflanzenposten; zur Ausführung.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
31	cpholdy	CH+P+OL+DY	REQUIRES_ACTIVE_ARGUMENT	CH+P+OL	1	3	2	1	cphol	RIGHT_EXTENSION	NONE	DY	ALIGNED_EXACT_OLD_SURFACE_STEM	cphol	NONE	dy	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Nehmen und einsetzen; fortsetzen; abschließen.	Nimm den Pflanzenposten [wie zuvor] und setze den Pflanzenposten [wie zuvor] ein; führe fort; schließe den Schritt.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
33	cthom	CH+T+O+M_LOCAL	REQUIRES_ACTIVE_ARGUMENT	CH+T+O	1	3	2	1	ctho	RIGHT_EXTENSION	NONE	M_LOCAL	ALIGNED_EXACT_OLD_SURFACE_STEM	ctho	NONE	m	1	1	0	0	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Nehmen und einstellen; zur Ausführung; hier.	Nimm den Arbeitswert [wie zuvor] und stelle den Arbeitswert [wie zuvor] ein; zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
35	dairal	D_ADDR+AIR+AL	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	D_ADDR+AIR	1	2	9	1	dair	RIGHT_EXTENSION	NONE	AL	ALIGNED_EXACT_OLD_SURFACE_STEM	dair	NONE	al	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Hier; entlang der Bahn; am Zielort.	Im laufenden Satz entnimm den laufenden Eintrag [wie zuvor]; entlang der Lesebahn und zur Zielspalte; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
39	dalcheeeky	AL+CH+K+EEE+Y	SELF_CONTAINED	CH+K	2	2	1	1	chckh	BOTH_SIDES	AL	EEE+Y	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	2	2	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Am Zielort; den Posten nehmen und geben; auf Grad III.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
40	dalky	AL+K+Y	SELF_CONTAINED	K+Y	2	2	7	2	kchy|ky	LEFT_EXTENSION	AL	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	ky	dal	NONE	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Am Zielort; den Posten geben.	Ordne den laufenden Eintrag zu; zur Zielspalte.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
42	dard	D_ADDR+AR+D_ADDR	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	D_ADDR+AR	1	2	47	1	dar	RIGHT_EXTENSION	NONE	D_ADDR	ALIGNED_EXACT_OLD_SURFACE_STEM	dar	NONE	d	1	1	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_INCLUDED	1	1	D_ADDR+AR+D_ADDR+AR+DY	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	TARGET_MODE_SET_EQUAL	EXACT_TARGET_SEQUENCE_INSIDE_OLD_SUPERCARD	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
44	dcheol	D_ADDR+CH+E+O+L	REQUIRES_ACTIVE_ARGUMENT	CH+E+O+L	2	4	29	1	cheol	LEFT_EXTENSION	D_ADDR	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	cheol	d	NONE	1	1	0	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; nehmen; auf Grad I; zur Ausführung; über die Verbindung.	Entnimm den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
45	dkar	D_ADDR+K+AR	REQUIRES_ACTIVE_ARGUMENT	K+AR	2	2	6	2	kar|skar	LEFT_EXTENSION	D_ADDR	NONE	ALIGNED_EXACT_OLD_SURFACE_STEM	kar	d	NONE	1	1	0	1	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; geben; vom Ausgang.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
47	dolarshy	D_ADDR+OL+AR+SH+Y	SELF_CONTAINED	D_ADDR+OL	1	2	13	2	dchol|dol	RIGHT_EXTENSION	NONE	AR+SH+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	dol	NONE	arshy	1	1	0	0	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	ALIGNED_VISIBLE_STEM_ALL_INTERFACES_OLD	Hier; fortsetzen; vom Ausgang; den Posten halten.	Halte den laufenden Eintrag fest; von der Ausgangszeile; an der bezeichneten Stelle; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
48	dsholdaiir	D_ADDR+SH+OL+DA+IIN+R	REQUIRES_ACTIVE_ARGUMENT	SH+OL	2	2	18	1	shol	BOTH_SIDES	D_ADDR	DA+IIN+R	ALIGNED_EXACT_OLD_SURFACE_STEM	shol	d	daiir	2	2	1	1	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
50	dytcheey	D_ADDR+Y+T+CH+EE+Y	SELF_CONTAINED	Y+T	2	2	1	1	yt	BOTH_SIDES	D_ADDR	CH+EE+Y	ALIGNED_EXACT_OLD_SURFACE_STEM	yt	d	cheey	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; beide Posten einstellen und nehmen; auf Grad II.	Stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen]; auf Grad II; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
52	fchdar	LOCAL_CHAR_F+CHD+AR	REQUIRES_ACTIVE_ARGUMENT	CHD+AR	2	2	3	1	chedar	LEFT_EXTENSION	LOCAL_CHAR_F	NONE	NO_EXACT_OLD_SURFACE_STEM	NONE	NONE	NONE	1	1	0	0	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	0	0	NONE	NONE	NO_OLD_SUPERCARD	RECIPE_ANCHOR_ALL_INTERFACES_OLD	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
53	fchedyr	LOCAL_CHAR_F+CHD+Y+R	SELF_CONTAINED	CHD+Y	2	2	107	3	chdy|chedchy|chedy	BOTH_SIDES	LOCAL_CHAR_F	R	ALIGNED_EXACT_OLD_SURFACE_STEM	chedy	f	r	2	2	1	1	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	0	0	NONE	NONE	NO_OLD_SUPERCARD	REPEATED_INVARIANT_VISIBLE_EXTENSION_CHANNEL	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	KEEP_COMPOSITION_WITH_NAMED_OLD_FRAGMENT_AND_DIRECTIONAL_EXTENSIONS	WORKING_EXTENSION_CARD__NO_WHOLE_WORD_OR_PLAINTEXT_CLAIM
