modifier_host_ordinal	slot_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	modifier_subtype	primary_governor_kind	primary_governor_key	host_source	guard
25	RUNNING:G407-E0050@3	G407-E0050	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	oydar	O+Y+D_ADDR+AR	3	D_ADDR	LEARNED_SIGLA	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0049@2:P	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
26	RUNNING:G407-E0053@2	G407-E0053	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	2	LOCAL_CHAR_F	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0053@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
27	RUNNING:G407-E0053@3	G407-E0053	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhoaiin	CH+LOCAL_CHAR_F+O+AIIN	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0053@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
28	RUNNING:G407-E0054@2	G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0054@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
29	RUNNING:G407-E0054@3	G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	SH+O+D_ADDR+AR+Y	3	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0054@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
30	RUNNING:G407-E0056@2	G407-E0056	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0056@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
31	RUNNING:G407-E0057@3	G407-E0057	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	okchoy	OK+CH+O+Y	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0057@2:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
32	RUNNING:G407-E0059@2	G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	CH+O+CH+T+Y	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0059@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
33	RUNNING:G407-E0060@1	G407-E0060	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	1	OS	OS_VORBEZUG	INHERITED_ACTION_ALIAS	G407-E0059@4:T	GDT581-I0015	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
34	RUNNING:G407-E0064@2	G407-E0064	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	K+O+S	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0064@1:K	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
35	RUNNING:G407-E0066@2	G407-E0066	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	SH+O+S	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0066@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
36	RUNNING:G407-E0067@2	G407-E0067	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	cfhol	CH+LOCAL_CHAR_F+OL	2	LOCAL_CHAR_F	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0067@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
37	RUNNING:G407-E0068@2	G407-E0068	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	SH+O+DY	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0068@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
38	RUNNING:G407-E0070@1	G407-E0070	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	os	OS	1	OS	OS_VORBEZUG	INHERITED_ACTION_ALIAS	OWNER_DEFAULT:F1R_TEXT_BLOCK_B:SH	GDT581-I0020	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
39	RUNNING:G407-E0071@3	G407-E0071	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	T+E+O+DY	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0071@1:T	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
40	RUNNING:G407-E0077@2	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	SH+O+SH+Y	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0077@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
41	RUNNING:G407-E0078@3	G407-E0078	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0078@2:P	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
42	RUNNING:G407-E0078@4	G407-E0078	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodal	CH+P+O+D_ADDR+AL	4	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0078@2:P	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
43	RUNNING:G407-E0080@3	G407-E0080	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	OK+SH+O	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0080@2:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
44	RUNNING:G407-E0081@3	G407-E0081	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kshoy	K+SH+O+Y	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0081@2:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
45	RUNNING:G407-E0082@3	G407-E0082	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	otairin	OT+AIR+IIN	3	IIN	FORM_STAGE	CONTROL_ENVELOPE	CONTROL:G407-E0082:STATE_CARD	VISIBLE_STATE_CONTROL_ENVELOPE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
46	RUNNING:G407-E0084@2	G407-E0084	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	okan	OK+AN	2	AN	CLASS	SAME_CARD_ACTION	ACTION:G407-E0084@1:OK	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
47	RUNNING:G407-E0085@2	G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0085@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
48	RUNNING:G407-E0085@3	G407-E0085	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodain	SH+O+D_ADDR+AIN	3	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0085@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
49	RUNNING:G407-E0088@2	G407-E0088	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoy	SH+O+Y	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0088@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
50	RUNNING:G407-E0090@2	G407-E0090	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0090@1:K	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
51	RUNNING:G407-E0090@3	G407-E0090	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kodaiin	K+O+D_ADDR+AIIN	3	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0090@1:K	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
52	RUNNING:G407-E0092@3	G407-E0092	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	3	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0092@2:P	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
53	RUNNING:G407-E0092@4	G407-E0092	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphodaiils	CH+P+O+D_ADDR+AIIN+L+S	4	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0092@2:P	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
54	RUNNING:G407-E0094@2	G407-E0094	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0094@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
55	RUNNING:G407-E0096@1	G407-E0096	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	d	D_ADDR	1	D_ADDR	LEARNED_SIGLA	INHERITED_ACTION_ALIAS	G407-E0094@1:SH	GDT581-I0025	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
56	RUNNING:G407-E0098@1	G407-E0098	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oiin	O+IIN	1	O	FORM_STAGE	INHERITED_ACTION_ALIAS	G407-E0094@1:SH	GDT581-I0027	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
57	RUNNING:G407-E0098@2	G407-E0098	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oiin	O+IIN	2	IIN	FORM_STAGE	INHERITED_ACTION_ALIAS	G407-E0094@1:SH	GDT581-I0027	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
58	RUNNING:G407-E0100@1	G407-E0100	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	odaiin	O+D_ADDR+AIIN	1	O	FORM_STAGE	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0094@1:SH	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
59	RUNNING:G407-E0100@2	G407-E0100	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	odaiin	O+D_ADDR+AIIN	2	D_ADDR	LEARNED_SIGLA	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0094@1:SH	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
60	RUNNING:G407-E0101@2	G407-E0101	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chodain	CH+O+D_ADDR+AIN	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0101@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
61	RUNNING:G407-E0101@3	G407-E0101	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	chodain	CH+O+D_ADDR+AIN	3	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0101@1:CH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
62	RUNNING:G407-E0104@1	G407-E0104	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dn	D_ADDR+AN	1	D_ADDR	LEARNED_SIGLA	INHERITED_ACTION_ALIAS	G407-E0103@1:OK	GDT581-I0030	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
63	RUNNING:G407-E0104@2	G407-E0104	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	dn	D_ADDR+AN	2	AN	CLASS	INHERITED_ACTION_ALIAS	G407-E0103@1:OK	GDT581-I0030	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
64	RUNNING:G407-E0106@2	G407-E0106	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kod	K+O+D_ADDR	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0106@1:K	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
65	RUNNING:G407-E0106@3	G407-E0106	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	kod	K+O+D_ADDR	3	D_ADDR	LEARNED_SIGLA	SAME_CARD_ACTION	ACTION:G407-E0106@1:K	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
66	RUNNING:G407-E0109@2	G407-E0109	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	eo	E+O	2	O	FORM_STAGE	FOCUS_CONSENSUS_ACTION_OCCURRENCE	ACTION:G407-E0108@3:K	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
67	RUNNING:G407-E0118@2	G407-E0118	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	sho	SH+O	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0118@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
68	RUNNING:G407-E0120@2	G407-E0120	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shodan	SH+O+D_ADDR+AN	2	O	FORM_STAGE	SAME_CARD_ACTION	ACTION:G407-E0120@1:SH	NEAREST_VISIBLE_ACTION_LEFT_TIE	NON_GRADE_MODIFIER_HAS_EXACTLY_ONE_PRIMARY_GOVERNOR
