complete_slot_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	locus	surface	slot_value	slot_position	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	source_detail	guard
11	RUNNING:G407-E0004@2	RUNNING_ATOM	G407-E0004	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ataiin	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0004@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
12	RUNNING:G407-E0004@3	RUNNING_ATOM	G407-E0004	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ataiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0004@2:T	PRIMARY_GOVERNOR	G407-A00005	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
13	RUNNING:G407-E0005@1	RUNNING_ATOM	G407-E0005	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shol	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0005@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
14	RUNNING:G407-E0005@2	RUNNING_ATOM	G407-E0005	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shol	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0005@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
15	RUNNING:G407-E0006@1	RUNNING_ATOM	G407-E0006	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shory	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0006@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
16	RUNNING:G407-E0006@2	RUNNING_ATOM	G407-E0006	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shory	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0006@1:SH	PRIMARY_GOVERNOR	G407-A00006	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
17	RUNNING:G407-E0006@3	RUNNING_ATOM	G407-E0006	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shory	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0006@1:SH	PRIMARY_GOVERNOR	G407-A00007	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
18	RUNNING:G407-E0007@1	RUNNING_ATOM	G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthres	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0007@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
19	RUNNING:G407-E0007@2	RUNNING_ATOM	G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthres	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0007@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
20	RUNNING:G407-E0007@3	RUNNING_ATOM	G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthres	R	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0007@3:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
21	RUNNING:G407-E0007@4	RUNNING_ATOM	G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthres	E	4	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0007@2:T	PRIMARY_GOVERNOR	G407-A00008	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
22	RUNNING:G407-E0007@5	RUNNING_ATOM	G407-E0007	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthres	S	5	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0007@5:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
23	RUNNING:G407-E0008@1	RUNNING_ATOM	G407-E0008	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0007@5:S	PRIMARY_GOVERNOR	G407-A00009	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
24	RUNNING:G407-E0009@1	RUNNING_ATOM	G407-E0009	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kor	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0009@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
25	RUNNING:G407-E0009@2	RUNNING_ATOM	G407-E0009	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kor	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0009@1:K	PRIMARY_GOVERNOR	G407-A00010	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
26	RUNNING:G407-E0010@1	RUNNING_ATOM	G407-E0010	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sholdy	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0010@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
27	RUNNING:G407-E0010@2	RUNNING_ATOM	G407-E0010	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sholdy	OL	2	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E0010@2:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
28	RUNNING:G407-E0010@3	RUNNING_ATOM	G407-E0010	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sholdy	D_ADDR	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0010@1:SH	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
29	RUNNING:G407-E0010@4	RUNNING_ATOM	G407-E0010	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sholdy	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0010@1:SH	PRIMARY_GOVERNOR	G407-A00011	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
30	RUNNING:G407-E0011@1	RUNNING_ATOM	G407-E0011	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sory	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0011@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
31	RUNNING:G407-E0011@2	RUNNING_ATOM	G407-E0011	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sory	OR	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0011@1:S	PRIMARY_GOVERNOR	G407-A00012	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
32	RUNNING:G407-E0011@3	RUNNING_ATOM	G407-E0011	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sory	Y	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0011@1:S	PRIMARY_GOVERNOR	G407-A00013	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
33	RUNNING:G407-E0012@1	RUNNING_ATOM	G407-E0012	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ckhar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0012@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
34	RUNNING:G407-E0012@2	RUNNING_ATOM	G407-E0012	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ckhar	K	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0012@2:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
35	RUNNING:G407-E0012@3	RUNNING_ATOM	G407-E0012	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ckhar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0012@2:K	PRIMARY_GOVERNOR	G407-A00014	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
36	RUNNING:G407-E0013@1	RUNNING_ATOM	G407-E0013	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	or	OR	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0012@2:K	PRIMARY_GOVERNOR	G407-A00015	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
37	RUNNING:G407-E0014@1	RUNNING_ATOM	G407-E0014	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	y	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0012@2:K	PRIMARY_GOVERNOR	G407-A00016	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
38	RUNNING:G407-E0015@1	RUNNING_ATOM	G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kair	K	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0015@1:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
39	RUNNING:G407-E0015@2	RUNNING_ATOM	G407-E0015	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	kair	AIR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0015@1:K	PRIMARY_GOVERNOR	G407-A00017	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
40	RUNNING:G407-E0016@1	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0016@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
41	RUNNING:G407-E0016@2	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0016@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
42	RUNNING:G407-E0016@3	RUNNING_ATOM	G407-E0016	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	chtaiin	AIIN	3	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0016@2:T	PRIMARY_GOVERNOR	G407-A00018	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
43	RUNNING:G407-E0017@1	RUNNING_ATOM	G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shar	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0017@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
44	RUNNING:G407-E0017@2	RUNNING_ATOM	G407-E0017	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	shar	AR	2	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0017@1:SH	PRIMARY_GOVERNOR	G407-A00019	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
45	RUNNING:G407-E0018@1	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	A_ADDR	1	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0018@2:S	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
46	RUNNING:G407-E0018@2	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	S	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0018@2:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
47	RUNNING:G407-E0018@3	RUNNING_ATOM	G407-E0018	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ase	E	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0018@2:S	PRIMARY_GOVERNOR	G407-A00020	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
48	RUNNING:G407-E0019@1	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0019@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
49	RUNNING:G407-E0019@2	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0019@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
50	RUNNING:G407-E0019@3	RUNNING_ATOM	G407-E0019	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0019@2:T	PRIMARY_GOVERNOR	G407-A00021	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
51	RUNNING:G407-E0020@1	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	CH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0020@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
52	RUNNING:G407-E0020@2	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	T	2	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0020@2:T	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
53	RUNNING:G407-E0020@3	RUNNING_ATOM	G407-E0020	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	cthar	AR	3	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0020@2:T	PRIMARY_GOVERNOR	G407-A00022	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
54	RUNNING:G407-E0021@1	RUNNING_ATOM	G407-E0021	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	dan	AIN	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0020@2:T	PRIMARY_GOVERNOR	G407-A00023	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
55	RUNNING:G407-E0022@1	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	S	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0022@1:S	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
56	RUNNING:G407-E0022@2	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	Y	2	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0022@1:S	PRIMARY_GOVERNOR	G407-A00024	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
57	RUNNING:G407-E0022@3	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	IIN	3	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	SAME_CARD_ACTION	ACTION:G407-E0022@4:R	PRIMARY_GOVERNOR	NEAREST_VISIBLE_ACTION_LEFT_TIE	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
58	RUNNING:G407-E0022@4	RUNNING_ATOM	G407-E0022	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	syaiir	R	4	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0022@4:R	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
59	RUNNING:G407-E0023@1	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	SH	1	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0023@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
60	RUNNING:G407-E0023@2	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	E	2	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@1:SH	PRIMARY_GOVERNOR	G407-A00025	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
61	RUNNING:G407-E0023@3	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	K	3	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E0023@3:K	SELF	FINAL_RECIPE_SELF_HEAD	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
62	RUNNING:G407-E0023@4	RUNNING_ATOM	G407-E0023	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	sheky	Y	4	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@3:K	PRIMARY_GOVERNOR	G407-A00026	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
63	RUNNING:G407-E0024@1	RUNNING_ATOM	G407-E0024	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	or	OR	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0023@3:K	PRIMARY_GOVERNOR	G407-A00027	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
64	RUNNING:G407-E0025@1	RUNNING_ATOM	G407-E0025	G407-S001	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_A	RUNNING_STATEMENT	ykaiin	Y	1	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E0025@2:K	PRIMARY_GOVERNOR	G407-A00028	COMPLETE_SLOT_LEDGER__NO_UNHOSTED_ENTRY
