event_id	page	locus	record_unit_id	statement_id	field_id	master_card_id	short_value_de	imperative_de	original_surface	original_wrapper	fresh_surface	fresh_wrapper	surface_changed	renderer_profile	choice_reason	line_first	prev_dy	terminal_scope	owner_reset_or_break	reverse_decoded_master_card_id	reverse_identity_match
E152	f81v	f81v.24	B1	B1-S016	F038	MC040	dorthin einsetzen	Setze ihn dort ein	qokal	q	qokal	q	NO	B1_SHARED_POOL	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC040	YES
E153	f81v	f81v.24	B1	B1-S016	F038	MC002	länger einwirken lassen	Lass ihn länger einwirken	okeey	NONE	okeey	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC002	YES
E154	f81v	f81v.24	B1	B1-S016	F038	MC153	weiter	Arbeite weiter	qol	q	ol	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E155	f81v	f81v.24	B1	B1-S016	F038	MC128	kurz absetzen	Lass ihn kurz absetzen	cheedy	che	cheedy	che	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC128	YES
E156	f81v	f81v.24	B1	B1-S017	F039	MC154	dorthin	Führe ihn dorthin	sal	s	al	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC154	YES
E157	f81v	f81v.24	B1	B1-S017	F039	MC106	kurz weiterführen	Führe ihn kurz weiter	teol	t	teol	t	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC106	YES
E158	f81v	f81v.24	B1	B1-S017	F039	MC139	Transfer	Führe ihn über	dchdy	d	dchdy	d	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC139	YES
E159	f81v	f81v.24	B1	B1-S018	F040	MC118	Auffanggefäß	Stelle das Auffanggefäß bereit	ly	NONE	ly	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC118	YES
E160	f81v	f81v.27	B1	B1-S018	F041	MC076	Kurzhalt	Halte ihn kurz	dsheol	d	dsheol	d	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	NONCLOSE	NO	MC076	YES
E161	f81v	f81v.27	B1	B1-S018	F041	MC033	Arbeitsstufe	Stelle die Arbeitsstufe ein	oiiin	NONE	oiiin	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC033	YES
E162	f81v	f81v.27	B1	B1-S018	F041	MC045	lange sammeln	Sammle ihn lange	olkeedy	NONE	olkeedy	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC045	YES
E163	f81v	f81v.27	B1	B1-S019	F042	MC128	kurz absetzen	Lass ihn kurz absetzen	tedy	t	cheedy	che	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	TERMINAL	NO	MC128	YES
E164	f81v	f81v.27	B1	B1-S020	F043	MC147	kurz wärmen	Wärme ihn kurz	cheky	che	cheky	che	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC147	YES
E165	f81v	f81v.27	B1	B1-S020	F043	MC143	durchlassen	Lass ihn hindurch	shckhedy	sh	shckhedy	sh	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC143	YES
E166	f81v	f81v.27	B1	B1-S021	F044	MC154	dorthin	Führe ihn dorthin	chal	ch	al	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC154	YES
E167	f82r	f82r.2	B2	B2-S001	F045	MC025	überführen	Führe den Posten über	dchedy	d	schedy	s	YES	B2_STATION_SHEET	S_LINE_ENTRY_PREFERENCE	1	0	TERMINAL	YES	MC025	YES
E168	f82r	f82r.2	B2	B2-S002	F046	MC028	weiterführen	Führe ihn weiter	qolchedy	q	qolchedy	q	NO	B2_STATION_SHEET	Q_AFTER_DY_PREFERENCE	0	1	TERMINAL	NO	MC028	YES
E169	f82r	f82r.2	B2	B2-S003	F047	MC017	Anteil zugeben	Gib einen Anteil zu	qokain	q	qokain	q	NO	B2_STATION_SHEET	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC017	YES
E170	f82r	f82r.2	B2	B2-S003	F047	MC123	dies	Halte diesen Posten aktiv	dy	d	y	NONE	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC123	YES
E171	f82r	f82r.2	B2	B2-S003	F047	MC082	lange einwirken	Lass ihn lange einwirken	qokeedy	q	qokeedy	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC082	YES
E172	f82r	f82r.2	B2	B2-S004	F048	MC040	dorthin einsetzen	Setze ihn dort ein	qokal	q	qokal	q	NO	B2_STATION_SHEET	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC040	YES
E173	f82r	f82r.2	B2	B2-S004	F048	MC168	Abführpassage	Führe ihn durch die Abführpassage	lcheckhy	NONE	lcheckhy	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC168	YES
E174	f82r	f82r.2	B2	B2-S004	F048	MC127	Abführung	Führe ihn ab	lched	NONE	lched	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC127	YES
E175	f82r	f82r.3	B2	B2-S004	F049	MC002	länger einwirken lassen	Lass ihn länger einwirken	qokeey	q	qokeey	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	1	0	NONCLOSE	NO	MC002	YES
E176	f82r	f82r.3	B2	B2-S004	F049	MC133	Trennabzug	Ziehe die getrennte Fraktion ab	lcheckhedy	NONE	lcheckhedy	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC133	YES
E177	f82r	f82r.3	B2	B2-S005	F050	MC054	Zieleinsatz	Setze ihn am Ziel ein	qokaly	q	qokaly	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC054	YES
E178	f82r	f82r.3	B2	B2-S005	F050	MC036	Sollsammlung	Sammle ihn bis zur Sollmenge	solkaiin	s	solkaiin	s	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC036	YES
E179	f82r	f82r.3	B2	B2-S005	F050	MC035	durchleiten	Leite den Posten hindurch	chckhy	ch	chckhy	ch	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC035	YES
E180	f82r	f82r.3	B2	B2-S005	F050	MC120	bemessen	Messe den Posten ab	qokaiin	q	qokaiin	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC120	YES
E181	f82r	f82r.4	B2	B2-S005	F051	MC120	bemessen	Messe den Posten ab	qokaiin	q	qokaiin	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	1	0	NONCLOSE	NO	MC120	YES
E182	f82r	f82r.4	B2	B2-S005	F051	MC112	Fortsetzung vorbereiten	Setze den nächsten Durchgang an	octheol	NONE	octheol	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC112	YES
E183	f82r	f82r.4	B2	B2-S005	F051	MC166	Langwärmen	Wärme ihn lange	chkeey	ch	chkeey	ch	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC166	YES
E184	f82r	f82r.4	B2	B2-S005	F051	MC004	abziehen	Ziehe ihn ab	ldy	NONE	ldy	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC004	YES
E185	f82r	f82r.4	B2	B2-S006	F052	MC063	Langfolge	Führe ihn länger im Folgegang weiter	oteey	NONE	oteey	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC063	YES
E186	f82r	f82r.4	B2	B2-S006	F052	MC040	dorthin einsetzen	Setze ihn dort ein	qokal	q	qokal	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC040	YES
E187	f82r	f82r.4	B2	B2-S006	F052	MC132	Kurzpassage	Führe ihn kurz hindurch	sheckhy	sh	sheckhy	sh	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC132	YES
E188	f82r	f82r.4	B2	B2-S006	F052	MC026	einsetzen	Setze den Posten ein	qoky	q	qoky	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC026	YES
E189	f82r	f82r.7	B2	B2-S007	F053	MC138	Frischwasser zugeben	Lass frische Spülflüssigkeit ein	dshedy	d	dshedy	d	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	1	0	TERMINAL	YES	MC138	YES
E190	f82r	f82r.7	B2	B2-S008	F054	MC060	Folgemaß	Arbeite danach nach dem nächsten Maß	sotaiin	s	otaiin	NONE	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC060	YES
E191	f82r	f82r.7	B2	B2-S008	F054	MC044	Quelleinsatz	Setze den Quellposten ein	qokar	q	qokar	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC044	YES
E192	f82r	f82r.7	B2	B2-S008	F054	MC128	kurz absetzen	Lass ihn kurz absetzen	shedy	sh	cheedy	che	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC128	YES
E193	f82r	f82r.7	B2	B2-S009	F055	MC149	Folgeabsetzen	Lass danach den nächsten Posten absetzen	solshedy	s	solshedy	s	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	TERMINAL	NO	MC149	YES
E194	f82r	f82r.7	B2	B2-S010	F056	MC002	länger einwirken lassen	Lass ihn länger einwirken	qokeey	q	qokeey	q	NO	B2_STATION_SHEET	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC002	YES
E195	f82r	f82r.7	B2	B2-S010	F056	MC026	einsetzen	Setze den Posten ein	qoky	q	qoky	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC026	YES
E196	f82r	f82r.7	B2	B2-S010	F056	MC065	Auslass	Führe zum Auslass	ls	NONE	ls	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC065	YES
E197	f82r	f82r.7	B2	B2-S010	F056	MC119	Klarlauf	Nimm den klaren Ablauf	cheey	che	cheey	che	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC119	YES
E198	f82r	f82r.19	B2	B2-S011	F057	MC017	Anteil zugeben	Gib einen Anteil zu	okain	NONE	qokain	q	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	1	0	NONCLOSE	YES	MC017	YES
E199	f82r	f82r.19	B2	B2-S011	F057	MC055	davon	Nimm davon	char	ch	char	ch	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC055	YES
E200	f82r	f82r.19	B2	B2-S011	F057	MC017	Anteil zugeben	Gib einen Anteil zu	okain	NONE	qokain	q	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC017	YES
E201	f82r	f82r.19	B2	B2-S011	F057	MC082	lange einwirken	Lass ihn lange einwirken	qokeedy	q	qokeedy	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC082	YES
E202	f82r	f82r.19	B2	B2-S012	F058	MC008	Abführgut	Nimm das abzuführende Gut	lchy	NONE	lchy	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC008	YES
E203	f82r	f82r.23	B2	B2-S012	F059	MC119	Klarlauf	Nimm den klaren Ablauf	cheey	che	cheey	che	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	1	0	NONCLOSE	YES	MC119	YES
E204	f82r	f82r.23	B2	B2-S012	F059	MC073	kurz vorbereiten	Bereite ihn kurz vor	qcthey	q	qcthey	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC073	YES
E205	f82r	f82r.23	B2	B2-S012	F059	MC002	länger einwirken lassen	Lass ihn länger einwirken	qokeey	q	qokeey	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC002	YES
E206	f82r	f82r.23	B2	B2-S012	F059	MC066	Klarabzug	Ziehe den klaren Anteil ab	lcheey	NONE	lcheey	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC066	YES
E207	f82r	f82r.23	B2	B2-S012	F059	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	daiin	d	aiin	NONE	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC039	YES
E208	f82r	f82r.23	B2	B2-S012	F059	MC123	dies	Halte diesen Posten aktiv	chey	che	y	NONE	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC123	YES
E209	f82r	f82r.23	B2	B2-S012	F059	MC140	Volleinsatz	Setze ihn vollständig ein	qokeeedy	q	qokeeedy	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC140	YES
E210	f82r	f82r.23	B2	B2-S013	F060	MC155	abführen	Führe ihn ab	lchedy	NONE	lchedy	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	TERMINAL	NO	MC155	YES
E211	f82r	f82r.23	B2	B2-S014	F061	MC029	Quellabzug	Ziehe ihn aus der Quelle ab	lar	NONE	lar	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	1	NONCLOSE	NO	MC029	YES
E212	f82r	f82r.26	B2	B2-S015	F062	MC141	Folgeklarlauf	Nimm danach den klaren Ablauf	tshey	t	tshey	t	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	1	0	NONCLOSE	YES	MC141	YES
E213	f82r	f82r.26	B2	B2-S015	F062	MC082	lange einwirken	Lass ihn lange einwirken	qokeedy	q	qokeedy	q	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC082	YES
E214	f82r	f82r.26	B2	B2-S016	F063	MC154	dorthin	Führe ihn dorthin	cheal	che	al	NONE	YES	B2_STATION_SHEET	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC154	YES
E215	f82r	f82r.26	B2	B2-S016	F063	MC011	Quellabführung	Führe ihn von der Quelle ab	lchedar	NONE	lchedar	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC011	YES
E216	f82r	f82r.26	B2	B2-S016	F063	MC152	teilen	Teile den Posten	ches	che	ches	che	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC152	YES
E217	f82r	f82r.26	B2	B2-S016	F063	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	aiin	NONE	aiin	NONE	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC039	YES
E218	f82r	f82r.26	B2	B2-S016	F063	MC063	Langfolge	Führe ihn länger im Folgegang weiter	oteey	NONE	oteey	NONE	NO	B2_STATION_SHEET	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC063	YES
E219	f82r	f82r.26	B2	B2-S016	F063	MC120	bemessen	Messe den Posten ab	qokaiin	q	qokaiin	q	NO	B2_STATION_SHEET	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC120	YES
