edition	form_a	form_b	distance	operation_note	occurrence_count_a	occurrences_a_json	occurrence_count_b	occurrences_b_json
ZL3b	qotom	qotor	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G006"",""index"":6,""position"":""last""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G001"",""index"":1,""position"":""first""}]"
ZL3b	shedaiin	shodaiin	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""ZL3b|f85r2.11|G003"",""index"":3,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G003"",""index"":3,""position"":""interior""}]"
ZL3b	shedy	sheedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	4	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G008"",""index"":8,""position"":""last""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G003"",""index"":3,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G002"",""index"":2,""position"":""interior""}]"
ZL3b	sheo	sheos	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""ZL3b|f85r2.4|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.7"",""source_group_id"":""ZL3b|f85r2.7|G004"",""index"":4,""position"":""interior""}]"
ZL3b	tchedy	ytchedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G003"",""index"":3,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G001"",""index"":1,""position"":""first""}]"
IT2a	aiin	ain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	4	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2,""position"":""interior""}]"	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""IT2a|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G005"",""index"":5,""position"":""interior""}]"
IT2a	aiin	daiin	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	4	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2,""position"":""interior""}]"	2	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""IT2a|f85r2.4|G005"",""index"":5,""position"":""last""},{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""IT2a|f85r2.9|G001"",""index"":1,""position"":""first""}]"
IT2a	ain	an	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""IT2a|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G005"",""index"":5,""position"":""interior""}]"	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G004"",""index"":4,""position"":""interior""}]"
IT2a	ain	sain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""IT2a|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G005"",""index"":5,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G001"",""index"":1,""position"":""first""}]"
IT2a	am	an	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G004"",""index"":4,""position"":""interior""}]"
IT2a	am	ar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G005"",""index"":5,""position"":""last""}]"	2	"[{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
IT2a	an	ar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G004"",""index"":4,""position"":""interior""}]"	2	"[{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
IT2a	ar	ary	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""IT2a|f85r2.3|G005"",""index"":5,""position"":""last""}]"
