edition	form_raw	occurrence_count	within_block_recurrence	cross_block_recurrence	blocks	locations_json
ZL3b	qokal	2	True	False	W	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G007"",""index"":7,""position"":""interior""}]"
ZL3b	shedy	4	True	True	S,W	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G008"",""index"":8,""position"":""last""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G003"",""index"":3,""position"":""interior""}]"
IT2a	aiin	4	False	True	N,E,S,W	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2,""position"":""interior""}]"
IT2a	ain	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""IT2a|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G005"",""index"":5,""position"":""interior""}]"
IT2a	ar	2	True	False	W	"[{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
IT2a	chedy	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""IT2a|f85r2.19|G005"",""index"":5,""position"":""last""}]"
IT2a	chey	2	True	False	S	"[{""block"":""S"",""locus"":""f85r2.12"",""source_group_id"":""IT2a|f85r2.12|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G005"",""index"":5,""position"":""last""}]"
IT2a	chol	2	False	True	N,W	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""IT2a|f85r2.4|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G003"",""index"":3,""position"":""interior""}]"
IT2a	daiin	2	False	True	N,E	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""IT2a|f85r2.4|G005"",""index"":5,""position"":""last""},{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""IT2a|f85r2.9|G001"",""index"":1,""position"":""first""}]"
IT2a	ol	3	True	True	E,W	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""IT2a|f85r2.8|G005"",""index"":5,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G004"",""index"":4,""position"":""interior""}]"
IT2a	or	6	True	True	N,S,W	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G002"",""index"":2,""position"":""interior""},{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""IT2a|f85r2.13|G001"",""index"":1,""position"":""first""},{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G006"",""index"":6,""position"":""interior""}]"
IT2a	oteey	2	False	True	E,S	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""IT2a|f85r2.8|G004"",""index"":4,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G001"",""index"":1,""position"":""first""}]"
IT2a	qodain	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""IT2a|f85r2.19|G002"",""index"":2,""position"":""interior""}]"
IT2a	qokal	2	True	False	W	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""IT2a|f85r2.18|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G007"",""index"":7,""position"":""interior""}]"
IT2a	shedy	3	True	True	S,W	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""IT2a|f85r2.13|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G008"",""index"":8,""position"":""last""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G003"",""index"":3,""position"":""interior""}]"
RF1b	aiin	5	True	True	N,E,S,W	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""RF1b|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""RF1b|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G008"",""index"":8,""position"":""interior""}]"
RF1b	ain	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""RF1b|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G005"",""index"":5,""position"":""interior""}]"
RF1b	ar	2	True	False	W	"[{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
RF1b	chedy	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""RF1b|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""RF1b|f85r2.19|G005"",""index"":5,""position"":""last""}]"
RF1b	chey	2	True	False	S	"[{""block"":""S"",""locus"":""f85r2.12"",""source_group_id"":""RF1b|f85r2.12|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""RF1b|f85r2.16|G005"",""index"":5,""position"":""last""}]"
RF1b	chol	2	False	True	N,W	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""RF1b|f85r2.4|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G003"",""index"":3,""position"":""interior""}]"
RF1b	daiin	2	False	True	N,E	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""RF1b|f85r2.4|G005"",""index"":5,""position"":""last""},{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""RF1b|f85r2.9|G001"",""index"":1,""position"":""first""}]"
RF1b	ol	3	True	True	E,W	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""RF1b|f85r2.8|G005"",""index"":5,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G004"",""index"":4,""position"":""interior""}]"
RF1b	or	6	True	True	N,S,W	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G002"",""index"":2,""position"":""interior""},{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""RF1b|f85r2.13|G001"",""index"":1,""position"":""first""},{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""RF1b|f85r2.15|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G007"",""index"":7,""position"":""interior""}]"
RF1b	oteey	2	False	True	E,S	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""RF1b|f85r2.8|G004"",""index"":4,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""RF1b|f85r2.16|G001"",""index"":1,""position"":""first""}]"
RF1b	qodaiin	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""RF1b|f85r2.16|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""RF1b|f85r2.21|G005"",""index"":5,""position"":""last""}]"
RF1b	qokal	2	True	False	W	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""RF1b|f85r2.18|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G007"",""index"":7,""position"":""interior""}]"
RF1b	{ch'}edy	2	False	True	S,W	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""RF1b|f85r2.13|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G008"",""index"":8,""position"":""last""}]"
