edition	block	locus	group_count	first_group_raw	first_source_group_id	first_left_separator	first_right_separator	last_group_raw	last_source_group_id	last_left_separator	last_right_separator
ZL3b	S	f85r2.12	4	otchs	ZL3b|f85r2.12|G001	LINE_START	DEFINITE_SPACE	sorain	ZL3b|f85r2.12|G004	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b	S	f85r2.13	5	or	ZL3b|f85r2.13|G001	LINE_START	DEFINITE_SPACE	chy	ZL3b|f85r2.13|G005	DEFINITE_SPACE	LINE_END
ZL3b	S	f85r2.14	4	ytedar	ZL3b|f85r2.14|G001	LINE_START	DEFINITE_SPACE	arody	ZL3b|f85r2.14|G004	DEFINITE_SPACE	LINE_END
ZL3b	S	f85r2.15	5	ypshedy	ZL3b|f85r2.15|G001	LINE_START	DEFINITE_SPACE	am	ZL3b|f85r2.15|G005	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b	S	f85r2.16	5	oteey	ZL3b|f85r2.16|G001	LINE_START	DEFINITE_SPACE	chey	ZL3b|f85r2.16|G005	DEFINITE_SPACE	LINE_END
ZL3b	S	f85r2.17	3	orar	ZL3b|f85r2.17|G001	LINE_START	DEFINITE_SPACE	ain	ZL3b|f85r2.17|G003	DEFINITE_SPACE	LINE_END
ZL3b	W	f85r2.18	5	okees	ZL3b|f85r2.18|G001	LINE_START	DEFINITE_SPACE	sary	ZL3b|f85r2.18|G005	DEFINITE_SPACE	LINE_END
ZL3b	W	f85r2.19	5	qokshedy	ZL3b|f85r2.19|G001	LINE_START	DEFINITE_SPACE	chedy	ZL3b|f85r2.19|G005	DEFINITE_SPACE	LINE_END
ZL3b	W	f85r2.20	8	or	ZL3b|f85r2.20|G001	LINE_START	UNCERTAIN_SMALL_SPACE	shedy	ZL3b|f85r2.20|G008	DEFINITE_SPACE	LINE_END
ZL3b	W	f85r2.21	5	qokeody	ZL3b|f85r2.21|G001	LINE_START	DEFINITE_SPACE	qodaiin	ZL3b|f85r2.21|G005	DEFINITE_SPACE	LINE_END
ZL3b	W	f85r2.22	8	los	ZL3b|f85r2.22|G001	LINE_START	UNCERTAIN_SMALL_SPACE	og	ZL3b|f85r2.22|G008	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b	W	f85r2.23	5	ol	ZL3b|f85r2.23|G001	LINE_START	DEFINITE_SPACE	sheoly	ZL3b|f85r2.23|G005	DEFINITE_SPACE	LINE_END
ZL3b	OUTSIDE	f85r2.24	13	okees	ZL3b|f85r2.24|G001	LINE_START	DEFINITE_SPACE	aram	ZL3b|f85r2.24|G013	DEFINITE_SPACE	LINE_END
IT2a	OUTSIDE	f85r2.1	35	odchdy	IT2a|f85r2.1|G001	LINE_START	DEFINITE_SPACE	chcphdar	IT2a|f85r2.1|G035	DEFINITE_SPACE	LINE_END
IT2a	N	f85r2.2	5	sain	IT2a|f85r2.2|G001	LINE_START	DEFINITE_SPACE	opchdy	IT2a|f85r2.2|G005	DEFINITE_SPACE	LINE_END
IT2a	N	f85r2.3	5	qotor	IT2a|f85r2.3|G001	LINE_START	DEFINITE_SPACE	ary	IT2a|f85r2.3|G005	DEFINITE_SPACE	LINE_END
IT2a	N	f85r2.4	5	dair	IT2a|f85r2.4|G001	LINE_START	DEFINITE_SPACE	daiin	IT2a|f85r2.4|G005	DEFINITE_SPACE	LINE_END
IT2a	N	f85r2.5	3	ockhdor	IT2a|f85r2.5|G001	LINE_START	DEFINITE_SPACE	shoral	IT2a|f85r2.5|G003	DEFINITE_SPACE	LINE_END
IT2a	N	f85r2.6	1	sosees	IT2a|f85r2.6|G001	LINE_START	LINE_END	sosees	IT2a|f85r2.6|G001	LINE_START	LINE_END
IT2a	E	f85r2.7	5	pchedeey	IT2a|f85r2.7|G001	LINE_START	DEFINITE_SPACE	fcheey	IT2a|f85r2.7|G005	DEFINITE_SPACE	LINE_END
IT2a	E	f85r2.8	6	otchedy	IT2a|f85r2.8|G001	LINE_START	DEFINITE_SPACE	oloeorain	IT2a|f85r2.8|G006	DEFINITE_SPACE	LINE_END
IT2a	E	f85r2.9	6	daiin	IT2a|f85r2.9|G001	LINE_START	DEFINITE_SPACE	chckhey	IT2a|f85r2.9|G006	DEFINITE_SPACE	LINE_END
IT2a	E	f85r2.10	6	qtchedy	IT2a|f85r2.10|G001	LINE_START	DEFINITE_SPACE	qotom	IT2a|f85r2.10|G006	DEFINITE_SPACE	LINE_END
IT2a	E	f85r2.11	4	soiis	IT2a|f85r2.11|G001	LINE_START	DEFINITE_SPACE	chokcod	IT2a|f85r2.11|G004	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.12	4	otchs	IT2a|f85r2.12|G001	LINE_START	DEFINITE_SPACE	sorain	IT2a|f85r2.12|G004	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.13	5	or	IT2a|f85r2.13|G001	LINE_START	DEFINITE_SPACE	chy	IT2a|f85r2.13|G005	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.14	4	ytedar	IT2a|f85r2.14|G001	LINE_START	DEFINITE_SPACE	arody	IT2a|f85r2.14|G004	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.15	5	ypshedy	IT2a|f85r2.15|G001	LINE_START	DEFINITE_SPACE	am	IT2a|f85r2.15|G005	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.16	5	oteey	IT2a|f85r2.16|G001	LINE_START	DEFINITE_SPACE	chey	IT2a|f85r2.16|G005	DEFINITE_SPACE	LINE_END
IT2a	S	f85r2.17	3	orar	IT2a|f85r2.17|G001	LINE_START	DEFINITE_SPACE	ain	IT2a|f85r2.17|G003	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.18	5	okees	IT2a|f85r2.18|G001	LINE_START	DEFINITE_SPACE	sary	IT2a|f85r2.18|G005	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.19	5	qokshedy	IT2a|f85r2.19|G001	LINE_START	DEFINITE_SPACE	chedy	IT2a|f85r2.19|G005	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.20	8	ar	IT2a|f85r2.20|G001	LINE_START	DEFINITE_SPACE	shedy	IT2a|f85r2.20|G008	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.21	5	qokeody	IT2a|f85r2.21|G001	LINE_START	DEFINITE_SPACE	qodaiin	IT2a|f85r2.21|G005	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.22	7	los	IT2a|f85r2.22|G001	LINE_START	DEFINITE_SPACE	aiinog	IT2a|f85r2.22|G007	DEFINITE_SPACE	LINE_END
IT2a	W	f85r2.23	5	ol	IT2a|f85r2.23|G001	LINE_START	DEFINITE_SPACE	sheoly	IT2a|f85r2.23|G005	DEFINITE_SPACE	LINE_END
IT2a	OUTSIDE	f85r2.24	15	okees	IT2a|f85r2.24|G001	LINE_START	DEFINITE_SPACE	am	IT2a|f85r2.24|G015	DEFINITE_SPACE	LINE_END
RF1b	OUTSIDE	f85r2.1	35	odee@152;y	RF1b|f85r2.1|G001	LINE_START	DEFINITE_SPACE	chcph@152;ar	RF1b|f85r2.1|G035	DEFINITE_SPACE	LINE_END
RF1b	N	f85r2.2	5	sain	RF1b|f85r2.2|G001	LINE_START	DEFINITE_SPACE	opchdy	RF1b|f85r2.2|G005	DEFINITE_SPACE	LINE_END
RF1b	N	f85r2.3	5	qotor	RF1b|f85r2.3|G001	LINE_START	DEFINITE_SPACE	ary	RF1b|f85r2.3|G005	DEFINITE_SPACE	LINE_END
RF1b	N	f85r2.4	5	dair	RF1b|f85r2.4|G001	LINE_START	DEFINITE_SPACE	daiin	RF1b|f85r2.4|G005	DEFINITE_SPACE	LINE_END
RF1b	N	f85r2.5	3	ockhdar	RF1b|f85r2.5|G001	LINE_START	DEFINITE_SPACE	shoral	RF1b|f85r2.5|G003	DEFINITE_SPACE	LINE_END
RF1b	N	f85r2.6	1	sosees	RF1b|f85r2.6|G001	LINE_START	LINE_END	sosees	RF1b|f85r2.6|G001	LINE_START	LINE_END
RF1b	E	f85r2.7	5	pchedeey	RF1b|f85r2.7|G001	LINE_START	DEFINITE_SPACE	fcheey	RF1b|f85r2.7|G005	DEFINITE_SPACE	LINE_END
RF1b	E	f85r2.8	6	otche@152;y	RF1b|f85r2.8|G001	LINE_START	DEFINITE_SPACE	oloqorain	RF1b|f85r2.8|G006	DEFINITE_SPACE	LINE_END
RF1b	E	f85r2.9	6	daiin	RF1b|f85r2.9|G001	LINE_START	DEFINITE_SPACE	chckhey	RF1b|f85r2.9|G006	DEFINITE_SPACE	LINE_END
RF1b	E	f85r2.10	6	ytchedy	RF1b|f85r2.10|G001	LINE_START	DEFINITE_SPACE	qotom	RF1b|f85r2.10|G006	DEFINITE_SPACE	LINE_END
RF1b	E	f85r2.11	4	soiis	RF1b|f85r2.11|G001	LINE_START	DEFINITE_SPACE	chot{co}g	RF1b|f85r2.11|G004	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.12	4	otchs	RF1b|f85r2.12|G001	LINE_START	DEFINITE_SPACE	sorain	RF1b|f85r2.12|G004	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.13	5	or	RF1b|f85r2.13|G001	LINE_START	DEFINITE_SPACE	chy	RF1b|f85r2.13|G005	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.14	4	ytedar	RF1b|f85r2.14|G001	LINE_START	DEFINITE_SPACE	arody	RF1b|f85r2.14|G004	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.15	5	yfshe@152;y	RF1b|f85r2.15|G001	LINE_START	DEFINITE_SPACE	am	RF1b|f85r2.15|G005	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.16	5	oteey	RF1b|f85r2.16|G001	LINE_START	DEFINITE_SPACE	chey	RF1b|f85r2.16|G005	DEFINITE_SPACE	LINE_END
RF1b	S	f85r2.17	3	orar	RF1b|f85r2.17|G001	LINE_START	DEFINITE_SPACE	ain	RF1b|f85r2.17|G003	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.18	5	okees	RF1b|f85r2.18|G001	LINE_START	DEFINITE_SPACE	sary	RF1b|f85r2.18|G005	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.19	5	qokshedy	RF1b|f85r2.19|G001	LINE_START	DEFINITE_SPACE	chedy	RF1b|f85r2.19|G005	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.20	8	ar	RF1b|f85r2.20|G001	LINE_START	DEFINITE_SPACE	{ch'}edy	RF1b|f85r2.20|G008	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.21	5	qokeody	RF1b|f85r2.21|G001	LINE_START	DEFINITE_SPACE	qodaiin	RF1b|f85r2.21|G005	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.22	9	los	RF1b|f85r2.22|G001	LINE_START	DEFINITE_SPACE	og	RF1b|f85r2.22|G009	DEFINITE_SPACE	LINE_END
RF1b	W	f85r2.23	5	ol	RF1b|f85r2.23|G001	LINE_START	DEFINITE_SPACE	sheoly	RF1b|f85r2.23|G005	DEFINITE_SPACE	LINE_END
RF1b	OUTSIDE	f85r2.24	16	okees	RF1b|f85r2.24|G001	LINE_START	DEFINITE_SPACE	am	RF1b|f85r2.24|G016	UNCERTAIN_SMALL_SPACE	LINE_END
