edition	block_a	block_b	form_raw	locations_a_json	locations_b_json
ZL3b	E	W	ol	"[{""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G005"",""index"":5}]"	"[{""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G001"",""index"":1},{""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G004"",""index"":4}]"
ZL3b	S	W	aiin	"[{""locus"":""f85r2.14"",""source_group_id"":""ZL3b|f85r2.14|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G002"",""index"":2},{""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G007"",""index"":7}]"
ZL3b	S	W	ain	"[{""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G005"",""index"":5}]"
ZL3b	S	W	chedy	"[{""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G003"",""index"":3}]"	"[{""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G005"",""index"":5}]"
ZL3b	S	W	or	"[{""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G001"",""index"":1},{""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G004"",""index"":4}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G001"",""index"":1},{""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G006"",""index"":6}]"
ZL3b	S	W	qodaiin	"[{""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G002"",""index"":2}]"	"[{""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G005"",""index"":5}]"
ZL3b	S	W	shedy	"[{""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G002"",""index"":2}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G008"",""index"":8},{""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G003"",""index"":3}]"
IT2a	N	E	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2}]"
IT2a	N	E	daiin	"[{""locus"":""f85r2.4"",""source_group_id"":""IT2a|f85r2.4|G005"",""index"":5}]"	"[{""locus"":""f85r2.9"",""source_group_id"":""IT2a|f85r2.9|G001"",""index"":1}]"
IT2a	N	S	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3}]"
IT2a	N	S	or	"[{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G002"",""index"":2},{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G003"",""index"":3}]"	"[{""locus"":""f85r2.13"",""source_group_id"":""IT2a|f85r2.13|G001"",""index"":1},{""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G004"",""index"":4}]"
IT2a	N	W	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2}]"
IT2a	N	W	chol	"[{""locus"":""f85r2.4"",""source_group_id"":""IT2a|f85r2.4|G004"",""index"":4}]"	"[{""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G003"",""index"":3}]"
IT2a	N	W	or	"[{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G002"",""index"":2},{""locus"":""f85r2.2"",""source_group_id"":""IT2a|f85r2.2|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G006"",""index"":6}]"
IT2a	E	S	aiin	"[{""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2}]"	"[{""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3}]"
IT2a	E	S	oteey	"[{""locus"":""f85r2.8"",""source_group_id"":""IT2a|f85r2.8|G004"",""index"":4}]"	"[{""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G001"",""index"":1}]"
IT2a	E	W	aiin	"[{""locus"":""f85r2.11"",""source_group_id"":""IT2a|f85r2.11|G002"",""index"":2}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2}]"
IT2a	E	W	ol	"[{""locus"":""f85r2.8"",""source_group_id"":""IT2a|f85r2.8|G005"",""index"":5}]"	"[{""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G001"",""index"":1},{""locus"":""f85r2.23"",""source_group_id"":""IT2a|f85r2.23|G004"",""index"":4}]"
IT2a	S	W	aiin	"[{""locus"":""f85r2.14"",""source_group_id"":""IT2a|f85r2.14|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G002"",""index"":2}]"
IT2a	S	W	ain	"[{""locus"":""f85r2.17"",""source_group_id"":""IT2a|f85r2.17|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G005"",""index"":5}]"
IT2a	S	W	chedy	"[{""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G003"",""index"":3}]"	"[{""locus"":""f85r2.19"",""source_group_id"":""IT2a|f85r2.19|G005"",""index"":5}]"
IT2a	S	W	or	"[{""locus"":""f85r2.13"",""source_group_id"":""IT2a|f85r2.13|G001"",""index"":1},{""locus"":""f85r2.15"",""source_group_id"":""IT2a|f85r2.15|G004"",""index"":4}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G006"",""index"":6}]"
IT2a	S	W	qodain	"[{""locus"":""f85r2.16"",""source_group_id"":""IT2a|f85r2.16|G002"",""index"":2}]"	"[{""locus"":""f85r2.19"",""source_group_id"":""IT2a|f85r2.19|G002"",""index"":2}]"
IT2a	S	W	shedy	"[{""locus"":""f85r2.13"",""source_group_id"":""IT2a|f85r2.13|G002"",""index"":2}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""IT2a|f85r2.20|G008"",""index"":8},{""locus"":""f85r2.22"",""source_group_id"":""IT2a|f85r2.22|G003"",""index"":3}]"
RF1b	N	E	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.11"",""source_group_id"":""RF1b|f85r2.11|G002"",""index"":2}]"
RF1b	N	E	daiin	"[{""locus"":""f85r2.4"",""source_group_id"":""RF1b|f85r2.4|G005"",""index"":5}]"	"[{""locus"":""f85r2.9"",""source_group_id"":""RF1b|f85r2.9|G001"",""index"":1}]"
RF1b	N	S	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.14"",""source_group_id"":""RF1b|f85r2.14|G003"",""index"":3}]"
RF1b	N	S	or	"[{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G002"",""index"":2},{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G003"",""index"":3}]"	"[{""locus"":""f85r2.13"",""source_group_id"":""RF1b|f85r2.13|G001"",""index"":1},{""locus"":""f85r2.15"",""source_group_id"":""RF1b|f85r2.15|G004"",""index"":4}]"
RF1b	N	W	aiin	"[{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G004"",""index"":4}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G002"",""index"":2},{""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G008"",""index"":8}]"
RF1b	N	W	chol	"[{""locus"":""f85r2.4"",""source_group_id"":""RF1b|f85r2.4|G004"",""index"":4}]"	"[{""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G003"",""index"":3}]"
RF1b	N	W	or	"[{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G002"",""index"":2},{""locus"":""f85r2.2"",""source_group_id"":""RF1b|f85r2.2|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G007"",""index"":7}]"
RF1b	E	S	aiin	"[{""locus"":""f85r2.11"",""source_group_id"":""RF1b|f85r2.11|G002"",""index"":2}]"	"[{""locus"":""f85r2.14"",""source_group_id"":""RF1b|f85r2.14|G003"",""index"":3}]"
RF1b	E	S	oteey	"[{""locus"":""f85r2.8"",""source_group_id"":""RF1b|f85r2.8|G004"",""index"":4}]"	"[{""locus"":""f85r2.16"",""source_group_id"":""RF1b|f85r2.16|G001"",""index"":1}]"
RF1b	E	W	aiin	"[{""locus"":""f85r2.11"",""source_group_id"":""RF1b|f85r2.11|G002"",""index"":2}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G002"",""index"":2},{""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G008"",""index"":8}]"
RF1b	E	W	ol	"[{""locus"":""f85r2.8"",""source_group_id"":""RF1b|f85r2.8|G005"",""index"":5}]"	"[{""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G001"",""index"":1},{""locus"":""f85r2.23"",""source_group_id"":""RF1b|f85r2.23|G004"",""index"":4}]"
RF1b	S	W	aiin	"[{""locus"":""f85r2.14"",""source_group_id"":""RF1b|f85r2.14|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G002"",""index"":2},{""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G008"",""index"":8}]"
RF1b	S	W	ain	"[{""locus"":""f85r2.17"",""source_group_id"":""RF1b|f85r2.17|G003"",""index"":3}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G005"",""index"":5}]"
RF1b	S	W	chedy	"[{""locus"":""f85r2.15"",""source_group_id"":""RF1b|f85r2.15|G003"",""index"":3}]"	"[{""locus"":""f85r2.19"",""source_group_id"":""RF1b|f85r2.19|G005"",""index"":5}]"
RF1b	S	W	or	"[{""locus"":""f85r2.13"",""source_group_id"":""RF1b|f85r2.13|G001"",""index"":1},{""locus"":""f85r2.15"",""source_group_id"":""RF1b|f85r2.15|G004"",""index"":4}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G004"",""index"":4},{""locus"":""f85r2.22"",""source_group_id"":""RF1b|f85r2.22|G007"",""index"":7}]"
RF1b	S	W	qodaiin	"[{""locus"":""f85r2.16"",""source_group_id"":""RF1b|f85r2.16|G002"",""index"":2}]"	"[{""locus"":""f85r2.21"",""source_group_id"":""RF1b|f85r2.21|G005"",""index"":5}]"
RF1b	S	W	{ch'}edy	"[{""locus"":""f85r2.13"",""source_group_id"":""RF1b|f85r2.13|G002"",""index"":2}]"	"[{""locus"":""f85r2.20"",""source_group_id"":""RF1b|f85r2.20|G008"",""index"":8}]"
