card_rank	family	surface	card_type	composition	working_meaning_de	applied_render_de	strongest_rival_de	confidence	action_license	page	locus	section	language	hand	ordinal	token_count	line_position	left_surface	right_surface	context_decision	neighbor_override	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f41v	f41v.5	H	B	5	2	9	MEDIAL	ycheos	daiin	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	ycheos olchey daiin or cholalaiin oteedy qoteol oteodar orain	⟦ycheos:?⟧ · ⟦olchey:?⟧ · Grad-/Maßwert III · Drogenportion · ⟦cholalaiin:?⟧ · kalter Ansatz am Ende des Grades, abgeschlossen · ⟦qoteol:?⟧ · ⟦oteodar:?⟧ · Drogenportion II.	⟦ycheos:?⟧ · Holzdrogenansatz, bis Mittelstufe getrocknet · Grad-/Maßwert III · Drogenportion · ⟦cholalaiin:?⟧ · kalter Ansatz am Ende des Grades, abgeschlossen · ⟦qoteol:?⟧ · ⟦oteodar:?⟧ · Drogenportion II.	[ycheos:?] | Holzdrogenansatz, bis Mittelstufe getrocknet | Grad-/Maßwert III | Drogenportion | [cholalaiin:?] | kalter Ansatz am Ende des Grades, abgeschlossen | [qoteol:?] | [oteodar:?] | Drogenportion II	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f56r	f56r.3	H	A	1	1	7	INITIAL	BOS	chokchol	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	olchey chokchol chey keey qokeey chokeey choksy	⟦olchey:?⟧ · ⟦chokchol:?⟧ · trocken in der Mitte des Grades · heiß am Ende des Grades · heiß am Ende des Grades · heiß-trockener Ansatz am Gradende · ⟦choksy:?⟧.	Holzdrogenansatz, bis Mittelstufe getrocknet · ⟦chokchol:?⟧ · trocken in der Mitte des Grades · heiß am Ende des Grades · heiß am Ende des Grades · heiß-trockener Ansatz am Gradende · ⟦choksy:?⟧.	Holzdrogenansatz, bis Mittelstufe getrocknet | [chokchol:?] | trocken in der Mitte des Grades | heiß am Ende des Grades | heiß am Ende des Grades | heiß-trockener Ansatz am Gradende | [choksy:?]	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f58r	f58r.20	S	A	3	2	9	MEDIAL	ysheockhy	oleesey	HOLD_TRUE_READER_RIVAL_DEFAULT_ZL3B	NONE	ONE	oleeey	ONE	oleeey	NEITHER_EXACT	1	0	ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim	⟦ysheockhy:?⟧ · ⟦olchey:?⟧ · ⟦oleesey:?⟧ · ⟦alaiin:?⟧ · ⟦olkeal:?⟧ · abgemessene Rohstoffmenge I, abgeschlossen · ⟦otalar:?⟧ · Drogenfraktion I · ⟦arodaim:?⟧.	⟦ysheockhy:?⟧ · Holzdrogenansatz, bis Mittelstufe getrocknet · ⟦oleesey:?⟧ · ⟦alaiin:?⟧ · ⟦olkeal:?⟧ · abgemessene Rohstoffmenge I, abgeschlossen · ⟦otalar:?⟧ · Drogenfraktion I · ⟦arodaim:?⟧.	[ysheockhy:?] | Holzdrogenansatz, bis Mittelstufe getrocknet | [oleesey:?] | [alaiin:?] | [olkeal:?] | abgemessene Rohstoffmenge I, abgeschlossen | [otalar:?] | Drogenfraktion I | [arodaim:?]	Both alternates read oleeey; the one discrepant occurrence does not overturn nineteen other olchey contexts.
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f75r	f75r.29	B	B	2	9	12	MEDIAL	dain	qokeedy	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	Grad-/Maßwert II · Rohstoffklasse I, trocken-heiß am Gradanfang · Qualitäts-/Wertfeld geschlossen · Holzabsud · Holzdroge, heiß auf Stufe III · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · ⟦okeedyqol:?⟧ · Qualitätsgrad II · ⟦olchey:?⟧ · heiß am Ende des Grades, abgeschlossen · trocken in der Mitte des Grades, abgeschlossen · kalt im qo-Rahmen, Grad I.	Grad-/Maßwert II · Rohstoffklasse I, trocken-heiß am Gradanfang · Qualitäts-/Wertfeld geschlossen · Holzabsud · Holzdroge, heiß auf Stufe III · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · ⟦okeedyqol:?⟧ · Qualitätsgrad II · Holzdrogenansatz, bis Mittelstufe getrocknet · heiß am Ende des Grades, abgeschlossen · trocken in der Mitte des Grades, abgeschlossen · kalt im qo-Rahmen, Grad I.	Grad-/Maßwert II | Rohstoffklasse I, trocken-heiß am Gradanfang | Qualitäts-/Wertfeld geschlossen | Holzabsud | Holzdroge, heiß auf Stufe III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okeedyqol:?] | Qualitätsgrad II | Holzdrogenansatz, bis Mittelstufe getrocknet | heiß am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt im qo-Rahmen, Grad I	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f75v	f75v.38	B	B	2	8	12	MEDIAL	okain	okar	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	tolsheor qokal dar olked orol kchey okain olchey okar sheky dedy kedy	⟦tolsheor:?⟧ · Rohstoffklasse I, heiß am Gradanfang · abgemessene Fraktion I · ⟦olked:?⟧ · Drogenstoffportion · heiß und trocken in der Mitte des Grades · heiß im Zubereitungsrahmen, Grad II · ⟦olchey:?⟧ · heiße Drogenfraktion I im Ansatz · bis zur Mittelstufe einweichen, erhitzen und abschließen · miss eine Dosis auf Mittelstufe ab und stelle sie fertig · heiß in der Mitte des Grades, abgeschlossen.	⟦tolsheor:?⟧ · Rohstoffklasse I, heiß am Gradanfang · abgemessene Fraktion I · ⟦olked:?⟧ · Drogenstoffportion · heiß und trocken in der Mitte des Grades · heiß im Zubereitungsrahmen, Grad II · Holzdrogenansatz, bis Mittelstufe getrocknet · heiße Drogenfraktion I im Ansatz · bis zur Mittelstufe einweichen, erhitzen und abschließen · miss eine Dosis auf Mittelstufe ab und stelle sie fertig · heiß in der Mitte des Grades, abgeschlossen.	[tolsheor:?] | Rohstoffklasse I, heiß am Gradanfang | abgemessene Fraktion I | [olked:?] | Drogenstoffportion | heiß und trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | Holzdrogenansatz, bis Mittelstufe getrocknet | heiße Drogenfraktion I im Ansatz | bis zur Mittelstufe einweichen, erhitzen und abschließen | miss eine Dosis auf Mittelstufe ab und stelle sie fertig | heiß in der Mitte des Grades, abgeschlossen	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f75v	f75v.5	B	B	2	4	11	MEDIAL	kain	qokain	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	dl shckhy kain olchey qokain dalyrd dl shedy qoteedy cthedy loly	Rohstoffmaß · Arzneikompositum: feucht, Gradanfang · heiß, Grad II · ⟦olchey:?⟧ · heiß, Grad II · ⟦dalyrd:?⟧ · Rohstoffmaß · feucht in der Mitte des Grades, abgeschlossen · kalt am Ende des Grades, abgeschlossen · ⟦cthedy:?⟧ · seihe den Holzabsud ab.	Rohstoffmaß · Arzneikompositum: feucht, Gradanfang · heiß, Grad II · Holzdrogenansatz, bis Mittelstufe getrocknet · heiß, Grad II · ⟦dalyrd:?⟧ · Rohstoffmaß · feucht in der Mitte des Grades, abgeschlossen · kalt am Ende des Grades, abgeschlossen · ⟦cthedy:?⟧ · seihe den Holzabsud ab.	Rohstoffmaß | Arzneikompositum: feucht, Gradanfang | heiß, Grad II | Holzdrogenansatz, bis Mittelstufe getrocknet | heiß, Grad II | [dalyrd:?] | Rohstoffmaß | feucht in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [cthedy:?] | seihe den Holzabsud ab	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f77r	f77r.28	B	B	2	1	6	INITIAL	BOS	qotey	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	1	olchey qotey qokain olcheedy sar lom	⟦olchey:?⟧ · kalt in der Mitte des Grades · heiß, Grad II · ⟦olcheedy:?⟧ · Samenfraktion I · ⟦lom:?⟧.	Holzdrogenansatz, bis Mittelstufe getrocknet · kalt in der Mitte des Grades · heiß, Grad II · ⟦olcheedy:?⟧ · Samenfraktion I · ⟦lom:?⟧.	Holzdrogenansatz, bis Mittelstufe getrocknet | kalt in der Mitte des Grades | heiß, Grad II | [olcheedy:?] | Samenfraktion I | [lom:?]	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f77r	f77r.36	B	B	2	8	8	FINAL	qokol	EOS	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	1	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab · getrocknetes Pulver · kalt im qo-Rahmen, Grad II · trocken in der Mitte des Grades, abgeschlossen · ⟦dolchl:?⟧ · heiß am Ende des Grades, abgeschlossen · erhitzen · ⟦olchey:?⟧.	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab · getrocknetes Pulver · kalt im qo-Rahmen, Grad II · trocken in der Mitte des Grades, abgeschlossen · ⟦dolchl:?⟧ · heiß am Ende des Grades, abgeschlossen · erhitzen · Holzdrogenansatz, bis Mittelstufe getrocknet.	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab | getrocknetes Pulver | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | [dolchl:?] | heiß am Ende des Grades, abgeschlossen | erhitzen | Holzdrogenansatz, bis Mittelstufe getrocknet	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f77v	f77v.14	B	B	2	4	11	MEDIAL	qeedeey	lchey	HOLD_SAME_CARD	NONE	EXACT	olchey	SPLIT_2	olchey	IT2A_ONLY_EXACT	1	0	darcheedal qeedy qeedeey olchey lchey qedy or cheey qol rar ar	⟦darcheedal:?⟧ · ⟦qeedy:?⟧ · ⟦qeedeey:?⟧ · ⟦olchey:?⟧ · Drogenholz, trocken gebunden, Form I · ⟦qedy:?⟧ · Drogenportion · trocken am Ende des Grades · Drogenstoff zugeben · Wurzelfraktion I · Drogenfraktion I.	⟦darcheedal:?⟧ · ⟦qeedy:?⟧ · ⟦qeedeey:?⟧ · Holzdrogenansatz, bis Mittelstufe getrocknet · Drogenholz, trocken gebunden, Form I · ⟦qedy:?⟧ · Drogenportion · trocken am Ende des Grades · Drogenstoff zugeben · Wurzelfraktion I · Drogenfraktion I.	[darcheedal:?] | [qeedy:?] | [qeedeey:?] | Holzdrogenansatz, bis Mittelstufe getrocknet | Drogenholz, trocken gebunden, Form I | [qedy:?] | Drogenportion | trocken am Ende des Grades | Drogenstoff zugeben | Wurzelfraktion I | Drogenfraktion I	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f79r	f79r.4	B	B	2	9	11	MEDIAL	qolshy	qoky	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	teey dar qotar sheds sheekeey qokeey okey qolshy olchey qoky ol	kalt am Ende des Grades · abgemessene Fraktion I · kalte Drogenfraktion I · ⟦sheds:?⟧ · ⟦sheekeey:?⟧ · heiß am Ende des Grades · heißer Ansatz in der Mitte des Grades · ⟦qolshy:?⟧ · ⟦olchey:?⟧ · heiß am Anfang des Grades · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz.	kalt am Ende des Grades · abgemessene Fraktion I · kalte Drogenfraktion I · ⟦sheds:?⟧ · ⟦sheekeey:?⟧ · heiß am Ende des Grades · heißer Ansatz in der Mitte des Grades · ⟦qolshy:?⟧ · Holzdrogenansatz, bis Mittelstufe getrocknet · heiß am Anfang des Grades · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz.	kalt am Ende des Grades | abgemessene Fraktion I | kalte Drogenfraktion I | [sheds:?] | [sheekeey:?] | heiß am Ende des Grades | heißer Ansatz in der Mitte des Grades | [qolshy:?] | Holzdrogenansatz, bis Mittelstufe getrocknet | heiß am Anfang des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f80r	f80r.34	B	B	2	7	10	MEDIAL	qockhey	qokedy	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	anschließend · ⟦rcheky:?⟧ · ⟦shepchedy:?⟧ · heiße Drogenfraktion I · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten · ⟦olchey:?⟧ · heiß in der Mitte des Grades, abgeschlossen · ⟦koroiin:?⟧ · Eintrag abgeschlossen.	anschließend · ⟦rcheky:?⟧ · ⟦shepchedy:?⟧ · heiße Drogenfraktion I · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten · Holzdrogenansatz, bis Mittelstufe getrocknet · heiß in der Mitte des Grades, abgeschlossen · ⟦koroiin:?⟧ · Eintrag abgeschlossen.	anschließend | [rcheky:?] | [shepchedy:?] | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | Holzdrogenansatz, bis Mittelstufe getrocknet | heiß in der Mitte des Grades, abgeschlossen | [koroiin:?] | Eintrag abgeschlossen	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f80v	f80v.26	B	B	2	6	6	FINAL	shedy	EOS	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	qoty cheyqytaiin chey lchedy shedy olchey	kalt am Anfang des Grades · ⟦cheyqytaiin:?⟧ · trocken in der Mitte des Grades · getrocknetes Drogenholz · feucht in der Mitte des Grades, abgeschlossen · ⟦olchey:?⟧.	kalt am Anfang des Grades · ⟦cheyqytaiin:?⟧ · trocken in der Mitte des Grades · getrocknetes Drogenholz · feucht in der Mitte des Grades, abgeschlossen · Holzdrogenansatz, bis Mittelstufe getrocknet.	kalt am Anfang des Grades | [cheyqytaiin:?] | trocken in der Mitte des Grades | getrocknetes Drogenholz | feucht in der Mitte des Grades, abgeschlossen | Holzdrogenansatz, bis Mittelstufe getrocknet	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f81v	f81v.9	B	B	2	2	8	MEDIAL	yar	kaiin	HOLD_SAME_CARD	NONE	EXACT	olchey	SPLIT_2	olchey	IT2A_ONLY_EXACT	1	0	yar olchey kaiin okeey daiin olor checkhy daiidy	⟦yar:?⟧ · ⟦olchey:?⟧ · heiß, Grad III · heißer Ansatz am Ende des Grades · Grad-/Maßwert III · Zutat · trockenes Arzneikompositum am Gradanfang · drei Maße, vollständig abgeteilt.	⟦yar:?⟧ · Holzdrogenansatz, bis Mittelstufe getrocknet · heiß, Grad III · heißer Ansatz am Ende des Grades · Grad-/Maßwert III · Zutat · trockenes Arzneikompositum am Gradanfang · drei Maße, vollständig abgeteilt.	[yar:?] | Holzdrogenansatz, bis Mittelstufe getrocknet | heiß, Grad III | heißer Ansatz am Ende des Grades | Grad-/Maßwert III | Zutat | trockenes Arzneikompositum am Gradanfang | drei Maße, vollständig abgeteilt	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
4	DRY_WOOD_PREPARATION	olchey	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+Y_CLOSE	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz, bis Mittelstufe getrocknet	Holzdrogenansatz bis Mittelstufe trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f85r2	f85r2.20	C	B	2	6	8	MEDIAL	ain	qokal	HOLD_SAME_CARD	NONE	EXACT	olchey	EXACT	olchey	BOTH_EXACT	1	0	or aiin ckheda or ain olchey qokal shedy	Drogenportion · Menge III · ⟦ckheda:?⟧ · Drogenportion · Menge-/Klassenwert II · ⟦olchey:?⟧ · Rohstoffklasse I, heiß am Gradanfang · feucht in der Mitte des Grades, abgeschlossen.	Drogenportion · Menge III · ⟦ckheda:?⟧ · Drogenportion · Menge-/Klassenwert II · Holzdrogenansatz, bis Mittelstufe getrocknet · Rohstoffklasse I, heiß am Gradanfang · feucht in der Mitte des Grades, abgeschlossen.	Drogenportion | Menge III | [ckheda:?] | Drogenportion | Menge-/Klassenwert II | Holzdrogenansatz, bis Mittelstufe getrocknet | Rohstoffklasse I, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen	twenty register contexts favor the result while olchain and olchedy secure the wood-dry family
5	COLD_DRY_FRACTION	chotar	LEARNED_BLOCK_COMPOUND	CHOT_COOLED_DRY_PREP+AR_FRACTION_I	erste Fraktion des abgekühlten Trockenansatzes	erste Fraktion des abgekühlten Trockenansatzes	Trockenansatz zuerst fraktionieren und dann kühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f106r	f106r.15	S	B	3	6	10	MEDIAL	tchedy	opchedy	HOLD_SAME_CARD	NONE	EXACT	chotar	EXACT	chotar	BOTH_EXACT	1	0	podaroar oteeo lchor shol tchedy chotar opchedy opches aiin okchdam	⟦podaroar:?⟧ · zweiter Kaltansatz · holziger Pflanzenteil · feucht; nominal feuchtes Gut/Material · kalt und trocken in der Mitte des Grades, abgeschlossen · ⟦chotar:?⟧ · vollständig getrocknetes Pulverpräparat · ⟦opches:?⟧ · Menge III · ⟦okchdam:?⟧.	⟦podaroar:?⟧ · zweiter Kaltansatz · holziger Pflanzenteil · feucht; nominal feuchtes Gut/Material · kalt und trocken in der Mitte des Grades, abgeschlossen · erste Fraktion des abgekühlten Trockenansatzes · vollständig getrocknetes Pulverpräparat · ⟦opches:?⟧ · Menge III · ⟦okchdam:?⟧.	[podaroar:?] | zweiter Kaltansatz | holziger Pflanzenteil | feucht; nominal feuchtes Gut/Material | kalt und trocken in der Mitte des Grades, abgeschlossen | erste Fraktion des abgekühlten Trockenansatzes | vollständig getrocknetes Pulverpräparat | [opches:?] | Menge III | [okchdam:?]	chot is the cooled dry preparation and ar remains fraction I in all nine nominal contexts
5	COLD_DRY_FRACTION	chotar	LEARNED_BLOCK_COMPOUND	CHOT_COOLED_DRY_PREP+AR_FRACTION_I	erste Fraktion des abgekühlten Trockenansatzes	erste Fraktion des abgekühlten Trockenansatzes	Trockenansatz zuerst fraktionieren und dann kühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f106v	f106v.29	S	B	3	8	11	MEDIAL	otain	olos	HOLD_SAME_CARD	NONE	EXACT	chotar	EXACT	chotar	BOTH_EXACT	1	0	ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheog	trockne hiervon bis zur Endstufe · ⟦olchey:?⟧ · trocken in der Mitte des Grades, abgeschlossen · kalt, Grad III · Charge eines mitteltrockenen Ansatzes · kalt im Zubereitungsrahmen, Grad III · kalt im Zubereitungsrahmen, Grad II · ⟦chotar:?⟧ · ⟦olos:?⟧ · Menge III · ⟦cheog:?⟧.	trockne hiervon bis zur Endstufe · ⟦olchey:?⟧ · trocken in der Mitte des Grades, abgeschlossen · kalt, Grad III · Charge eines mitteltrockenen Ansatzes · kalt im Zubereitungsrahmen, Grad III · kalt im Zubereitungsrahmen, Grad II · erste Fraktion des abgekühlten Trockenansatzes · ⟦olos:?⟧ · Menge III · ⟦cheog:?⟧.	trockne hiervon bis zur Endstufe | [olchey:?] | trocken in der Mitte des Grades, abgeschlossen | kalt, Grad III | Charge eines mitteltrockenen Ansatzes | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad II | erste Fraktion des abgekühlten Trockenansatzes | [olos:?] | Menge III | [cheog:?]	chot is the cooled dry preparation and ar remains fraction I in all nine nominal contexts
5	COLD_DRY_FRACTION	chotar	LEARNED_BLOCK_COMPOUND	CHOT_COOLED_DRY_PREP+AR_FRACTION_I	erste Fraktion des abgekühlten Trockenansatzes	erste Fraktion des abgekühlten Trockenansatzes	Trockenansatz zuerst fraktionieren und dann kühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f113r	f113r.17	S	B	3	10	13	MEDIAL	chokain	chokar	HOLD_SAME_CARD	NONE	EXACT	chotar	EXACT	chotar	BOTH_EXACT	1	0	dor shar shol qokeey qok chol chedaiin qoky chokain chotar chokar char alom	miss eine Portion Droge ab · angefeuchtete Drogenfraktion I · feucht; nominal feuchtes Gut/Material · heiß am Ende des Grades · heiß-trockenes Drogenmaterial · trocken; nominal trockenes Gut/Material · abgemessene Trockendroge, Dosis III · heiß am Anfang des Grades · erhitze den Trockenansatz auf Stufe II · ⟦chotar:?⟧ · erste heiß getrocknete Ansatzfraktion · Trockenfraktion I · ⟦alom:?⟧.	miss eine Portion Droge ab · angefeuchtete Drogenfraktion I · feucht; nominal feuchtes Gut/Material · heiß am Ende des Grades · heiß-trockenes Drogenmaterial · trocken; nominal trockenes Gut/Material · abgemessene Trockendroge, Dosis III · heiß am Anfang des Grades · erhitze den Trockenansatz auf Stufe II · erste Fraktion des abgekühlten Trockenansatzes · erste heiß getrocknete Ansatzfraktion · Trockenfraktion I · ⟦alom:?⟧.	miss eine Portion Droge ab | angefeuchtete Drogenfraktion I | feucht; nominal feuchtes Gut/Material | heiß am Ende des Grades | heiß-trockenes Drogenmaterial | trocken; nominal trockenes Gut/Material | abgemessene Trockendroge, Dosis III | heiß am Anfang des Grades | erhitze den Trockenansatz auf Stufe II | erste Fraktion des abgekühlten Trockenansatzes | erste heiß getrocknete Ansatzfraktion | Trockenfraktion I | [alom:?]	chot is the cooled dry preparation and ar remains fraction I in all nine nominal contexts
