occurrence_id	template_id	clause_id	physical_page	register	action_position	action_pair	first_instruction	second_instruction	crosses_instruction_boundary	first_event_span	second_event_span	spoken_template_de
P927-O0037	ZWEIMAL_ENTNEHMEN	P915-C004	f11r	HERBAL	18	CH>CH	P917-I0072	P917-I0073	YES	P912-E0115..P912-E0115	P912-E0116..P912-E0117	zweimal nacheinander entnehmen
P927-O0038	ENTNEHMEN_DANN_AUSFUEHREN	P915-C004	f11r	HERBAL	19	CH>O	P917-I0073	P917-I0074	YES	P912-E0116..P912-E0117	P912-E0118..P912-E0119	entnehmen und den Gang ausführen
P927-O0039	AUSFUEHREN_DANN_ZUGEBEN	P915-C004	f11r	HERBAL	20	O>K	P917-I0074	P917-I0075	YES	P912-E0118..P912-E0119	P912-E0120..P912-E0122	den Gang ausführen und danach zugeben
P927-O0040	HALTEN_DANN_ZUGEBEN	P915-C004	f11r	HERBAL	24	SH>K	P917-I0078	P917-I0079	YES	P912-E0127..P912-E0127	P912-E0128..P912-E0128	halten und anschließend zugeben
P927-O0041	ENTNEHMEN_DANN_AUSFUEHREN	P915-C004	f11r	HERBAL	27	CH>O	P917-I0081	P917-I0081	NO	P912-E0132..P912-E0134	P912-E0132..P912-E0134	entnehmen und den Gang ausführen
P927-O0042	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C004	f11r	HERBAL	29	O>S	P917-I0082	P917-I0083	YES	P912-E0135..P912-E0136	P912-E0137..P912-E0138	ausführen, dann den nächsten Posten auswählen
P927-O0043	ENTNEHMEN_DANN_ZUGEBEN	P915-C004	f11r	HERBAL	31	CH>K	P917-I0084	P917-I0085	YES	P912-E0139..P912-E0141	P912-E0142..P912-E0142	entnehmen und zugeben
P927-O0044	ZUGEBEN_DANN_ENTNEHMEN	P915-C004	f11r	HERBAL	32	K>CH	P917-I0085	P917-I0085	NO	P912-E0142..P912-E0142	P912-E0142..P912-E0142	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0045	ZWEIMAL_ENTNEHMEN	P915-C004	f11r	HERBAL	33	CH>CH	P917-I0085	P917-I0086	YES	P912-E0142..P912-E0142	P912-E0143..P912-E0144	zweimal nacheinander entnehmen
P927-O0046	ENTNEHMEN_DANN_AUSFUEHREN	P915-C004	f11r	HERBAL	34	CH>O	P917-I0086	P917-I0086	NO	P912-E0143..P912-E0144	P912-E0143..P912-E0144	entnehmen und den Gang ausführen
P927-O0047	AUSFUEHREN_BIS_BEREIT	P915-C004	f11r	HERBAL	35	O>CTH	P917-I0086	P917-I0087	YES	P912-E0143..P912-E0144	P912-E0145..P912-E0145	den Gang bis zum Bereitschaftspunkt ausführen
P927-O0048	AUSWAEHLEN_DANN_ANSETZEN	P915-C004	f11r	HERBAL	37	S>OK	P917-I0088	P917-I0089	YES	P912-E0146..P912-E0146	P912-E0147..P912-E0149	auswählen und ansetzen
P927-O0049	HALTEN_DANN_AUSFUEHREN	P915-C005	f13r	HERBAL	2	SH>O	P917-I0092	P917-I0093	YES	P912-E0152..P912-E0152	P912-E0153..P912-E0153	halten, dann den Gang ausführen
P927-O0050	HALTEN_DANN_AUSFUEHREN	P915-C005	f13r	HERBAL	5	SH>O	P917-I0094	P917-I0095	YES	P912-E0154..P912-E0154	P912-E0155..P912-E0156	halten, dann den Gang ausführen
P927-O0051	HALTEN_DANN_AUSFUEHREN	P915-C005	f13r	HERBAL	8	SH>O	P917-I0096	P917-I0097	YES	P912-E0157..P912-E0157	P912-E0158..P912-E0158	halten, dann den Gang ausführen
P927-O0052	HALTEN_DANN_ZUGEBEN	P915-C005	f13r	HERBAL	14	SH>K	P917-I0100	P917-I0100	NO	P912-E0161..P912-E0164	P912-E0161..P912-E0164	halten und anschließend zugeben
P927-O0053	HALTEN_DANN_AUSFUEHREN	P915-C005	f13r	HERBAL	20	SH>O	P917-I0105	P917-I0106	YES	P912-E0175..P912-E0175	P912-E0176..P912-E0176	halten, dann den Gang ausführen
P927-O0054	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C005	f13r	HERBAL	21	O>S	P917-I0106	P917-I0106	NO	P912-E0176..P912-E0176	P912-E0176..P912-E0176	ausführen, dann den nächsten Posten auswählen
P927-O0055	ZUGEBEN_DANN_ENTNEHMEN	P915-C005	f13r	HERBAL	23	K>CH	P917-I0107	P917-I0108	YES	P912-E0177..P912-E0177	P912-E0178..P912-E0178	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0056	HALTEN_DANN_AUSFUEHREN	P915-C005	f13r	HERBAL	31	SH>O	P917-I0115	P917-I0115	NO	P912-E0186..P912-E0186	P912-E0186..P912-E0186	halten, dann den Gang ausführen
P927-O0057	ZWEIMAL_ENTNEHMEN	P915-C006	f13r	HERBAL	2	CH>CH	P917-I0122	P917-I0123	YES	P912-E0194..P912-E0194	P912-E0195..P912-E0197	zweimal nacheinander entnehmen
P927-O0058	ENTNEHMEN_DANN_ANSETZEN	P915-C006	f13r	HERBAL	3	CH>OK	P917-I0123	P917-I0124	YES	P912-E0195..P912-E0197	P912-E0198..P912-E0198	einen Anteil entnehmen und ansetzen
P927-O0059	ZWEISTUFIG_ANSETZEN	P915-C006	f13r	HERBAL	4	OK>OK	P917-I0124	P917-I0125	YES	P912-E0198..P912-E0198	P912-E0199..P912-E0199	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0060	ANSETZEN_DANN_ENTNEHMEN	P915-C006	f13r	HERBAL	5	OK>CH	P917-I0125	P917-I0125	NO	P912-E0199..P912-E0199	P912-E0199..P912-E0199	ansetzen, dann einen Anteil entnehmen
P927-O0061	ENTNEHMEN_DANN_AUSFUEHREN	P915-C006	f13r	HERBAL	6	CH>O	P917-I0125	P917-I0126	YES	P912-E0199..P912-E0199	P912-E0200..P912-E0200	entnehmen und den Gang ausführen
P927-O0062	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C006	f13r	HERBAL	7	O>OK	P917-I0126	P917-I0127	YES	P912-E0200..P912-E0200	P912-E0201..P912-E0204	ausführen und einen neuen Zug ansetzen
P927-O0063	ANSETZEN_DANN_AUSFUEHREN	P915-C006	f13r	HERBAL	8	OK>O	P917-I0127	P917-I0128	YES	P912-E0201..P912-E0204	P912-E0205..P912-E0207	ansetzen und den Gang ausführen
P927-O0064	ANSETZEN_DANN_ENTNEHMEN	P915-C007	f13r	HERBAL	1	OK>CH	P917-I0130	P917-I0130	NO	P912-E0210..P912-E0210	P912-E0210..P912-E0210	ansetzen, dann einen Anteil entnehmen
P927-O0065	ENTNEHMEN_DANN_AUSFUEHREN	P915-C007	f13r	HERBAL	2	CH>O	P917-I0130	P917-I0131	YES	P912-E0210..P912-E0210	P912-E0211..P912-E0211	entnehmen und den Gang ausführen
P927-O0066	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C007	f13r	HERBAL	3	O>OK	P917-I0131	P917-I0132	YES	P912-E0211..P912-E0211	P912-E0212..P912-E0213	ausführen und einen neuen Zug ansetzen
P927-O0067	AUSWAEHLEN_DANN_ANSETZEN	P915-C007	f13r	HERBAL	7	S>OK	P917-I0135	P917-I0136	YES	P912-E0216..P912-E0216	P912-E0217..P912-E0217	auswählen und ansetzen
P927-O0068	HALTEN_DANN_AUSFUEHREN	P915-C008	f13r	HERBAL	1	SH>O	P917-I0138	P917-I0139	YES	P912-E0220..P912-E0220	P912-E0221..P912-E0222	halten, dann den Gang ausführen
P927-O0069	AUSFUEHREN_DANN_ZUGEBEN	P915-C008	f13r	HERBAL	2	O>K	P917-I0139	P917-I0140	YES	P912-E0221..P912-E0222	P912-E0223..P912-E0223	den Gang ausführen und danach zugeben
P927-O0070	ZUGEBEN_DANN_ANSETZEN	P915-C008	f13r	HERBAL	3	K>OK	P917-I0140	P917-I0141	YES	P912-E0223..P912-E0223	P912-E0224..P912-E0224	zugeben und neu ansetzen
P927-O0071	ANSETZEN_DANN_ENTNEHMEN	P915-C008	f13r	HERBAL	4	OK>CH	P917-I0141	P917-I0141	NO	P912-E0224..P912-E0224	P912-E0224..P912-E0224	ansetzen, dann einen Anteil entnehmen
P927-O0072	ZUGEBEN_DANN_ANSETZEN	P915-C009	f13r	HERBAL	2	K>OK	P917-I0144	P917-I0145	YES	P912-E0227..P912-E0227	P912-E0228..P912-E0228	zugeben und neu ansetzen
P927-O0073	ZUGEBEN_DANN_ENTNEHMEN	P915-C010	f55v	HERBAL	1	K>CH	P917-I0146	P917-I0146	NO	P912-E0229..P912-E0229	P912-E0229..P912-E0229	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0074	EINSTELLEN_DANN_ANSETZEN	P915-C010	f55v	HERBAL	7	T>OK	P917-I0150	P917-I0151	YES	P912-E0235..P912-E0235	P912-E0236..P912-E0236	einstellen und danach ansetzen
P927-O0075	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C011	f55v	HERBAL	1	O>OK	P917-I0152	P917-I0153	YES	P912-E0237..P912-E0237	P912-E0238..P912-E0238	ausführen und einen neuen Zug ansetzen
P927-O0076	ANSETZEN_DANN_AUSFUEHREN	P915-C011	f55v	HERBAL	2	OK>O	P917-I0153	P917-I0153	NO	P912-E0238..P912-E0238	P912-E0238..P912-E0238	ansetzen und den Gang ausführen
P927-O0077	AUSFUEHREN_DANN_ZUGEBEN	P915-C011	f55v	HERBAL	3	O>K	P917-I0153	P917-I0154	YES	P912-E0238..P912-E0238	P912-E0239..P912-E0239	den Gang ausführen und danach zugeben
P927-O0078	AUSWAEHLEN_DANN_ANSETZEN	P915-C011	f55v	HERBAL	5	S>OK	P917-I0154	P917-I0155	YES	P912-E0239..P912-E0239	P912-E0240..P912-E0240	auswählen und ansetzen
P927-O0079	ANSETZEN_DANN_AUSFUEHREN	P915-C011	f55v	HERBAL	6	OK>O	P917-I0155	P917-I0156	YES	P912-E0240..P912-E0240	P912-E0241..P912-E0243	ansetzen und den Gang ausführen
P927-O0080	ZUGEBEN_DANN_ANSETZEN	P915-C011	f55v	HERBAL	10	K>OK	P917-I0159	P917-I0160	YES	P912-E0247..P912-E0249	P912-E0250..P912-E0251	zugeben und neu ansetzen
P927-O0081	ANSETZEN_DANN_ENTNEHMEN	P915-C011	f55v	HERBAL	11	OK>CH	P917-I0160	P917-I0161	YES	P912-E0250..P912-E0251	P912-E0252..P912-E0252	ansetzen, dann einen Anteil entnehmen
P927-O0082	ENTNEHMEN_DANN_ZUGEBEN	P915-C011	f55v	HERBAL	12	CH>K	P917-I0161	P917-I0162	YES	P912-E0252..P912-E0252	P912-E0253..P912-E0254	entnehmen und zugeben
P927-O0083	UMSETZEN_DANN_NEU_ANSETZEN	P915-C011	f55v	HERBAL	15	CHD>OK	P917-I0163	P917-I0164	YES	P912-E0255..P912-E0256	P912-E0257..P912-E0257	umsetzen und an der neuen Stelle ansetzen
P927-O0084	ANSETZEN_DANN_AUSFUEHREN	P915-C011	f55v	HERBAL	16	OK>O	P917-I0164	P917-I0165	YES	P912-E0257..P912-E0257	P912-E0258..P912-E0258	ansetzen und den Gang ausführen
P927-O0085	ANSETZEN_DANN_ENTNEHMEN	P915-C012	f55v	HERBAL	1	OK>CH	P917-I0166	P917-I0167	YES	P912-E0259..P912-E0259	P912-E0260..P912-E0260	ansetzen, dann einen Anteil entnehmen
P927-O0086	ENTNEHMEN_DANN_ZUGEBEN	P915-C012	f55v	HERBAL	2	CH>K	P917-I0167	P917-I0168	YES	P912-E0260..P912-E0260	P912-E0261..P912-E0261	entnehmen und zugeben
P927-O0087	ANSETZEN_DANN_UMSETZEN	P915-C013	f55v	HERBAL	6	OK>CHD	P917-I0176	P917-I0176	NO	P912-E0271..P912-E0272	P912-E0271..P912-E0272	ansetzen und zur nächsten Stelle umsetzen
P927-O0088	HALTEN_DANN_WEITERANSETZEN	P915-C013	f55v	HERBAL	9	SH>OK	P917-I0178	P917-I0178	NO	P912-E0274..P912-E0274	P912-E0274..P912-E0274	halten, dann erneut ansetzen
P927-O0089	ANSETZEN_DANN_ENTNEHMEN	P915-C013	f55v	HERBAL	10	OK>CH	P917-I0178	P917-I0179	YES	P912-E0274..P912-E0274	P912-E0275..P912-E0277	ansetzen, dann einen Anteil entnehmen
P927-O0090	ENTNEHMEN_DANN_ZUGEBEN	P915-C013	f55v	HERBAL	11	CH>K	P917-I0179	P917-I0180	YES	P912-E0275..P912-E0277	P912-E0278..P912-E0278	entnehmen und zugeben
P927-O0091	UMSETZEN_DANN_NEU_ANSETZEN	P915-C013	f55v	HERBAL	18	CHD>OK	P917-I0184	P917-I0185	YES	P912-E0284..P912-E0284	P912-E0285..P912-E0285	umsetzen und an der neuen Stelle ansetzen
P927-O0092	ZWEISTUFIG_ANSETZEN	P915-C013	f55v	HERBAL	19	OK>OK	P917-I0185	P917-I0186	YES	P912-E0285..P912-E0285	P912-E0286..P912-E0286	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0093	AUSFUEHREN_DANN_NEU_ANSETZEN	P915-C013	f55v	HERBAL	22	O>OK	P917-I0187	P917-I0188	YES	P912-E0287..P912-E0291	P912-E0292..P912-E0292	ausführen und einen neuen Zug ansetzen
P927-O0094	ANSETZEN_DANN_ZUGEBEN	P915-C013	f55v	HERBAL	23	OK>K	P917-I0188	P917-I0189	YES	P912-E0292..P912-E0292	P912-E0293..P912-E0294	ansetzen und zugeben
P927-O0095	ZUGEBEN_DANN_ANSETZEN	P915-C013	f55v	HERBAL	25	K>OK	P917-I0189	P917-I0190	YES	P912-E0293..P912-E0294	P912-E0295..P912-E0295	zugeben und neu ansetzen
P927-O0096	ZWEISTUFIG_ANSETZEN	P915-C013	f55v	HERBAL	26	OK>OK	P917-I0190	P917-I0191	YES	P912-E0295..P912-E0295	P912-E0296..P912-E0296	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0097	ZWEISTUFIG_ANSETZEN	P915-C013	f55v	HERBAL	27	OK>OK	P917-I0191	P917-I0192	YES	P912-E0296..P912-E0296	P912-E0297..P912-E0301	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0098	ANSETZEN_DANN_ZUGEBEN	P915-C013	f55v	HERBAL	28	OK>K	P917-I0192	P917-I0193	YES	P912-E0297..P912-E0301	P912-E0302..P912-E0302	ansetzen und zugeben
P927-O0099	AUSFUEHREN_DANN_AUSWAEHLEN	P915-C013	f55v	HERBAL	31	O>S	P917-I0195	P917-I0196	YES	P912-E0304..P912-E0304	P912-E0305..P912-E0306	ausführen, dann den nächsten Posten auswählen
P927-O0100	AUSWAEHLEN_DANN_ANSETZEN	P915-C013	f55v	HERBAL	32	S>OK	P917-I0196	P917-I0197	YES	P912-E0305..P912-E0306	P912-E0307..P912-E0308	auswählen und ansetzen
P927-O0101	ZWEISTUFIG_ANSETZEN	P915-C013	f55v	HERBAL	33	OK>OK	P917-I0197	P917-I0198	YES	P912-E0307..P912-E0308	P912-E0309..P912-E0309	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0102	ZUGEBEN_DANN_ENTNEHMEN	P915-C013	f55v	HERBAL	38	K>CH	P917-I0202	P917-I0203	YES	P912-E0315..P912-E0316	P912-E0317..P912-E0317	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0103	ENTNEHMEN_DANN_AUSFUEHREN	P915-C013	f55v	HERBAL	39	CH>O	P917-I0203	P917-I0203	NO	P912-E0317..P912-E0317	P912-E0317..P912-E0317	entnehmen und den Gang ausführen
P927-O0104	ZUGEBEN_DANN_ENTNEHMEN	P915-C014	f55v	HERBAL	4	K>CH	P917-I0209	P917-I0209	NO	P912-E0329..P912-E0329	P912-E0329..P912-E0329	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0105	ENTNEHMEN_DANN_AUSWAEHLEN	P915-C014	f55v	HERBAL	5	CH>S	P917-I0209	P917-I0210	YES	P912-E0329..P912-E0329	P912-E0330..P912-E0330	entnehmen, dann den nächsten Posten auswählen
P927-O0106	ZWEIMAL_ENTNEHMEN	P915-C015	f56r	HERBAL	2	CH>CH	P917-I0213	P917-I0214	YES	P912-E0336..P912-E0336	P912-E0337..P912-E0337	zweimal nacheinander entnehmen
P927-O0107	ZWEIMAL_ENTNEHMEN	P915-C015	f56r	HERBAL	3	CH>CH	P917-I0214	P917-I0214	NO	P912-E0337..P912-E0337	P912-E0337..P912-E0337	zweimal nacheinander entnehmen
P927-O0108	ENTNEHMEN_DANN_AUSWAEHLEN	P915-C015	f56r	HERBAL	4	CH>S	P917-I0214	P917-I0214	NO	P912-E0337..P912-E0337	P912-E0337..P912-E0337	entnehmen, dann den nächsten Posten auswählen
P927-O0109	ENTNEHMEN_DANN_AUSFUEHREN	P915-C016	f56r	HERBAL	1	CH>O	P917-I0216	P917-I0216	NO	P912-E0341..P912-E0342	P912-E0341..P912-E0342	entnehmen und den Gang ausführen
P927-O0110	ZWEIMAL_ENTNEHMEN	P915-C016	f56r	HERBAL	4	CH>CH	P917-I0217	P917-I0217	NO	P912-E0343..P912-E0343	P912-E0343..P912-E0343	zweimal nacheinander entnehmen
P927-O0111	ENTNEHMEN_DANN_ANSETZEN	P915-C016	f56r	HERBAL	5	CH>OK	P917-I0217	P917-I0218	YES	P912-E0343..P912-E0343	P912-E0344..P912-E0345	einen Anteil entnehmen und ansetzen
P927-O0112	ANSETZEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	6	OK>CH	P917-I0218	P917-I0218	NO	P912-E0344..P912-E0345	P912-E0344..P912-E0345	ansetzen, dann einen Anteil entnehmen
P927-O0113	ENTNEHMEN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	7	CH>K	P917-I0218	P917-I0219	YES	P912-E0344..P912-E0345	P912-E0346..P912-E0348	entnehmen und zugeben
P927-O0114	ZUGEBEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	8	K>CH	P917-I0219	P917-I0219	NO	P912-E0346..P912-E0348	P912-E0346..P912-E0348	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0115	ZWEIMAL_ENTNEHMEN	P915-C016	f56r	HERBAL	9	CH>CH	P917-I0219	P917-I0220	YES	P912-E0346..P912-E0348	P912-E0349..P912-E0349	zweimal nacheinander entnehmen
P927-O0116	ENTNEHMEN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	10	CH>K	P917-I0220	P917-I0220	NO	P912-E0349..P912-E0349	P912-E0349..P912-E0349	entnehmen und zugeben
P927-O0117	ZUGEBEN_DANN_ENTNEHMEN	P915-C016	f56r	HERBAL	11	K>CH	P917-I0220	P917-I0221	YES	P912-E0349..P912-E0349	P912-E0350..P912-E0350	zugeben, dann den bezeichneten Anteil entnehmen
P927-O0118	HALTEN_DANN_WEITERANSETZEN	P915-C016	f56r	HERBAL	13	SH>OK	P917-I0222	P917-I0222	NO	P912-E0351..P912-E0351	P912-E0351..P912-E0351	halten, dann erneut ansetzen
P927-O0119	ZWEISTUFIG_ANSETZEN	P915-C016	f56r	HERBAL	14	OK>OK	P917-I0222	P917-I0223	YES	P912-E0351..P912-E0351	P912-E0352..P912-E0353	in zwei aufeinanderfolgenden Zügen ansetzen
P927-O0120	ANSETZEN_DANN_ZUGEBEN	P915-C016	f56r	HERBAL	15	OK>K	P917-I0223	P917-I0224	YES	P912-E0352..P912-E0353	P912-E0354..P912-E0355	ansetzen und zugeben
P927-O0121	ZUGEBEN_DANN_ANSETZEN	P915-C016	f56r	HERBAL	16	K>OK	P917-I0224	P917-I0225	YES	P912-E0354..P912-E0355	P912-E0356..P912-E0356	zugeben und neu ansetzen
