page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v47_token_glosses_de	v48_token_glosses_de	v48_working_translation_de	v47_unknown_tokens	v48_unknown_tokens	v48_complete
f108r	f108r.15	S	1	7	qoeedy	EXACT_WHOLE	orain cheey chey qokeey chedy okchedy qoeedy qockhey d iirain okain	Drogenportion II | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | [qoeedy:?] | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | Dosis | [iirain:?] | heiß im Zubereitungsrahmen, Grad II	Drogenportion II | trocken am Ende des Grades | trocken in der Mitte des Grades | heiß am Ende des Grades | trocken in der Mitte des Grades, abgeschlossen | heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | Dosis | [iirain:?] | heiß im Zubereitungsrahmen, Grad II	Drogenportion II; vollständig getrocknet; bis zur mittleren Trockenstufe; bis zur Heizendstufe; bis zur mittleren Trockenstufe gebracht; heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; nimm den vollständig fertiggestellten Ansatz; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; Dosis; [iirain:?]; heiß im Zubereitungsrahmen, Grad II	2	1	0
f108r	f108r.21	S	1	2	qoeedy	EXACT_WHOLE	qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam	[qolshy:?] | [qoeedy:?] | [lkealshedy:?] | Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dkedam:?]	[qolshy:?] | nimm den vollständig fertiggestellten Ansatz | [lkealshedy:?] | Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang | heiß am Ende des Grades, abgeschlossen | kalt in der Mitte des Grades, abgeschlossen | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dkedam:?]	[qolshy:?]; nimm den vollständig fertiggestellten Ansatz; [lkealshedy:?]; Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang; bis zur Heizendstufe gebracht; bis zur mittleren Kühlstufe gebracht; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; Rohstoff I, leicht gekühlt im Ansatz; [dkedam:?]	4	3	0
f108r	f108r.44	S	1	1	ychey	EXACT_WHOLE	ychey chey okar charam otam cheody	[ychey:?] | trocken in der Mitte des Grades | heiße Drogenfraktion I im Ansatz | [charam:?] | ein Maß kalten Ansatzes | getrockneter Ansatz	trockne hiervon bis zur Mittelstufe und schließe ab | trocken in der Mitte des Grades | heiße Drogenfraktion I im Ansatz | [charam:?] | ein Maß kalten Ansatzes | getrockneter Ansatz	trockne hiervon bis zur Mittelstufe und schließe ab; bis zur mittleren Trockenstufe; heiße Drogenfraktion I im Ansatz; [charam:?]; ein Maß kalten Ansatzes; getrockneter Ansatz	2	1	0
f108v	f108v.18	S	1	7	qoeedy	EXACT_WHOLE	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am	heißer Ansatz am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | heißer Ansatz in der Mitte des Grades | [cheykedy:?] | [qoeedy:?] | Holzabsud | Wurzelfraktion II | trocken am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Holzdroge in der gebundenen Anschlussform | Samen-/Saatgutposten | Menge III | Maßeinheit I	heißer Ansatz am Ende des Grades | Drogenholz, heiß am Gradende, abgeschlossen | heiß am Ende des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß in der Gradmitte | heißer Ansatz in der Mitte des Grades | [cheykedy:?] | nimm den vollständig fertiggestellten Ansatz | Holzabsud | Wurzelfraktion II | trocken am Ende des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Holzdroge in der gebundenen Anschlussform | Samen-/Saatgutposten | Menge III | Maßeinheit I	Ansatz auf Heizendstufe; Drogenholz, heiß am Gradende, abgeschlossen; Rohstoff I im Ansatz, heiß in der Gradmitte; Ansatz bis zur mittleren Heizstufe; [cheykedy:?]; nimm den vollständig fertiggestellten Ansatz; Holzabsud; Wurzelfraktion II; vollständig getrocknet; Grundansatz; Holzdroge in der gebundenen Anschlussform; drei Teile; Maßeinheit I	2	1	0
f10r	f10r.7	H	1	7	cth	EXACT_WHOLE	dchy qokchol y kchaiin yty daiin cth dain dair am	Dosis Trockendroge, Grundform | heiß-trockenes Drogenmaterial | hierzu: | heiß-getrocknete Droge auf Stufe III | kühle hiervon leicht ab | Grad-/Maßwert III | [cth:?] | Grad-/Maßwert II | abgemessene Fraktion II | Maßeinheit I	Dosis Trockendroge, Grundform | heiß-trockenes Drogenmaterial | hierzu: | heiß-getrocknete Droge auf Stufe III | kühle hiervon leicht ab | Grad-/Maßwert III | Kraut- oder Blattdroge | Grad-/Maßwert II | abgemessene Fraktion II | Maßeinheit I	Dosis Trockendroge, Grundform; heiß-trockenes Drogenmaterial; hierzu: heiß-getrocknete Droge auf Stufe III; kühle hiervon leicht ab; drei Maße; Kraut- oder Blattdroge; zwei Maße; abgemessene Fraktion II; Maßeinheit I	1	0	1
f111r	f111r.10	S	1	2	shekain	EXACT_WHOLE	ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty	[ykeedaiin:?] | [shekain:?] | feucht in der Mitte des Grades, abgeschlossen | [qokear:?] | [ochey:?] | [reeey:?] | heiß am Ende des Grades | [olaiiin:?] | trocken in der Mitte des Grades, abgeschlossen | [lkeeody:?] | Portion III | kalter Ansatz am Anfang des Grades	[ykeedaiin:?] | bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge | feucht in der Mitte des Grades, abgeschlossen | [qokear:?] | [ochey:?] | [reeey:?] | heiß am Ende des Grades | [olaiiin:?] | trocken in der Mitte des Grades, abgeschlossen | [lkeeody:?] | Portion III | kalter Ansatz am Anfang des Grades	[ykeedaiin:?]; bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge; bis zur mittleren Einweichstufe gebracht; [qokear:?]; [ochey:?]; [reeey:?]; bis zur Heizendstufe; [olaiiin:?]; bis zur mittleren Trockenstufe gebracht; [lkeeody:?]; Portion III; kalter Ansatz am Anfang des Grades	7	6	0
f111r	f111r.11	S	1	5	oteedaiin	EXACT_WHOLE	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	eine Dosis bis zur Mittelstufe angefeuchtete Droge | Drogenholz, heiß am Gradende, abgeschlossen | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Ende des Grades, abgeschlossen | [oteedaiin:?] | feucht am Ende des Grades, abgeschlossen | Drogenfraktion I | ein gleicher Teil, abgeschlossen | eingeweichte und erhitzte Droge auf Stufe III | trocken in der Mitte des Grades | Grad-/Maßwert III | ein Maß Fraktion I	eine Dosis bis zur Mittelstufe angefeuchtete Droge | Drogenholz, heiß am Gradende, abgeschlossen | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Ende des Grades, abgeschlossen | drei Dosen vollständig gekühlten Ansatzes abmessen | feucht am Ende des Grades, abgeschlossen | Drogenfraktion I | ein gleicher Teil, abgeschlossen | eingeweichte und erhitzte Droge auf Stufe III | trocken in der Mitte des Grades | Grad-/Maßwert III | ein Maß Fraktion I	eine Dosis bis zur Mittelstufe angefeuchtete Droge; Drogenholz, heiß am Gradende, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; vollständig getrocknet; drei Dosen vollständig gekühlten Ansatzes abmessen; vollständig eingeweicht; Drogenfraktion I; ein gleicher Teil, abgeschlossen; eingeweichte und erhitzte Droge auf Stufe III; bis zur mittleren Trockenstufe; drei Maße; ein Maß Fraktion I	1	0	1
f111v	f111v.27	S	1	12	ldar	EXACT_WHOLE	ol sheey tsheey alkar sheey otain ches shy qokl chey qoklcheor ldar llo	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | kalt und feucht am Ende des Grades | [alkar:?] | feucht am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | trockenes Drogenmaterial, Mittelstufe | feucht am Anfang des Grades | [qokl:?] | trocken in der Mitte des Grades | [qoklcheor:?] | [ldar:?] | [llo:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | kalt und feucht am Ende des Grades | [alkar:?] | feucht am Ende des Grades | kalt im Zubereitungsrahmen, Grad II | trockenes Drogenmaterial, Mittelstufe | feucht am Anfang des Grades | [qokl:?] | trocken in der Mitte des Grades | [qoklcheor:?] | erste Holzdrogenfraktion abmessen | [llo:?]	Grundansatz; vollständig eingeweicht; kalt und vollständig eingeweicht; [alkar:?]; vollständig eingeweicht; kalt im Zubereitungsrahmen, Grad II; trockenes Drogenmaterial, Mittelstufe; leicht angefeuchtet; [qokl:?]; bis zur mittleren Trockenstufe; [qoklcheor:?]; erste Holzdrogenfraktion abmessen; [llo:?]	5	4	0
f111v	f111v.6	S	1	10	oteedaiin	EXACT_WHOLE	okeeo okchor oteedy cheal qokeey lkeey chol l kaiin oteedaiin as alkeedym	[okeeo:?] | eine Portion heiß-trockene Droge im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken in der Gradmitte | heiß am Ende des Grades | Drogenholz, heiß am Gradende | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | heiß, Grad III | [oteedaiin:?] | ein gleicher Teil der Arzneispecies | [alkeedym:?]	[okeeo:?] | eine Portion heiß-trockene Droge im Ansatz | kalter Ansatz am Ende des Grades, abgeschlossen | Rohstoffklasse I, trocken in der Gradmitte | heiß am Ende des Grades | Drogenholz, heiß am Gradende | trocken; nominal trockenes Gut/Material | Holzdroge in der gebundenen Anschlussform | heiß, Grad III | drei Dosen vollständig gekühlten Ansatzes abmessen | ein gleicher Teil der Arzneispecies | [alkeedym:?]	[okeeo:?]; eine Portion heiß-trockene Droge im Ansatz; Ansatz auf Kühlendstufe abgeschlossen; Rohstoff I, trocken in der Gradmitte; bis zur Heizendstufe; Drogenholz, heiß am Gradende; Trockengut; Holzdroge in der gebundenen Anschlussform; drei Dosen vollständig gekühlten Ansatzes abmessen; ein gleicher Teil der Arzneispecies; [alkeedym:?]	3	2	0
f112v	f112v.21	S	1	4	qoeedy	EXACT_WHOLE	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	Samen/Saatgut, Typ/Charge III | bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen | trockener Drogenstoff | [qoeedy:?] | trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | erhitze den Drogenstoff bis zur Mittelstufe | heiß, Grad II	Samen/Saatgut, Typ/Charge III | bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen | trockener Drogenstoff | nimm den vollständig fertiggestellten Ansatz | trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | erhitze den Drogenstoff bis zur Mittelstufe | heiß, Grad II	Samen/Saatgut, Typ/Charge III; bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen; trockener Drogenstoff; nimm den vollständig fertiggestellten Ansatz; Trockengut; bis zur Heizendstufe gebracht; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; erhitze den Drogenstoff bis zur Mittelstufe; heiß, Grad II	1	0	1
f112v	f112v.44	S	1	5	teol	EXACT_WHOLE	qokchal qokey qaiin otol teol okal otedar epalchdy alpchdy	Rohstoffklasse I, heiß-trocken am Gradanfang | heiß in der Mitte des Grades | [qaiin:?] | kaltes Zubereitungsgut | [teol:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [otedar:?] | [epalchdy:?] | [alpchdy:?]	Rohstoffklasse I, heiß-trocken am Gradanfang | heiß in der Mitte des Grades | [qaiin:?] | kaltes Zubereitungsgut | Drogenstoff auf mittlerer Kühlstufe | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [otedar:?] | [epalchdy:?] | [alpchdy:?]	Rohstoff I, heiß-trocken am Gradanfang; bis zur mittleren Heizstufe; [qaiin:?]; kaltes Zubereitungsgut; Drogenstoff auf mittlerer Kühlstufe; Rohstoff I, leicht erhitzt im Ansatz; [otedar:?]; [epalchdy:?]; [alpchdy:?]	5	4	0
f114r	f114r.38	S	1	1	qoeedy	EXACT_WHOLE	qoeedy qokchedy cheey raiin ar ain aiin al chol	[qoeedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken am Ende des Grades | Wurzel, Typ/Charge III | Drogenfraktion I | Menge-/Klassenwert II | Menge III | Rohstoffklasse I | trocken; nominal trockenes Gut/Material	nimm den vollständig fertiggestellten Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken am Ende des Grades | Wurzel, Typ/Charge III | Drogenfraktion I | Menge-/Klassenwert II | Menge III | Rohstoffklasse I | trocken; nominal trockenes Gut/Material	nimm den vollständig fertiggestellten Ansatz; heiß und bis zur mittleren Trockenstufe gebracht; vollständig getrocknet; Wurzel, Typ/Charge III; Drogenfraktion I; zwei Teile; drei Teile; Rohstoff I; Trockengut	1	0	1
