world	event	location	form	kind	patient	object	D_before	H_before	D_after	H_after	D_status	H_status	assertion_D	assertion_H	debts	row_status
E|ZL3b|B|f9v|f9v.5-f9v.12	15	f9v.10:3	chol	ACTION	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|B|f9v|f9v.5-f9v.12	16	f9v.10:4	chy	QUALITY	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	CONFLICT	MATCH	PHYSICAL:thermal=hot	PHYSICAL:thermal=hot	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
E|ZL3b|J|f9v|f9v.5-f9v.12	6	f9v.7:2	chol	ACTION	f9v.6:4	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|J|f9v|f9v.5-f9v.12	9	f9v.7:3	chol	ACTION	f9v.7:6	f9v.7:6	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f9v.7:4	recorded
E|ZL3b|J|f9v|f9v.5-f9v.12	10	f9v.8:3	qokcho	ACTION	f9v.7:6	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|J|f9v|f9v.5-f9v.12	15	f9v.10:3	chol	ACTION	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|J|f9v|f9v.5-f9v.12	16	f9v.10:4	chy	QUALITY	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	CONFLICT	MATCH	PHYSICAL:thermal=hot	PHYSICAL:thermal=hot	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
E|ZL3b|M|f9v|f9v.5-f9v.12	6	f9v.7:2	chol	ACTION	f9v.6:4	f9v.6:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|M|f9v|f9v.5-f9v.12	9	f9v.7:3	chol	ACTION	f9v.7:6	f9v.7:6	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f9v.7:4	recorded
E|ZL3b|M|f9v|f9v.5-f9v.12	10	f9v.8:3	qokcho	ACTION	f9v.7:6	f9v.7:6	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""cold"",""PHYSICAL:thermal"":""warm""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""thermal"",""value"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f9v.7:8;UNREAD_BETWEEN:f9v.8:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|M|f9v|f9v.5-f9v.12	15	f9v.10:3	chol	ACTION	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|M|f9v|f9v.5-f9v.12	16	f9v.10:4	chy	QUALITY	f9v.10:2	f9v.10:2	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""cold""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	CONFLICT	MATCH	PHYSICAL:thermal=hot	PHYSICAL:thermal=hot	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	10	f17v.5:2	chol	ACTION	f17v.5:4	f17v.5:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.5:3	recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	11	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.5:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED				recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	24	f17v.11:4	chol	ACTION	f17v.10:4	f17v.2:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	26	f17v.13:2	chol	ACTION	f17v.12:6	f17v.1:2	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	28	f17v.13:3	chol	ACTION	f17v.13:4	f17v.13:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	43	f17v.16:2	chol	ACTION	f17v.16:3	f17v.14:5	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	44	f17v.16:4	cthol	MATERIAL	f17v.16:4	f17v.13:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			SAME_FORM_IDENTITY_ASSUMED	recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	50	f17v.18:4	chol	ACTION	f17v.18:2	f17v.18:2	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|B|f17v|f17v.1-f17v.23	57	f17v.20:4	chol	ACTION	f17v.20:3	f17v.7:4	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
R0001	10	f17v.5:2	chol	ACTION	f17v.5:4	f17v.4:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.5:3	recorded
R0001	11	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.4:1	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:moisture"":""dry"",""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED				recorded
R0001	24	f17v.11:4	chol	ACTION	f17v.10:4	f17v.2:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
R0001	26	f17v.13:2	chol	ACTION	f17v.12:6	f17v.1:2	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
R0001	28	f17v.13:3	chol	ACTION	f17v.13:4	f17v.13:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
R0001	43	f17v.16:2	chol	ACTION	f17v.16:3	f17v.14:5	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
R0001	44	f17v.16:4	cthol	MATERIAL	f17v.16:4	f17v.13:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			SAME_FORM_IDENTITY_ASSUMED	recorded
R0001	50	f17v.18:4	chol	ACTION	f17v.18:2	f17v.18:2	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
R0001	57	f17v.20:4	chol	ACTION	f17v.20:3	f17v.7:4	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	10	f17v.5:2	chol	ACTION	f17v.5:4	f17v.5:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.5:3	recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	11	f17v.5:6	ckhy	ACTION	f17v.5:4	f17v.5:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry"",""PHYSICAL:thermal"":""hot""}"	NO_STATE_TRANSITION_MODELLED	NO_STATE_TRANSITION_MODELLED				recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	24	f17v.11:4	chol	ACTION	f17v.10:4	f17v.2:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	27	f17v.13:2	chol	ACTION	f17v.13:4	f17v.13:4	{}	{}	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	28	f17v.13:3	chol	ACTION	f17v.13:4	f17v.13:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	43	f17v.16:2	chol	ACTION	f17v.16:3	f17v.14:5	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:moisture"":""dry""}"	"{""CONSTITUTION:thermal"":""warm"",""PHYSICAL:thermal"":""hot""}"	ASSUMED_EFFECT_APPLIED	ASSUMED_EFFECT_APPLIED	"{""axis"":""moisture"",""value"":""dry""}"	"{""axis"":""thermal"",""value"":""hot""}"		recorded
E|ZL3b|J|f17v|f17v.1-f17v.23	44	f17v.16:4	cthol	MATERIAL	f17v.16:4	f17v.13:4	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:thermal"":""hot""}"	SAME_FORM_REMENTION	SAME_FORM_REMENTION			SAME_FORM_IDENTITY_ASSUMED	recorded
