candidate	edition	grammar	paragraph	first	first_form	second	second_form	patient	effect	debts	row_status
H	RF1b	J	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	RF1b	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""moisture"",""value"":""dry""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
H	RF1b	M	f23r|f23r.4-f23r.5	f23r.5:4	chol	f23r.5:6	chol	f23r.5:2	"{""axis"":""thermal"",""value"":""hot""}"	UNREAD_BETWEEN:f23r.5:3;UNREAD_BETWEEN:f23r.5:3	recorded
D	RF1b	B	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	B	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	B	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	B	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	J	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	J	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	J	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	J	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	M	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	M	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""moisture"",""value"":""dry""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	M	f24r|f24r.1-f24r.20	f24r.18:2	chol	f24r.18:4	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	M	f24r|f24r.1-f24r.20	f24r.18:4	chol	f24r.19:3	chol	f24r.17:4	"{""axis"":""thermal"",""value"":""hot""}"	IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f24r.19:1;UNREAD_BETWEEN:f24r.19:2;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	B	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	B	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	J	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	J	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
D	RF1b	M	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
H	RF1b	M	f99r|f99r.47-f99r.52	f99r.49:5	okeey	f99r.50:2	okeey	f99r.49:7	"{""axis"":""thermal"",""value"":""warm""}"	UNREAD_BETWEEN:f99r.49:6;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.49:11;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	recorded
