exercise_id	silent_owner	master_dictation_de	idiom_ids	scribe_id	tuple_sequence	atom_pattern_chain	scribe_surface_sequence	semantic_readback_de	uses_only_registered_idiom_cards	tuple_sequence_changed	meaning_changed	new_manuscript_claim
X19	CLOTH_OR_INSERT_TARGET	Die nächste Portion zum Ziel bringen, länger halten, kurz nachsetzen und schließen.	E14|E10	S3_S_LINE_SCRIBE	94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	olkain al okeey qokedy	die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X19	CLOTH_OR_INSERT_TARGET	Die nächste Portion zum Ziel bringen, länger halten, kurz nachsetzen und schließen.	E14|E10	S4_MIXED_COMPACT	94df4847b7b16c98394a dd0ecaf5e27d81befffc 0275fbf14e07935b0a45 7db18b2f0fb7ed0fcfd3	OL+AIN > AL | OK+EE+Y > OK+E+CLOSE	olkain al qokeey qokedy	die nächste Portion zum Ziel bringen ; länger halten, kurz nachsetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X20	CURRENT_PREPARATION	Diesen Ansatz mit demselben Sollmaß fortführen, kurz absetzen und schließen.	E03|E07|E04	S1_BARE_MASTER	7a4bb8136330ee4e6e56 b921a237be883a820352 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | AIIN > OL | OL > SHED+E+CLOSE	chor chey aiin cheol cheol cheedy	dieser laufende Ansatz ; mit demselben Sollmaß fortfahren ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X20	CURRENT_PREPARATION	Diesen Ansatz mit demselben Sollmaß fortführen, kurz absetzen und schließen.	E03|E07|E04	S2_Q_CELL_SCRIBE	7a4bb8136330ee4e6e56 b921a237be883a820352 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | AIIN > OL | OL > SHED+E+CLOSE	chor chey aiin cheol cheol cheedy	dieser laufende Ansatz ; mit demselben Sollmaß fortfahren ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X20	CURRENT_PREPARATION	Diesen Ansatz mit demselben Sollmaß fortführen, kurz absetzen und schließen.	E03|E07|E04	S3_S_LINE_SCRIBE	7a4bb8136330ee4e6e56 b921a237be883a820352 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | AIIN > OL | OL > SHED+E+CLOSE	chor shy aiin sol cheol cheedy	dieser laufende Ansatz ; mit demselben Sollmaß fortfahren ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X20	CURRENT_PREPARATION	Diesen Ansatz mit demselben Sollmaß fortführen, kurz absetzen und schließen.	E03|E07|E04	S4_MIXED_COMPACT	7a4bb8136330ee4e6e56 b921a237be883a820352 2f1c5e56e8f0ff459065 dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	OR > Y | AIIN > OL | OL > SHED+E+CLOSE	or y aiin ol ol tedy	dieser laufende Ansatz ; mit demselben Sollmaß fortfahren ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X21	LOCAL_STATION	Am Ziel weiterarbeiten, dann kurz absetzen und schließen.	E08|E04	S1_BARE_MASTER	dd0ecaf5e27d81befffc dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	AL > OL | OL > SHED+E+CLOSE	al cheol cheol cheedy	am Ziel weiterarbeiten ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X21	LOCAL_STATION	Am Ziel weiterarbeiten, dann kurz absetzen und schließen.	E08|E04	S2_Q_CELL_SCRIBE	dd0ecaf5e27d81befffc dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	AL > OL | OL > SHED+E+CLOSE	al cheol cheol cheedy	am Ziel weiterarbeiten ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X21	LOCAL_STATION	Am Ziel weiterarbeiten, dann kurz absetzen und schließen.	E08|E04	S3_S_LINE_SCRIBE	dd0ecaf5e27d81befffc dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	AL > OL | OL > SHED+E+CLOSE	al cheol cheol cheedy	am Ziel weiterarbeiten ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X21	LOCAL_STATION	Am Ziel weiterarbeiten, dann kurz absetzen und schließen.	E08|E04	S4_MIXED_COMPACT	dd0ecaf5e27d81befffc dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	AL > OL | OL > SHED+E+CLOSE	al sol ol tedy	am Ziel weiterarbeiten ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X22	CONTINUATION_BATCH	Den Fortsetzungsansatz weiterführen und beim selben Sollmaß bleiben.	E15|E07	S1_BARE_MASTER	dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191	OL+OR > OL | AIIN > OL	cholor cheol aiin cheol	den Fortsetzungsansatz weiterführen ; mit demselben Sollmaß fortfahren	YES	NO	NO	NO_APPRENTICE_EXERCISE
X22	CONTINUATION_BATCH	Den Fortsetzungsansatz weiterführen und beim selben Sollmaß bleiben.	E15|E07	S2_Q_CELL_SCRIBE	dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191	OL+OR > OL | AIIN > OL	cholor cheol aiin cheol	den Fortsetzungsansatz weiterführen ; mit demselben Sollmaß fortfahren	YES	NO	NO	NO_APPRENTICE_EXERCISE
X22	CONTINUATION_BATCH	Den Fortsetzungsansatz weiterführen und beim selben Sollmaß bleiben.	E15|E07	S3_S_LINE_SCRIBE	dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191	OL+OR > OL | AIIN > OL	cholor cheol aiin sol	den Fortsetzungsansatz weiterführen ; mit demselben Sollmaß fortfahren	YES	NO	NO	NO_APPRENTICE_EXERCISE
X22	CONTINUATION_BATCH	Den Fortsetzungsansatz weiterführen und beim selben Sollmaß bleiben.	E15|E07	S4_MIXED_COMPACT	dec401773c1f0347793d dcda95c81a5460feb191 2f1c5e56e8f0ff459065 dcda95c81a5460feb191	OL+OR > OL | AIIN > OL	olor ol aiin ol	den Fortsetzungsansatz weiterführen ; mit demselben Sollmaß fortfahren	YES	NO	NO	NO_APPRENTICE_EXERCISE
X23	MEASURED_WORK_ITEM	Denselben Posten um das Sollmaß führen und zum Ziel bringen.	E06|E17	S1_BARE_MASTER	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 b921a237be883a820352 dd0ecaf5e27d81befffc	Y > AIIN > Y | Y > AL	chey aiin chey chey al	denselben Posten um das Sollmaß führen ; den aktuellen Posten zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X23	MEASURED_WORK_ITEM	Denselben Posten um das Sollmaß führen und zum Ziel bringen.	E06|E17	S2_Q_CELL_SCRIBE	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 b921a237be883a820352 dd0ecaf5e27d81befffc	Y > AIIN > Y | Y > AL	chey aiin chey chey al	denselben Posten um das Sollmaß führen ; den aktuellen Posten zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X23	MEASURED_WORK_ITEM	Denselben Posten um das Sollmaß führen und zum Ziel bringen.	E06|E17	S3_S_LINE_SCRIBE	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 b921a237be883a820352 dd0ecaf5e27d81befffc	Y > AIIN > Y | Y > AL	shy aiin chey chey al	denselben Posten um das Sollmaß führen ; den aktuellen Posten zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X23	MEASURED_WORK_ITEM	Denselben Posten um das Sollmaß führen und zum Ziel bringen.	E06|E17	S4_MIXED_COMPACT	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 b921a237be883a820352 dd0ecaf5e27d81befffc	Y > AIIN > Y | Y > AL	y aiin shy y sal	denselben Posten um das Sollmaß führen ; den aktuellen Posten zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X24	HELD_WORK_ITEM	Den länger gehaltenen Posten weiter ansetzen, umsetzen und geschlossen fertigstellen.	E11|E09	S1_BARE_MASTER	0275fbf14e07935b0a45 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OK+EE+Y > OK+Y | CHD+Y > OK+EE+CLOSE	okeey choky chdy qokeedy	den länger gehaltenen Posten weiter ansetzen ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X24	HELD_WORK_ITEM	Den länger gehaltenen Posten weiter ansetzen, umsetzen und geschlossen fertigstellen.	E11|E09	S2_Q_CELL_SCRIBE	0275fbf14e07935b0a45 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OK+EE+Y > OK+Y | CHD+Y > OK+EE+CLOSE	qokeey choky chdy qokeedy	den länger gehaltenen Posten weiter ansetzen ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X24	HELD_WORK_ITEM	Den länger gehaltenen Posten weiter ansetzen, umsetzen und geschlossen fertigstellen.	E11|E09	S3_S_LINE_SCRIBE	0275fbf14e07935b0a45 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OK+EE+Y > OK+Y | CHD+Y > OK+EE+CLOSE	okeey choky chdy qokeedy	den länger gehaltenen Posten weiter ansetzen ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X24	HELD_WORK_ITEM	Den länger gehaltenen Posten weiter ansetzen, umsetzen und geschlossen fertigstellen.	E11|E09	S4_MIXED_COMPACT	0275fbf14e07935b0a45 276a7c2d74d1143446f4 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OK+EE+Y > OK+Y | CHD+Y > OK+EE+CLOSE	qokeey oky chdy qokeedy	den länger gehaltenen Posten weiter ansetzen ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X25	TARGET_MEASURE	Das Sollmaß dieses Postens nehmen und am Ziel weiterarbeiten.	E02|E08	S1_BARE_MASTER	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191	AIIN > Y | AL > OL	aiin chey al cheol	Sollmaß dieses Postens ; am Ziel weiterarbeiten	YES	NO	NO	NO_APPRENTICE_EXERCISE
X25	TARGET_MEASURE	Das Sollmaß dieses Postens nehmen und am Ziel weiterarbeiten.	E02|E08	S2_Q_CELL_SCRIBE	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191	AIIN > Y | AL > OL	aiin chey al cheol	Sollmaß dieses Postens ; am Ziel weiterarbeiten	YES	NO	NO	NO_APPRENTICE_EXERCISE
X25	TARGET_MEASURE	Das Sollmaß dieses Postens nehmen und am Ziel weiterarbeiten.	E02|E08	S3_S_LINE_SCRIBE	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191	AIIN > Y | AL > OL	aiin chey al cheol	Sollmaß dieses Postens ; am Ziel weiterarbeiten	YES	NO	NO	NO_APPRENTICE_EXERCISE
X25	TARGET_MEASURE	Das Sollmaß dieses Postens nehmen und am Ziel weiterarbeiten.	E02|E08	S4_MIXED_COMPACT	2f1c5e56e8f0ff459065 b921a237be883a820352 dd0ecaf5e27d81befffc dcda95c81a5460feb191	AIIN > Y | AL > OL	aiin shy al sol	Sollmaß dieses Postens ; am Ziel weiterarbeiten	YES	NO	NO	NO_APPRENTICE_EXERCISE
X26	TRANSFER_RUN	Den Posten umsetzen, weiterführen, kurz absetzen und schließen.	E05|E04	S1_BARE_MASTER	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	CHD+Y > OL | OL > SHED+E+CLOSE	chdy cheol cheol cheedy	den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X26	TRANSFER_RUN	Den Posten umsetzen, weiterführen, kurz absetzen und schließen.	E05|E04	S2_Q_CELL_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	CHD+Y > OL | OL > SHED+E+CLOSE	chdy cheol cheol cheedy	den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X26	TRANSFER_RUN	Den Posten umsetzen, weiterführen, kurz absetzen und schließen.	E05|E04	S3_S_LINE_SCRIBE	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	CHD+Y > OL | OL > SHED+E+CLOSE	chdy cheol cheol cheedy	den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X26	TRANSFER_RUN	Den Posten umsetzen, weiterführen, kurz absetzen und schließen.	E05|E04	S4_MIXED_COMPACT	6f7ff8287eddf4da9fdb dcda95c81a5460feb191 dcda95c81a5460feb191 bc4f1f5c006c74a4d26d	CHD+Y > OL | OL > SHED+E+CLOSE	chdy ol ol tedy	den Posten umsetzen und weiterführen ; weiterführen, kurz absetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X27	MEASURED_TARGET_PORTION	Den aktuellen Posten auf Sollmaß setzen und die nächste Portion zum Ziel bringen.	E12|E14	S1_BARE_MASTER	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 94df4847b7b16c98394a dd0ecaf5e27d81befffc	OK+Y > AIIN | OL+AIN > AL	choky aiin olkain al	den aktuellen Posten auf Sollmaß setzen ; die nächste Portion zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X27	MEASURED_TARGET_PORTION	Den aktuellen Posten auf Sollmaß setzen und die nächste Portion zum Ziel bringen.	E12|E14	S2_Q_CELL_SCRIBE	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 94df4847b7b16c98394a dd0ecaf5e27d81befffc	OK+Y > AIIN | OL+AIN > AL	choky aiin olkain al	den aktuellen Posten auf Sollmaß setzen ; die nächste Portion zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X27	MEASURED_TARGET_PORTION	Den aktuellen Posten auf Sollmaß setzen und die nächste Portion zum Ziel bringen.	E12|E14	S3_S_LINE_SCRIBE	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 94df4847b7b16c98394a dd0ecaf5e27d81befffc	OK+Y > AIIN | OL+AIN > AL	choky aiin olkain al	den aktuellen Posten auf Sollmaß setzen ; die nächste Portion zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X27	MEASURED_TARGET_PORTION	Den aktuellen Posten auf Sollmaß setzen und die nächste Portion zum Ziel bringen.	E12|E14	S4_MIXED_COMPACT	276a7c2d74d1143446f4 2f1c5e56e8f0ff459065 94df4847b7b16c98394a dd0ecaf5e27d81befffc	OK+Y > AIIN | OL+AIN > AL	oky saiin olkain al	den aktuellen Posten auf Sollmaß setzen ; die nächste Portion zum Ziel bringen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X28	FOLLOWING_CLOSED_TRANSFER	Danach im selben Gang weiter, umsetzen, länger ansetzen und schließen.	E16|E09	S1_BARE_MASTER	e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OT+OL > OL | CHD+Y > OK+EE+CLOSE	qotchol cheol chdy qokeedy	danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X28	FOLLOWING_CLOSED_TRANSFER	Danach im selben Gang weiter, umsetzen, länger ansetzen und schließen.	E16|E09	S2_Q_CELL_SCRIBE	e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OT+OL > OL | CHD+Y > OK+EE+CLOSE	qotchol cheol chdy qokeedy	danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X28	FOLLOWING_CLOSED_TRANSFER	Danach im selben Gang weiter, umsetzen, länger ansetzen und schließen.	E16|E09	S3_S_LINE_SCRIBE	e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OT+OL > OL | CHD+Y > OK+EE+CLOSE	qotchol cheol chdy qokeedy	danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
X28	FOLLOWING_CLOSED_TRANSFER	Danach im selben Gang weiter, umsetzen, länger ansetzen und schließen.	E16|E09	S4_MIXED_COMPACT	e8a6105b5c3a6220b440 dcda95c81a5460feb191 6f7ff8287eddf4da9fdb 7d25241b0e56c836372a	OT+OL > OL | CHD+Y > OK+EE+CLOSE	qotchol ol chdy qokeedy	danach im selben Gang weiter ; umsetzen, länger ansetzen und schließen	YES	NO	NO	NO_APPRENTICE_EXERCISE
