binding_serial	binding_id	unit_id	section	page	source_artifact	source_row_id	opaque_identity	local_image_owner	inherited_literal_or_formal_layer	inherited_selected_occurrence_context	inherited_source_status	purpose_A_unit_role	purpose_B_unit_role	binding_status	codebook_attestation_status	cross_unit_inference_status	source_semantic_ceiling	v76_semantic_ceiling
11	V76R2:H:E011	H1	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E011	9ad66e67803a12e745de	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:9ad66e67803a12e745de] > [CONTEXT_EXEMPLAR:PREPARATION]	Nimm erneut von dem frischen ersten Auszug.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
12	V76R2:H:E012	H1	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E012	e8a6105b5c3a6220b440	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:e8a6105b5c3a6220b440] > [CONTEXT_EXEMPLAR:ACTION_CONDITION]	Erwärme ihn gelinde.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
13	V76R2:H:E013	H1	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E013	dcda95c81a5460feb191	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Führe ihn als denselben laufenden Ansatz fort.	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
14	V76R2:H:E014	H1	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E014	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:STATE_AND_USE]	Sobald er zum Gebrauch bereit ist, gebrauche ihn.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: root/water preparation, use, and storage.	Natural-specimen/material sheet: root fraction, wet processing, and storage assay.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
15	V76R2:H:E015	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E015	7249edc4df3419c26999	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7249edc4df3419c26999] > [CONTEXT_EXEMPLAR:PLANT_PART]	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
16	V76R2:H:E016	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E016	e0b630cb1b5df5e7105b	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:HARVEST_CONDITION]	Sammle sie, wenn sie sich eben öffnen.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
17	V76R2:H:E017	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E017	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Führe sie als frischen Ansatz.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
18	V76R2:H:E018	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E018	f3c23f42baf625639e1e	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:f3c23f42baf625639e1e] > [CONTEXT_EXEMPLAR:ACTION]	Zerstoße das Kraut.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
19	V76R2:H:E019	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E019	af816c04e65874a0f2fa	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:af816c04e65874a0f2fa] > [CONTEXT_EXEMPLAR:ACTION]	Presse den Saft durch ein Tuch.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
20	V76R2:H:E020	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E020	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:PREPARATION]	Fange die erste Fraktion auf.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
21	V76R2:H:E021	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E021	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:MEDIUM]	Gib Olivenöl hinzu.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
22	V76R2:H:E022	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E022	2f1c5e56e8f0ff459065	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:DOSE]	Nimm das örtlich vorgeschriebene Maß.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
23	V76R2:H:E023	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E023	b921a237be883a820352	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:ACTION_CONDITION]	Erwärme gelinde.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
24	V76R2:H:E024	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E024	10488b911aae52b3b334	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:10488b911aae52b3b334] > [CONTEXT_EXEMPLAR:PLANT_PART_AND_CONDITION]	Nimm vor voller Blüte eine zweite Portion der Spitzen.	UNKNOWN_EXEMPLAR_WHOLE_CARD	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
25	V76R2:H:E025	H2	HERBAL	f10r	V73_SELECTED_100_EVENT_INTERLINEAR.tsv	E025	7a4bb8136330ee4e6e56	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	[OWNER:WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB] > [OPAQUE_CARD:7a4bb8136330ee4e6e56] > [PROVISIONAL_UNATTESTED_MNEMONIC_REDACTED] > [CONTEXT_EXEMPLAR:LOCAL_LINK]	Führe den ersten Ansatz weiter.	PROVISIONAL_UNATTESTED_MNEMONIC__SOURCE_STATUS_RETAINED_ONLY_AS_PROVENANCE	Illustrated simple-drug article: two harvest-state fractions composed as an external salve.	Seasonal specimen/material protocol: two harvest fractions combined and conserved.	INHERITED_FROM_FROZEN_SELECTED_SECTION__NO_NEW_GROUP_VALUE	NO_DICTIONARY_GLOSS_ADDED	BOOK_PURPOSE_LEVEL_ONLY__NO_GROUP_VALUE_TRANSFER	OCCURRENCE_CONTEXT_EXEMPLAR_NOT_CARD_WORD_STEM_SOUND_OR_SPECIES	BOOK_PURPOSE_BINDING_NOT_WORD_STEM_SOUND_LANGUAGE_OR_DECIPHERMENT
