id,reader,paragraph_id,page,leaf,groups,known_positions,unknown_positions,known_type_count,unknown_type_count,known_fraction_numerator,known_fraction_denominator,operation_values,strict_anchor_eligible,eligible,reasons,pair_id
ZL3b|f103r|f103r.21-f103r.23,ZL3b,f103r|f103r.21-f103r.23,f103r,103,29,4,25,4,24,4,29,KEEP,True,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.21,f103r.22,f103r.23"
ZL3b|f103r|f103r.24-f103r.26,ZL3b,f103r|f103r.24-f103r.26,f103r,103,31,6,25,4,25,6,31,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.24,f103r.25,f103r.26"
ZL3b|f103r|f103r.27-f103r.29,ZL3b,f103r|f103r.27-f103r.29,f103r,103,28,3,25,3,19,3,28,RINSE|SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103r|f103r.27,f103r.28,f103r.29"
ZL3b|f103r|f103r.30-f103r.32,ZL3b,f103r|f103r.30-f103r.32,f103r,103,28,5,23,3,21,5,28,MIX|RINSE,True,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103r|f103r.30,f103r.31,f103r.32"
ZL3b|f103r|f103r.33-f103r.34,ZL3b,f103r|f103r.33-f103r.34,f103r,103,14,1,13,1,12,1,14,MIX,True,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.33,f103r.34"
ZL3b|f103r|f103r.35-f103r.36,ZL3b,f103r|f103r.35-f103r.36,f103r,103,18,1,17,1,15,1,18,DRY,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.35,f103r.36"
ZL3b|f103r|f103r.37-f103r.39,ZL3b,f103r|f103r.37-f103r.39,f103r,103,24,0,24,0,22,0,24,,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.37,f103r.38,f103r.39"
ZL3b|f103r|f103r.40-f103r.42,ZL3b,f103r|f103r.40-f103r.42,f103r,103,27,7,20,6,20,7,27,DRY|MIX,False,False,BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103r|f103r.40,f103r.41,f103r.42"
ZL3b|f103r|f103r.43-f103r.44,ZL3b,f103r|f103r.43-f103r.44,f103r,103,16,3,13,3,12,3,16,SIEVE,True,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.43,f103r.44"
ZL3b|f103r|f103r.45-f103r.47,ZL3b,f103r|f103r.45-f103r.47,f103r,103,28,5,23,5,20,5,28,DRY|KEEP,False,False,BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103r|f103r.45,f103r.46,f103r.47"
ZL3b|f103r|f103r.48-f103r.51,ZL3b,f103r|f103r.48-f103r.51,f103r,103,37,6,31,4,26,6,37,DRY,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.48,f103r.49,f103r.50,f103r.51"
ZL3b|f103r|f103r.52-f103r.54,ZL3b,f103r|f103r.52-f103r.54,f103r,103,25,0,25,0,21,0,25,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103r|f103r.52,f103r.53,f103r.54"
ZL3b|f103v|f103v.1-f103v.4,ZL3b,f103v|f103v.1-f103v.4,f103v,103,43,6,37,4,31,6,43,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.1,f103v.2,f103v.3,f103v.4"
ZL3b|f103v|f103v.5-f103v.8,ZL3b,f103v|f103v.5-f103v.8,f103v,103,39,9,30,7,25,9,39,DRY|RINSE,True,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.5,f103v.6,f103v.7,f103v.8"
ZL3b|f103v|f103v.9-f103v.11,ZL3b,f103v|f103v.9-f103v.11,f103v,103,28,2,26,2,26,2,28,RINSE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.9,f103v.10,f103v.11"
ZL3b|f103v|f103v.12-f103v.13,ZL3b,f103v|f103v.12-f103v.13,f103v,103,24,3,21,3,20,3,24,,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.12,f103v.13"
ZL3b|f103v|f103v.14-f103v.16,ZL3b,f103v|f103v.14-f103v.16,f103v,103,32,6,26,6,23,6,32,DRY,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.14,f103v.15,f103v.16"
ZL3b|f103v|f103v.17-f103v.19,ZL3b,f103v|f103v.17-f103v.19,f103v,103,28,4,24,3,22,4,28,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.17,f103v.18,f103v.19"
ZL3b|f103v|f103v.20-f103v.26,ZL3b,f103v|f103v.20-f103v.26,f103v,103,70,7,63,5,56,7,70,RETRIEVE|RINSE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.20,f103v.21,f103v.22,f103v.23,f103v.24,f103v.25,f103v.26"
ZL3b|f103v|f103v.27-f103v.29,ZL3b,f103v|f103v.27-f103v.29,f103v,103,29,5,24,5,22,5,29,MIX|RETRIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.27,f103v.28,f103v.29"
ZL3b|f103v|f103v.30-f103v.32,ZL3b,f103v|f103v.30-f103v.32,f103v,103,29,2,27,2,24,2,29,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.30,f103v.31,f103v.32"
ZL3b|f103v|f103v.33-f103v.36,ZL3b,f103v|f103v.33-f103v.36,f103v,103,36,9,27,7,26,9,36,RETRIEVE|RINSE|SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.33,f103v.34,f103v.35,f103v.36"
ZL3b|f103v|f103v.37-f103v.38,ZL3b,f103v|f103v.37-f103v.38,f103v,103,17,4,13,3,12,4,17,,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f103v|f103v.37,f103v.38"
ZL3b|f103v|f103v.39-f103v.42,ZL3b,f103v|f103v.39-f103v.42,f103v,103,39,9,30,7,28,9,39,KEEP|MIX,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.39,f103v.40,f103v.41,f103v.42"
ZL3b|f103v|f103v.43-f103v.46,ZL3b,f103v|f103v.43-f103v.46,f103v,103,40,7,33,5,31,7,40,KEEP|MIX,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f103v|f103v.43,f103v.44,f103v.45,f103v.46"
ZL3b|f104r|f104r.1-f104r.4,ZL3b,f104r|f104r.1-f104r.4,f104r,104,45,3,42,3,34,3,45,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.1,f104r.2,f104r.3,f104r.4"
ZL3b|f104r|f104r.5-f104r.9,ZL3b,f104r|f104r.5-f104r.9,f104r,104,52,5,47,4,44,5,52,SEPARATE_BY_GRADE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.5,f104r.6,f104r.7,f104r.8,f104r.9"
ZL3b|f104r|f104r.10-f104r.11,ZL3b,f104r|f104r.10-f104r.11,f104r,104,20,1,19,1,19,1,20,,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.10,f104r.11"
ZL3b|f104r|f104r.12-f104r.15,ZL3b,f104r|f104r.12-f104r.15,f104r,104,39,2,37,2,36,2,39,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.12,f104r.13,f104r.14,f104r.15"
ZL3b|f104r|f104r.16-f104r.18,ZL3b,f104r|f104r.16-f104r.18,f104r,104,26,2,24,2,24,2,26,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.16,f104r.17,f104r.18"
ZL3b|f104r|f104r.19-f104r.21,ZL3b,f104r|f104r.19-f104r.21,f104r,104,29,4,25,3,23,4,29,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.19,f104r.20,f104r.21"
ZL3b|f104r|f104r.22-f104r.26,ZL3b,f104r|f104r.22-f104r.26,f104r,104,50,9,41,7,39,9,50,SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.22,f104r.23,f104r.24,f104r.25,f104r.26"
ZL3b|f104r|f104r.27-f104r.29,ZL3b,f104r|f104r.27-f104r.29,f104r,104,34,7,27,7,23,7,34,SEPARATE_BY_GRADE|SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104r|f104r.27,f104r.28,f104r.29"
ZL3b|f104r|f104r.30-f104r.33,ZL3b,f104r|f104r.30-f104r.33,f104r,104,42,3,39,3,37,3,42,DRY,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.30,f104r.31,f104r.32,f104r.33"
ZL3b|f104r|f104r.34-f104r.35,ZL3b,f104r|f104r.34-f104r.35,f104r,104,19,3,16,3,15,3,19,DRY,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.34,f104r.35"
ZL3b|f104r|f104r.36-f104r.38,ZL3b,f104r|f104r.36-f104r.38,f104r,104,25,2,23,1,21,2,25,RINSE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.36,f104r.37,f104r.38"
ZL3b|f104r|f104r.39-f104r.42,ZL3b,f104r|f104r.39-f104r.42,f104r,104,35,3,32,3,31,3,35,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.39,f104r.40,f104r.41,f104r.42"
ZL3b|f104r|f104r.43-f104r.45,ZL3b,f104r|f104r.43-f104r.45,f104r,104,32,10,22,6,20,10,32,DRY,False,False,BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104r|f104r.43,f104r.44,f104r.45"
ZL3b|f104v|f104v.1-f104v.5,ZL3b,f104v|f104v.1-f104v.5,f104v,104,51,7,44,5,42,7,51,SEPARATE_BY_GRADE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.1,f104v.2,f104v.3,f104v.4,f104v.5"
ZL3b|f104v|f104v.6-f104v.7,ZL3b,f104v|f104v.6-f104v.7,f104v,104,26,3,23,3,19,3,26,DRY|KEEP,False,False,BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104v|f104v.6,f104v.7"
ZL3b|f104v|f104v.8-f104v.11,ZL3b,f104v|f104v.8-f104v.11,f104v,104,44,5,39,4,36,5,44,KEEP,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.8,f104v.9,f104v.10,f104v.11"
ZL3b|f104v|f104v.12-f104v.14,ZL3b,f104v|f104v.12-f104v.14,f104v,104,31,4,27,4,26,4,31,DRY|SEPARATE_BY_GRADE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104v|f104v.12,f104v.13,f104v.14"
ZL3b|f104v|f104v.15-f104v.18,ZL3b,f104v|f104v.15-f104v.18,f104v,104,42,2,40,2,38,2,42,DRY,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.15,f104v.16,f104v.17,f104v.18"
ZL3b|f104v|f104v.19-f104v.21,ZL3b,f104v|f104v.19-f104v.21,f104v,104,31,3,28,3,26,3,31,,True,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.19,f104v.20,f104v.21"
ZL3b|f104v|f104v.22-f104v.26,ZL3b,f104v|f104v.22-f104v.26,f104v,104,51,7,44,7,41,7,51,SIEVE|SORT,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104v|f104v.22,f104v.23,f104v.24,f104v.25,f104v.26"
ZL3b|f104v|f104v.27-f104v.28,ZL3b,f104v|f104v.27-f104v.28,f104v,104,22,6,16,4,15,6,22,DRY,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.27,f104v.28"
ZL3b|f104v|f104v.29-f104v.31,ZL3b,f104v|f104v.29-f104v.31,f104v,104,35,6,29,4,28,6,35,SPREAD,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.29,f104v.30,f104v.31"
ZL3b|f104v|f104v.32-f104v.34,ZL3b,f104v|f104v.32-f104v.34,f104v,104,37,7,30,5,28,7,37,DRY|RETRIEVE|RINSE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104v|f104v.32,f104v.33,f104v.34"
ZL3b|f104v|f104v.35-f104v.36,ZL3b,f104v|f104v.35-f104v.36,f104v,104,16,1,15,1,15,1,16,SEPARATE_BY_GRADE,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.35,f104v.36"
ZL3b|f104v|f104v.37-f104v.40,ZL3b,f104v|f104v.37-f104v.40,f104v,104,50,4,46,2,42,4,50,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f104v|f104v.37,f104v.38,f104v.39,f104v.40"
ZL3b|f104v|f104v.41-f104v.44,ZL3b,f104v|f104v.41-f104v.44,f104v,104,41,4,37,4,33,4,41,SEPARATE_BY_GRADE|SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f104v|f104v.41,f104v.42,f104v.43,f104v.44"
ZL3b|f105r|f105r.1-f105r.5,ZL3b,f105r|f105r.1-f105r.5,f105r,105,56,2,54,2,49,2,56,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.1,f105r.2,f105r.3,f105r.4,f105r.5"
ZL3b|f105r|f105r.6-f105r.10,ZL3b,f105r|f105r.6-f105r.10,f105r,105,39,2,37,2,36,2,39,SIEVE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.6,f105r.7,f105r.8,f105r.9,f105r.10"
ZL3b|f105r|f105r.11-f105r.13,ZL3b,f105r|f105r.11-f105r.13,f105r,105,34,0,34,0,32,0,34,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.11,f105r.12,f105r.13"
ZL3b|f105r|f105r.14-f105r.16,ZL3b,f105r|f105r.14-f105r.16,f105r,105,31,4,27,4,25,4,31,MIX,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.14,f105r.15,f105r.16"
ZL3b|f105r|f105r.17-f105r.23,ZL3b,f105r|f105r.17-f105r.23,f105r,105,75,7,68,6,60,7,75,KEEP|RINSE,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION,"f105r|f105r.17,f105r.18,f105r.19,f105r.20,f105r.21,f105r.22,f105r.23"
ZL3b|f105r|f105r.24-f105r.25,ZL3b,f105r|f105r.24-f105r.25,f105r,105,19,2,17,2,17,2,19,,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.24,f105r.25"
ZL3b|f105r|f105r.26-f105r.27,ZL3b,f105r|f105r.26-f105r.27,f105r,105,19,3,16,2,16,3,19,SIEVE,False,False,BELOW_MIN_GROUPS|BELOW_MIN_KNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.26,f105r.27"
ZL3b|f105r|f105r.28-f105r.30,ZL3b,f105r|f105r.28-f105r.30,f105r,105,33,2,31,2,30,2,33,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.28,f105r.29,f105r.30"
ZL3b|f105r|f105r.31-f105r.34,ZL3b,f105r|f105r.31-f105r.34,f105r,105,46,5,41,2,37,5,46,,False,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.31,f105r.32,f105r.33,f105r.34"
ZL3b|f105r|f105r.35-f105r.37,ZL3b,f105r|f105r.35-f105r.37,f105r,105,27,3,24,2,23,3,27,,True,False,BELOW_MIN_KNOWN_TYPES|ABOVE_MAX_UNKNOWN_TYPES|BELOW_MIN_KNOWN_FRACTION|BELOW_MIN_OPERATION_VALUES,"f105r|f105r.35,f105r.36,f105r.37"
