event_id	page	record	statement_id	observed_surface	card_no	gloss_free_mechanical_reading_de	context_requirement	complete
E029	f10r	H2	H2-S002	chol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E030	f10r	H2	H2-S002	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E031	f10r	H2	H2-S002	dar	PROC003	von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E032	f10r	H2	H2-S003	oykchor	PROC023	Arbeitsgang · dieser Posten · zuführen · Ansatz [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E033	f10r	H2	H2-S003	shor	PROC016	Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E034	f10r	H2	H2-S003	chor	PROC016	Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E035	f10r	H2	H2-S003	chy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E036	f10r	H2	H2-S003	kaiiin	PROC024	zuführen · Sollstufe [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E037	f10r	H2	H2-S003	dy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E038	f10r	H2	H2-S003	chodaiin	PROC025	abziehen · Arbeitsgang · vorgeschriebenes Maß [Rahmen: abziehen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E039	f11r	H3	H3-S001	tshol	PROC026	eintragen · halten · fortsetzen [Rahmen: halten, eintragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E040	f11r	H3	H3-S001	schoal	PROC027	halten · Arbeitsgang · bezeichnete Stelle [Rahmen: an Ort halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E041	f11r	H3	H3-S001	cfhy	PROC028	auswringen · dieser Posten [Rahmen: auswringen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E042	f11r	H3	H3-S001	shfydaiin	PROC029	halten · dieser Posten · vorgeschriebenes Maß [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E043	f11r	H3	H3-S001	cphy	PROC030	hineingeben · dieser Posten [Rahmen: hineingeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E044	f11r	H3	H3-S001	shey	PROC031	halten · länger · dieser Posten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E045	f11r	H3	H3-S001	tchody	PROC032	eintragen · abziehen · Arbeitsgang · Schluss [Rahmen: abziehen, abschließend eintragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E046	f11r	H3	H3-S002	shoyty	PROC033	halten · Arbeitsgang · dieser Posten · eintragen · dieser Posten [Rahmen: halten, eintragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E047	f11r	H3	H3-S003	dchol	PROC034	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E048	f11r	H3	H3-S003	chy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E049	f11r	H3	H3-S003	kchy	PROC035	zuführen · dieser Posten [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E050	f11r	H3	H3-S003	dy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E051	f11r	H3	H3-S003	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E052	f11r	H3	H3-S004	qotchy	PROC036	danach · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E053	f11r	H3	H3-S004	okchol	PROC037	ansetzen · fortsetzen [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E054	f11r	H3	H3-S004	cthy	PROC014	bereit · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E055	f11r	H3	H3-S004	dy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E056	f55v	H4	H4-S001	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E057	f55v	H4	H4-S001	chaiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E058	f55v	H4	H4-S001	ykain	PROC039	dieser Posten · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E059	f55v	H4	H4-S001	ykan	PROC040	dieser Posten · zuführen · Portion [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E060	f55v	H4	H4-S001	ody	PROC041	Arbeitsgang · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E061	f55v	H4	H4-S002	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E062	f55v	H4	H4-S002	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E063	f55v	H4	H4-S002	talam	PROC043	verwahren [Rahmen: verwahren]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E064	f55v	H4	H4-S003	ykaiin	PROC044	dieser Posten · zuführen · vorgeschriebenes Maß [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E065	f55v	H4	H4-S003	cheoar	PROC045	abziehen · kurz · Arbeitsgang · von dort [Rahmen: entnehmen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E066	f55v	H4	H4-S003	cheeky	PROC046	wärmen · länger · dieser Posten [Rahmen: temperieren, warm halten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E067	f55v	H4	H4-S003	oldy	PROC047	fortsetzen · Schluss	PORTABLE_WORDING_AVAILABLE	COMPLETE
E068	f55v	H4	H4-S004	aiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E069	f55v	H4	H4-S004	okal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E070	f55v	H4	H4-S004	oltchy	PROC049	fortsetzen · eintragen · dieser Posten [Rahmen: eintragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E071	f55v	H4	H4-S004	or	PROC016	Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E072	f55v	H4	H4-S004	y	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E073	f55v	H4	H4-S004	orain	PROC050	Ansatz · Portion	PORTABLE_WORDING_AVAILABLE	COMPLETE
E074	f56r	H5	H5-S001	chochor	PROC051	Gabe · abziehen · Ansatz [Rahmen: abziehen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E075	f56r	H5	H5-S001	cho	PROC052	Gabe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E076	f56r	H5	H5-S001	chodaly	PROC053	Gabe · bezeichnete Stelle · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E077	f56r	H5	H5-S001	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E078	f56r	H5	H5-S001	sho	PROC052	Gabe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E079	f56r	H5	H5-S001	kchol	PROC054	zuführen · fortsetzen [Rahmen: zuführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E080	f56r	H5	H5-S001	otchor	PROC020	danach · abziehen · Ansatz [Rahmen: abziehen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E081	f56r	H5	H5-S001	choky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E082	f56r	H5	H5-S001	dal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E083	f56r	H5	H5-S002	schol	PROC034	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E084	f56r	H5	H5-S002	choy	PROC056	Gabe · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E085	f56r	H5	H5-S002	choky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E086	f56r	H5	H5-S002	cheeckhody	PROC057	abziehen · länger · Durchlass · Arbeitsgang · Schluss [Rahmen: ablaufen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E087	f56r	H5	H5-S003	sh	PROC058	halten [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E088	f56r	H5	H5-S003	cho	PROC052	Gabe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E089	f56r	H5	H5-S003	kchey	PROC059	zuführen · kurz · dieser Posten [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E090	f56r	H5	H5-S003	qokokchy	PROC060	ansetzen · ansetzen · dieser Posten [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E091	f56r	H5	H5-S004	okchy	PROC011	ansetzen · dieser Posten [Rahmen: einsetzen, ansetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E092	f56r	H5	H5-S004	chokcheo	PROC061	ansetzen · abziehen · kurz · Arbeitsgang [Rahmen: abziehen, ansetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E093	f56r	H5	H5-S004	kchal	PROC062	zuführen · bezeichnete Stelle [Rahmen: zuführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E094	f56r	H5	H5-S005	sho	PROC052	Gabe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E095	f56r	H5	H5-S005	chokchy	PROC011	ansetzen · dieser Posten [Rahmen: einsetzen, ansetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E096	f56r	H5	H5-S005	kchoar	PROC063	zuführen · Gabe · von dort [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E097	f56r	H5	H5-S005	sotodan	PROC064	danach · Arbeitsgang · Portion	PORTABLE_WORDING_AVAILABLE	COMPLETE
E098	f56r	H5	H5-S006	otchey	PROC065	danach · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E099	f56r	H5	H5-S006	keol	PROC066	zuführen · kurz · fortsetzen [Rahmen: zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E100	f56r	H5	H5-S006	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E101	f81v	B1	B1-S001	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E102	f81v	B1	B1-S002	okaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E103	f81v	B1	B1-S002	kair	PROC068	zuführen · laufender Bestand [Rahmen: einspeisen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E104	f81v	B1	B1-S002	okal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E105	f81v	B1	B1-S002	sar	PROC003	von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E106	f81v	B1	B1-S002	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E107	f81v	B1	B1-S002	kain	PROC069	zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E108	f81v	B1	B1-S002	olkain	PROC070	fortsetzen · zuführen · Portion [Rahmen: dosiert zugeben]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E109	f81v	B1	B1-S002	al	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E110	f81v	B1	B1-S002	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E111	f81v	B1	B1-S002	rol	PROC071	abkühlen · fortsetzen [Rahmen: abkühlen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E112	f81v	B1	B1-S002	dl	PROC072	führen [Rahmen: führen, durchleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E113	f81v	B1	B1-S002	olor	PROC022	fortsetzen · Ansatz	PORTABLE_WORDING_AVAILABLE	COMPLETE
E114	f81v	B1	B1-S002	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E115	f81v	B1	B1-S002	sheckhal	PROC073	halten · kurz · Durchlass · bezeichnete Stelle [Rahmen: zurückhalten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E116	f81v	B1	B1-S002	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E117	f81v	B1	B1-S002	qokeedal	PROC074	ansetzen · länger · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E118	f81v	B1	B1-S002	daiin	PROC009	vorgeschriebenes Maß	PORTABLE_WORDING_AVAILABLE	COMPLETE
E119	f81v	B1	B1-S002	chckhy	PROC075	Durchlass · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E120	f81v	B1	B1-S002	schedy	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E121	f81v	B1	B1-S003	qol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E122	f81v	B1	B1-S003	sshkchdy	PROC077	halten · zuführen · umsetzen · Schluss [Rahmen: überführen, zugeben, halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E123	f81v	B1	B1-S004	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E124	f81v	B1	B1-S004	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E125	f81v	B1	B1-S004	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E126	f81v	B1	B1-S005	qolchedy	PROC079	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E127	f81v	B1	B1-S006	qokain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E128	f81v	B1	B1-S006	shckhy	PROC075	Durchlass · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E129	f81v	B1	B1-S006	dl	PROC072	führen [Rahmen: führen, durchleiten]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E130	f81v	B1	B1-S006	ral	PROC081	abkühlen · bezeichnete Stelle [Rahmen: abkühlen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E131	f81v	B1	B1-S007	qokchdy	PROC082	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E132	f81v	B1	B1-S008	chey	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E133	f81v	B1	B1-S008	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E134	f81v	B1	B1-S008	cheky	PROC083	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E135	f81v	B1	B1-S008	ol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E136	f81v	B1	B1-S008	shedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E137	f81v	B1	B1-S009	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E138	f81v	B1	B1-S010	qokedy	PROC067	ansetzen · kurz · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E139	f81v	B1	B1-S011	chckhy	PROC075	Durchlass · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E140	f81v	B1	B1-S011	qoky	PROC008	ansetzen · dieser Posten [Rahmen: einsetzen, einleiten, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E141	f81v	B1	B1-S012	lsho	PROC084	waschen · Arbeitsgang [Rahmen: waschen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E142	f81v	B1	B1-S012	qokey	PROC085	ansetzen · kurz · dieser Posten [Rahmen: wirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E143	f81v	B1	B1-S012	lshedy	PROC086	waschen · kurz · Schluss [Rahmen: durchwaschen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E144	f81v	B1	B1-S013	lshedy	PROC086	waschen · kurz · Schluss [Rahmen: durchwaschen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E145	f81v	B1	B1-S014	chedy	PROC042	umsetzen · dieser Posten [Rahmen: abmessen und umsetzen, umsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E146	f81v	B1	B1-S014	qolky	PROC087	auffangen · dieser Posten [Rahmen: auffangen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E147	f81v	B1	B1-S014	lchedal	PROC088	führen · umsetzen · bezeichnete Stelle [Rahmen: umfüllen, hinleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E148	f81v	B1	B1-S014	qol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E149	f81v	B1	B1-S014	otar	PROC089	danach · von dort	PORTABLE_WORDING_AVAILABLE	COMPLETE
E150	f81v	B1	B1-S015	ytey	PROC090	eintragen · kurz · dieser Posten [Rahmen: übertragen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E151	f81v	B1	B1-S015	okchedy	PROC091	ansetzen · umsetzen · Schluss [Rahmen: überführen, einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E152	f81v	B1	B1-S016	qokal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E153	f81v	B1	B1-S016	okeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E154	f81v	B1	B1-S016	qol	PROC013	fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E155	f81v	B1	B1-S016	cheedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E156	f81v	B1	B1-S017	sal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E157	f81v	B1	B1-S017	teol	PROC093	kurz · fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E158	f81v	B1	B1-S017	dchdy	PROC094	umsetzen · Schluss [Rahmen: umfüllen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E159	f81v	B1	B1-S018	ly	PROC095	führen · dieser Posten [Rahmen: führen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E160	f81v	B1	B1-S018	dsheol	PROC096	halten · kurz · fortsetzen [Rahmen: halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E161	f81v	B1	B1-S018	oiiin	PROC097	Arbeitsgang · Sollstufe	PORTABLE_WORDING_AVAILABLE	COMPLETE
E162	f81v	B1	B1-S018	olkeedy	PROC098	auffangen · länger · Schluss [Rahmen: auffangen und stehen lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E163	f81v	B1	B1-S019	tedy	PROC078	absetzen · Schluss [Rahmen: absetzen lassen, ablagern]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E164	f81v	B1	B1-S020	cheky	PROC083	wärmen · kurz · dieser Posten [Rahmen: warm halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E165	f81v	B1	B1-S020	shckhedy	PROC099	halten · Durchlass · kurz · Schluss [Rahmen: zurückhalten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E166	f81v	B1	B1-S021	chal	PROC055	bezeichnete Stelle	PORTABLE_WORDING_AVAILABLE	COMPLETE
E167	f82r	B2	B2-S001	dchedy	PROC076	umsetzen · Schluss [Rahmen: überführen, durchleiten, umfüllen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E168	f82r	B2	B2-S002	qolchedy	PROC079	fortsetzen · umsetzen · Schluss [Rahmen: überführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E169	f82r	B2	B2-S003	qokain	PROC080	ansetzen · Portion [Rahmen: einsetzen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E170	f82r	B2	B2-S003	dy	PROC019	dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E171	f82r	B2	B2-S003	qokeedy	PROC100	ansetzen · länger · Schluss [Rahmen: einwirken lassen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E172	f82r	B2	B2-S004	qokal	PROC048	ansetzen · bezeichnete Stelle [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E173	f82r	B2	B2-S004	lcheckhy	PROC101	führen · Durchlass · dieser Posten [Rahmen: durchleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E174	f82r	B2	B2-S004	lched	PROC102	führen · umsetzen [Rahmen: umsetzen, führen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E175	f82r	B2	B2-S004	qokeey	PROC092	ansetzen · länger · dieser Posten [Rahmen: wirken lassen, anlegen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E176	f82r	B2	B2-S004	lcheckhedy	PROC103	führen · Durchlass · kurz · Schluss [Rahmen: durchleiten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E177	f82r	B2	B2-S005	qokaly	PROC104	ansetzen · bezeichnete Stelle · dieser Posten [Rahmen: anlegen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E178	f82r	B2	B2-S005	solkaiin	PROC105	auffangen · vorgeschriebenes Maß [Rahmen: bis zum Maß auffangen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E179	f82r	B2	B2-S005	chckhy	PROC075	Durchlass · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
E180	f82r	B2	B2-S005	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E181	f82r	B2	B2-S005	qokaiin	PROC038	ansetzen · vorgeschriebenes Maß [Rahmen: einleiten, einsetzen]	OWNER_OR_SLOT_CONTEXT_REQUIRED	COMPLETE
E182	f82r	B2	B2-S005	octheol	PROC106	Arbeitsgang · bereit · kurz · fortsetzen	PORTABLE_WORDING_AVAILABLE	COMPLETE
E183	f82r	B2	B2-S005	chkeey	PROC107	wärmen · länger · dieser Posten [Rahmen: warm halten]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E184	f82r	B2	B2-S005	ldy	PROC108	führen · Schluss [Rahmen: abführen]	PORTABLE_WORDING_AVAILABLE	COMPLETE
E185	f82r	B2	B2-S006	oteey	PROC109	danach · länger · dieser Posten	PORTABLE_WORDING_AVAILABLE	COMPLETE
