edition	paragraph	at	word	status	differences	NRC	AMV	shared_patient
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.42|G001	qo	SHARED_BOUND		POSITIVE nimm → shey / Zubereitung B @ZL3b|f116r.41|G008	POSITIVE nimm → shey / Zubereitung B @ZL3b|f116r.41|G008	ZL3b|f116r.41|G008
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.42|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → qokain / erwärmte Dosis P @ZL3b|f116r.42|G002	
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.43|G010	oty	SHARED_BOUND		POSITIVE kühl → shey / Zubereitung B @ZL3b|f116r.42|G008	POSITIVE kühl → shey / Zubereitung B @ZL3b|f116r.42|G008	ZL3b|f116r.42|G008
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.43|G012	qokam	SHARED_BOUND		POSITIVE erwärme → shey / Zubereitung B @ZL3b|f116r.43|G011	POSITIVE erwärme → shey / Zubereitung B @ZL3b|f116r.43|G011	ZL3b|f116r.43|G011
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.44|G009	chey	NRC_ONLY		POSITIVE prüfe → qokain / erwärmte Dosis P @ZL3b|f116r.44|G003	kein Prädikat in dieser Fassung	
ZL3b	f116r|f116r.31-f116r.45	ZL3b|f116r.45|G005	chy	DIFFERENT	polarity;patient;patient_hypothesis	POSITIVE heiß → qokain / erwärmte Dosis P @ZL3b|f116r.44|G003	NEGATIVE heiß → ol / Zubereitungsposten @ZL3b|f116r.44|G005	
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.43|G006	qokeey	SHARED_UNBOUND		POSITIVE erhitze anhaltend → OBJEKT FEHLT	POSITIVE erhitze anhaltend → OBJEKT FEHLT	
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.43|G009	chey	NRC_ONLY		POSITIVE prüfe → OBJEKT FEHLT	kein Prädikat in dieser Fassung	
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.43|G011	dy	DIFFERENT	polarity	POSITIVE fertig → OBJEKT FEHLT	NEGATIVE fertig → OBJEKT FEHLT	
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.44|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → ol / Zubereitungsposten @ZL3b|f75v.44|G002	
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G008	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	ZL3b|f75v.45|G002
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G009	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	ZL3b|f75v.45|G002
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G011	qoky	SHARED_BOUND		POSITIVE erwärme mäßig → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	POSITIVE erwärme mäßig → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	ZL3b|f75v.45|G002
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.45|G012	dy	SHARED_BOUND		POSITIVE fertig → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	POSITIVE fertig → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	ZL3b|f75v.45|G002
ZL3b	f75v|f75v.43-f75v.49	ZL3b|f75v.46|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → qokar / erwärmter Anteil @ZL3b|f75v.45|G002	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G001	okchey	SHARED_UNBOUND		POSITIVE zerstoße fein → OBJEKT FEHLT	POSITIVE zerstoße fein → OBJEKT FEHLT	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G002	qoky	SHARED_UNBOUND		POSITIVE erwärme mäßig → OBJEKT FEHLT	POSITIVE erwärme mäßig → OBJEKT FEHLT	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.29|G007	sheey	SHARED_BOUND		POSITIVE benetze → qokain / erwärmte Dosis P @ZL3b|f80r.29|G004	POSITIVE benetze → qokain / erwärmte Dosis P @ZL3b|f80r.29|G004	ZL3b|f80r.29|G004
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.31|G004	chey	NRC_ONLY		POSITIVE prüfe → shey / Zubereitung B @ZL3b|f80r.30|G007	kein Prädikat in dieser Fassung	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.32|G002	qoky	DIFFERENT	polarity	POSITIVE erwärme mäßig → shey / Zubereitung B @ZL3b|f80r.30|G007	NEGATIVE erwärme mäßig → shey / Zubereitung B @ZL3b|f80r.30|G007	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.32|G005	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → shey / Zubereitung B @ZL3b|f80r.30|G007	
ZL3b	f80r|f80r.28-f80r.33	ZL3b|f80r.33|G002	qokeey	DIFFERENT	patient;patient_hypothesis	POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @ZL3b|f80r.32|G006	POSITIVE erhitze anhaltend → ol / Zubereitungsposten @ZL3b|f80r.32|G008	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.31|G003	ckhal	SHARED_UNBOUND		POSITIVE presse aus → OBJEKT FEHLT	POSITIVE presse aus → OBJEKT FEHLT	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.31|G008	ches	SHARED_UNBOUND		POSITIVE stampfe → OBJEKT FEHLT	POSITIVE stampfe → OBJEKT FEHLT	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G002	ykeey	DIFFERENT	patient;patient_hypothesis	POSITIVE erwärme erneut → shey / Zubereitung B @IT2a|f116r.32|G006	POSITIVE erwärme erneut → ol / Zubereitungsposten @IT2a|f116r.32|G007	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.33|G006	sheey	SHARED_BOUND		POSITIVE benetze → qokain / erwärmte Dosis P @IT2a|f116r.33|G005	POSITIVE benetze → qokain / erwärmte Dosis P @IT2a|f116r.33|G005	IT2a|f116r.33|G005
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.34|G010	qokam	SHARED_BOUND		POSITIVE erwärme → qokain / erwärmte Dosis P @IT2a|f116r.34|G001	POSITIVE erwärme → qokain / erwärmte Dosis P @IT2a|f116r.34|G001	IT2a|f116r.34|G001
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G002	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @IT2a|f116r.34|G001	POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @IT2a|f116r.34|G001	IT2a|f116r.34|G001
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.35|G004	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @IT2a|f116r.35|G003	POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @IT2a|f116r.35|G003	IT2a|f116r.35|G003
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G001	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → cthar / kleine Kräuterportion @IT2a|f116r.35|G008	POSITIVE erhitze anhaltend → cthar / kleine Kräuterportion @IT2a|f116r.35|G008	IT2a|f116r.35|G008
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G004	okeey	SHARED_BOUND		POSITIVE erwärme vorsichtig → shey / Zubereitung B @IT2a|f116r.36|G003	POSITIVE erwärme vorsichtig → shey / Zubereitung B @IT2a|f116r.36|G003	IT2a|f116r.36|G003
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G008	chey	NRC_ONLY		POSITIVE prüfe → shey / Zubereitung B @IT2a|f116r.36|G003	kein Prädikat in dieser Fassung	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.36|G009	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	NEGATIVE vermische → shey / Zubereitung B @IT2a|f116r.36|G003	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G004	cheey	DIFFERENT	patient;patient_hypothesis	POSITIVE zerreibe fein → sheckhy / Mischung @IT2a|f116r.36|G009	POSITIVE zerreibe fein → shey / Zubereitung B @IT2a|f116r.36|G003	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.37|G008	qoky	DIFFERENT	patient;patient_hypothesis	POSITIVE erwärme mäßig → sheckhy / Mischung @IT2a|f116r.36|G009	POSITIVE erwärme mäßig → shey / Zubereitung B @IT2a|f116r.36|G003	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G002	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → sham / feuchte Masse @IT2a|f116r.37|G011	POSITIVE erhitze anhaltend → sham / feuchte Masse @IT2a|f116r.37|G011	IT2a|f116r.37|G011
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.38|G011	shy	SHARED_BOUND		POSITIVE feucht → shey / Zubereitung B @IT2a|f116r.38|G006	POSITIVE feucht → shey / Zubereitung B @IT2a|f116r.38|G006	IT2a|f116r.38|G006
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.39|G002	chey	NRC_ONLY		POSITIVE prüfe → qokain / erwärmte Dosis P @IT2a|f116r.39|G001	kein Prädikat in dieser Fassung	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.41|G008	qokchy	DIFFERENT	polarity	POSITIVE mische ein → shey / Zubereitung B @IT2a|f116r.41|G007	NEGATIVE mische ein → shey / Zubereitung B @IT2a|f116r.41|G007	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.42|G001	qo	SHARED_BOUND		POSITIVE nimm → shey / Zubereitung B @IT2a|f116r.41|G007	POSITIVE nimm → shey / Zubereitung B @IT2a|f116r.41|G007	IT2a|f116r.41|G007
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.42|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → qokain / erwärmte Dosis P @IT2a|f116r.42|G002	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.43|G013	qokam	SHARED_BOUND		POSITIVE erwärme → shey / Zubereitung B @IT2a|f116r.43|G012	POSITIVE erwärme → shey / Zubereitung B @IT2a|f116r.43|G012	IT2a|f116r.43|G012
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.44|G008	chey	NRC_ONLY		POSITIVE prüfe → qokain / erwärmte Dosis P @IT2a|f116r.44|G002	kein Prädikat in dieser Fassung	
IT2a	f116r|f116r.31-f116r.45	IT2a|f116r.45|G005	chy	DIFFERENT	polarity	POSITIVE heiß → shey / Zubereitung B @IT2a|f116r.45|G002	NEGATIVE heiß → shey / Zubereitung B @IT2a|f116r.45|G002	
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G007	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → shey / Zubereitung B @IT2a|f75v.43|G006	POSITIVE erhitze anhaltend → shey / Zubereitung B @IT2a|f75v.43|G006	IT2a|f75v.43|G006
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G010	chey	NRC_ONLY		POSITIVE prüfe → shey / Zubereitung B @IT2a|f75v.43|G006	kein Prädikat in dieser Fassung	
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.43|G012	dy	DIFFERENT	polarity	POSITIVE fertig → shey / Zubereitung B @IT2a|f75v.43|G006	NEGATIVE fertig → shey / Zubereitung B @IT2a|f75v.43|G006	
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.44|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → ol / Zubereitungsposten @IT2a|f75v.44|G002	
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G008	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @IT2a|f75v.45|G002	POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @IT2a|f75v.45|G002	IT2a|f75v.45|G002
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G009	qokeey	SHARED_BOUND		POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @IT2a|f75v.45|G002	POSITIVE erhitze anhaltend → qokar / erwärmter Anteil @IT2a|f75v.45|G002	IT2a|f75v.45|G002
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G011	qoky	SHARED_BOUND		POSITIVE erwärme mäßig → qokar / erwärmter Anteil @IT2a|f75v.45|G002	POSITIVE erwärme mäßig → qokar / erwärmter Anteil @IT2a|f75v.45|G002	IT2a|f75v.45|G002
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.45|G012	dy	SHARED_BOUND		POSITIVE fertig → qokar / erwärmter Anteil @IT2a|f75v.45|G002	POSITIVE fertig → qokar / erwärmter Anteil @IT2a|f75v.45|G002	IT2a|f75v.45|G002
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.46|G003	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → qokar / erwärmter Anteil @IT2a|f75v.45|G002	
IT2a	f75v|f75v.43-f75v.49	IT2a|f75v.48|G001	qokeor	SHARED_BOUND		POSITIVE erhitze den Auszug → qokar / erwärmter Anteil @IT2a|f75v.47|G009	POSITIVE erhitze den Auszug → qokar / erwärmter Anteil @IT2a|f75v.47|G009	IT2a|f75v.47|G009
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G001	okchey	SHARED_UNBOUND		POSITIVE zerstoße fein → OBJEKT FEHLT	POSITIVE zerstoße fein → OBJEKT FEHLT	
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.29|G002	qoky	SHARED_UNBOUND		POSITIVE erwärme mäßig → OBJEKT FEHLT	POSITIVE erwärme mäßig → OBJEKT FEHLT	
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.31|G004	chey	NRC_ONLY		POSITIVE prüfe → shey / Zubereitung B @IT2a|f80r.30|G007	kein Prädikat in dieser Fassung	
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.32|G002	qoky	DIFFERENT	polarity;patient;patient_hypothesis	POSITIVE erwärme mäßig → shey / Zubereitung B @IT2a|f80r.30|G007	NEGATIVE erwärme mäßig → ol / Zubereitungsposten @IT2a|f80r.30|G009	
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.32|G005	sheckhy	AMV_ONLY		kein Prädikat in dieser Fassung	POSITIVE vermische → ol / Zubereitungsposten @IT2a|f80r.30|G009	
IT2a	f80r|f80r.28-f80r.33	IT2a|f80r.33|G002	qokeey	DIFFERENT	patient;patient_hypothesis	POSITIVE erhitze anhaltend → qokain / erwärmte Dosis P @IT2a|f80r.32|G006	POSITIVE erhitze anhaltend → ol / Zubereitungsposten @IT2a|f80r.32|G008	
