target_surface	prior_role_axes	reference_surface	reference_axes	reference_gloss_de	outside_occurrences_reader_exact	outside_occurrences_all_readings	reference_occurrences_reader_exact	section_similarity	line_position_similarity	left_axis_context_similarity	right_axis_context_similarity	closure_proximity_similarity	left_exact_whole_similarity	right_exact_whole_similarity	hybrid_distribution_similarity	section_removed_local_similarity	all_reading_hybrid_similarity	expected_axis_overlap	contains_all_prior_axes	same_dimension_rival_overlap	literal_identity_credit	confirmed_lexeme	component_export_credit	reference_rank	reference_rank_percentile	section_removed_rank_percentile	top_five_reference	gdt749_score_id
chdy	DRY	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	88	131	8	0.564700	0.875000	0.745336	0.802627	0.934627	0.000000	0.061933	0.618962	0.677711	0.639590	DRY	1	NONE	0	0	0	38	0.184783	0.271739	0	G749-S0038
chdy	DRY	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	88	131	6	0.581179	0.598046	0.912404	0.574427	0.934492	0.060969	0.267677	0.594820	0.636738	0.547307	NONE	0	NONE	0	0	0	39	0.163043	0.206522	0	G749-S0039
chdy	DRY	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	88	131	2	0.627651	0.650141	0.642653	0.833708	0.934492	0.000000	0.039309	0.581841	0.616130	0.715102	DRY	1	NONE	0	0	0	40	0.141304	0.163043	0	G749-S0040
chdy	DRY	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	88	131	13	0.794542	0.489038	0.443672	0.767861	0.934492	0.000000	0.000000	0.543139	0.527013	0.548508	DRY	1	NONE	0	0	0	41	0.119565	0.054348	0	G749-S0041
chdy	DRY	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	88	131	3	0.558518	0.707118	0.751269	0.328683	0.934492	0.000000	0.249078	0.534682	0.569220	0.646786	NONE	0	NONE	0	0	0	42	0.097826	0.119565	0	G749-S0042
chdy	DRY	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	88	131	5	0.867464	0.372556	0.369141	0.807261	0.906375	0.000000	0.031934	0.533284	0.494260	0.498644	NONE	0	MOIST	0	0	0	43	0.076087	0.032609	0	G749-S0043
chdy	DRY	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	88	131	1	0.602127	0.934492	0.077932	0.833708	0.934492	0.000000	0.000000	0.527946	0.556125	0.520713	DRY	1	NONE	0	0	0	44	0.043478	0.086957	0	G749-S0044
chdy	DRY	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	88	131	1	0.602127	0.934492	0.077932	0.833708	0.934492	0.000000	0.000000	0.527946	0.556125	0.677549	NONE	0	NONE	0	0	0	45	0.043478	0.086957	0	G749-S0045
chdy	DRY	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	88	131	19	0.750310	0.318631	0.315878	0.761476	0.911661	0.000000	0.043180	0.487137	0.465847	0.499187	NONE	0	MOIST	0	0	0	46	0.010870	0.010870	0	G749-S0046
cheey	DRY	sheol	MOIST|MATERIAL	feuchtes Material	135	156	71	0.948749	0.993164	0.963895	0.961526	0.981978	0.296456	0.235727	0.827779	0.833331	0.833320	NONE	0	MOIST	0	0	0	1	0.988889	0.944444	1	G749-S0047
cheey	DRY	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	135	156	115	0.900983	0.988895	0.942665	0.986497	0.988694	0.286825	0.300234	0.824435	0.840056	0.828244	DRY	1	NONE	0	0	0	2	0.966667	0.988889	1	G749-S0048
cheey	DRY	cheedy	DRY|CLOSE|END_STAGE	trocken am Ende des Grades, abgeschlossen	135	156	39	0.937583	0.991712	0.930142	0.954208	0.971654	0.372995	0.186524	0.820237	0.825495	0.827582	DRY	1	NONE	0	0	0	3	0.944444	0.922222	1	G749-S0049
cheey	DRY	okeedy	HOT|PREPARATION|CLOSE|END_STAGE	heißer Ansatz am Ende des Grades, abgeschlossen	135	156	49	0.959897	0.987297	0.938535	0.957783	0.969786	0.257220	0.227659	0.818220	0.819168	0.827875	NONE	0	NONE	0	0	0	4	0.922222	0.900000	1	G749-S0050
cheey	DRY	sheedy	MOIST|END_STAGE	feucht am Ende des Grades	135	156	41	0.946102	0.974584	0.959856	0.941863	0.971609	0.234549	0.228316	0.812308	0.815869	0.819596	NONE	0	MOIST	0	0	0	5	0.900000	0.877778	1	G749-S0051
cheey	DRY	chl	DRY|PROCESS	trocknen	135	156	24	0.920731	0.992475	0.913298	0.940127	0.974571	0.341927	0.169605	0.807592	0.815247	0.809432	DRY	1	NONE	0	0	0	6	0.877778	0.855556	0	G749-S0052
cheey	DRY	cheeky	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	135	156	22	0.885586	0.975584	0.922373	0.932176	0.961090	0.273113	0.136423	0.786223	0.799198	0.793945	DRY	1	NONE	0	0	0	7	0.855556	0.833333	0	G749-S0053
cheey	DRY	chol	DRY	trocken	135	156	303	0.716268	0.988861	0.951715	0.975239	0.988421	0.276737	0.274798	0.783548	0.836001	0.796178	DRY	1	NONE	0	0	0	8	0.833333	0.966667	0	G749-S0054
cheey	DRY	chal	DRY|MATERIAL|BEGIN_STAGE	trockenes Material I, Anfangsstufe	135	156	35	0.940603	0.955806	0.892054	0.919910	0.963731	0.126915	0.223683	0.781671	0.781360	0.792072	DRY	1	NONE	0	0	0	9	0.811111	0.811111	0	G749-S0055
cheey	DRY	chedar	DRY|PART|MIDDLE_STAGE	abgemessene Trockenfraktion I, Mittelstufe	135	156	16	0.858916	0.973576	0.894813	0.938548	0.937767	0.247254	0.075828	0.765733	0.781249	0.797508	DRY	1	NONE	0	0	0	10	0.788889	0.788889	0	G749-S0056
cheey	DRY	ykeey	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	135	156	41	0.923793	0.898292	0.846271	0.922224	0.968746	0.083500	0.246783	0.760722	0.760135	0.776226	NONE	0	NONE	0	0	0	11	0.766667	0.700000	0	G749-S0057
cheey	DRY	qokchey	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	135	156	24	0.931112	0.944603	0.825015	0.942342	0.952388	0.063863	0.143083	0.755117	0.753564	0.763741	DRY	1	NONE	0	0	0	12	0.744444	0.633333	0	G749-S0058
cheey	DRY	ykeedy	HOT|CLOSE|END_STAGE	Eintrag: heiß am Gradende, abgeschlossen	135	156	19	0.895036	0.916180	0.853796	0.958517	0.924030	0.108881	0.111259	0.748464	0.752519	0.774019	NONE	0	NONE	0	0	0	13	0.722222	0.611111	0	G749-S0059
cheey	DRY	oteol	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	135	156	24	0.845101	0.928398	0.875620	0.917700	0.941588	0.125520	0.181006	0.748138	0.763314	0.760153	NONE	0	NONE	0	0	0	14	0.700000	0.722222	0	G749-S0060
cheey	DRY	qockhey	PREPARATION|MIDDLE_STAGE	Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten	135	156	12	0.885394	0.973576	0.919303	0.895734	0.901002	0.088330	0.030043	0.743214	0.749760	0.761227	NONE	0	NONE	0	0	0	15	0.677778	0.588889	0	G749-S0061
cheey	DRY	chkar	HOT|DRY|PART	erste heiß getrocknete Fraktion	135	156	7	0.907515	0.973576	0.865985	0.894870	0.876404	0.082485	0.078025	0.740232	0.738218	0.749837	DRY	1	NONE	0	0	0	16	0.655556	0.500000	0	G749-S0062
cheey	DRY	chty	COLD|DRY|BEGIN_STAGE	trocken-kalt am Gradanfang	135	156	12	0.764465	0.957741	0.940632	0.864061	0.912538	0.138900	0.214786	0.739755	0.770363	0.742755	DRY	1	NONE	0	0	0	17	0.633333	0.766667	0	G749-S0063
cheey	DRY	qotchey	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	135	156	18	0.808137	0.950731	0.884611	0.886262	0.942598	0.130102	0.101803	0.733386	0.756031	0.740799	DRY	1	NONE	0	0	0	18	0.611111	0.655556	0	G749-S0064
cheey	DRY	qokeeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	135	156	10	0.744820	0.955470	0.899544	0.904129	0.946102	0.140823	0.093094	0.727351	0.764440	0.756078	NONE	0	NONE	0	0	0	19	0.588889	0.744444	0	G749-S0065
cheey	DRY	chtal	COLD|DRY|MATERIAL|BEGIN_STAGE	Rohstoffklasse I, trocken-kalt am Gradanfang	135	156	5	0.934532	0.973576	0.841268	0.891119	0.788785	0.075162	0.023052	0.724336	0.708771	0.733575	DRY	1	NONE	0	0	0	20	0.566667	0.388889	0	G749-S0066
cheey	DRY	cheeol	DRY|MATERIAL|END_STAGE	vollständig getrockneter Drogenstoff	135	156	6	0.792737	0.973576	0.906208	0.860510	0.946102	0.115878	0.000000	0.722115	0.748867	0.761653	DRY	1	NONE	0	0	0	21	0.544444	0.566667	0	G749-S0067
cheey	DRY	otaly	MATERIAL|PREPARATION	Rohstoff-I-Ansatz leicht kühlen und abschließen	135	156	11	0.951684	0.841762	0.859168	0.803620	0.921614	0.093437	0.108013	0.721803	0.705378	0.725198	NONE	0	NONE	0	0	0	22	0.522222	0.344444	0	G749-S0068
cheey	DRY	cheeor	DRY|AMOUNT|MATERIAL|END_STAGE	eine Portion vollständig getrocknete Droge	135	156	11	0.759174	0.973576	0.867702	0.915609	0.878507	0.147144	0.022552	0.715327	0.744049	0.723788	DRY	1	NONE	0	0	0	23	0.500000	0.522222	0	G749-S0069
cheey	DRY	sheeal	MOIST|MATERIAL|END_STAGE	Rohstoffklasse I, feucht am Gradende	135	156	1	0.697468	0.973576	0.913298	0.896288	0.946102	0.115259	0.000000	0.709858	0.757379	0.736232	NONE	0	MOIST	0	0	0	24	0.477778	0.677778	0	G749-S0070
cheey	DRY	alol	MATERIAL	Drogenstoff aus Rohdroge I	135	156	7	0.782446	0.966970	0.861984	0.767838	0.946102	0.146701	0.065980	0.706776	0.729847	0.710176	NONE	0	NONE	0	0	0	25	0.455556	0.477778	0	G749-S0071
cheey	DRY	okeeol	HOT|MATERIAL|PREPARATION|END_STAGE	vollständig erhitzter Ansatzstoff	135	156	6	0.756974	0.973576	0.880867	0.927201	0.813463	0.071450	0.022097	0.703428	0.728376	0.720627	NONE	0	NONE	0	0	0	26	0.433333	0.455556	0	G749-S0072
cheey	DRY	keeody	HOT|PREPARATION|END_STAGE	vollständig ausgekochter Ansatz	135	156	2	0.697468	0.973576	0.913298	0.896288	0.946102	0.000000	0.000000	0.698332	0.745853	0.752830	NONE	0	NONE	0	0	0	27	0.411111	0.544444	0	G749-S0073
cheey	DRY	sheeo	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	135	156	5	0.805175	0.908427	0.727993	0.843463	0.909872	0.159096	0.083605	0.691271	0.702221	0.735964	NONE	0	NONE	0	0	0	28	0.388889	0.300000	0	G749-S0074
cheey	DRY	qolchey	DRY|MATERIAL|MIDDLE_STAGE	gib bis zur Mittelstufe getrockneten Drogenstoff hinzu und schließe ab	135	156	8	0.674526	0.944603	0.736482	0.876560	0.940050	0.088773	0.075283	0.673340	0.715945	0.672679	DRY	1	NONE	0	0	0	29	0.366667	0.433333	0	G749-S0075
cheey	DRY	choar	DRY|PART|PREPARATION	Trockenansatz, Fraktion I	135	156	2	0.697468	0.973576	0.718107	0.896288	0.946102	0.000000	0.000000	0.667101	0.706815	0.667849	DRY	1	NONE	0	0	0	30	0.344444	0.366667	0	G749-S0076
cheey	DRY	oteeo	COLD|PREPARATION|PASS	zweiter Kaltansatz	135	156	5	0.697468	0.973576	0.855229	0.850268	0.802008	0.000000	0.023052	0.666692	0.698521	0.680571	NONE	0	NONE	0	0	0	31	0.322222	0.277778	0	G749-S0077
cheey	DRY	chekar	HOT|DRY|PART|MIDDLE_STAGE	erste bis zur Mittelstufe getrocknete und erhitzte Fraktion	135	156	6	0.721321	0.973576	0.783121	0.840722	0.813463	0.069671	0.022097	0.666644	0.691353	0.690415	DRY	1	NONE	0	0	0	32	0.300000	0.255556	0	G749-S0078
cheey	DRY	oteos	COLD|AMOUNT|PREPARATION|MIDDLE_STAGE	Kaltansatz-Charge auf mittlerer Stufe	135	156	4	0.597234	0.973576	0.893811	0.745283	0.946102	0.000000	0.000000	0.651006	0.711754	0.675297	NONE	0	NONE	0	0	0	33	0.277778	0.411111	0	G749-S0079
cheey	DRY	chtol	COLD|DRY|MATERIAL	getrocknetes und abgekühltes Drogenmaterial	135	156	4	0.597234	0.920337	0.835485	0.759166	0.946102	0.024225	0.079621	0.645762	0.702603	0.649924	DRY	1	NONE	0	0	0	34	0.255556	0.322222	0	G749-S0080
cheey	DRY	alchey	DRY|MATERIAL|MIDDLE_STAGE	Rohstoff I, trocken in der Gradmitte	135	156	2	0.575288	0.721673	0.685992	0.896288	0.946102	0.114740	0.027889	0.611485	0.664274	0.704337	DRY	1	NONE	0	0	0	35	0.233333	0.233333	0	G749-S0081
cheey	DRY	cheeal	DRY|MATERIAL|END_STAGE	Rohstoffklasse I, trocken am Gradende	135	156	2	0.723490	0.973576	0.913298	0.216791	0.946102	0.000000	0.000000	0.594817	0.609953	0.716750	DRY	1	NONE	0	0	0	36	0.211111	0.188889	0	G749-S0082
cheey	DRY	chckhd	DRY|PREPARATION|CLOSE|END_STAGE	trockenes Arzneikompositum, abgeschlossen	135	156	2	0.723490	0.770441	0.714005	0.724606	0.684907	0.027889	0.097217	0.592846	0.591303	0.683408	DRY	1	NONE	0	0	0	37	0.188889	0.166667	0	G749-S0083
cheey	DRY	alam	AMOUNT|MATERIAL	ein Maß Rohdroge I	135	156	6	0.697468	0.449718	0.880779	0.432036	0.946102	0.119023	0.110484	0.557982	0.564678	0.528242	NONE	0	NONE	0	0	0	38	0.166667	0.077778	0	G749-S0084
cheey	DRY	dsheey	MOIST|MATERIAL|END_STAGE	abgemessene, vollständig angefeuchtete Droge	135	156	5	0.754047	0.436441	0.420219	0.874905	0.909872	0.053414	0.023052	0.544691	0.535934	0.539519	NONE	0	MOIST	0	0	0	39	0.144444	0.055556	0	G749-S0085
cheey	DRY	chcth	DRY|MATERIAL	getrocknete Pflanzendroge	135	156	2	0.272700	0.770441	0.758657	0.724606	0.946102	0.000000	0.145667	0.543231	0.654528	0.549204	DRY	1	NONE	0	0	0	40	0.122222	0.211111	0	G749-S0086
cheey	DRY	dchey	DRY|AMOUNT|MIDDLE_STAGE	Eine abgemessene Portion bis zur Mittelstufe trocknen	135	156	13	0.578386	0.556274	0.485751	0.833319	0.946102	0.051884	0.000000	0.534453	0.569478	0.554865	DRY	1	NONE	0	0	0	41	0.100000	0.100000	0	G749-S0087
cheey	DRY	dshedy	MOIST|AMOUNT|MATERIAL|MIDDLE_STAGE	bis zur Mittelstufe angefeuchtete Drogenportion	135	156	19	0.794665	0.381021	0.367952	0.813115	0.915224	0.053957	0.047428	0.528832	0.505601	0.527165	NONE	0	MOIST	0	0	0	42	0.077778	0.011111	0	G749-S0088
cheey	DRY	otaldy	COLD|MATERIAL|PREPARATION|CLOSE|END_STAGE	kalten Rohstoff-I-Ansatz fertigstellen	135	156	3	0.605056	0.616693	0.789068	0.230255	0.946102	0.044194	0.104666	0.511192	0.531309	0.644233	NONE	0	NONE	0	0	0	43	0.055556	0.033333	0	G749-S0089
cheey	DRY	sheeod	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	135	156	1	0.272700	0.973576	0.137639	0.896288	0.946102	0.000000	0.000000	0.489273	0.590721	0.680148	NONE	0	NONE	0	0	0	44	0.033333	0.144444	0	G749-S0090
cheey	DRY	qochy	DRY|MATERIAL	nimm leicht getrocknete Droge	135	156	1	0.272700	0.973576	0.085448	0.896288	0.946102	0.000000	0.077227	0.488645	0.588006	0.471778	DRY	1	NONE	0	0	0	45	0.011111	0.122222	0	G749-S0091
cheky	MIDDLE_STAGE	chckhy	DRY|PREPARATION|BEGIN_STAGE	trockene Mischung, Anfangsstufe	48	53	115	0.977073	0.997261	0.949313	0.960005	0.951654	0.314706	0.224074	0.828544	0.825525	0.833448	NONE	0	BEGIN_STAGE	0	0	0	1	0.989130	0.989130	1	G749-S0092
cheky	MIDDLE_STAGE	sheol	MOIST|MATERIAL	feuchtes Material	48	53	71	0.901538	0.973648	0.953087	0.962227	0.977940	0.229549	0.189809	0.801830	0.815316	0.807376	NONE	0	NONE	0	0	0	2	0.967391	0.967391	1	G749-S0093
