gdt749_occurrence_id	target_surface	cell_id	page	physical_folio	locus	token_ordinal	reader_exact	gdt748_discovery_position	outside_discovery_primary	section	language	hand	line_token_count	line_position	line_third	left_whole_surface	left_whole_axes	right_whole_surface	right_whole_axes	immediate_known_axis_union	immediate_prior_axis_hits	immediate_rival_axis_hits	nearest_close_signature	left_close_distance_le5	right_close_distance_le5	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G749-O0027	okeey	G733-C00592	f102v2	f102	f102v2.36	3	1	0	1	P	A	1	9	MIDDLE	FIRST_THIRD	cheey	OPEN	sor	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeeor cheey okeey sor eeey okey okey okeey qokeor	OPEN	0	0
G749-O0028	okeey	G733-C00597	f102v2	f102	f102v2.36	8	1	0	1	P	A	1	9	MIDDLE	LAST_THIRD	okey	HOT|PREPARATION|MIDDLE_STAGE	qokeor	OPEN	HOT|MIDDLE_STAGE|PREPARATION	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeeor cheey okeey sor eeey okey okey okeey qokeor	OPEN	0	0
G749-O0029	cheey	G733-C00610	f102v2	f102	f102v2.38	2	1	0	1	P	A	1	10	MIDDLE	FIRST_THIRD	dar	OPEN	ckheey	PREPARATION|END_STAGE	END_STAGE|PREPARATION	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	dar cheey ckheey qokeor okey chos sho ykeey okeeo rain	OPEN	0	0
G749-O0030	okal	G733-C00639	f103r	f103	f103r.1	11	0	0	0	S	B	3	12	MIDDLE	LAST_THIRD	dain	OPEN	daldy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy	OPEN	0	0
G749-O0031	okeey	G733-C00679	f103r	f103	f103r.13	4	1	0	1	S	B	3	12	MIDDLE	FIRST_THIRD	qotedy	COLD|CLOSE|MIDDLE_STAGE|END_STAGE	qokar	OPEN	COLD|MIDDLE_STAGE|END_STAGE|CLOSE	NONE	COLD	LEFT_D1	1	NA	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	OPEN	0	0
G749-O0032	cheey	G733-C00709	f103r	f103	f103r.16	4	1	0	1	S	B	3	11	MIDDLE	FIRST_THIRD	shdaiin	OPEN	rar	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	OPEN	0	0
G749-O0033	okeey	G733-C00711	f103r	f103	f103r.16	6	1	0	1	S	B	3	11	MIDDLE	MIDDLE_THIRD	rar	OPEN	shcfhedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	OPEN	0	0
G749-O0034	oty	G733-C00724	f103r	f103	f103r.17	8	1	0	1	S	B	3	10	MIDDLE	LAST_THIRD	qokal	OPEN	or	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	sar shey qokey keedy qokeey chckhy qokal oty or aiin	OPEN	0	0
G749-O0035	qokaiin	G733-C00740	f103r	f103	f103r.19	5	1	0	1	S	B	3	12	MIDDLE	MIDDLE_THIRD	shey	OPEN	chedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	OPEN	0	0
G749-O0036	chdy	G733-C00750	f103r	f103	f103r.2	3	0	0	0	S	B	3	15	MIDDLE	FIRST_THIRD	shek	HOT|MOIST|PROCESS|MIDDLE_STAGE	daloky	OPEN	HOT|MOIST|MIDDLE_STAGE|PROCESS	NONE	MOIST	NO_CLOSE_WITHIN_5	NA	NA	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	OPEN	0	0
G749-O0037	lkeey	G733-C00758	f103r	f103	f103r.2	11	1	0	1	S	B	3	15	MIDDLE	LAST_THIRD	sal	OPEN	sar	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	OPEN	0	0
G749-O0038	qokaiin	G733-C00765	f103r	f103	f103r.20	3	1	0	1	S	B	3	7	MIDDLE	MIDDLE_THIRD	shckhy	OPEN	shey	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ychain shckhy qokaiin shey qokaiin shedy olor	OPEN	0	0
G749-O0039	qokaiin	G733-C00767	f103r	f103	f103r.20	5	0	0	0	S	B	3	7	MIDDLE	LAST_THIRD	shey	OPEN	shedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ychain shckhy qokaiin shey qokaiin shedy olor	OPEN	0	0
G749-O0040	okedy	G733-C00776	f103r	f103	f103r.21	7	1	0	1	S	B	3	12	MIDDLE	MIDDLE_THIRD	chepy	OPEN	qoky	HOT|BEGIN_STAGE	HOT|BEGIN_STAGE	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	OPEN	0	0
G749-O0041	oty	G733-C00803	f103r	f103	f103r.24	5	1	0	1	S	B	3	12	MIDDLE	MIDDLE_THIRD	qokal	OPEN	opchedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	tchoky okeal shedy qokal oty opchedy qotain shcthy otey dain oteey oky	OPEN	0	0
G749-O0042	okeey	G733-C00824	f103r	f103	f103r.26	2	1	0	1	S	B	3	7	MIDDLE	FIRST_THIRD	oteedy	OPEN	qotchy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	oteedy okeey qotchy shey olcheedar shey lotor	OPEN	0	0
G749-O0043	okeey	G733-C00831	f103r	f103	f103r.27	2	1	0	1	S	B	3	11	MIDDLE	FIRST_THIRD	qokechy	OPEN	qokeey	HOT|END_STAGE	HOT|END_STAGE	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G749-O0044	sheey	G733-C00834	f103r	f103	f103r.27	5	1	0	1	S	B	3	11	MIDDLE	MIDDLE_THIRD	lkeeody	OPEN	qokeey	HOT|END_STAGE	HOT|END_STAGE	END_STAGE	NONE	NO_CLOSE_WITHIN_5	NA	NA	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G749-O0045	okeey	G733-C00839	f103r	f103	f103r.27	10	0	1	0	S	B	3	11	MIDDLE	LAST_THIRD	qokeey	OPEN	qokaly	HOT|MATERIAL|PROCESS	HOT|MATERIAL|PROCESS	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	OPEN	0	0
G749-O0046	cheey	G733-C00850	f103r	f103	f103r.28	10	1	0	1	S	B	3	11	MIDDLE	LAST_THIRD	ol	OPEN	lkeedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	deshedy qokeeey dalkain okaiin chedy qokeey otain ain ol cheey lkeedy	OPEN	0	0
G749-O0047	qochey	G733-C00854	f103r	f103	f103r.29	3	1	1	0	S	B	3	6	MIDDLE	MIDDLE_THIRD	shokeey	HOT|MOIST|PREPARATION|END_STAGE	qokeey	HOT|END_STAGE	HOT|MOIST|END_STAGE|PREPARATION	NONE	MOIST|END_STAGE	NO_CLOSE_WITHIN_5	NA	NA	qokeeechy shokeey qochey qokeey chal chedy	OPEN	0	0
G749-O0048	okeey	G733-C00892	f103r	f103	f103r.32	1	1	0	1	S	B	3	8	FIRST	FIRST_THIRD	EDGE	EDGE	shedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeey shedy qokedy qokal shety otedy shcthy oraiin	OPEN	0	0
G749-O0049	qokedy	G733-C00894	f103r	f103	f103r.32	3	0	0	0	S	B	3	8	MIDDLE	FIRST_THIRD	shedy	OPEN	qokal	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeey shedy qokedy qokal shety otedy shcthy oraiin	OPEN	0	0
G749-O0050	okeey	G733-C00949	f103r	f103	f103r.38	9	1	0	1	S	B	3	9	LAST	LAST_THIRD	shedy	OPEN	EDGE	EDGE	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	otechedy qokain shcthy chckhy lokeedy checkhy lokain shedy okeey	OPEN	0	0
G749-O0051	qokedy	G733-C00957	f103r	f103	f103r.4	2	1	0	1	S	B	3	9	MIDDLE	FIRST_THIRD	ychedy	OPEN	okedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	OPEN	0	0
G749-O0052	okedy	G733-C00958	f103r	f103	f103r.4	3	1	1	0	S	B	3	9	MIDDLE	FIRST_THIRD	qokedy	OPEN	qokeey	HOT|END_STAGE	HOT|END_STAGE	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	ychedy qokedy okedy qokeey okey chdar ol loty chedaraly	OPEN	0	0
G749-O0053	cheol	G733-C00975	f103r	f103	f103r.41	1	1	0	1	S	B	3	13	FIRST	FIRST_THIRD	EDGE	EDGE	sheeey	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	cheol sheeey qotey oteeal oteedy shet sho keeo s shey qokeedy qokal dal	OPEN	0	0
G749-O0054	sheey	G733-C00995	f103r	f103	f103r.43	4	1	0	1	S	B	3	11	MIDDLE	FIRST_THIRD	ol	OPEN	qotal	COLD|MATERIAL|BEGIN_STAGE	COLD|BEGIN_STAGE|MATERIAL	NONE	BEGIN_STAGE	NO_CLOSE_WITHIN_5	NA	NA	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	OPEN	0	0
G749-O0055	qokaiin	G733-C01002	f103r	f103	f103r.43	11	1	0	1	S	B	3	11	LAST	LAST_THIRD	shokey	OPEN	EDGE	EDGE	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	OPEN	0	0
G749-O0056	cheol	G733-C01021	f103r	f103	f103r.46	4	1	0	1	S	B	3	11	MIDDLE	FIRST_THIRD	qokeey	HOT|END_STAGE	chorol	OPEN	HOT|END_STAGE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	OPEN	0	0
G749-O0057	okeey	G733-C01045	f103r	f103	f103r.49	1	1	0	1	S	B	3	13	FIRST	FIRST_THIRD	EDGE	EDGE	lr	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeey lr ain l ol sheed qokeey sheol qokeedy shedy qoky leeesain am	OPEN	0	0
G749-O0058	cheey	G733-C01075	f103r	f103	f103r.50	5	1	0	1	S	B	3	11	MIDDLE	MIDDLE_THIRD	qol	OPEN	chey	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G749-O0059	okeey	G733-C01078	f103r	f103	f103r.50	8	1	0	1	S	B	3	11	MIDDLE	LAST_THIRD	qokeey	HOT|END_STAGE	qokain	OPEN	HOT|END_STAGE	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G749-O0060	cheey	G733-C01080	f103r	f103	f103r.50	10	1	0	1	S	B	3	11	MIDDLE	LAST_THIRD	qokain	OPEN	qotain	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ssheey l shey qol cheey chey qokeey okeey qokain cheey qotain	OPEN	0	0
G749-O0061	qokedy	G733-C01097	f103r	f103	f103r.53	2	0	0	0	S	B	3	10	MIDDLE	FIRST_THIRD	sshey	OPEN	qokaiin	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty	OPEN	0	0
G749-O0062	qokaiin	G733-C01098	f103r	f103	f103r.53	3	1	0	1	S	B	3	10	MIDDLE	FIRST_THIRD	qokedy	OPEN	shdy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty	OPEN	0	0
G749-O0063	okechy	G733-C01138	f103r	f103	f103r.8	6	0	1	0	S	B	3	13	MIDDLE	MIDDLE_THIRD	rain	OPEN	qoisal	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	OPEN	0	0
G749-O0064	okeey	G733-C01149	f103r	f103	f103r.9	4	1	0	1	S	B	3	14	MIDDLE	FIRST_THIRD	cheal	DRY|MATERIAL|MIDDLE_STAGE	shey	OPEN	DRY|MIDDLE_STAGE|MATERIAL	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	OPEN	0	0
G749-O0065	cheey	G733-C01173	f103v	f103	f103v.10	2	1	0	1	S	B	3	12	MIDDLE	FIRST_THIRD	or	OPEN	qokeeshy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	OPEN	0	0
G749-O0066	okeey	G733-C01175	f103v	f103	f103v.10	4	1	0	1	S	B	3	12	MIDDLE	FIRST_THIRD	qokeeshy	OPEN	loiin	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy	OPEN	0	0
G749-O0067	okeey	G733-C01208	f103v	f103	f103v.13	7	1	0	1	S	B	3	11	MIDDLE	MIDDLE_THIRD	qotshdy	COLD|MOIST|CLOSE|BEGIN_STAGE|END_STAGE	lr	OPEN	COLD|MOIST|BEGIN_STAGE|END_STAGE|CLOSE	NONE	COLD	LEFT_D1	1	NA	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	OPEN	0	0
G749-O0068	lkeey	G733-C01268	f103v	f103	f103v.19	3	1	0	1	S	B	3	7	MIDDLE	MIDDLE_THIRD	chey	OPEN	chalkar	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	daiin chey lkeey chalkar cheeey l chealainor	OPEN	0	0
G749-O0069	cheey	G733-C01316	f103v	f103	f103v.23	4	1	0	1	S	B	3	13	MIDDLE	FIRST_THIRD	ar	OPEN	or	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	OPEN	0	0
G749-O0070	oty	G733-C01344	f103v	f103	f103v.25	7	1	0	1	S	B	3	10	MIDDLE	LAST_THIRD	otal	OPEN	opar	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	OPEN	0	0
G749-O0071	okeey	G733-C01356	f103v	f103	f103v.27	3	0	0	0	S	B	3	10	MIDDLE	FIRST_THIRD	arar	OPEN	okeey	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	OPEN	0	0
G749-O0072	okeey	G733-C01357	f103v	f103	f103v.27	4	0	0	0	S	B	3	10	MIDDLE	MIDDLE_THIRD	okeey	OPEN	lchedy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	OPEN	0	0
G749-O0073	okeey	G733-C01405	f103v	f103	f103v.31	1	1	0	1	S	B	3	12	FIRST	FIRST_THIRD	EDGE	EDGE	l	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy	OPEN	0	0
G749-O0074	lkeey	G733-C01425	f103v	f103	f103v.33	2	1	0	1	S	B	3	10	MIDDLE	FIRST_THIRD	yshey	MIDDLE_STAGE	qokain	OPEN	MIDDLE_STAGE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	yshey lkeey qokain okey okaiin cheody otey shdpchy opchey oly	OPEN	0	0
G749-O0075	sheey	G733-C01435	f103v	f103	f103v.34	2	1	0	1	S	B	3	11	MIDDLE	FIRST_THIRD	daiin	OPEN	ol	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	OPEN	0	0
G749-O0076	qokaiin	G733-C01440	f103v	f103	f103v.34	7	1	0	1	S	B	3	11	MIDDLE	MIDDLE_THIRD	shey	OPEN	checkhy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	OPEN	0	0
G749-O0077	okeey	G733-C01448	f103v	f103	f103v.35	4	0	0	0	S	B	3	10	MIDDLE	MIDDLE_THIRD	ykeey	HOT|PROCESS|END_STAGE	lshey	OPEN	HOT|END_STAGE|PROCESS	HOT	NONE	NO_CLOSE_WITHIN_5	NA	NA	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G749-O0078	oty	G733-C01452	f103v	f103	f103v.35	8	1	0	1	S	B	3	10	MIDDLE	LAST_THIRD	chtain	COLD|DRY|LEVEL_II	okedy	OPEN	COLD|DRY|LEVEL_II	COLD	NONE	NO_CLOSE_WITHIN_5	NA	NA	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G749-O0079	okedy	G733-C01453	f103v	f103	f103v.35	9	1	0	1	S	B	3	10	MIDDLE	LAST_THIRD	oty	OPEN	otaly	MATERIAL|PREPARATION	MATERIAL|PREPARATION	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly	OPEN	0	0
G749-O0080	oty	G733-C01485	f103v	f103	f103v.39	9	1	0	1	S	B	3	10	MIDDLE	LAST_THIRD	aiin	OPEN	lchdy	OPEN	NONE	NONE	NONE	NO_CLOSE_WITHIN_5	NA	NA	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	OPEN	0	0
