certificate_id	current_status	source_neighbor_count	component_recipe	visible_atom_count	visible_atoms	all_atoms_known	exact_catalog_key	catalog_intake_tier	incoming_action	incoming_argument	scope_context_mode	scope_incoming_action	next_visible_recipe	explicit_action_roots	explicit_argument_roots	visible_separated_chains	factor_gate_status	scope_selector_rules	portable_factor_rules	amber_factor_rules	blocked_factor_rules	blocked_rule_explanations	mechanism_flags	primary_intake_route	certificate_decision	route_explanation_de	ordered_literal_reading_de	outgoing_action	outgoing_argument	state_preserved_on_stop	direct_pair_promoted	invisible_separator_invented	meaning_revision	surface_prediction	occurrence_prediction	factor_gate_matches_gdt441
G445-CAN-0013	ABSENT	1	AIIN+CH+E+O+R	5	AIIN|CH|E|O|R	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|R	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|FOCUS:CH<-E	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · GRAD I · AUSFÜHRUNG · MARKIEREN	R	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0014	ABSENT	1	AIIN+CH+K	3	AIIN|CH|K	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|K	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|PAIR:CH>K	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · GEBEN	K	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0015	ABSENT	1	AIIN+CH+K+Y	4	AIIN|CH|K|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|K	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|FOCUS:K<-Y|PAIR:CH>K	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · GEBEN · POSTEN	K	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0016	ABSENT	1	AIIN+CH+O	3	AIIN|CH|O	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · AUSFÜHRUNG	CH	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0017	ABSENT	1	AIIN+CH+O+CH+P+Y	6	AIIN|CH|O|CH|P|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|CH|P	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|FOCUS:P<-Y|PAIR:CH>P	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · AUSFÜHRUNG · NEHMEN · EINSETZEN · POSTEN	P	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0018	ABSENT	1	AIIN+CH+O+D_ADDR	4	AIIN|CH|O|D_ADDR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · AUSFÜHRUNG · HIER	CH	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0019	ABSENT	1	AIIN+CH+OR	3	AIIN|CH|OR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH	AIIN|OR	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN|FOCUS:CH<-OR	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · NEHMEN · EINHEIT	CH	OR	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0020	ABSENT	1	AIIN+CHD+Y	3	AIIN|CHD|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CHD	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:CHD<-AIIN|FOCUS:CHD<-Y	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · BEARBEITEN · POSTEN	CHD	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0021	ABSENT	1	AIIN+DA+AM_ADDR	3	AIIN|DA|AM_ADDR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · ZWEITE STUFE · HIER	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0022	ABSENT	1	AIIN+DY	2	AIIN|DY	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	STOP__UNLICENSED_FACTOR	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	CLOSE:NO_ACTIVE_ACTION	CLOSE:NO_ACTIVE_ACTION:CLOSE_CONTEXT:STOP	NAMED_STOP_RULE	STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	Schlusskarte besitzt weder sichtbaren noch geerbten Handlungskopf.	WERT · SCHLUSS	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0023	ABSENT	1	AIIN+DY+D_LABEL	3	AIIN|DY|D_LABEL	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	STOP__UNLICENSED_FACTOR	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	CLOSE:NO_ACTIVE_ACTION	CLOSE:NO_ACTIVE_ACTION:CLOSE_CONTEXT:STOP	NAMED_STOP_RULE	STOP_CLOSE_NEEDS_ACTIVE_HEAD	STOP	Schlusskarte besitzt weder sichtbaren noch geerbten Handlungskopf.	WERT · SCHLUSS · HIER	NONE	NONE	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0024	ABSENT	1	AIIN+D_ADDR	2	AIIN|D_ADDR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0025	ABSENT	1	AIIN+D_ADDR+AIIN	3	AIIN|D_ADDR|AIIN	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN|AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIIN|FOCUS:OWNER<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · WERT	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0026	ABSENT	1	AIIN+D_ADDR+AIR	3	AIIN|D_ADDR|AIR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	FACTOR_AMBER_LOCAL_APPENDIX	OWNER_CONTEXT|L_AIR_RIGHT_FALLBACK	FOCUS:OWNER<-AIIN	FOCUS:OWNER<-AIR	NONE	NONE	LOCAL_APPENDIX_EDGE_VISIBLE	KNOWN_FACTOR_COMPOSITION_AMBER	READ_AMBER	Neue sichtbare Karte mit genau ausgewiesener lokaler Altkante lesen.	WERT · HIER · BAHN	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0027	ABSENT	1	AIIN+D_ADDR+AR	3	AIIN|D_ADDR|AR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|AL_AR_ORDERED_FALLBACK	FOCUS:OWNER<-AIIN|FOCUS:OWNER<-AR	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · AUSGANG	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0028	ABSENT	1	AIIN+D_ADDR+AR+A_ADDR+LOCAL_CHAR_I+SH+Y	7	AIIN|D_ADDR|AR|A_ADDR|LOCAL_CHAR_I|SH|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	SH	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:SH<-AIIN|FOCUS:SH<-AR|FOCUS:SH<-Y	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · AUSGANG · HIER · VARIANTE · HALTEN · POSTEN	SH	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0029	ABSENT	1	AIIN+D_ADDR+CH+O+S	5	AIIN|D_ADDR|CH|O|S	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	CH|S	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:CH<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · NEHMEN · AUSFÜHRUNG · WÄHLEN	S	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0030	ABSENT	1	AIIN+D_ADDR+O+IIN	4	AIIN|D_ADDR|O|IIN	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT	FOCUS:OWNER<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · AUSFÜHRUNG · STUFE	NONE	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0031	ABSENT	1	AIIN+D_ADDR+OL+Y	4	AIIN|D_ADDR|OL|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	NONE	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	OWNER_CONTEXT|OWNER_CONTEXT	FOCUS:OWNER<-AIIN|FOCUS:OWNER<-Y	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · HIER · FORTSETZEN · POSTEN	NONE	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0032	ABSENT	1	AIIN+E+K+EE+S	5	AIIN|E|K|EE|S	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K|S	AIIN	3:K+EE+S__DIRECT_K>S_REMAINS_RED	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|FOCUS:K<-E|FOCUS:K<-EE	NONE	NONE	NONE	VISIBLE_SLOT_SEPARATED_CHAIN	VISIBLE_SLOT_SEPARATED_CHAIN_GREEN	READ	Sichtbarer Fokus trennt zwei Handlungen; das rote Direktpaar bleibt verboten.	WERT · GRAD I · GEBEN · GRAD II · WÄHLEN	S	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0033	ABSENT	1	AIIN+K	2	AIIN|K	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN	K	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0034	ABSENT	1	AIIN+K+AIIN	3	AIIN|K|AIIN	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN|AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|FOCUS:K<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · WERT	K	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0035	ABSENT	1	AIIN+K+AIN	3	AIIN|K|AIN	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN|AIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|FOCUS:K<-AIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · ANTEIL	K	AIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0036	ABSENT	1	AIIN+K+AIR	3	AIIN|K|AIR	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|L_AIR_RIGHT_FALLBACK	FOCUS:K<-AIIN|FOCUS:K<-AIR	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · BAHN	K	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0037	ABSENT	1	AIIN+K+AL	3	AIIN|K|AL	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK	FOCUS:K<-AIIN|FOCUS:K<-AL	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · ZIELORT	K	AIIN	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0038	ABSENT	1	AIIN+K+AL+Y	4	AIIN|K|AL|Y	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN|Y	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE|AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN|FOCUS:K<-AL|FOCUS:K<-Y	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · ZIELORT · POSTEN	K	Y	YES	NO	NO	NO	NO	NO	YES
G445-CAN-0039	ABSENT	1	AIIN+K+AN	3	AIIN|K|AN	YES	NO	NONE	NONE	NONE	AUTO_SAME_AS_OWNER_HEAD	AUTO	NONE	K	AIIN	NONE	FACTOR_GREEN_CROSS_PAGE	NEAREST_HEAD_LEFT_TIE	FOCUS:K<-AIIN	NONE	NONE	NONE	KNOWN_FACTOR_COMPOSITION	KNOWN_FACTOR_COMPOSITION_GREEN	READ	Neue sichtbare Karte nur aus seitenuebergreifend belegten Faktoren lesen.	WERT · GEBEN · KLASSE	K	AIIN	YES	NO	NO	NO	NO	NO	YES
