pairing	mode	parse	binding	satisfied
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_EARLIER_PERIOD	True
direct	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_ACTION	True
direct	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_CLOTH	True
direct	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_WORKER	True
direct	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_COMPULSION	True
direct	SEPARATE_V_DIAGNOSTIC	1	SAME_FINISHED_ENDPOINT	True
direct	SEPARATE_V_DIAGNOSTIC	1	REQUIRED_NOT_ACHIEVED	True
direct	SEPARATE_V_DIAGNOSTIC	1	FIRST_RETURNS_ACTIVITY	True
direct	SEPARATE_V_DIAGNOSTIC	1	NO_ADDED_NOMINAL_EVENT	True
direct	SEPARATE_V_DIAGNOSTIC	1	NO_ACTUAL_MARRIAGE	True
direct	SEPARATE_V_DIAGNOSTIC	1	PHASE_SCOPED_STATE_CONSISTENCY	True
direct	SEPARATE_V_DIAGNOSTIC	1	EARLIER_NOT_FINISHED_LATER_FINISHED	True
direct	SEPARATE_V_DIAGNOSTIC	1	EARLIER_IGNORANCE_LATER_DISCOVERY	True
direct	SEPARATE_V_DIAGNOSTIC	1	PROGRESS_SAME_WEAVE_CONTEXT	True
direct	SEPARATE_V_DIAGNOSTIC	1	RECURRENCE_REFERENT	True
direct	SEPARATE_V_DIAGNOSTIC	1	JOINT_TEMPORAL_ORDER	True
reversed	SHARED_FRAME	1	SAME_CLOTH	True
reversed	SHARED_FRAME	1	SAME_WORKER	True
reversed	SHARED_FRAME	1	SAME_AUDIENCE	True
reversed	SHARED_FRAME	1	SAME_ORDERED_ACTIVITY_TYPES	True
reversed	SHARED_FRAME	1	NOMINAL_UNRAVEL_REFERENT	True
reversed	SHARED_FRAME	1	WEAVE_ACTION	True
reversed	SHARED_FRAME	1	WEAVE_CLOTH	True
reversed	SHARED_FRAME	1	WEAVE_WORKER	True
reversed	SHARED_FRAME	1	SAME_EARLIER_PERIOD	True
reversed	SHARED_FRAME	1	SHARED_V_SOLE_PHASE	False
reversed	SHARED_FRAME	1	COMPLETION_ACTION	True
reversed	SHARED_FRAME	1	COMPLETION_CLOTH	True
reversed	SHARED_FRAME	1	COMPLETION_WORKER	True
reversed	SHARED_FRAME	1	COMPLETION_COMPULSION	True
reversed	SHARED_FRAME	1	SAME_FINISHED_ENDPOINT	True
reversed	SHARED_FRAME	1	REQUIRED_NOT_ACHIEVED	True
reversed	SHARED_FRAME	1	FIRST_RETURNS_ACTIVITY	True
reversed	SHARED_FRAME	1	NO_ADDED_NOMINAL_EVENT	True
reversed	SHARED_FRAME	1	NO_ACTUAL_MARRIAGE	True
reversed	SHARED_FRAME	1	PHASE_SCOPED_STATE_CONSISTENCY	True
reversed	SHARED_FRAME	1	EARLIER_NOT_FINISHED_LATER_FINISHED	True
reversed	SHARED_FRAME	1	EARLIER_IGNORANCE_LATER_DISCOVERY	True
reversed	SHARED_FRAME	1	PROGRESS_SAME_WEAVE_CONTEXT	True
reversed	SHARED_FRAME	1	RECURRENCE_REFERENT	True
reversed	SHARED_FRAME	1	JOINT_TEMPORAL_ORDER	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_CLOTH	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_WORKER	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_AUDIENCE	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_ORDERED_ACTIVITY_TYPES	True
reversed	SEPARATE_V_DIAGNOSTIC	1	NOMINAL_UNRAVEL_REFERENT	True
reversed	SEPARATE_V_DIAGNOSTIC	1	WEAVE_ACTION	True
reversed	SEPARATE_V_DIAGNOSTIC	1	WEAVE_CLOTH	True
reversed	SEPARATE_V_DIAGNOSTIC	1	WEAVE_WORKER	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_EARLIER_PERIOD	True
reversed	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_ACTION	True
reversed	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_CLOTH	True
reversed	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_WORKER	True
reversed	SEPARATE_V_DIAGNOSTIC	1	COMPLETION_COMPULSION	True
reversed	SEPARATE_V_DIAGNOSTIC	1	SAME_FINISHED_ENDPOINT	True
reversed	SEPARATE_V_DIAGNOSTIC	1	REQUIRED_NOT_ACHIEVED	True
reversed	SEPARATE_V_DIAGNOSTIC	1	FIRST_RETURNS_ACTIVITY	True
reversed	SEPARATE_V_DIAGNOSTIC	1	NO_ADDED_NOMINAL_EVENT	True
reversed	SEPARATE_V_DIAGNOSTIC	1	NO_ACTUAL_MARRIAGE	True
reversed	SEPARATE_V_DIAGNOSTIC	1	PHASE_SCOPED_STATE_CONSISTENCY	True
reversed	SEPARATE_V_DIAGNOSTIC	1	EARLIER_NOT_FINISHED_LATER_FINISHED	True
reversed	SEPARATE_V_DIAGNOSTIC	1	EARLIER_IGNORANCE_LATER_DISCOVERY	True
reversed	SEPARATE_V_DIAGNOSTIC	1	PROGRESS_SAME_WEAVE_CONTEXT	True
reversed	SEPARATE_V_DIAGNOSTIC	1	RECURRENCE_REFERENT	True
reversed	SEPARATE_V_DIAGNOSTIC	1	JOINT_TEMPORAL_ORDER	True
