statement_id	record_unit_id	page	loci	event_count	template_id	template_name_de	coverage_class	open_event_count	core16_open_events	productive_open_events	local_word_events	headword_sequence_de	slot_tagged_sequence_de	context_expansions_de	fluent_workshop_sentence_de	physical_line_note
H4-S002	H4	f55v	f55v.5	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	2	2	1	Sollmaß → umsetzen → verwahren	[QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION] umsetzen | [PREPARATION] verwahren	NONE	Setze den Posten nach Sollmaß um und verwahre ihn	LOCAL_SEQUENCE
H4-S003	H4	f55v	f55v.11	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	3	0	3	0	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	[OWNER_ITEM+QUANTITY] Postenmaß | [SOURCE+PREPARATION+OPERATION] Auszug entnehmen | [OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] fortsetzen [SCHLUSS]	NONE	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	LOCAL_SEQUENCE
H4-S004	H4	f55v	f55v.11	6	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	6	4	5	1	Sollmaß → dort ansetzen → anwärmen → Ansatz → dieser Posten → Ansatzportion	[QUANTITY] Sollmaß | [TARGET+OPERATION] dort ansetzen | [OPERATION] anwärmen | [PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [QUANTITY+PREPARATION] Ansatzportion	NONE	Gib nach Sollmaß eine Ansatzportion dorthin, wärme sie an und halte den Posten im Ansatz	LOCAL_SEQUENCE
H5-S001	H5	f56r	f56r.5|f56r.7	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	5	8	1	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	[OWNER_ITEM+PREPARATION] Zutatenansatz | [OWNER_ITEM] Zutat | [OWNER_ITEM] Zutat dorthin | [QUANTITY] Sollmaß | [OWNER_ITEM] Zutat | [OPERATION] auflegen | [PREPARATION] Folgeansatz | [OWNER_ITEM+OPERATION] Posten ansetzen | [TARGET] dorthin	NONE	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	CONTINUES_ACROSS_LINE
H5-S002	H5	f56r	f56r.8	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	1	1	1	Voriges → waschen → Posten ansetzen → auftragen [SCHLUSS]	[OWNER_ITEM+ORDER+SOURCE] Voriges | [OPERATION] waschen | [OWNER_ITEM+OPERATION] Posten ansetzen | [PROGRAM] auftragen [SCHLUSS]	Voriges→Vorposten	Wasche die bezeichnete Stelle, setze den vorbereiteten Zutatenansatz an und trage ihn auf	LOCAL_SEQUENCE
H5-S003	H5	f56r	f56r.12	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	1	2	2	Stängel → Zutat → zerreiben → erneut ansetzen	[OWNER_ITEM] Stängel | [OWNER_ITEM] Zutat | [OPERATION] zerreiben | [OWNER_ITEM+ORDER+OPERATION] erneut ansetzen	NONE	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	LOCAL_SEQUENCE
H5-S004	H5	f56r	f56r.13	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	0	2	1	Posten ansetzen → Auszug zugeben → abseihen	[OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION+OPERATION] Auszug zugeben | [OPERATION] abseihen	NONE	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	LOCAL_SEQUENCE
H5-S005	H5	f56r	f56r.18	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	1	3	1	Zutat → Posten ansetzen → Auszug daraus → anwenden	[OWNER_ITEM] Zutat | [OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION] Auszug daraus | [OPERATION] anwenden	NONE	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	LOCAL_SEQUENCE
H5-S006	H5	f56r	f56r.19	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	1	2	1	Folgeposten → Gabe → Sollmaß	[OWNER_ITEM+ORDER] Folgeposten | [OPERATION] Gabe | [QUANTITY] Sollmaß	NONE	Wähle für die nächste Gabe diesen Anwendungsauszug als Folgeposten und das Sollmaß	LOCAL_SEQUENCE
B1-S001	B1	f81v	f81v.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE
B1-S002	B1	f81v	f81v.2|f81v.7	19	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	18	10	15	2	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → warm → Zusatz → Fortsetzungsansatz → fortsetzen → Maß → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [MEDIUM] Beckenwasser | [TARGET+OPERATION] dort ansetzen | [SOURCE] daraus | [ORDER+OPERATION] fortsetzen | [QUANTITY] eine Portion | [ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [ORDER+STATE_GRADE] warm | [MEDIUM] Zusatz | [PREPARATION] Fortsetzungsansatz | [ORDER+OPERATION] fortsetzen | [QUANTITY] Maß | [QUANTITY] Sollmaß | [TARGET+OPERATION+STATE_GRADE] dort länger halten | [QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [PROGRAM] umsetzen [SCHLUSS]	Zusatz→Badzusatz | Maß→Mittelmaß	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Badzusatz hinzu, halte den Fortsetzungsansatz warm, führe ihn bis zum Mittelmaß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe	CONTINUES_ACROSS_LINE
B1-S003	B1	f81v	f81v.7|f81v.17	2	P02_ACTION	Handlungskette	CORE_16_ONLY	1	1	1	0	fortsetzen → schwenken [SCHLUSS]	[ORDER+OPERATION] fortsetzen | [PROGRAM] schwenken [SCHLUSS]	NONE	Führe weiter, schwenke den Posten und schließe	CONTINUES_ACROSS_LINE
B1-S004	B1	f81v	f81v.17	3	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	umsetzen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze um, führe weiter, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B1-S005	B1	f81v	f81v.17	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe den Posten weiter und schließe	CONTINUES_ACROSS_LINE
B1-S006	B1	f81v	f81v.17	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	4	2	2	1	eine Portion zugeben → durchleiten → Zusatz → abkühlen	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [MEDIUM] Zusatz | [OPERATION] abkühlen	Zusatz→Badzusatz	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	CONTINUES_ACROSS_LINE
B1-S007	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze die abgekühlte Badmischung um und schließe	CONTINUES_ACROSS_LINE
B1-S008	B1	f81v	f81v.18	5	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	4	3	4	0	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM] dieser Posten | [ORDER+OPERATION] fortsetzen | [OPERATION+STATE_GRADE] kurz wärmen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B1-S009	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE
B1-S010	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE
B1-S011	B1	f81v	f81v.18	2	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	durchleiten → Posten ansetzen	[OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	Leite durch und setze den Posten an	CONTINUES_ACROSS_LINE
B1-S012	B1	f81v	f81v.21	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	2	0	2	0	Waschgang → kurz ansetzen → waschen [SCHLUSS]	[OPERATION] Waschgang | [OWNER_ITEM+OPERATION+STATE_GRADE] kurz ansetzen | [PROGRAM] waschen [SCHLUSS]	NONE	Beginne mit dem durchgeleiteten Waschposten den Waschgang, setze kurz an, wasche und schließe	CONTINUES_ACROSS_LINE
B1-S013	B1	f81v	f81v.21	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	waschen [SCHLUSS]	[PROGRAM] waschen [SCHLUSS]	NONE	Wasche und schließe	CONTINUES_ACROSS_LINE
B1-S014	B1	f81v	f81v.21	5	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	5	2	4	1	umsetzen → Stelle → Auslass → fortsetzen → danach von dort	[OWNER_ITEM+OPERATION] umsetzen | [TARGET] Stelle | [TARGET] Auslass | [ORDER+OPERATION] fortsetzen | [SOURCE] danach von dort	Stelle→Arbeitsstelle	Setze zur Arbeitsstelle um, führe am Auslass ab und führe danach von dort weiter	CONTINUES_ACROSS_LINE
B1-S015	B1	f81v	f81v.24	2	P06_TRANSFER	Lokaler Übergang	LOCAL_GLOSSARY_NEEDED	1	0	0	1	füllen → umsetzen [SCHLUSS]	[OPERATION+FLOW_TRANSFER] füllen | [PROGRAM] umsetzen [SCHLUSS]	NONE	Fülle das Gefäß mit der abgeleiteten Arbeitsflüssigkeit, setze den Inhalt um und schließe	CONTINUES_ACROSS_LINE
B1-S016	B1	f81v	f81v.24	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	CORE_16_ONLY	3	3	3	0	dort ansetzen → länger ansetzen → fortsetzen → absetzen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze dort länger an, führe weiter, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B1-S017	B1	f81v	f81v.24	3	P05_TARGET_ACTION	Zielhandlung	LOCAL_GLOSSARY_NEEDED	2	1	1	1	dorthin → Hahn → umsetzen [SCHLUSS]	[TARGET] dorthin | [OPERATION] Hahn | [PROGRAM] umsetzen [SCHLUSS]	NONE	Führe ihn dorthin, öffne den Hahn, setze um und schließe	CONTINUES_ACROSS_LINE
B1-S018	B1	f81v	f81v.24|f81v.27	4	P05_TARGET_ACTION	Zielhandlung	LOCAL_GLOSSARY_NEEDED	3	0	1	2	Schale → einreiben → Sollstufe → länger sammeln [SCHLUSS]	[TARGET] Schale | [OPERATION] einreiben | [QUANTITY+STATE_GRADE] Sollstufe | [PROGRAM] länger sammeln [SCHLUSS]	Schale→Auffangschale	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe	CONTINUES_ACROSS_LINE
B1-S019	B1	f81v	f81v.27	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	absetzen [SCHLUSS]	[PROGRAM] absetzen [SCHLUSS]	NONE	Lass absetzen und schließe	CONTINUES_ACROSS_LINE
B1-S020	B1	f81v	f81v.27	2	P03_GRADED_ACTION	Gestufte Handlung	PRODUCTIVE_EXTENDED	1	0	1	0	kurz wärmen → seihen [SCHLUSS]	[OPERATION+STATE_GRADE] kurz wärmen | [PROGRAM] seihen [SCHLUSS]	NONE	Wärme kurz, seih und schließe	CONTINUES_ACROSS_LINE
B1-S021	B1	f81v	f81v.27	1	P01_ARGUMENT	Argument vor Programm	CORE_16_ONLY	1	1	1	0	dorthin	[TARGET] dorthin	NONE	Führe den Posten dorthin	CONTINUES_ACROSS_LINE
B2-S001	B2	f82r	f82r.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze um und schließe	CONTINUES_ACROSS_LINE
B2-S002	B2	f82r	f82r.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe weiter und schließe	CONTINUES_ACROSS_LINE
B2-S003	B2	f82r	f82r.2	3	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	eine Portion zugeben → dieser Posten → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM] dieser Posten | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Gib eine Portion zu, setze den Posten länger an und schließe	CONTINUES_ACROSS_LINE
B2-S004	B2	f82r	f82r.2|f82r.3	5	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	4	2	4	0	dort ansetzen → Ausgangsdurchlass → abführen → länger ansetzen → abseihen [SCHLUSS]	[TARGET+OPERATION] dort ansetzen | [OPERATION] Ausgangsdurchlass | [OPERATION+FLOW_TRANSFER] abführen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [PROGRAM] abseihen [SCHLUSS]	NONE	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe	CONTINUES_ACROSS_LINE
B2-S005	B2	f82r	f82r.3|f82r.4	8	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	7	3	5	2	dies dort ansetzen → Tuch → durchleiten → auf Sollmaß einstellen → auf Sollmaß einstellen → gleichen → länger wärmen → abziehen [SCHLUSS]	[OWNER_ITEM+TARGET+OPERATION] dies dort ansetzen | [OPERATION] Tuch | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [QUANTITY+OPERATION] auf Sollmaß einstellen | [QUANTITY+OPERATION] auf Sollmaß einstellen | [OPERATION] gleichen | [OWNER_ITEM+OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] abziehen [SCHLUSS]	Tuch→Seihtuch | gleichen→gleichstellen	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe	CONTINUES_ACROSS_LINE
B2-S006	B2	f82r	f82r.4	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	4	2	3	1	langer Folgeposten → dort ansetzen → Überlauf → Posten ansetzen	[OWNER_ITEM+ORDER+STATE_GRADE] langer Folgeposten | [TARGET+OPERATION] dort ansetzen | [OPERATION] Überlauf | [OWNER_ITEM+OPERATION] Posten ansetzen	NONE	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter	CONTINUES_ACROSS_LINE
B2-S007	B2	f82r	f82r.7	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	Frischwasser [SCHLUSS]	[PROGRAM] Frischwasser [SCHLUSS]	NONE	Gib dem weitergeführten Überlaufposten Frischwasser zu und schließe	CONTINUES_ACROSS_LINE
B2-S008	B2	f82r	f82r.7	3	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	2	0	2	0	Folgemaß → daraus ansetzen → absetzen [SCHLUSS]	[QUANTITY+ORDER] Folgemaß | [SOURCE+OPERATION] daraus ansetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe	CONTINUES_ACROSS_LINE
B2-S009	B2	f82r	f82r.7	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	weiter absetzen [SCHLUSS]	[PROGRAM] weiter absetzen [SCHLUSS]	NONE	Lass weiter absetzen und schließe	CONTINUES_ACROSS_LINE
B2-S010	B2	f82r	f82r.7	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	3	2	1	länger ansetzen → Posten ansetzen → Düse → Klarlauf	[OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [OWNER_ITEM+OPERATION] Posten ansetzen | [OPERATION] Düse | [PREPARATION+STATE_GRADE] Klarlauf	Klarlauf→Klarflüssigkeit	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit	CONTINUES_ACROSS_LINE
B2-S011	B2	f82r	f82r.19	4	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	3	3	3	0	eine Portion zugeben → daraus → eine Portion zugeben → länger ansetzen [SCHLUSS]	[QUANTITY+OPERATION] eine Portion zugeben | [SOURCE] daraus | [QUANTITY+OPERATION] eine Portion zugeben | [PROGRAM] länger ansetzen [SCHLUSS]	NONE	Gib der Klarflüssigkeit eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe	CONTINUES_ACROSS_LINE
B2-S012	B2	f82r	f82r.19|f82r.23	8	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	7	4	5	1	abziehen → Klarlauf → kurz bereithalten → länger ansetzen → Stelle → Sollmaß → dieser Posten → vollständig ansetzen [SCHLUSS]	[OWNER_ITEM+OPERATION+FLOW_TRANSFER] abziehen | [PREPARATION+STATE_GRADE] Klarlauf | [OWNER_ITEM+STATE_GRADE] kurz bereithalten | [OWNER_ITEM+OPERATION+STATE_GRADE] länger ansetzen | [TARGET] Stelle | [QUANTITY] Sollmaß | [OWNER_ITEM] dieser Posten | [PROGRAM] vollständig ansetzen [SCHLUSS]	Klarlauf→Klarflüssigkeit | Stelle→Nassstelle	Ziehe den Posten ab, nimm die Klarflüssigkeit, halte sie kurz bereit, setze sie länger an der Nassstelle nach Sollmaß an, führe sie vollständig aus und schließe	CONTINUES_ACROSS_LINE
B2-S013	B2	f82r	f82r.23	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	abführen [SCHLUSS]	[PROGRAM] abführen [SCHLUSS]	NONE	Führe ab und schließe	CONTINUES_ACROSS_LINE
B2-S014	B2	f82r	f82r.23	1	P02_ACTION	Handlungskette	LOCAL_GLOSSARY_NEEDED	1	0	0	1	Ablauf	[OPERATION] Ablauf	Ablauf→Bodenablauf	Schließe den Bodenablauf	CONTINUES_ACROSS_LINE
B2-S015	B2	f82r	f82r.26	2	P01_ARGUMENT	Argument vor Programm	LOCAL_GLOSSARY_NEEDED	1	0	0	1	Spülung → länger ansetzen [SCHLUSS]	[MEDIUM] Spülung | [PROGRAM] länger ansetzen [SCHLUSS]	Spülung→Spülwasser	Halte den Bodenablauf geschlossen, gib Spülwasser zu, setze länger an und schließe	CONTINUES_ACROSS_LINE
B2-S016	B2	f82r	f82r.26|f82r.27	8	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	7	3	6	1	dorthin → von dort abführen → teilen → Sollmaß → langer Folgeposten → auf Sollmaß einstellen → kurz ansetzen → einführen [SCHLUSS]	[TARGET] dorthin | [SOURCE+OPERATION+FLOW_TRANSFER] von dort abführen | [OWNER_ITEM] teilen | [QUANTITY] Sollmaß | [OWNER_ITEM+ORDER+STATE_GRADE] langer Folgeposten | [QUANTITY+OPERATION] auf Sollmaß einstellen | [OWNER_ITEM+OPERATION+STATE_GRADE] kurz ansetzen | [PROGRAM] einführen [SCHLUSS]	teilen→gleichteilen	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe	CONTINUES_ACROSS_LINE
