statement_id	page	record	visible_owner_ids	visible_owner_de	loci	event_ids	surfaces	card_literal_de	complete_workshop_reading_de	terminal	crosses_visible_owner_boundary	global_network_claim
B1-S011	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.18	E139|E140	chckhy qoky	Durchlass · dies; ansetzen · dies	Den Durchlass mit dem laufenden Posten belegen und ansetzen.	NO	NO	NONE
B1-S012	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.21	E141|E142|E143	lsho qokey lshedy	Waschgang · Arbeitsgang; ansetzen · kurz · dies; Waschgang · kurz · Schluss	Den Waschgang beginnen, den Posten kurz ansetzen und den kurzen Waschgang schließen.	YES	NO	NONE
B1-S013	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.21	E144	lshedy	Waschgang · kurz · Schluss	Einen kurzen Waschgang schließen.	YES	NO	NONE
B1-S014	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.21	E145|E146|E147|E148|E149	chedy qolky lchedal qol otar	umsetzen · dies; auffangen · dies; führen · umsetzen · Zielstelle; fortsetzen; danach · von dort	Den Posten umsetzen, auffangen, zur Zielstelle führen, fortsetzen und danach von dort nehmen.	NO	NO	NONE
B1-S015	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.24	E150|E151	ytey okchedy	eintragen · kurz · dies; ansetzen · umsetzen · Schluss	Den Posten kurz eintragen, ansetzen, umsetzen und schließen.	YES	NO	NONE
B1-S016	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.24	E152|E153|E154|E155	qokal okeey qol cheedy	ansetzen · Zielstelle; ansetzen · länger · dies; fortsetzen; absetzen · Schluss	An der Zielstelle ansetzen, länger halten, fortsetzen, absetzen und schließen.	YES	NO	NONE
B1-S017	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.24	E156|E157|E158	sal teol dchdy	Zielstelle; kurz · fortsetzen; umsetzen · Schluss	Die Zielstelle setzen, kurz fortsetzen, umsetzen und schließen.	YES	NO	NONE
B1-S018	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.24|f81v.27	E159|E160|E161|E162	ly dsheol oiiin olkeedy	führen · dies; halten · kurz · fortsetzen; Arbeitsgang · Sollstufe; auffangen · länger · Schluss	Den Posten führen, kurz halten und fortsetzen, auf Sollstufe bringen, länger auffangen und schließen.	YES	NO	NONE
B1-S019	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.27	E163	tedy	absetzen · Schluss	Absetzen und schließen.	YES	NO	NONE
B1-S020	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.27	E164|E165	cheky shckhedy	wärmen · kurz · dies; halten · Durchlass · kurz · Schluss	Kurz wärmen, kurz am Durchlass halten und schließen.	YES	NO	NONE
B1-S021	f81v	B1	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation	f81v.27	E166	chal	Zielstelle	Die Zielstelle übernehmen.	NO	NO	NONE
B2-S001	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.2	E167	dchedy	umsetzen · Schluss	Den Posten umsetzen und schließen.	YES	NO	NONE
B2-S002	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.2	E168	qolchedy	fortsetzen · umsetzen · Schluss	Fortsetzen, umsetzen und schließen.	YES	NO	NONE
B2-S003	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.2	E169|E170|E171	qokain dy qokeedy	ansetzen · Portion; dies; ansetzen · länger · Schluss	Eine Portion ansetzen, den laufenden Posten länger ansetzen und schließen.	YES	NO	NONE
B2-S004	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.2|f82r.3	E172|E173|E174|E175|E176	qokal lcheckhy lched qokeey lcheckhedy	ansetzen · Zielstelle; führen · Durchlass · dies; führen · umsetzen; ansetzen · länger · dies; führen · Durchlass · kurz · Schluss	Die Zielstelle setzen, durch den Durchlass führen und umsetzen, länger ansetzen, noch einmal kurz durch den Durchlass führen und schließen.	YES	NO	NONE
B2-S005	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.3|f82r.4	E177|E178|E179|E180|E181|E182|E183|E184	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	ansetzen · Zielstelle · dies; auffangen · Maß; Durchlass · dies; ansetzen · Maß; ansetzen · Maß; Arbeitsgang · bereit · kurz · fortsetzen; wärmen · länger · dies; führen · Schluss	Den Posten an der Zielstelle ansetzen, nach Maß auffangen, durch den Durchlass führen, zwei Maße setzen, bis bereit fortsetzen, länger wärmen, abführen und schließen.	YES	NO	NONE
B2-S006	f82r	B2	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	oberes Beckenpaar mit Zylinder	f82r.4	E185|E186|E187|E188	oteey qokal sheckhy qoky	danach · länger · dies; ansetzen · Zielstelle; halten · kurz · Durchlass · dies; ansetzen · dies	Danach den Posten länger ansetzen, die Zielstelle setzen und ihn kurz am Durchlass halten.	NO	NO	NONE
B2-S007	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	f82r.7	E189	dshedy	halten · kurz · Schluss	Kurz halten und schließen.	YES	NO	NONE
B2-S008	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	f82r.7	E190|E191|E192	sotaiin qokar shedy	danach · Maß; ansetzen · von dort; absetzen · Schluss	Danach das Maß setzen, von dort ansetzen, absetzen und schließen.	YES	NO	NONE
B2-S009	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	f82r.7	E193	solshedy	fortsetzen · halten · kurz · Schluss	Fortsetzen, kurz halten und schließen.	YES	NO	NONE
B2-S010	f82r	B2	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittleres linkes Handgerät mit Inline-Knoten	f82r.7	E194|E195|E196|E197	qokeey qoky ls cheey	ansetzen · länger · dies; ansetzen · dies; fortsetzen; Empfangsbestand	Den Posten länger ansetzen, weiter ansetzen und den Empfangsbestand übernehmen.	NO	NO	NONE
B2-S011	f82r	B2	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	mittlere rechte, bildlich unklare Station	f82r.19	E198|E199|E200|E201	okain char okain qokeedy	ansetzen · Portion; von dort; ansetzen · Portion; ansetzen · länger · Schluss	Eine Portion von dort nehmen, eine weitere Portion länger ansetzen und schließen.	YES	NO	NONE
B2-S012	f82r	B2	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION|B2_LOWER_GREEN_MULTI_FIGURE_POOL	mittlere rechte, bildlich unklare Station | unteres grünes Mehrfigurenbecken	f82r.19|f82r.23	E202|E203|E204|E205|E206|E207|E208|E209	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	führen · abziehen · dies; Empfangsbestand; bereit · kurz · dies; ansetzen · länger · dies; führen · länger · dies; Maß; dies; ansetzen · vollständig · Schluss	An der unklaren Station den Posten führen und abziehen. Ohne Bildverbindung zum unteren Becken wechseln: Empfangsbestand übernehmen, kurz bereit halten, länger ansetzen und führen, nach Maß vollständig ansetzen und schließen.	YES	YES	NONE
B2-S013	f82r	B2	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenbecken	f82r.23	E210	lchedy	führen · umsetzen · Schluss	Im unteren Becken führen, umsetzen und schließen.	YES	NO	NONE
B2-S014	f82r	B2	B2_LOWER_GREEN_MULTI_FIGURE_POOL	unteres grünes Mehrfigurenbecken	f82r.23	E211	lar	führen · von dort	Von dort weiterführen.	NO	NO	NONE
B2-S015	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.26	E212|E213	tshey qokeedy	halten · kurz · dies; ansetzen · länger · Schluss	Den Posten kurz halten, länger ansetzen und schließen.	YES	NO	NONE
B2-S016	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.26|f82r.27	E214|E215|E216|E217|E218|E219|E220|E221	cheal lchedar ches aiin oteey qokaiin okey pchedy	Zielstelle; führen · umsetzen · von dort; teilen; Maß; danach · länger · dies; ansetzen · Maß; ansetzen · kurz · dies; hinein · umsetzen · Schluss	Zielstelle setzen, von dort umsetzen, teilen und messen; danach länger ansetzen, das Maß setzen, kurz ansetzen, hinein umsetzen und schließen.	YES	NO	NONE
B2-S017	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E222|E223	rsheal daldy	abkühlen · halten · kurz · Zielstelle; Zielstelle · Schluss	An der Zielstelle kurz abkühlen und halten; Zielstelle schließen.	YES	NO	NONE
B2-S018	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E224	qokeedy	ansetzen · länger · Schluss	Länger ansetzen und schließen.	YES	NO	NONE
B2-S019	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E225	rshedy	abkühlen · absetzen · Schluss	Abkühlen, absetzen und schließen.	YES	NO	NONE
B2-S020	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E226	qoteedy	danach · länger · Schluss	Danach länger halten und schließen.	YES	NO	NONE
B2-S021	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E227	qokeedy	ansetzen · länger · Schluss	Länger ansetzen und schließen.	YES	NO	NONE
B2-S022	f82r	B2	B2_LOWER_POOL_EDGE_STATIONS	kleine Randstationen des unteren Beckens	f82r.27	E228	lochedy	führen · Arbeitsgang · umsetzen · Schluss	Durch den Arbeitsgang führen, umsetzen und schließen.	YES	NO	NONE
B3-S001	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	f83r.3	E229	olkeedy	auffangen · länger · Schluss	Bei obere offene Fächerstation am Rand; dann auffangen länger; schließen.	YES	NO	NONE
B3-S002	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	f83r.3	E230|E231	qotal chkeedy	danach · Zielstelle; wärmen · länger · Schluss	Bei obere offene Fächerstation am Rand; dann danach Zielstelle; dann wärmen länger; schließen.	YES	NO	NONE
B3-S003	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	f83r.3	E232|E233|E234|E235	chey daiin chey lchedy	dies; Maß; dies; führen · umsetzen · Schluss	Bei obere offene Fächerstation am Rand; dann dies; dann Maß; dann dies; dann führen umsetzen; schließen.	YES	NO	NONE
B3-S004	f83r	B3	B3_UPPER_MARGIN_OPEN_FAN_STATION	obere offene Fächerstation am Rand	f83r.3	E236|E237|E238	qokaiin qotal dar	ansetzen · Maß; danach · Zielstelle; von dort	Bei obere offene Fächerstation am Rand; dann ansetzen Maß; dann danach Zielstelle; dann von dort.	NO	NO	NONE
B3-S005	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	f83r.6	E239	schedy	umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß; dann umsetzen; schließen.	YES	NO	NONE
B3-S006	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	f83r.6	E240|E241|E242	chedchy qokal olchedy	umsetzen · dies; ansetzen · Zielstelle; fortsetzen · umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß; dann umsetzen dies; dann ansetzen Zielstelle; dann fortsetzen umsetzen; schließen.	YES	NO	NONE
B3-S007	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	f83r.6	E243|E244|E245	qokaiin chedy qokeedy	ansetzen · Maß; umsetzen · dies; ansetzen · länger · Schluss	Bei mittlere Randfigur im runden Gefäß; dann ansetzen Maß; dann umsetzen dies; dann ansetzen länger; schließen.	YES	NO	NONE
B3-S008	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	f83r.6	E246	lchedy	führen · umsetzen · Schluss	Bei mittlere Randfigur im runden Gefäß; dann führen umsetzen; schließen.	YES	NO	NONE
B3-S009	f83r	B3	B3_MIDDLE_MARGIN_ROUND_VESSEL_STATION	mittlere Randfigur im runden Gefäß	f83r.6	E247	qoky	ansetzen · dies	Bei mittlere Randfigur im runden Gefäß; dann ansetzen dies.	NO	NO	NONE
B3-S010	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.8	E248|E249	pchedal otedy	hinein · umsetzen · Zielstelle; danach · kurz · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann hinein umsetzen Zielstelle; dann danach kurz; schließen.	YES	NO	NONE
B3-S011	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.8	E250|E251|E252|E253	shecthedchy qoky chedy chary	halten · kurz · bereit · umsetzen · dies; ansetzen · dies; umsetzen · dies; von dort · dies	Bei untere Randfigur im korbartigen Gefäß; dann halten kurz bereit umsetzen dies; dann ansetzen dies; dann umsetzen dies; dann von dort dies.	NO	NO	NONE
B3-S012	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.11	E254|E255	sor shedy	Ansatz; absetzen · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann Ansatz; dann absetzen; schließen.	YES	NO	NONE
B3-S013	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.11	E256|E257|E258|E259	qokaiin chkain shcthey qokedy	ansetzen · Maß; zuführen · Portion; bereit · kurz · dies; ansetzen · kurz · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann ansetzen Maß; dann zuführen Portion; dann bereit kurz dies; dann ansetzen kurz; schließen.	YES	NO	NONE
B3-S014	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.11	E260|E261	okair sheedy	ansetzen · Lauf; halten · länger · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann ansetzen Lauf; dann halten länger; schließen.	YES	NO	NONE
B3-S015	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere Randfigur im korbartigen Gefäß	f83r.11	E262	lchedy	führen · umsetzen · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann führen umsetzen; schließen.	YES	NO	NONE
B3-S016	f83r	B3	B3_LOWER_MARGIN_BASKET_VESSEL_STATION|B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	untere Randfigur im korbartigen Gefäß | unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.11|f83r.14	E263|E264	lo qokchedy	führen · Arbeitsgang; ansetzen · umsetzen · Schluss	Bei untere Randfigur im korbartigen Gefäß; dann führen Arbeitsgang; dann [ohne Bildkante wechseln zu unverbundener Zwischenbereich zwischen Rand und Hauptpaar]; dann ansetzen umsetzen; schließen.	YES	YES	NONE
B3-S017	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.14	E265	qokeedy	ansetzen · länger · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann ansetzen länger; schließen.	YES	NO	NONE
B3-S018	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.14	E266	shedy	absetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann absetzen; schließen.	YES	NO	NONE
B3-S019	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.14	E267	qokshedy	ansetzen · halten · kurz · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann ansetzen halten kurz; schließen.	YES	NO	NONE
B3-S020	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.14	E268|E269	dal lchedy	Zielstelle; führen · umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann Zielstelle; dann führen umsetzen; schließen.	YES	NO	NONE
B3-S021	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.14|f83r.15	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279|E280	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	ansetzen · Maß; bereit · dies; Zielstelle; dies; Maß; absetzen · Zielstelle; halten · kurz · bereit · dies; dies; Zielstelle; bereit · dies; Zielstelle · umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann ansetzen Maß; dann bereit dies; dann Zielstelle; dann dies; dann Maß; dann absetzen Zielstelle; dann halten kurz bereit dies; dann dies; dann Zielstelle; dann bereit dies; dann Zielstelle umsetzen; schließen.	YES	NO	NONE
B3-S022	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.15	E281	qotchedy	danach · umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann danach umsetzen; schließen.	YES	NO	NONE
B3-S023	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.15	E282	lchedy	führen · umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann führen umsetzen; schließen.	YES	NO	NONE
B3-S024	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.16	E283	tchedy	umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann umsetzen; schließen.	YES	NO	NONE
B3-S025	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	unverbundener Zwischenbereich zwischen Rand und Hauptpaar	f83r.16	E284	qokchdy	ansetzen · umsetzen · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann ansetzen umsetzen; schließen.	YES	NO	NONE
B3-S026	f83r	B3	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	unverbundener Zwischenbereich zwischen Rand und Hauptpaar | unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.16|f83r.20	E285|E286|E287|E288|E289|E290|E291	cheedar chldaiin chedy qokain checthy chealror solkeedy	länger · von dort; führen · Maß; umsetzen · dies; ansetzen · Portion; bereit · dies; Zielstelle · abkühlen · Ansatz; auffangen · länger · Schluss	Bei unverbundener Zwischenbereich zwischen Rand und Hauptpaar; dann länger von dort; dann führen Maß; dann umsetzen dies; dann ansetzen Portion; dann bereit dies; dann Zielstelle abkühlen Ansatz; dann [ohne Bildkante wechseln zu unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record]; dann auffangen länger; schließen.	YES	YES	NONE
B3-S027	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.20	E292	qoteedy	danach · länger · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann danach länger; schließen.	YES	NO	NONE
B3-S028	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.20	E293|E294	qokeey qokedy	ansetzen · länger · dies; ansetzen · kurz · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann ansetzen länger dies; dann ansetzen kurz; schließen.	YES	NO	NONE
B3-S029	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.20	E295|E296|E297	sol cheeety qokedy	fortsetzen; vollständig · eintragen · dies; ansetzen · kurz · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann fortsetzen; dann vollständig eintragen dies; dann ansetzen kurz; schließen.	YES	NO	NONE
B3-S030	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.20|f83r.22	E298|E299|E300|E301	qoky saiin schedair otchedy	ansetzen · dies; Maß; umsetzen · Lauf; danach · umsetzen · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann ansetzen dies; dann Maß; dann umsetzen Lauf; dann danach umsetzen; schließen.	YES	NO	NONE
B3-S031	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.22	E302	qokeedy	ansetzen · länger · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann ansetzen länger; schließen.	YES	NO	NONE
B3-S032	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.22	E303|E304|E305|E306|E307	chedain chedy qotedaiin otaiin otedy	umsetzen · Portion; umsetzen · dies; danach · kurz · Maß; danach · Maß; danach · kurz · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann umsetzen Portion; dann umsetzen dies; dann danach kurz Maß; dann danach Maß; dann danach kurz; schließen.	YES	NO	NONE
B3-S033	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.22	E308	ldy	führen · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann führen; schließen.	YES	NO	NONE
B3-S034	f83r	B3	B3_MAIN_ARCH_LINKED_PAIR	unteres sichtbares Figurenpaar mit gemeinsamem Bogen	f83r.24	E309|E310|E311|E312|E313|E314	soiiin checthy chety otaiin olsaly shedy	Arbeitsgang · Sollstufe; bereit · dies; eintragen · dies; danach · Maß; fortsetzen · Zielstelle · dies; absetzen · Schluss	Bei unteres sichtbares Figurenpaar mit gemeinsamem Bogen im B3-Record; dann Arbeitsgang Sollstufe; dann bereit dies; dann eintragen dies; dann danach Maß; dann fortsetzen Zielstelle dies; dann absetzen; schließen.	YES	NO	NONE
B4-S001	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen im B4-Record	f83r.25	E315	qokeedy	ansetzen · länger · Schluss	Bei dasselbe sichtbare Figurenpaar im B4-Record; dann ansetzen länger; schließen.	YES	NO	NONE
B4-S002	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen im B4-Record	f83r.25	E316|E317|E318	qolchey qokeey qokedy	fortsetzen · dies; ansetzen · länger · dies; ansetzen · kurz · Schluss	Bei dasselbe sichtbare Figurenpaar im B4-Record; dann fortsetzen dies; dann ansetzen länger dies; dann ansetzen kurz; schließen.	YES	NO	NONE
