matrix_id	sign_index	sign	facies_index	degree_start	degree_end	planet	coarse_status	source_id
PICATRIX_INDIAN	8	SCORPIO	2	11	20	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	8	SCORPIO	3	21	30	MOON	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	9	SAGITTARIUS	1	1	10	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	9	SAGITTARIUS	2	11	20	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	9	SAGITTARIUS	3	21	30	SOL	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	10	CAPRICORN	1	1	10	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	10	CAPRICORN	2	11	20	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	10	CAPRICORN	3	21	30	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	11	AQUARIUS	1	1	10	SATURN	MALEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	11	AQUARIUS	2	11	20	MERCURY	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	11	AQUARIUS	3	21	30	VENUS	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	12	PISCES	1	1	10	JUPITER	BENEFIC	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	12	PISCES	2	11	20	MOON	OTHER	PICATRIX_LATINUS_PINGREE
PICATRIX_INDIAN	12	PISCES	3	21	30	MARS	MALEFIC	PICATRIX_LATINUS_PINGREE
CHALDEAN	1	ARIES	1	1	10	MARS	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	1	ARIES	2	11	20	SOL	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	1	ARIES	3	21	30	VENUS	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	2	TAURUS	1	1	10	MERCURY	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	2	TAURUS	2	11	20	MOON	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	2	TAURUS	3	21	30	SATURN	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	3	GEMINI	1	1	10	JUPITER	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	3	GEMINI	2	11	20	MARS	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	3	GEMINI	3	21	30	SOL	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	4	CANCER	1	1	10	VENUS	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	4	CANCER	2	11	20	MERCURY	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	4	CANCER	3	21	30	MOON	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	5	LEO	1	1	10	SATURN	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	5	LEO	2	11	20	JUPITER	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	5	LEO	3	21	30	MARS	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	6	VIRGO	1	1	10	SOL	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	6	VIRGO	2	11	20	VENUS	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	6	VIRGO	3	21	30	MERCURY	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	7	LIBRA	1	1	10	MOON	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	7	LIBRA	2	11	20	SATURN	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	7	LIBRA	3	21	30	JUPITER	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	8	SCORPIO	1	1	10	MARS	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	8	SCORPIO	2	11	20	SOL	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	8	SCORPIO	3	21	30	VENUS	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	9	SAGITTARIUS	1	1	10	MERCURY	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	9	SAGITTARIUS	2	11	20	MOON	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	9	SAGITTARIUS	3	21	30	SATURN	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	10	CAPRICORN	1	1	10	JUPITER	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	10	CAPRICORN	2	11	20	MARS	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	10	CAPRICORN	3	21	30	SOL	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	11	AQUARIUS	1	1	10	VENUS	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	11	AQUARIUS	2	11	20	MERCURY	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	11	AQUARIUS	3	21	30	MOON	OTHER	ALQABISI_EARLY_PRINT
CHALDEAN	12	PISCES	1	1	10	SATURN	MALEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	12	PISCES	2	11	20	JUPITER	BENEFIC	ALQABISI_EARLY_PRINT
CHALDEAN	12	PISCES	3	21	30	MARS	MALEFIC	ALQABISI_EARLY_PRINT
