event_id	page	record	statement_id	exact_card_id	surface	component_recipe	literal_reading_de	portable_workshop_paraphrase_de	owner_independent
E172	f82r	B2	B2-S004	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E175	f82r	B2	B2-S004	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E179	f82r	B2	B2-S005	PROC075	chckhy	CKH+Y	DURCHLASS · POSTEN	Durchlass fuer den Posten	YES
E186	f82r	B2	B2-S006	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E194	f82r	B2	B2-S010	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E197	f82r	B2	B2-S010	PROC031	cheey	SH+EE+Y	HALTEN · LANG · POSTEN	den Posten laenger halten	YES
E198	f82r	B2	B2-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E199	f82r	B2	B2-S011	PROC003	char	AR	QUELLE	aus der Quelle	YES
E200	f82r	B2	B2-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E203	f82r	B2	B2-S012	PROC031	cheey	SH+EE+Y	HALTEN · LANG · POSTEN	den Posten laenger halten	YES
E205	f82r	B2	B2-S012	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E238	f83r	B3	B3-S004	PROC003	dar	AR	QUELLE	aus der Quelle	YES
E241	f83r	B3	B3-S006	PROC048	qokal	OK+AL	ANSETZEN · ZIELSTELLE	an der Zielstelle ansetzen	YES
E254	f83r	B3	B3-S012	PROC016	sor	OR	ANSATZ	der aktuelle Ansatz	YES
E259	f83r	B3	B3-S013	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E271	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E279	f83r	B3	B3-S021	PROC014	shcthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E288	f83r	B3	B3-S026	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E289	f83r	B3	B3-S026	PROC014	checthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E293	f83r	B3	B3-S028	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E294	f83r	B3	B3-S028	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E297	f83r	B3	B3-S029	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E310	f83r	B3	B3-S034	PROC014	checthy	CTH+Y	BEREITEN · POSTEN	den Posten bereiten	YES
E317	f83r	B4	B4-S002	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E318	f83r	B4	B4-S002	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E322	f83r	B4	B4-S003	PROC092	qokeey	OK+EE+Y	ANSETZEN · LANG · POSTEN	den Posten laenger ansetzen	YES
E335	f83r	B4	B4-S008	PROC067	qokedy	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	kurz ansetzen und schliessen	YES
E341	f83r	B4	B4-S011	PROC080	okain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E348	f83r	B4	B4-S014	PROC016	or	OR	ANSATZ	der aktuelle Ansatz	YES
E352	f83r	B4	B4-S015	PROC080	qokain	OK+AIN	ANSETZEN · PORTION	eine Portion ansetzen	YES
E353	f83r	B4	B4-S015	PROC031	shey	SH+EE+Y	HALTEN · LANG · POSTEN	den Posten laenger halten	YES
