page	locus	target_surfaces	zl3b_line	v31_tokenwise_de	v32_tokenwise_de	complete_v32
f103v	f103v.41	al	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	Grad-/Maßwert III | feucht in der Mitte des Grades | [l:?] | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | Drogenfraktion I | [shas:?] | [al:?] | kalte Drogenfraktion I im Ansatz | feucht in der Mitte des Grades, abgeschlossen | [y:?] | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	Grad-/Maßwert III | feucht in der Mitte des Grades | [l:?] | feucht in der Mitte des Grades | eingeweichtes Drogenholz, Form I | Drogenfraktion I | [shas:?] | Rohstoffklasse I | kalte Drogenfraktion I im Ansatz | feucht in der Mitte des Grades, abgeschlossen | [y:?] | Drogenholz, getrocknete Kurz-/Kompaktform | Wurzelfraktion I	False
f104r	f104r.10	chedal	tol chedal cheoy otyd os l air shdy qokchd octheody cholfor otalr	kalt; nominal kaltes Gut/Material | [chedal:?] | [cheoy:?] | [otyd:?] | [os:?] | [l:?] | [air:?] | feucht am Anfang des Grades, abgeschlossen | [qokchd:?] | [octheody:?] | [cholfor:?] | [otalr:?]	kalt; nominal kaltes Gut/Material | trockene abgemessene Rohstoffmenge I in der Gradmitte | [cheoy:?] | [otyd:?] | [os:?] | [l:?] | [air:?] | feucht am Anfang des Grades, abgeschlossen | [qokchd:?] | [octheody:?] | [cholfor:?] | [otalr:?]	False
f104r	f104r.12	al	tshdol qotchedy qokoeey qoteode lo sar al octhy qotor opchey qotam	[tshdol:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokoeey:?] | [qoteode:?] | [lo:?] | Samenfraktion I | [al:?] | CTH-Zubereitung/Ansatz, Grundform | kalte Drogenportion | [opchey:?] | [qotam:?]	[tshdol:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [qokoeey:?] | [qoteode:?] | [lo:?] | Samenfraktion I | Rohstoffklasse I | CTH-Zubereitung/Ansatz, Grundform | kalte Drogenportion | [opchey:?] | [qotam:?]	False
f104r	f104r.35	qodal	yshoiin qocheol chedaiin qodal chey chol cheol olaly	[yshoiin:?] | [qocheol:?] | [chedaiin:?] | [qodal:?] | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [olaly:?]	[yshoiin:?] | [qocheol:?] | [chedaiin:?] | abgemessene Rohstoffmenge I im Ansatz | trocken in der Mitte des Grades | trocken; nominal trockenes Gut/Material | trockener Drogenstoff | [olaly:?]	False
f104r	f104r.4	chedal	o l sheedy qokeedy chedal qodaiin qodaiin chry	[o:?] | [l:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | [chedal:?] | [qodaiin:?] | [qodaiin:?] | [chry:?]	[o:?] | [l:?] | feucht am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I in der Gradmitte | [qodaiin:?] | [qodaiin:?] | [chry:?]	False
f104r	f104r.40	al	olkeeos olkaiin oair qcthy oiinol al ly oeear chcthy olched qotaiiin	[olkeeos:?] | [olkaiin:?] | [oair:?] | [qcthy:?] | [oiinol:?] | [al:?] | rohes Drogenholz | [oeear:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [olched:?] | kalt im qo-Rahmen, Grad IV	[olkeeos:?] | [olkaiin:?] | [oair:?] | [qcthy:?] | [oiinol:?] | Rohstoffklasse I | rohes Drogenholz | [oeear:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [olched:?] | kalt im qo-Rahmen, Grad IV	False
f104r	f104r.43	dal	tsheodl qokaiin qokchedy ykchdy pchedy qokeedy oteey qokain oteo l dal	[tsheodl:?] | heiß, Grad III | heiß und trocken in der Mitte des Grades, abgeschlossen | [ykchdy:?] | getrocknetes Pulver | heiß am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | heiß, Grad II | [oteo:?] | [l:?] | [dal:?]	[tsheodl:?] | heiß, Grad III | heiß und trocken in der Mitte des Grades, abgeschlossen | [ykchdy:?] | getrocknetes Pulver | heiß am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | heiß, Grad II | [oteo:?] | [l:?] | abgemessene Rohstoffmenge I	False
f104r	f104r.5	al	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	[kchdal:?] | kalt, Grad III | [qoshedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chl:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheday:?] | [al:?] | [lod:?] | [pchdair:?] | [opchdy:?] | [qod:?]	[kchdal:?] | kalt, Grad III | [qoshedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chl:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheday:?] | Rohstoffklasse I | [lod:?] | [pchdair:?] | [opchdy:?] | [qod:?]	False
f104r	f104r.8	chedal	o lsheedy lkeedy lkeody qokaiin chedal qokar odar qokal okar otar odr	[o:?] | [lsheedy:?] | [lkeedy:?] | [lkeody:?] | heiß, Grad III | [chedal:?] | heiße Drogenfraktion I | [odar:?] | heiße Substanz | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	[o:?] | [lsheedy:?] | [lkeedy:?] | [lkeody:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | heiße Drogenfraktion I | [odar:?] | heiße Substanz | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | [odr:?]	False
f104v	f104v.1	aly	pchdoiin opcheedy orar oltcheey opchedy ol ear aiir aly cheodaiin cheekain dam	[pchdoiin:?] | [opcheedy:?] | [orar:?] | [oltcheey:?] | [opchedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ear:?] | [aiir:?] | [aly:?] | [cheodaiin:?] | [cheekain:?] | [dam:?]	[pchdoiin:?] | [opcheedy:?] | [orar:?] | [oltcheey:?] | [opchedy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ear:?] | [aiir:?] | Rohstoffklasse I, Grundform | [cheodaiin:?] | [cheekain:?] | [dam:?]	False
f104v	f104v.27	al	pchoror shor sheol sheol sheol qokchedy chdor sho r aiin chpchs aiin al	[pchoror:?] | Blüten-/Fruchtstand; reproduktiver Teil | feuchtes Material | feuchtes Material | feuchtes Material | heiß und trocken in der Mitte des Grades, abgeschlossen | [chdor:?] | feuchter Ansatz | [r:?] | Menge III | [chpchs:?] | Menge III | [al:?]	[pchoror:?] | Blüten-/Fruchtstand; reproduktiver Teil | feuchtes Material | feuchtes Material | feuchtes Material | heiß und trocken in der Mitte des Grades, abgeschlossen | [chdor:?] | feuchter Ansatz | [r:?] | Menge III | [chpchs:?] | Menge III | Rohstoffklasse I	False
f104v	f104v.5	chedal	dcheol chdeey oeeodain s airol chedal	[dcheol:?] | [chdeey:?] | [oeeodain:?] | [s:?] | [airol:?] | [chedal:?]	[dcheol:?] | [chdeey:?] | [oeeodain:?] | [s:?] | [airol:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte	False
f104v	f104v.9	dal	ycheo lcheod otaiin qokeedy qokaiin cheor ol chedaiin qotar chedy qoty dal	[ycheo:?] | [lcheod:?] | kalt im Zubereitungsrahmen, Grad III | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chedaiin:?] | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | [dal:?]	[ycheo:?] | [lcheod:?] | kalt im Zubereitungsrahmen, Grad III | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chedaiin:?] | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | kalt am Anfang des Grades | abgemessene Rohstoffmenge I	False
f105r	f105r.11	al	pdar o shedy otcheos oiiin al tchedarchy fchos aiin polaiin polkeeey dyaiin	[pdar:?] | [o:?] | feucht in der Mitte des Grades, abgeschlossen | [otcheos:?] | [oiiin:?] | [al:?] | [tchedarchy:?] | [fchos:?] | Menge III | [polaiin:?] | [polkeeey:?] | [dyaiin:?]	[pdar:?] | [o:?] | feucht in der Mitte des Grades, abgeschlossen | [otcheos:?] | [oiiin:?] | Rohstoffklasse I | [tchedarchy:?] | [fchos:?] | Menge III | [polaiin:?] | [polkeeey:?] | [dyaiin:?]	False
f105r	f105r.13	dal	dyteey qokdy chedy chedy dal qoked shedy qoteody cheedy ot	[dyteey:?] | heiß am Anfang des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [dal:?] | [qoked:?] | feucht in der Mitte des Grades, abgeschlossen | [qoteody:?] | trocken am Ende des Grades, abgeschlossen | [ot:?]	[dyteey:?] | heiß am Anfang des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I | [qoked:?] | feucht in der Mitte des Grades, abgeschlossen | [qoteody:?] | trocken am Ende des Grades, abgeschlossen | [ot:?]	False
f105r	f105r.16	odal|oral	yteody oteeeos aiin odal oiir okeedy oral	[yteody:?] | [oteeeos:?] | Menge III | [odal:?] | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Ansatz aus Wurzelrohstoff, Form I	[yteody:?] | [oteeeos:?] | Menge III | abgemessene Rohstoffmenge I im Ansatz | [oiir:?] | heißer Ansatz am Ende des Grades, abgeschlossen | Rohstoffportion, Klasse I	False
f105r	f105r.18	al	sheoy oleedy daiin al chedy okeeey chdaiin otedy cheoty oteedy oteey chdy	[sheoy:?] | [oleedy:?] | Grad-/Maßwert III | [al:?] | trocken in der Mitte des Grades, abgeschlossen | [okeeey:?] | [chdaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheoty:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | trocken am Anfang des Grades, abgeschlossen	[sheoy:?] | [oleedy:?] | Grad-/Maßwert III | Rohstoffklasse I | trocken in der Mitte des Grades, abgeschlossen | [okeeey:?] | [chdaiin:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [cheoty:?] | kalter Ansatz am Ende des Grades, abgeschlossen | kalter Ansatz am Ende des Grades | trocken am Anfang des Grades, abgeschlossen	False
f105r	f105r.19	al	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al	[dsechey:?] | [oteol:?] | [daiindy:?] | Samen/Saatgut, Typ/Charge III | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, Typ/Charge III | [okeeody:?] | [okeeyteedy:?] | Zubereitungsdosis III | [aiir:?] | [al:?]	[dsechey:?] | [oteol:?] | [daiindy:?] | Samen/Saatgut, Typ/Charge III | trocken in der Mitte des Grades, abgeschlossen | Drogenholz, Typ/Charge III | [okeeody:?] | [okeeyteedy:?] | Zubereitungsdosis III | [aiir:?] | Rohstoffklasse I	False
f105r	f105r.20	al	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	[s:?] | Menge III | trocken in der Mitte des Grades | [teol:?] | [ykair:?] | Pulver: Teil-/Sortierklasse III | [olkaiin:?] | [olfaiin:?] | [odar:?] | [al:?] | [airody:?] | [al:?] | [teedar:?] | [dam:?]	[s:?] | Menge III | trocken in der Mitte des Grades | [teol:?] | [ykair:?] | Pulver: Teil-/Sortierklasse III | [olkaiin:?] | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | [teedar:?] | [dam:?]	False
f105r	f105r.24	dal	pcheor ain ckheey okeeey paiin ar aiiin chpaiikey sheo pcheey dal daiin dam	[pcheor:?] | Menge-/Klassenwert II | Arzneikompositum am Gradende | [okeeey:?] | Pulver, Typ/Charge III | Drogenfraktion I | Menge-/Klassenwert IV | [chpaiikey:?] | Feuchtzubereitung | Pulver, trocken gebunden, Form II | [dal:?] | Grad-/Maßwert III | [dam:?]	[pcheor:?] | Menge-/Klassenwert II | Arzneikompositum am Gradende | [okeeey:?] | Pulver, Typ/Charge III | Drogenfraktion I | Menge-/Klassenwert IV | [chpaiikey:?] | Feuchtzubereitung | Pulver, trocken gebunden, Form II | abgemessene Rohstoffmenge I | Grad-/Maßwert III | [dam:?]	False
f105r	f105r.27	al	dair cho al r lal cheesy cphedy	abgemessene Fraktion II | [cho:?] | [al:?] | [r:?] | Holzrohstoff I | [cheesy:?] | [cphedy:?]	abgemessene Fraktion II | [cho:?] | Rohstoffklasse I | [r:?] | Holzrohstoff I | [cheesy:?] | [cphedy:?]	False
f105r	f105r.34	ail|al	dor ail cheky kar odaiin ykl al oees al ar alkam	[dor:?] | [ail:?] | [cheky:?] | heiße Drogenfraktion I | Zubereitungsdosis III | [ykl:?] | [al:?] | [oees:?] | [al:?] | Drogenfraktion I | [alkam:?]	[dor:?] | Rohstoffklasse II | [cheky:?] | heiße Drogenfraktion I | Zubereitungsdosis III | [ykl:?] | Rohstoffklasse I | [oees:?] | Rohstoffklasse I | Drogenfraktion I | [alkam:?]	False
f105v	f105v.10	dal|al|oral	ykeey ky che oiiin dal kaiin okairo l kair chedy s odar air al oral odam	[ykeey:?] | heiß am Anfang des Grades | [che:?] | [oiiin:?] | [dal:?] | heiß, Grad III | [okairo:?] | [l:?] | [kair:?] | trocken in der Mitte des Grades, abgeschlossen | [s:?] | [odar:?] | [air:?] | [al:?] | Ansatz aus Wurzelrohstoff, Form I | [odam:?]	[ykeey:?] | heiß am Anfang des Grades | [che:?] | [oiiin:?] | abgemessene Rohstoffmenge I | heiß, Grad III | [okairo:?] | [l:?] | [kair:?] | trocken in der Mitte des Grades, abgeschlossen | [s:?] | [odar:?] | [air:?] | Rohstoffklasse I | Rohstoffportion, Klasse I | [odam:?]	False
f105v	f105v.13	al	saiin opchedy qokchdy otar al kair okees lkchdal	Samen/Saatgut, Typ/Charge III | [opchedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | [al:?] | [kair:?] | [okees:?] | [lkchdal:?]	Samen/Saatgut, Typ/Charge III | [opchedy:?] | heiß und trocken am Anfang des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Rohstoffklasse I | [kair:?] | [okees:?] | [lkchdal:?]	False
f105v	f105v.15	al	ycheey kar ykeey otaiin ot al dar chdor kalchedy opchdy daiin oraiin r	[ycheey:?] | heiße Drogenfraktion I | [ykeey:?] | kalt im Zubereitungsrahmen, Grad III | [ot:?] | [al:?] | abgemessene Fraktion I | [chdor:?] | [kalchedy:?] | [opchdy:?] | Grad-/Maßwert III | Portion III | [r:?]	[ycheey:?] | heiße Drogenfraktion I | [ykeey:?] | kalt im Zubereitungsrahmen, Grad III | [ot:?] | Rohstoffklasse I | abgemessene Fraktion I | [chdor:?] | [kalchedy:?] | [opchdy:?] | Grad-/Maßwert III | Portion III | [r:?]	False
f105v	f105v.16	dal	daiin cheey dal chl okair aiin cpheor aiin okal chodaiin otaiin opaiim	Grad-/Maßwert III | trocken am Ende des Grades | [dal:?] | [chl:?] | [okair:?] | Menge III | [cpheor:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [chodaiin:?] | kalt im Zubereitungsrahmen, Grad III | [opaiim:?]	Grad-/Maßwert III | trocken am Ende des Grades | abgemessene Rohstoffmenge I | [chl:?] | [okair:?] | Menge III | [cpheor:?] | Menge III | Ansatz aus heißem Rohstoff, Form I | [chodaiin:?] | kalt im Zubereitungsrahmen, Grad III | [opaiim:?]	False
f105v	f105v.19	ail	ycheey aiin otleey lkaiir cheeo taiin okeed ail kchey rokaix am	[ycheey:?] | Menge III | [otleey:?] | [lkaiir:?] | [cheeo:?] | kalt, Grad III | [okeed:?] | [ail:?] | heiß und trocken in der Mitte des Grades | [rokaix:?] | [am:?]	[ycheey:?] | Menge III | [otleey:?] | [lkaiir:?] | [cheeo:?] | kalt, Grad III | [okeed:?] | Rohstoffklasse II | heiß und trocken in der Mitte des Grades | [rokaix:?] | [am:?]	False
f105v	f105v.22	chedal	daiin cheodaiin chedal air okaiin cheey	Grad-/Maßwert III | [cheodaiin:?] | [chedal:?] | [air:?] | heiß, Grad III, im Ansatzrahmen | trocken am Ende des Grades	Grad-/Maßwert III | [cheodaiin:?] | trockene abgemessene Rohstoffmenge I in der Gradmitte | [air:?] | heiß, Grad III, im Ansatzrahmen | trocken am Ende des Grades	False
f105v	f105v.23	odal	tcholkaiin odal kl chees aiiin shees qopdaiin chods alkeey paradam	[tcholkaiin:?] | [odal:?] | [kl:?] | [chees:?] | Menge-/Klassenwert IV | [shees:?] | [qopdaiin:?] | [chods:?] | [alkeey:?] | [paradam:?]	[tcholkaiin:?] | abgemessene Rohstoffmenge I im Ansatz | [kl:?] | [chees:?] | Menge-/Klassenwert IV | [shees:?] | [qopdaiin:?] | [chods:?] | [alkeey:?] | [paradam:?]	False
f105v	f105v.28	al|aiil	oeoar ar al odor aiil otaiin	[oeoar:?] | Drogenfraktion I | [al:?] | [odor:?] | [aiil:?] | kalt im Zubereitungsrahmen, Grad III	[oeoar:?] | Drogenfraktion I | Rohstoffklasse I | [odor:?] | Rohstoffklasse III | kalt im Zubereitungsrahmen, Grad III	False
f105v	f105v.33	al	lsheody tair oteey oteeo o l otaiin okeey qokaiin or aiir al dar	[lsheody:?] | [tair:?] | kalter Ansatz am Ende des Grades | [oteeo:?] | [o:?] | [l:?] | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades | heiß, Grad III | Drogenportion | [aiir:?] | [al:?] | abgemessene Fraktion I	[lsheody:?] | [tair:?] | kalter Ansatz am Ende des Grades | [oteeo:?] | [o:?] | [l:?] | kalt im Zubereitungsrahmen, Grad III | heißer Ansatz am Ende des Grades | heiß, Grad III | Drogenportion | [aiir:?] | Rohstoffklasse I | abgemessene Fraktion I	False
f105v	f105v.35	al	doee okcheeo l taiin otcheedy chor aiin odaiin chedy otaiin al kaishd	[doee:?] | [okcheeo:?] | [l:?] | kalt, Grad III | kalt-trockener Ansatz am Ende des Grades, abgeschlossen | Pflanzen-/Reproduktionsteil | Menge III | Zubereitungsdosis III | trocken in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | [al:?] | [kaishd:?]	[doee:?] | [okcheeo:?] | [l:?] | kalt, Grad III | kalt-trockener Ansatz am Ende des Grades, abgeschlossen | Pflanzen-/Reproduktionsteil | Menge III | Zubereitungsdosis III | trocken in der Mitte des Grades, abgeschlossen | kalt im Zubereitungsrahmen, Grad III | Rohstoffklasse I | [kaishd:?]	False
f105v	f105v.36	chdal	laiin sheod okeeody qoaiin ytaiin otair chdal dy daim chdaiin oy	Drogenholz, Typ/Charge III | [sheod:?] | [okeeody:?] | [qoaiin:?] | [ytaiin:?] | [otair:?] | [chdal:?] | [dy:?] | [daim:?] | [chdaiin:?] | [oy:?]	Drogenholz, Typ/Charge III | [sheod:?] | [okeeody:?] | [qoaiin:?] | [ytaiin:?] | [otair:?] | trockene abgemessene Rohstoffmenge I am Gradanfang | [dy:?] | [daim:?] | [chdaiin:?] | [oy:?]	False
f105v	f105v.6	al	dcheo fcheeody ckheey dar aiin al dar ar daiiidy otedy oteody ykaiin g	[dcheo:?] | [fcheeody:?] | Arzneikompositum am Gradende | abgemessene Fraktion I | Menge III | [al:?] | abgemessene Fraktion I | Drogenfraktion I | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	[dcheo:?] | [fcheeody:?] | Arzneikompositum am Gradende | abgemessene Fraktion I | Menge III | Rohstoffklasse I | abgemessene Fraktion I | Drogenfraktion I | [daiiidy:?] | kalter Ansatz in der Mitte des Grades, abgeschlossen | [oteody:?] | [ykaiin:?] | [g:?]	False
