surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	working_meaning_de	decision
al	f115v	f115v.35	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	shos shee oky cheo lkain cheeos alches kcheo rain checthey lcham	shos shee oky cheo lkeiin cheeos al ches kcheo rain checthey lcham	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f116r	f116r.25	chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om	chol sheky shedy qokeey qokeedy shckhy qokain otal ches ain ain alom	chol eky shedy qokeey qokeedy shckhy qokain otal ches ain ain al og	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f116r	f116r.50	sodal ch al chcthy chckhy qol ain ary	sodal chal chcthy chckhy qol ain ary	s dal chal chcthy chckhy qol ain ary	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f23v	f23v.1	podairol odaiiily sho al dy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	podairol odaiiily shoaldy opchol otol ol chcphy qotchar s	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f33r	f33r.4	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or alaiiin saiin okaiin dar cheedy chkeey far aiin s	taiin chekey or al aiiin saiin okaiin dar cheedy chkeey far aiin s	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f54v	f54v.1	pcheodar chpal oloiin ckhey dar qokeey cpheeain s al	pcheodar chpal oloiin ckhey dar qokeey cpheeaiin sal	pcheodar chpal ol iin ckhey dar qokeey cpheeain s al	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f58v	f58v.26	ykaly qokal ol al qokeos okal ar okos al shekar qokair alam	ykaly qokal ol ar qokeos okalar okos al shekar qokair alam	ykaly qokal ol al qokeos okal ar oko s al shekar qokair alam	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f58v	f58v.4	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	or aiin okair y dairal qokal qokaiin qokaly okar olkaly okal	or aiin okair y air al qokal qokaiin qokaly okar olkaly okal	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f75r	f75r.14	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	sain ol keeshy qokain dy olshedy qokain chckhy qokain otar aly	sair alkeeshy qokain dy olshedy qokain chckhy qokain otar aly	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f80r	f80r.51	talkl ol s al cheoly daiin otaly otain chey lkain olom	talkl ol s al cheoly daiin otaly otain chey lkain olom	talkl ol s l cheoly daiin otaly otain chey lkain olom	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f82v	f82v.32	sar al loraiin chey qokain o roiiin	sar ol loraiin chey qokain oroiiin	sar l lor aiin chey qokain oroiiin	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f83r	f83r.12	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal	qockhol sheckhy otal qokeal cseckhdy ckol okedy qokedy qokal	qockhol sheckhy tal qokeal eckhdy l okedy qokedy qokal	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f86v5	f86v5.16	dcheytain qoka daiin ykalkain ykar al kaiin dalkalytam	dcheytain qoko daiin ykalkain ykar alkaiin dalkalytam	dcheytain qok daiin ykalkain ykar al kaiin alkalytam	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f86v5	f86v5.28	odaiin o al kar ar or ytdar qokeeey teo dy tey tar a ytarar	odaiin oal kar ar or ytdar qokeeey teodyteytar an ytarar	odaiin o al kar ar or ytdar qokeeey teodyteytar ytarar	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f86v6	f86v6.31	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	dair chepy qokaiin olkar olkchdy okaral dar olkchey otytam orom	dair chepy qokaiin olkar olkchdy okar al dar olkchey otytam orom	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
al	f87r	f87r.5	daiin ctheey ckheckhy cthody chor s al dar chor	daiin ctheey ckheckhy cthody chor sal dar chor	daiin ctheey ckheckhy cthody chor sal dar chor	READER_VARIANT	Rohstoffklasse I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f102r1	f102r1.10	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	ycheol sholdy chol chol ykeeol dol doleodaiin dol cthedy	ycheol shol y chol chol ykeeol dol doleadaiin dal cthedy	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f103r	f103r.13	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	pojar sheor qotedy okeey qokar checkhy qokain chedy pchdy tsh y dalkarol	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f105r	f105r.13	dyteey qokdy chedy chedy dal qoked shedy qoteody cheedy ot	dyteey qokdy chedy chedy dol qoked shedy qoteody cheedy ot	dyteey qok y che y chedy dal qoke shedy qoteody cheedy ot	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f106v	f106v.7	soy shealsho dy chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy sheolshody chain shol kain shokaiin qotaiin chodar ail dal dar loror	soy she lsho dy chain shol kain okaiin qotaiin chodar ail al dar loror	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f108r	f108r.16	say olkaiin chckhy daiin dal daiin	saithy olkaiin chckhy daiin dal daiin	s y olkaiin chckhy daiin al daiin	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f16r	f16r.10	toror daly dal opchy fchol ypcho okal	toror dalydal opchy fchol ypchocfy okal	toror dalydal opchyfchol ypcho okal	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f23r	f23r.8	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	qokshy char daiir qokaiin olol qoaiin ykchy s diil okchy	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f23r	f23r.9	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol okshy qokoldy d l she qokeees y oly daiin dal	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f23v	f23v.4	okchey dair sholol ol dal otchor dar	okchey dair sholol oldal otchor mar	okchey dair sh lol oldal otchor dar	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f26r	f26r.3	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	oaiin shcthy eteeda oloy ykeedy olchedy gal y sheey saiin s	oaiin shcthy cthedy oloy ykee y olchedy al y sheey saiin s	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f33v	f33v.4	tokar shdy dal qokar shd otody chedy ykedy dodl dain	tokar shdy dal qokor shd otody chedy ykedy dodl dain	tokar shd al qokar sh otody che y yke y do l eiin	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f35v	f35v.12	dchaiin d aiin d aiin dal s	dchaiin daiin daiin dal s	chaiin d aiin d oiin dals	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f39r	f39r.12	tolchdaiin chckhy s aiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls aiin oky ches aiin dal	tolchdaiin chckhy saiin olor chls iin oky ches aiin al	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f39v	f39v.4	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	y okeey chody cheor aiin okody chodal ykedy qokedy dal or aiin shky	yokeey chody cheor aiin okody cho al yke y qoke y dalodaiin shky	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f39v	f39v.9	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	tar aiin dal ar ain cheor ydam shody okal shdy kshy or	tar aiin al ar ain cheor dam shody okal sh y kshy or	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f49v	f49v.48	qotcheol chey chor chokaly chor dal chaiin d	qotcheol chey chor chokaly chor dal chaiind	qotcheol chey chor chokaly chordal chaiind	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f55r	f55r.11	lor chey keedy dy qokal okam dal shdy otal otaldiin	lchor chey keedy dy qokal okad dal shdy otal otaldiin	lchor chey kee y dy qokal okaj al sh y otal otal iin	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f55r	f55r.9	dain cheky dar chckhy dal qoko lkeedy dar kaiin dy kag	dain cheky das chckhy dal qoko lkeedy dar kaiin dy kam	dain cheky ar chckhy al qoko lkeedy ar kaiin dy kam	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f58r	f58r.1	kor cholfy shofchy otoralchy chofchol sholy otaly dal m	kor cholfy shopchy otoralchy chofchol sholy otaly dal m	or cholfy shofchy otoralchy chofchol sholy otaly dalm	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f58r	f58r.4	dshor sholar aiin shalom shaly dalchy oteom dal sholala	dshor cholar aiin shalom shaly dalchy oteom dal sholalam	dshor sholar aiin alom shaly alchy oteom al sholalam	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f58v	f58v.23	pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar dal	pchshy sheoltey shopolchedy sheolkeal qokar aldaiin qokalar dal	pchshy eoltey shopalchedy sheolkeal qokar al aiin qokalar al	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66r	f66r.61	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	qokchey qokaiir cheky daly daiin dal shedy chedy ltar ol okedy	qokchey qokaiir cheky daly daiin dalshedy chedy lkar ol oke y	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66r	f66r.66	shor shckheody dal shedy qokor al shes	shor shekeeody dal shedy qokar al shes	shor shckheody dalshedy qokor al shes	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66r	f66r.68	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor	sair ol daiin daiin dal dol cheody dair aly dairal dolar shy dos	sair ol daiin jaiin al dol cheody dairaly dairal dolarshydor	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66r	f66r.71	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	saiir cheol kal sheody chcthedy dal shol qokeody chody kechody	raiir cheol kal sheod chcthe y al shol qokeody chody kecho y	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66v	f66v.1	okeodof sheod ychoopy opch dal dor sheefy ytody daldeam	okeodof sheod ychoopy opch dal dorshefy ytody daldeam	okeodof sheo ychoopy opche al dorsheefy ytody daldeam	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66v	f66v.4	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	shokeshy daiin cheos shky dol shckhy dal kodal chekal dal	shokeshy daiin cheos cheky dol chckhy al kodal chek l dal	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f66v	f66v.4	shokeshy daiin cheos chety dol chckhy dal ko dal chekal dal	shokeshy daiin cheos shky dol shckhy dal kodal chekal dal	shokeshy daiin cheos cheky dol chckhy al kodal chek l dal	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f75v	f75v.23	dal shd	dal shd	dalshd	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f75v	f75v.7	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar	qokchdy qokal dal ol chety lchdy csedy ched otedy qotedy otar	qokchdy qokal al ol chety lchdy ed ched otedy qotedy otar	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f77r	f77r.47	ysheey dal saiisol sal dalo tain dary dalo	ysheey dal saiirol sal dalo tain dary dalo	ysheey al saiisol sal dalo tain ary dalo	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f77v	f77v.18	qokaiin sheol ekedy qokey qokal dal daly	qokaiin sheol ekedy qokey qokal dal daly	qokaiin sheol ekedy qokey qokal al daly	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f77v	f77v.30	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	shey ol sheey qokedy lche y qokaiin al daiin chedy	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f78r	f78r.30	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy	qokeedy qokey daiin olkain dal chedy ololdal chchty tedy	qokeed qokey daiin olkain al chedy ololdal cheet te y	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f78v	f78v.2	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	olshedy qokedy rshedy cthdy otedy kedy dal dal dol oty dal	oledy qoked re y cth y otedy edy al dal dol oty dal	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f80v	f80v.15	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy saly tol chey qoteedy otal dain ol dal	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol al	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f80v	f80v.27	pshol kain olkar shey qokain dal oltaiin okain shal qoty	pshol kain olkar shey qokain dal oltaiin okain shal qoty	fshol kain ol kar ey qokain d l oltaiin okain shal qoty	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f82r	f82r.18	polched otain shedy shedy dal chedar qokeey ykeey l s araiin ory	polched otain shedy shedy dal chedar qokeey okeey lsoraiin ory	polched otain shedy shedy al che ar qokeey ykeey lsoraiin ory	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f82v	f82v.12	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	al shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f85r1	f85r1.15	qokeeodaiin chey okaiin okal al dl sheokey cheokaiin ol keeo dal olky	qokeeodain chey okaiin okal al dl sheokey cheokain ol keeo dal olky	qokeeodaiin chey okaiin okal al dl sheokey cheokaiin olkeeo al olky	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f85r1	f85r1.8	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin al shdar oram	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f86v6	f86v6.39	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor al oraiin cheoty qotaiin olkam	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f88r	f88r.29	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol kchor chol dal	kor chey qokol cheol chody qokol chos chol al	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
dal	f89r1	f89r1.7	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin dal	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin dal	dshody qocthy chockhy dal chedy qokeody daldaiin chodaiin al	READER_VARIANT	abgemessene Rohstoffmenge I	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f106v	f106v.24	soraiin solshedy qokchdy qokol chdaiin chdal air odl charain okay	saraiin solshedy qokchdy qokol chdaiin chdal air odl charain okaifhy	saraiin s lshedy qokchdy qokol chdaiin ch al air o l charain otay	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f33r	f33r.5	pair or aiin otaiin ol kor aiin okal otal chdal shekal qokar otam	pair or aiin otaiin ol kor aiin okal otal chdal shekal qakar otam	pair or aiin otaiin ol kor aiin okal otal ch al shekal qokar atam	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f34v	f34v.3	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal seor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal shor ch al olchdy char or ol ke aiiin chcthy o ch y chckhy ar ag	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f41v	f41v.7	ykeey okey ykeeol ckhdy chdal ykeo aiin okeody oly	ykeey okey ykeeol ckhdy chdal ykeo aiin okeody oly	ykeey okey ykeeal ckhdy ch al ykeoaiin okeody oly	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f46v	f46v.4	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin y kaiir shckhefy	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin ykaiir shckhefy	ydaiin chckhy ch al olar chckh y ch ody tar cham ke y aiin y kaiir shckhefy	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
chdal	f86v3	f86v3.30	ytchey yteey chdal or cheey daiin cheokaii	ytchey yteey chdal or cheey daiin cheokaiim	ytchey yteey ch al or cheey daiin cheokaiim	READER_VARIANT	trockene abgemessene Rohstoffmenge I am Gradanfang	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
