statement_id	register	record_unit_id	page	owner_zones	events	event_ids	common_action_atomic_reading_de	wet_context_expansion_de	revised_events	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_source	owner_expanded_reading_de
H5-S002	HERBAL	H5	f56r	F56R_PICTURED_PLANT	4	E083|E084|E085|E086	fortsetzen; diese Gabe; verwende dies; länger durch den Durchgang; Schluss.	Fortfahren, diese Zutat verwenden und sie länger durch den Durchlass führen; Schluss.	1	H_MULTIHEAD	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Material dieser Pflanze	diese Pflanze oder ihr laufender Ansatz	örtlich gelernte, im Bild nicht sichtbare Zielstelle	V73_SELECTED_VISIBLE_PLANT_OWNER	Beim Bildbesitzer mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze: [DIES=Material dieser Pflanze; DORT/QUELLE=diese Pflanze oder ihr laufender Ansatz; STELLE=örtlich gelernte, im Bild nicht sichtbare Zielstelle] Fortfahren, diese Zutat verwenden und sie länger durch den Durchlass führen; Schluss.
H5-S003	HERBAL	H5	f56r	F56R_PICTURED_PLANT	4	E087|E088|E089|E090	halten; Gabe; dies kurz zuführen; dies erneut ansetzen.	Die Zutat halten, kurz zuführen und erneut ansetzen.	0	H_MULTIHEAD	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Material dieser Pflanze	diese Pflanze oder ihr laufender Ansatz	örtlich gelernte, im Bild nicht sichtbare Zielstelle	V73_SELECTED_VISIBLE_PLANT_OWNER	Beim Bildbesitzer mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze: [DIES=Material dieser Pflanze; DORT/QUELLE=diese Pflanze oder ihr laufender Ansatz; STELLE=örtlich gelernte, im Bild nicht sichtbare Zielstelle] Die Zutat halten, kurz zuführen und erneut ansetzen.
H5-S004	HERBAL	H5	f56r	F56R_PICTURED_PLANT	3	E091|E092|E093	dies ansetzen; Entnahme ansetzen; an die Stelle zuführen.	Diesen Posten ansetzen, den Auszug ansetzen und an die Stelle zuführen.	1	H_MULTIHEAD	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Material dieser Pflanze	diese Pflanze oder ihr laufender Ansatz	örtlich gelernte, im Bild nicht sichtbare Zielstelle	V73_SELECTED_VISIBLE_PLANT_OWNER	Beim Bildbesitzer mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze: [DIES=Material dieser Pflanze; DORT/QUELLE=diese Pflanze oder ihr laufender Ansatz; STELLE=örtlich gelernte, im Bild nicht sichtbare Zielstelle] Diesen Posten ansetzen, den Auszug ansetzen und an die Stelle zuführen.
H5-S005	HERBAL	H5	f56r	F56R_PICTURED_PLANT	4	E094|E095|E096|E097	Gabe; dies ansetzen; Gabe aus dem Vorrat zuführen; danach eine Portion.	Diese Zutat ansetzen, Zutat aus dem Vorrat zuführen, danach eine Portion.	0	H_MULTIHEAD	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Material dieser Pflanze	diese Pflanze oder ihr laufender Ansatz	örtlich gelernte, im Bild nicht sichtbare Zielstelle	V73_SELECTED_VISIBLE_PLANT_OWNER	Beim Bildbesitzer mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze: [DIES=Material dieser Pflanze; DORT/QUELLE=diese Pflanze oder ihr laufender Ansatz; STELLE=örtlich gelernte, im Bild nicht sichtbare Zielstelle] Diese Zutat ansetzen, Zutat aus dem Vorrat zuführen, danach eine Portion.
H5-S006	HERBAL	H5	f56r	F56R_PICTURED_PLANT	3	E098|E099|E100	nächster Posten; kurz weiter zuführen; Mass.	Den nächsten Posten kurz weiter zuführen, nach Maß.	0	H_MULTIHEAD	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze	Material dieser Pflanze	diese Pflanze oder ihr laufender Ansatz	örtlich gelernte, im Bild nicht sichtbare Zielstelle	V73_SELECTED_VISIBLE_PLANT_OWNER	Beim Bildbesitzer mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze: [DIES=Material dieser Pflanze; DORT/QUELLE=diese Pflanze oder ihr laufender Ansatz; STELLE=örtlich gelernte, im Bild nicht sichtbare Zielstelle] Den nächsten Posten kurz weiter zuführen, nach Maß.
B1-S001	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E101	kurz ansetzen; Schluss.	Kurz ansetzen und den Schritt schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Kurz ansetzen und den Schritt schließen.
B1-S002	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	19	E102|E103|E104|E105|E106|E107|E108|E109|E110|E111|E112|E113|E114|E115|E116|E117|E118|E119|E120	bemessen; Lauf zufuehren; an die Stelle setzen; von dort; fortsetzen; eine Portion; weitere Portion; Stelle; fortsetzen; weiter senken; weiterfuehren; weiterer Ansatz; fortsetzen; kurz an der Durchgangstelle; Mass; länger an der Stelle halten; Mass; durchführen; umsetzen; Schluss.	Bemessen, Wasser zufuehren und an die Stelle setzen; von dort mit einer und einer weiteren Portion fortsetzen; an der Stelle weiter abkuehlen, weiterfuehren und einen weiteren Ansatz fortsetzen; kurz an der Durchlassstelle halten, auf Mass bringen, laenger an der Stelle halten, nochmals bemessen, durchfuehren, umsetzen und schliessen.	2	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Bemessen, Wasser zufuehren und an die Stelle setzen; von dort mit einer und einer weiteren Portion fortsetzen; an der Stelle weiter abkuehlen, weiterfuehren und einen weiteren Ansatz fortsetzen; kurz an der Durchlassstelle halten, auf Mass bringen, laenger an der Stelle halten, nochmals bemessen, durchfuehren, umsetzen und schliessen.
B1-S003	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	2	E121|E122	fortsetzen; gebuendelt umsetzen; Schluss.	Fortsetzen, gebuendelt umsetzen und schliessen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Fortsetzen, gebuendelt umsetzen und schliessen.
B1-S004	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	3	E123|E124|E125	dies umsetzen; fortsetzen; absetzen; Schluss.	Dies umsetzen, fortsetzen, absetzen und schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Dies umsetzen, fortsetzen, absetzen und schließen.
B1-S005	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E126	weiterführen; Schluss.	Den vorigen Gang weiterführen, überführen und schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Den vorigen Gang weiterführen, überführen und schließen.
B1-S006	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	4	E127|E128|E129|E130	eine Portion zugeben; durchführen; weiterfuehren; an der Stelle senken.	Eine Portion zugeben, durchfuehren, weiterfuehren und an der Stelle abkuehlen.	1	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Eine Portion zugeben, durchfuehren, weiterfuehren und an der Stelle abkuehlen.
B1-S007	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E131	Ansatz umsetzen; Schluss.	Den Ansatz umsetzen; Schluss.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Den Ansatz umsetzen; Schluss.
B1-S008	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	5	E132|E133|E134|E135|E136	dies; fortsetzen; kurz wärmen; fortsetzen; absetzen; Schluss.	Dies fortsetzen, kurz wärmen, weiterführen, absetzen und schließen.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Dies fortsetzen, kurz wärmen, weiterführen, absetzen und schließen.
B1-S009	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E137	kurz ansetzen; Schluss.	Kurz ansetzen; Schluss.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Kurz ansetzen; Schluss.
B1-S010	BIOLOGICAL	B1	f81v	B1_SHARED_POOL_WORKSTATION	1	E138	kurz ansetzen; Schluss.	Kurz ansetzen; Schluss.	0	B1_POOL	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren- und Beckenanlage	Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken	diese Station oder ihr laufender Bestand	gemeinsame zweireihige Figuren- und Beckenanlage	V74_SELECTED_LOCAL_STATION_OWNER	Beim Bildbesitzer gemeinsame zweireihige Figuren- und Beckenanlage: [DIES=Arbeitsflüssigkeit oder Körperposten im gemeinsamen Becken; DORT/QUELLE=diese Station oder ihr laufender Bestand; STELLE=gemeinsame zweireihige Figuren- und Beckenanlage] Kurz ansetzen; Schluss.
