event_id	pass910_event_id	dictionary_entry_id	physical_page	source_page	register	locus	source_kind	usage_class	line_order	token_index	surface	visible_owner_de	owner_binding_required	owner_description_de	component_recipe	meaning_mode	repair_origin	prior_local_code	atomic_reading_de	fluent_token_de	line_is_sentence_end	analysis_source	current_channel	current_spoken_unit	current_reading_de
P912-E0011	P910-E0011	P912-D0067	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	3	char	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	AR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	QUELLSTELLE	von der Quellstelle	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0011	Von der Entnahmestelle diesen Posten entnehmen und einstellen.
P912-E0012	P910-E0012	P912-D0246	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	4	chty	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+T+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	den Pflanzenteil entnehmen; den Teil bearbeiten; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0011	Von der Entnahmestelle diesen Posten entnehmen und einstellen.
P912-E0013	P910-E0013	P912-D0750	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	5	os	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OS	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	AUCH	ebenfalls	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0012	Auch entnehmen entlang des Laufs.
P912-E0014	P910-E0014	P912-D0062	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	6	chair	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+AIR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · LAUF	den Pflanzenteil entnehmen; entlang des Laufs	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0012	Auch entnehmen entlang des Laufs.
P912-E0015	P910-E0015	P912-D0875	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	7	otytchol	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OT+Y+T+CH+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · DIESER POSTEN · BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; diesen Posten; den Teil bearbeiten; den Pflanzenteil entnehmen; fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0013	Danach weiter diesen Posten einstellen und entnehmen.
P912-E0016	P910-E0016	P912-D0668	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	8	oky	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OK+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSETZEN · DIESER POSTEN	die Zubereitung ansetzen; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0014	Diesen Posten ansetzen.
P912-E0017	P910-E0017	P912-D0289	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	9	daiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	SOLL-MASS	nach Sollmaß	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0015	Nach Sollmaß diesen Posten kurz einstellen.
P912-E0018	P910-E0018	P912-D0401	f10r	f10r	HERBAL	f10r.2	P	PROSE	2	10	etyd	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	E+T+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	kurz; den Teil bearbeiten; diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0015	Nach Sollmaß diesen Posten kurz einstellen.
P912-E0019	P910-E0019	P912-D1026	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	1	qotor	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OT+OR	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	DANACH · ANSATZ/EINTRAG	danach; mit dem Pflanzenansatz	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0016	Danach den Ansatz ausführen.
P912-E0020	P910-E0020	P912-D0507	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	2	o	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	O	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG	den Verarbeitungsgang ausführen	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0016	Danach den Ansatz ausführen.
P912-E0021	P910-E0021	P912-D1250	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	3	tchy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	T+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	BEARBEITEN/MARKIEREN · DIESER POSTEN	den Teil bearbeiten; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0017	Diesen Posten einstellen.
P912-E0022	P910-E0022	P912-D0289	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	4	daiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	SOLL-MASS	nach Sollmaß	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0018	Nach Sollmaß diesen Posten entnehmen, ausführen und bereitstellen.
P912-E0023	P910-E0023	P912-D0191	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	5	chocthy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+O+CTH+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · GANG · STATUS · DIESER POSTEN	den Pflanzenteil entnehmen; den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0018	Nach Sollmaß diesen Posten entnehmen, ausführen und bereitstellen.
P912-E0024	P910-E0024	P912-D1015	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	6	qotchy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OT+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · DIESER POSTEN	danach; diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0025	P910-E0025	P912-D0215	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	7	chol	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	FORTSETZEN	fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0026	P910-E0026	P912-D0738	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	8	or	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSATZ/EINTRAG	mit dem Pflanzenansatz	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0027	P910-E0027	P912-D1382	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	9	yty	abgebildeter Pflanzenartikel f10r	NO	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W010 aus	Y+T+Y	REPAIRED_COMPONENT_COMPOSITION	PASS911_WORKSHOP_CARD	H-W010	DIESER POSTEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	diesen Posten; den Teil bearbeiten; diesen Posten	NO	PASS911_LOCAL_DRAWER_REPAIR	WORKSHOP_PROSE	P917-I0019	Danach weiter diesen Posten und den Ansatz einstellen.
P912-E0028	P910-E0028	P912-D0390	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	10	dy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0029	P910-E0029	P912-D0390	f10r	f10r	HERBAL	f10r.3	P	PROSE	3	11	dy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0030	P910-E0030	P912-D1213	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	1	sor	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	S+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	KONTEXT/PROBE · ANSATZ/EINTRAG	prüfen oder weitergehen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0020	Diesen Posten und den Ansatz wählen.
P912-E0031	P910-E0031	P912-D0061	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	2	chaiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+AIIN	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · SOLL-MASS	den Pflanzenteil entnehmen; nach Sollmaß	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0021	Nach Sollmaß entnehmen.
P912-E0032	P910-E0032	P912-D0082	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	3	chcthy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+CTH+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN	den Pflanzenteil entnehmen; den Zubereitungsstatus prüfen; diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0022	Diesen Posten entnehmen und bereitstellen.
P912-E0033	P910-E0033	P912-D0271	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	4	ctho	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CTH+O	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	STATUS · GANG	den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0023	Bereitstellen und ausführen.
P912-E0034	P910-E0034	P912-D0258	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	5	ckhy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CKH+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	DURCHLASS · DIESER POSTEN	durch den Durchlass; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0035	P910-E0035	P912-D0738	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	6	or	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSATZ/EINTRAG	mit dem Pflanzenansatz	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0036	P910-E0036	P912-D0003	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	7	aiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	AIIN	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	SOLL-MASS	nach Sollmaß	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0037	P910-E0037	P912-D0243	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	8	chtchor	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+T+CH+OR	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · BEARBEITEN/MARKIEREN · ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Pflanzenteil entnehmen; den Teil bearbeiten; den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0024	Nach Sollmaß diesen Posten und den Ansatz entnehmen, einstellen und entnehmen durch den Durchlass.
P912-E0038	P910-E0038	P912-D0365	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	9	doiir	abgebildeter Pflanzenartikel f10r	NO	fuehre den im Muster bezeichneten Pflanzen-Arbeitsschritt H-W004 aus	D_ADDR+O+IIN+R	REPAIRED_COMPONENT_COMPOSITION	PASS911_WORKSHOP_CARD	H-W004	TEILADRESSE · GANG · STUFE · MARKIERTER ZUSTAND	an der Teiladresse; den Verarbeitungsgang ausführen; auf der Stufe; den Zustand markieren	NO	PASS911_LOCAL_DRAWER_REPAIR	WORKSHOP_PROSE	P917-I0025	Aus diesem Teil auf der angegebenen Stufe ausführen und kennzeichnen.
P912-E0039	P910-E0039	P912-D0539	f10r	f10r	HERBAL	f10r.4	P	PROSE	4	10	ody	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	O+DY	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	GANG · SCHLUSS	den Verarbeitungsgang ausführen; den Schritt schließen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0026	Ausführen; fertig.
P912-E0040	P910-E0040	P912-D0947	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	1	qokchy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OK+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ANSETZEN · DIESER POSTEN	die Zubereitung ansetzen; diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0027	Diesen Posten ansetzen.
P912-E0041	P910-E0041	P912-D1013	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	2	qotchol	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OT+CH+OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DANACH · ENTNEHMEN/ABLESEN · FORTSETZEN	danach; den Pflanzenteil entnehmen; fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0028	Danach weiter entnehmen.
P912-E0042	P910-E0042	P912-D0215	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	3	chol	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OL	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	FORTSETZEN	fortsetzen	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0029	Weiter diesen Posten bereitstellen.
P912-E0043	P910-E0043	P912-D0277	f10r	f10r	HERBAL	f10r.5	P	PROSE	5	4	cthy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CTH+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	STATUS · DIESER POSTEN	den Zubereitungsstatus prüfen; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0029	Weiter diesen Posten bereitstellen.
P912-E0044	P910-E0044	P912-D1278	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	1	ycheor	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y+CHEO+R	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	DIESER POSTEN · REGISTER-EINTRAG · MARKIERTER ZUSTAND	diesen Posten; den Auszug verwenden; den Zustand markieren	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0030	Diesen Posten und den Auszug kennzeichnen.
P912-E0045	P910-E0045	P912-D0277	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	2	cthy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CTH+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	STATUS · DIESER POSTEN	den Zubereitungsstatus prüfen; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0031	Diesen Posten bereitstellen.
P912-E0046	P910-E0046	P912-D0226	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	3	chor	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CH+OR	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	ENTNEHMEN/ABLESEN · ANSATZ/EINTRAG	den Pflanzenteil entnehmen; mit dem Pflanzenansatz	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0032	Den Ansatz entnehmen.
P912-E0047	P910-E0047	P912-D0267	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	4	cthaiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CTH+AIIN	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	STATUS · SOLL-MASS	den Zubereitungsstatus prüfen; nach Sollmaß	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0033	Nach Sollmaß bereitstellen.
P912-E0048	P910-E0048	P912-D0920	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	5	qoctholy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	CARRIER_Q+O+CTH+OL+Y	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	GANG · STATUS · FORTSETZEN · DIESER POSTEN	den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; fortsetzen; diesen Posten	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0034	Weiter diesen Posten ausführen und bereitstellen unter q-Träger.
P912-E0049	P910-E0049	P912-D0390	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	6	dy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0050	P910-E0050	P912-D0248	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	7	chy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0051	P910-E0051	P912-D1235	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	8	taiin	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	T+AIIN	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	BEARBEITEN/MARKIEREN · SOLL-MASS	den Teil bearbeiten; nach Sollmaß	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0035	Nach Sollmaß diesen Posten einstellen.
P912-E0052	P910-E0052	P912-D1187	f10r	f10r	HERBAL	f10r.6	P	PROSE	6	9	shy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	DIESER POSTEN	diesen Posten	NO	PASS909_EXTENDED_RECIPE	WORKSHOP_PROSE	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
P912-E0053	P910-E0053	P912-D0350	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	1	dchy	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	D_ADDR+Y	LEARNED_COMPONENT_RECIPE	UNCHANGED	NONE	TEILADRESSE · DIESER POSTEN	an der Teiladresse; diesen Posten	NO	PASS908_EXACT_RECIPE	WORKSHOP_PROSE	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
P912-E0054	P910-E0054	P912-D0945	f10r	f10r	HERBAL	f10r.7	P	PROSE	7	2	qokchol	abgebildeter Pflanzenartikel f10r	NO	abgebildeter Pflanzenartikel f10r	OK+OL	NEW_COMPONENT_COMPOSITION	UNCHANGED	NONE	ANSETZEN · FORTSETZEN	die Zubereitung ansetzen; fortsetzen	NO	HEURISTIC_COMPOSITION	WORKSHOP_PROSE	P917-I0036	Weiter aus diesem Teil diesen Posten ansetzen.
