physical_page	source_page	locus	register	usage_classes	visible_owner_de	events	surfaces	recipes	spoken_units	current_complete_reading_de
f11r	f11r	f11r.4	HERBAL	PROSE	abgebildeter Pflanzenartikel f11r	5	dchol · chy · kchy · dy · daiin	D_ADDR+OL | Y | K+Y | Y | AIIN	2	Weiter aus diesem Teil diesen Posten zugeben. Weiter nach Sollmaß diesen Posten einstellen.
f11r	f11r	f11r.5	HERBAL	PROSE	abgebildeter Pflanzenartikel f11r	11	tchol · shor · shor · dky · y · daiin · cthy · d · y · chodl · daiin	T+OL | SH+OR | SH+OR | D_ADDR+K+Y | Y | AIIN | CTH+Y | D_ADDR | Y | CH+O+D_ADDR+L | AIIN	7	Weiter nach Sollmaß diesen Posten einstellen. Den Ansatz halten. Den Ansatz halten. Aus diesem Teil diesen Posten zugeben. Nach Sollmaß diesen Posten bereitstellen. Aus diesem Teil diesen Posten entnehmen und ausführen in den nächsten Lauf. Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf.
f11r	f11r	f11r.6	HERBAL	PROSE	abgebildeter Pflanzenartikel f11r	12	odl · d · s · y · otol · chaiin · ykchor · dair · chody · cthy · s · daiin	O+D_ADDR+L | D_ADDR | S | Y | OT+OL | CH+AIIN | Y+K+CH+OR | D_ADDR+AIR | CH+O+D_ADDR+Y | CTH+Y | S | AIIN	8	Aus diesem Teil nach Sollmaß ausführen in den nächsten Lauf. Aus diesem Teil wählen. Danach weiter nach Sollmaß diesen Posten entnehmen. Diesen Posten und den Ansatz zugeben und entnehmen. Aus diesem Teil diesen Posten entnehmen und ausführen entlang des Laufs. Diesen Posten bereitstellen. Wählen. Danach weiter nach Sollmaß diesen Posten ansetzen.
f11r	f11r	f11r.7	HERBAL	PROSE	abgebildeter Pflanzenartikel f11r	4	qotchy · okchol · cthy · dy	OT+Y | OK+OL | CTH+Y | Y	3	Danach weiter nach Sollmaß diesen Posten ansetzen. Diesen Posten bereitstellen. Diesen Posten weiterarbeiten.
f13r	f13r	f13r.1	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	torshor · opchy · shol · dy · qopchy · shol · opchor · dypchy · dchg	T+OR+SH+OR | O+P+Y | SH+OL | Y | O+P+Y | SH+OL | O+P+CH+OR | D_ADDR+Y+P+Y | D_ADDR+CH+LOCAL_CHAR_G	8	Den Ansatz einstellen und halten. Diesen Posten ausführen und einsetzen. Weiter halten. Diesen Posten ausführen und einsetzen. Weiter halten. Den Ansatz ausführen, einsetzen und entnehmen. Aus diesem Teil diesen Posten einsetzen. Aus diesem Teil entnehmen mit g-Zeichen.
f13r	f13r	f13r.2	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	11	dchol · chol · dol · shkchy · ydal · shy · ykchy · qoty · daiin · s · y	D_ADDR+OL | OL | D_ADDR+OL | SH+K+Y | Y+AL | Y | Y+K+Y | OT+Y | AIIN | S | Y	4	Weiter aus diesem Teil diesen Posten halten und zugeben. Diesen Posten zugeben zur Ziel- oder Anschlussstelle. Danach nach Sollmaß diesen Posten wählen. Diesen Posten wählen.
f13r	f13r	f13r.3	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	11	s · y · dchor · shaiin · oeees · ykor · chor · ytshy · ykchy · kchy · dar	S | Y | D_ADDR+CH+OR | SH+AIIN | O+EEE+S | Y+K+OR | CH+OR | Y+T+Y | Y+K+Y | K+Y | D_ADDR+AR	10	Diesen Posten wählen. Aus diesem Teil diesen Posten und den Ansatz entnehmen. Nach Sollmaß halten. Vollständig ausführen und wählen. Diesen Posten und den Ansatz zugeben. Den Ansatz entnehmen. Diesen Posten einstellen. Diesen Posten zugeben. Diesen Posten zugeben. Aus diesem Teil von der Entnahmestelle diesen Posten ausführen.
f13r	f13r	f13r.4	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	3	qodchy · ytchy · otchor	O+D_ADDR+Y | Y+T+Y | OT+CH+OR	3	Aus diesem Teil von der Entnahmestelle diesen Posten ausführen. Diesen Posten einstellen. Danach den Ansatz entnehmen.
f13r	f13r	f13r.5	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	8	shorodo · shy · tshy · kchol · dpchy · qopchy · otchol · cfholdy	SH+OR+O+D_ADDR+O | Y | T+Y | K+OL | D_ADDR+P+Y | O+P+Y | OT+CH+OL | CFH+OL+DY	7	Aus diesem Teil den Ansatz halten und ausführen. Diesen Posten einstellen. Weiter zugeben. Aus diesem Teil diesen Posten einsetzen. Diesen Posten ausführen und einsetzen. Danach weiter entnehmen. Weiter trennen; fertig.
f13r	f13r	f13r.6	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	tchor · dor · daiin · qotchol · okchy · okchor · oiin · chckhy · d	T+CH+OR | D_ADDR+OR | AIIN | OT+CH+OL | OK+Y | OK+CH+OR | O+IIN | CKH+Y | D_ADDR	6	Den Ansatz einstellen und entnehmen. Danach weiter aus diesem Teil nach Sollmaß den Ansatz entnehmen. Diesen Posten ansetzen. Den Ansatz ansetzen und entnehmen. Auf der angegebenen Stufe ausführen. Aus diesem Teil diesen Posten ansetzen durch den Durchlass.
f13r	f13r	f13r.7	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	9	dchy · qoky · chol · dy · qoy · d · oldy · okchor · doaiin	D_ADDR+Y | OK+Y | OL | Y | O+Y | D_ADDR | OL+DY | OK+CH+OR | D_ADDR+O+AIIN	5	Aus diesem Teil diesen Posten ansetzen durch den Durchlass. Weiter diesen Posten ausführen. Weiter aus diesem Teil weiterarbeiten; fertig. Den Ansatz ansetzen und entnehmen. Aus diesem Teil nach Sollmaß ausführen.
f13r	f13r	f13r.8	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	7	shochy · qokchy · torchy · k · s · okchey · daiin	HO+Y | OK+Y | T+OR+Y | K | S | OK+Y | AIIN	6	Den Teil und diesen Posten ansetzen. Den Ansatz und diesen Posten einstellen. Zugeben. Wählen. Diesen Posten ansetzen. Weiter nach Sollmaß weiterarbeiten; fertig.
f13r	f13r	f13r.9	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	7	oldy · shey · chol · doiin · ykoly · okchal · daldy	OL+DY | SH+E+Y | OL | D_ADDR+O+IIN | Y+K+OL+Y | OK+CH+AL | AL+DY	6	Weiter nach Sollmaß weiterarbeiten; fertig. Diesen Posten kurz halten. Weiter aus diesem Teil auf der angegebenen Stufe ausführen. Weiter diesen Posten zugeben. Ansetzen und entnehmen zur Ziel- oder Anschlussstelle. Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
f13r	f13r	f13r.10	HERBAL	PROSE	grosse abgebildete Pflanze mit Knollenwurzel	3	sotchy · kchy · okorory	S+OT+Y | K+Y | OK+OR+OR+Y	3	Danach diesen Posten wählen. Diesen Posten zugeben. Den Ansatz und diesen Posten ansetzen.
f55v	f55v	f55v.1	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	5	kcheedchdy · oedain · chckhy · otoldaiin · dodyd	K+CH+EE+D_ADDR+CHD+Y | O+E+D_ADDR+AIN | CKH+Y | OT+OL+D_ADDR+AIIN | D_ADDR+O+DY+D_LABEL	3	Aus diesem Teil diesen Posten länger zugeben, entnehmen und umsetzen. Aus diesem Teil als eine Portion kurz ausführen. Danach weiter aus diesem Teil nach Sollmaß diesen Posten ausführen durch den Durchlass mit d-Zeichen; fertig.
f55v	f55v	f55v.2	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	6	oeeed · yteey · okeedy · qoaiin · okeody · ykeesan	O+EEE+D_ADDR | Y+T+EE+Y | OK+EE+DY | CARRIER_Q+O+AIIN | OK+E+O+D_ADDR+Y | Y+K+EE+S+AN	6	Aus diesem Teil vollständig ausführen. Diesen Posten länger einstellen. Länger ansetzen; fertig. Nach Sollmaß ausführen unter q-Träger. Aus diesem Teil diesen Posten kurz ansetzen und ausführen. Diesen Posten länger zugeben und wählen.
f55v	f55v	f55v.3	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	11	qokeeey · os · ain · qool · al · chedy · sar · aiin · ol · kar · am	OK+EEE+Y | OS | AIN | CARRIER_Q+O+OL | AL | CHD+Y | S+AR | AIIN | OL | K+AR | AM_ADDR	6	Diesen Posten vollständig ansetzen. Auch weiter als eine Portion ausführen unter q-Träger. Diesen Posten umsetzen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle wählen. Weiter von der Entnahmestelle nach Sollmaß zugeben. Von der Entnahmestelle ansetzen zur Innenstelle.
f55v	f55v	f55v.4	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	8	okar · chckhdy · cheody · keeyfar · al · ochedy · qokain · ody	OK+AR | CH+CKH+D_ADDR+Y | CHEO+Y | K+EE+Y+LOCAL_CHAR_F+AR | AL | O+CHD+Y | OK+AIN | O+DY	6	Von der Entnahmestelle ansetzen zur Innenstelle. Aus diesem Teil diesen Posten entnehmen durch den Durchlass. Von der Entnahmestelle den Auszug und diesen Posten länger zugeben mit f-Zeichen. Diesen Posten ausführen und umsetzen zur Ziel- oder Anschlussstelle. Als eine Portion ansetzen. Ausführen; fertig.
f55v	f55v	f55v.5	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	8	qokaiin · chaiin · ykain · ykan · ody · daiin · chedy · talam	OK+AIIN | CH+AIIN | Y+K+AIN | Y+K+AN | O+DY | AIIN | CHD+Y | T+AL+AM_ADDR	7	Nach Sollmaß ansetzen. Nach Sollmaß entnehmen. Als eine Portion diesen Posten zugeben. Diesen Posten zugeben. Ausführen; fertig. Nach Sollmaß diesen Posten umsetzen. Einstellen zur Ziel- oder Anschlussstelle zur Innenstelle.
f55v	f55v	f55v.6	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	5	ykaiin · daiin · ykair · cheky · daiiny	Y+K+AIIN | AIIN | Y+K+AIR | CHK+E+Y | D_ADDR+AIIN+Y	4	Nach Sollmaß diesen Posten zugeben. Nach Sollmaß diesen Posten zugeben entlang des Laufs. Diesen Posten kurz behandeln. Aus diesem Teil nach Sollmaß diesen Posten ansetzen und umsetzen.
f55v	f55v	f55v.7	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	11	okchd · ykain · sheokey · or · ain · ch · kchdy · pchal · ar · aldy · dary	OK+CHD | Y+K+AIN | SH+E+OK+E+Y | OR | AIN | CH | K+CHD+Y | P+CH+AL | AR | AL+D_ADDR+Y | DA+R+Y	7	Aus diesem Teil nach Sollmaß diesen Posten ansetzen und umsetzen. Als eine Portion diesen Posten zugeben. Diesen Posten kurz halten und ansetzen. Als eine Portion den Ansatz entnehmen. Diesen Posten zugeben und umsetzen. Einsetzen und entnehmen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle aus diesem Teil auf der zweiten Stufe diesen Posten kennzeichnen zur Ziel- oder Anschlussstelle.
f55v	f55v	f55v.8	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	11	tar · chedy · qokaiin · okar · qol · otar · cho · ar · talody · okar · y	T+AR | CHD+Y | OK+AIIN | OK+AR | OL | OT+AR | HO | AR | T+AL+O+D_ADDR+Y | OK+AR | Y	7	Von der Entnahmestelle einstellen. Diesen Posten umsetzen. Nach Sollmaß ansetzen. Von der Entnahmestelle ansetzen. Weiter danach von der Entnahmestelle aus diesem Teil den Teil und diesen Posten einstellen und ausführen zur Ziel- oder Anschlussstelle. Von der Entnahmestelle ansetzen. Von der lokalen Stelle diesen Posten zugeben.
f55v	f55v	f55v.9	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	10	ykaky · qokchy · okal · chey · or · or · aiin · okaiin · ykain · otaky	Y+K+A_ADDR+K+Y | OK+Y | OK+AL | Y | OR | OR | AIIN | OK+AIIN | Y+K+AIN | OT+A_ADDR+K+Y	6	Von der lokalen Stelle diesen Posten zugeben. Diesen Posten ansetzen. Ansetzen zur Ziel- oder Anschlussstelle. Nach Sollmaß diesen Posten und den Ansatz ansetzen. Als eine Portion diesen Posten zugeben. Danach von der lokalen Stelle diesen Posten zugeben.
f55v	f55v	f55v.10	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	12	oaiin · ol · s · aiin · okaiin · oky · ytaiin · otar · y · kal · ykar · ol	O+AIIN | OL | S | AIIN | OK+AIIN | OK+Y | Y+T+AIIN | OT+AR | Y | K+AL | Y+K+AR | OL	8	Nach Sollmaß ausführen. Weiter wählen. Nach Sollmaß ansetzen. Diesen Posten ansetzen. Nach Sollmaß diesen Posten einstellen. Danach von der Entnahmestelle diesen Posten zugeben zur Ziel- oder Anschlussstelle. Von der Entnahmestelle diesen Posten zugeben. Weiter nach Sollmaß diesen Posten zugeben.
f55v	f55v	f55v.11	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	10	ykaiin · cheoar · cheeky · oldy · aiin · okal · oltchy · or · y · orain	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY | AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN	7	Weiter nach Sollmaß diesen Posten zugeben. Von der Entnahmestelle kurz entnehmen und ausführen. Diesen Posten länger behandeln. Weiter weiterarbeiten; fertig. Nach Sollmaß ansetzen zur Ziel- oder Anschlussstelle. Weiter diesen Posten einstellen. Von der Entnahmestelle als eine Portion nach Sollmaß den Ansatz und diesen Posten kurz behandeln.
f55v	f55v	f55v.12	HERBAL	PROSE	abgebildeter Pflanzenartikel f55v	9	daiin · ar · cheky · olkeechy · sl · ar · aiin · daiin · otam	AIIN | AR | CHK+E+Y | OL+K+EE+CH+Y | S+L | AR | AIIN | AIIN | OT+AM_ADDR	4	Von der Entnahmestelle als eine Portion nach Sollmaß den Ansatz und diesen Posten kurz behandeln. Weiter diesen Posten länger zugeben und entnehmen. Wählen in den nächsten Lauf. Danach von der Entnahmestelle nach Sollmaß zur Innenstelle weiterarbeiten.
f56r	f56r	f56r.1	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	10	o · chal · chchs · y · oty · esedy · chy · ychocphy · chorchy · chy	O | CH+AL | CH+CH+S | Y | OT+Y | E+S+E+DY | Y | Y+CH+O+CPH+Y | CH+OR+CH+Y | Y	7	Ausführen. Entnehmen zur Ziel- oder Anschlussstelle. Entnehmen und wählen. Danach diesen Posten kurz wählen; fertig. Diesen Posten entnehmen, ausführen und umleiten. Den Ansatz und diesen Posten entnehmen. Diesen Posten kurz ansetzen und entnehmen.
f56r	f56r	f56r.2	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	7	chokchey · chol · choly · korchy · chykey · choty · shokaiin	OK+CH+E+Y | OL | OL+Y | K+OR+CH+Y | CH+Y+K+E+Y | CH+OT+Y | SH+OK+AIIN	5	Diesen Posten kurz ansetzen und entnehmen. Weiter diesen Posten und den Ansatz zugeben und entnehmen. Diesen Posten kurz entnehmen und zugeben. Danach diesen Posten entnehmen. Nach Sollmaß halten und ansetzen.
f56r	f56r	f56r.3	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	7	olchey · chokchol · chey · keey · qokeey · chokeey · choksy	OL+Y | OK+OL | Y | K+EE+Y | OK+EE+Y | OK+EE+Y | OK+S+Y	5	Weiter diesen Posten ansetzen. Diesen Posten länger zugeben. Diesen Posten länger ansetzen. Diesen Posten länger ansetzen. Diesen Posten ansetzen und wählen.
f56r	f56r	f56r.4	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	8	qot · chor · chor · chokor · chkor · chy · okar · chdy	OT | CH+OR | CH+OR | OK+OR | CHK+OR | Y | OK+AR | CHD+Y	6	Danach den Ansatz entnehmen. Den Ansatz entnehmen. Den Ansatz ansetzen. Den Ansatz behandeln. Von der Entnahmestelle diesen Posten ansetzen. Diesen Posten umsetzen.
f56r	f56r	f56r.5	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	4	chochor · cho · chodaly · daiin	HO+CH+OR | HO | HO+AL+Y | AIIN	2	Den Teil und den Ansatz entnehmen. Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle.
f56r	f56r	f56r.6	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	6	ykcho · dy · dchey · keey · daiin · y	Y+K+CH+O | Y | CH+E+Y | K+EE+Y | AIIN | Y	4	Nach Sollmaß den Teil und diesen Posten zugeben, entnehmen und ausführen zur Ziel- oder Anschlussstelle. Diesen Posten kurz entnehmen. Diesen Posten länger zugeben. Nach Sollmaß diesen Posten halten und ausführen.
f56r	f56r	f56r.7	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	5	sho · kchol · otchor · choky · dal	SH+O | K+OL | OT+CH+OR | OK+Y | AL	5	Nach Sollmaß diesen Posten halten und ausführen. Weiter zugeben. Danach den Ansatz entnehmen. Diesen Posten ansetzen. Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle.
f56r	f56r	f56r.8	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	4	schol · choy · choky · cheeckhody	RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	2	Davon ausgehend den Teil und diesen Posten ansetzen zur Ziel- oder Anschlussstelle. Länger entnehmen und ausführen durch den Durchlass; fertig.
f56r	f56r	f56r.9	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	5	tchoky · kchol · shol · chotchey · tchol	T+OK+Y | K+OL | SH+OL | CH+OT+CH+E+Y | T+OL	5	Diesen Posten einstellen und ansetzen. Weiter zugeben. Weiter halten. Danach diesen Posten kurz entnehmen. Weiter einstellen.
f56r	f56r	f56r.10	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	9	yt · chor · otchy · chok · y · t · chey · r · okaiin	Y+T | CH+OR | OT+CH+Y | OK | Y | T | Y | R | OK+AIIN	7	Diesen Posten einstellen. Den Ansatz entnehmen. Danach diesen Posten entnehmen. Ansetzen. Diesen Posten einstellen. Diesen Posten kennzeichnen. Nach Sollmaß ansetzen.
f56r	f56r	f56r.11	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	6	shy · kcheey · daiin · cthol · chos · chokor	Y | K+CH+EE+Y | AIIN | CTH+OL | CH+O+S | OK+OR	4	Diesen Posten länger zugeben und entnehmen. Weiter nach Sollmaß bereitstellen. Entnehmen, ausführen und wählen. Den Ansatz ansetzen.
f56r	f56r	f56r.12	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	4	sh · cho · kchey · qokokchy	SH | HO | K+CH+E+Y | OK+OK+CH+Y	3	Halten. Den Teil und diesen Posten kurz zugeben und entnehmen. Diesen Posten ansetzen und entnehmen.
f56r	f56r	f56r.13	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	3	okchy · chokcheo · kchal	OK+Y | OK+CHEO | K+CH+AL	3	Diesen Posten ansetzen. Den Auszug ansetzen. Zugeben und entnehmen zur Ziel- oder Anschlussstelle.
f56r	f56r	f56r.14	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	4	s · chol · chotol · qotchy	S | OL | CH+OT+OL | OT+Y	3	Wählen. Weiter danach entnehmen. Danach diesen Posten einstellen, entnehmen und ausführen.
f56r	f56r	f56r.15	HERBAL	PROSE	abgebildeter Pflanzenartikel f56r	4	tcho · tchol · chol · cthy	T+CH+O | T+OL | OL | CTH+Y	3	Danach diesen Posten einstellen, entnehmen und ausführen. Weiter einstellen. Weiter diesen Posten bereitstellen.
