event_id	physical_page	locus	line_number	statement_id	card_ordinal_in_statement	prose_block_id	owner_id	surface	recipe	literal_reading_de	relation_to_selected_route
G515-E0369	f66r	f66r.58	58	G515-S042	12	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qoky	OK+Y	SETZEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0370	f66r	f66r.58	58	G515-S042	13	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shekair	SH+E+K+AIR	HALTEN · [E:STEUERUNG=GRAD I] · GEBEN · BAHN	SAME_OWNER_BLOCK_CONTEXT
G515-E0371	f66r	f66r.58	58	G515-S042	14	F66R_PROSE_02	F66R_TEXT_BLOCK_02	choty	CH+OT+Y	NEHMEN · DANACH · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0372	f66r	f66r.58	58	G515-S042	15	F66R_PROSE_02	F66R_TEXT_BLOCK_02	dar	D_ADDR+AR	[D_ADDR:STEUERUNG=HIER] · AUSGANG	SAME_OWNER_BLOCK_CONTEXT
G515-E0373	f66r	f66r.58	58	G515-S042	16	F66R_PROSE_02	F66R_TEXT_BLOCK_02	okeey	OK+EE+Y	SETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0374	f66r	f66r.58	58	G515-S042	17	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shdy	SH+D_ADDR+Y	HALTEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0375	f66r	f66r.58	58	G515-S042	18	F66R_PROSE_02	F66R_TEXT_BLOCK_02	ykol	Y+K+OL	POSTEN · GEBEN · FORTSETZEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0376	f66r	f66r.59	59	G515-S042	19	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qo	O	[O:STEUERUNG=AUSFÜHRUNG]	SAME_OWNER_BLOCK_CONTEXT
G515-E0377	f66r	f66r.59	59	G515-S042	20	F66R_PROSE_02	F66R_TEXT_BLOCK_02	cheky	CH+K+E+Y	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0378	f66r	f66r.59	59	G515-S042	21	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shcthy	SH+CH+T+Y	HALTEN · NEHMEN · EINSTELLEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0379	f66r	f66r.59	59	G515-S042	22	F66R_PROSE_02	F66R_TEXT_BLOCK_02	dalalshedy	AL+AL+SH+E+DY	ZIELORT · ZIELORT · HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	SAME_OWNER_BLOCK_CONTEXT
G515-E0380	f66r	f66r.59	59	G515-S043	1	F66R_PROSE_02	F66R_TEXT_BLOCK_02	cheta	CH+E+T+A_ADDR	NEHMEN · [E:STEUERUNG=GRAD I] · EINSTELLEN · [A_ADDR:STEUERUNG=HIER]	SAME_OWNER_BLOCK_CONTEXT
G515-E0381	f66r	f66r.59	59	G515-S043	2	F66R_PROSE_02	F66R_TEXT_BLOCK_02	r	R	MARKIEREN	SAME_OWNER_BLOCK_CONTEXT
G515-E0382	f66r	f66r.59	59	G515-S043	3	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sheod	SH+E+O+D_ADDR	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	SAME_OWNER_BLOCK_CONTEXT
G515-E0383	f66r	f66r.59	59	G515-S043	4	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shokaiir	SH+OK+IIN+R	HALTEN · SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	SAME_OWNER_BLOCK_CONTEXT
G515-E0384	f66r	f66r.59	59	G515-S043	5	F66R_PROSE_02	F66R_TEXT_BLOCK_02	chy	Y	POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0385	f66r	f66r.59	59	G515-S043	6	F66R_PROSE_02	F66R_TEXT_BLOCK_02	dard	D_ADDR+AR+D_ADDR	[D_ADDR:STEUERUNG=HIER] · AUSGANG · [D_ADDR:STEUERUNG=HIER]	SAME_OWNER_BLOCK_CONTEXT
G515-E0386	f66r	f66r.60	60	G515-S043	7	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shor	SH+OR	HALTEN · EINHEIT	SAME_OWNER_BLOCK_CONTEXT
G515-E0387	f66r	f66r.60	60	G515-S043	8	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sheodal	SH+E+O+AL	HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · ZIELORT	SAME_OWNER_BLOCK_CONTEXT
G515-E0388	f66r	f66r.60	60	G515-S043	9	F66R_PROSE_02	F66R_TEXT_BLOCK_02	sholdy	SH+OL+D_ADDR+Y	HALTEN · FORTSETZEN · [D_ADDR:STEUERUNG=HIER] · POSTEN	SAME_OWNER_SHOL_PACKAGE_CARRIER
G515-E0389	f66r	f66r.60	60	G515-S043	10	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qokchedy	OK+CHD+Y	SETZEN · BEARBEITEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0390	f66r	f66r.60	60	G515-S043	11	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qopchy	O+P+Y	[O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0391	f66r	f66r.60	60	G515-S043	12	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qoty	OT+Y	DANACH · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0392	f66r	f66r.60	60	G515-S043	13	F66R_PROSE_02	F66R_TEXT_BLOCK_02	chedaiir	CHD+IIN+R	BEARBEITEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	SAME_OWNER_BLOCK_CONTEXT
G515-E0393	f66r	f66r.60	60	G515-S043	14	F66R_PROSE_02	F66R_TEXT_BLOCK_02	chees	SH+EE+S_ADDR	HALTEN · [EE:STEUERUNG=GRAD II] · [S_ADDR:STEUERUNG=HIER]	SAME_OWNER_BLOCK_CONTEXT
G515-E0394	f66r	f66r.60	60	G515-S043	15	F66R_PROSE_02	F66R_TEXT_BLOCK_02	kardy	K+AR+DY	GEBEN · AUSGANG · [DY:STEUERUNG=SCHLUSS]	SAME_OWNER_BLOCK_CONTEXT
G515-E0395	f66r	f66r.61	61	G515-S044	1	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qokchey	OK+CH+E+Y	SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0396	f66r	f66r.61	61	G515-S044	2	F66R_PROSE_02	F66R_TEXT_BLOCK_02	qokaiir	OK+IIN+R	SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	SAME_OWNER_BLOCK_CONTEXT
G515-E0397	f66r	f66r.61	61	G515-S044	3	F66R_PROSE_02	F66R_TEXT_BLOCK_02	cheky	CH+K+E+Y	NEHMEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0398	f66r	f66r.61	61	G515-S044	4	F66R_PROSE_02	F66R_TEXT_BLOCK_02	daly	AL+Y	ZIELORT · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0399	f66r	f66r.61	61	G515-S044	5	F66R_PROSE_02	F66R_TEXT_BLOCK_02	daiin	AIIN	WERT	SAME_OWNER_BLOCK_CONTEXT
G515-E0400	f66r	f66r.61	61	G515-S044	6	F66R_PROSE_02	F66R_TEXT_BLOCK_02	dal	AL	ZIELORT	SAME_OWNER_BLOCK_CONTEXT
G515-E0401	f66r	f66r.61	61	G515-S044	7	F66R_PROSE_02	F66R_TEXT_BLOCK_02	shedy	SH+E+DY	HALTEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	SAME_OWNER_BLOCK_CONTEXT
G515-E0402	f66r	f66r.61	61	G515-S045	1	F66R_PROSE_02	F66R_TEXT_BLOCK_02	chedy	CHD+Y	BEARBEITEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0403	f66r	f66r.61	61	G515-S045	2	F66R_PROSE_02	F66R_TEXT_BLOCK_02	lkar	L+K+AR	VERBINDUNG · GEBEN · AUSGANG	SAME_OWNER_BLOCK_CONTEXT
G515-E0404	f66r	f66r.61	61	G515-S045	3	F66R_PROSE_02	F66R_TEXT_BLOCK_02	ol	OL	FORTSETZEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0405	f66r	f66r.61	61	G515-S045	4	F66R_PROSE_02	F66R_TEXT_BLOCK_02	okedy	OK+E+DY	SETZEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	SAME_OWNER_BLOCK_CONTEXT
G515-E0406	f66r	f66r.62	62	G515-S046	1	F66R_PROSE_02	F66R_TEXT_BLOCK_02	ol	OL	FORTSETZEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0407	f66r	f66r.62	62	G515-S046	2	F66R_PROSE_02	F66R_TEXT_BLOCK_02	cheeky	CH+K+EE+Y	NEHMEN · GEBEN · [EE:STEUERUNG=GRAD II] · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0408	f66r	f66r.62	62	G515-S046	3	F66R_PROSE_02	F66R_TEXT_BLOCK_02	daiir	DA+IIN+R	[DA:STEUERUNG=ZWEITE STUFE] · [IIN:STEUERUNG=STUFE] · MARKIEREN	SAME_OWNER_EXACT_TAIL_CARRIER
G515-E0409	f66r	f66r.62	62	G515-S046	4	F66R_PROSE_02	F66R_TEXT_BLOCK_02	chky	CH+K+Y	NEHMEN · GEBEN · POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0410	f66r	f66r.62	62	G515-S046	5	F66R_PROSE_02	F66R_TEXT_BLOCK_02	axor	A_ADDR+LOCAL_X+OR	[A_ADDR:STEUERUNG=HIER] · [LOKALES_X:ZEICHEN_ODER_NAMENSKERN] · EINHEIT	SAME_OWNER_BLOCK_CONTEXT
G515-E0411	f66r	f66r.62	62	G515-S046	6	F66R_PROSE_02	F66R_TEXT_BLOCK_02	akar	A_ADDR+K+AR	[A_ADDR:STEUERUNG=HIER] · GEBEN · AUSGANG	SAME_OWNER_BLOCK_CONTEXT
G515-E0412	f66r	f66r.62	62	G515-S046	7	F66R_PROSE_02	F66R_TEXT_BLOCK_02	y	Y	POSTEN	SAME_OWNER_BLOCK_CONTEXT
G515-E0413	f66r	f66r.62	62	G515-S046	8	F66R_PROSE_02	F66R_TEXT_BLOCK_02	daiin	AIIN	WERT	SAME_OWNER_BLOCK_CONTEXT
