source_group_id	edition	locus	page	collapsed_page	physical_folio	side	page_state	section	currier	hand	kind	grammar_scope	ascii_length	line_position_quartile	group_position_class	site_prefix
ZL3b|f39v.12|G008	ZL3b	f39v.12	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	7	3	MIDDLE	ch
ZL3b|f39v.14|G004	ZL3b	f39v.14	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	7	3	LAST	ch
ZL3b|f39v.2|G004	ZL3b	f39v.2	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	4	0	MIDDLE	ch
ZL3b|f39v.3|G002	ZL3b	f39v.3	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	4	0	MIDDLE	ch
ZL3b|f39v.3|G005	ZL3b	f39v.3	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	6	0	MIDDLE	ch
ZL3b|f39v.4|G003	ZL3b	f39v.4	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	0	MIDDLE	ch
ZL3b|f39v.4|G004	ZL3b	f39v.4	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	0	MIDDLE	ch
ZL3b|f39v.4|G007	ZL3b	f39v.4	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	6	0	MIDDLE	ch
ZL3b|f39v.5|G003	ZL3b	f39v.5	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	1	MIDDLE	sh
ZL3b|f39v.6|G002	ZL3b	f39v.6	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	6	1	MIDDLE	ch
ZL3b|f39v.6|G003	ZL3b	f39v.6	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	4	1	MIDDLE	sh
ZL3b|f39v.6|G005	ZL3b	f39v.6	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	3	1	MIDDLE	ch
ZL3b|f39v.6|G009	ZL3b	f39v.6	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	1	LAST	sh
ZL3b|f39v.7|G002	ZL3b	f39v.7	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	1	MIDDLE	sh
ZL3b|f39v.7|G004	ZL3b	f39v.7	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	6	1	MIDDLE	sh
ZL3b|f39v.8|G007	ZL3b	f39v.8	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	4	2	MIDDLE	sh
ZL3b|f39v.8|G008	ZL3b	f39v.8	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	4	2	MIDDLE	ch
ZL3b|f39v.9|G006	ZL3b	f39v.9	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	ch
ZL3b|f39v.9|G008	ZL3b	f39v.9	f39v	f39v	f39	v	1	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	sh
ZL3b|f55r.1|G002	ZL3b	f55r.1	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	7	0	MIDDLE	sh
ZL3b|f55r.11|G002	ZL3b	f55r.11	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	4	3	MIDDLE	ch
ZL3b|f55r.12|G007	ZL3b	f55r.12	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	6	3	MIDDLE	ch
ZL3b|f55r.2|G004	ZL3b	f55r.2	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	5	0	MIDDLE	ch
ZL3b|f55r.3|G002	ZL3b	f55r.3	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	4	0	MIDDLE	ch
ZL3b|f55r.5|G005	ZL3b	f55r.5	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	4	1	MIDDLE	ch
ZL3b|f55r.5|G006	ZL3b	f55r.5	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	5	1	MIDDLE	ch
ZL3b|f55r.6|G001	ZL3b	f55r.6	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	4	1	FIRST	ch
ZL3b|f55r.6|G003	ZL3b	f55r.6	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	3	1	MIDDLE	sh
ZL3b|f55r.7|G001	ZL3b	f55r.7	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	7	2	FIRST	ch
ZL3b|f55r.7|G002	ZL3b	f55r.7	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	ch
ZL3b|f55r.7|G004	ZL3b	f55r.7	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	ch
ZL3b|f55r.8|G003	ZL3b	f55r.8	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	4	2	MIDDLE	ch
ZL3b|f55r.9|G002	ZL3b	f55r.9	f55r	f55r	f55	r	1	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	ch
ZL3b|f55v.1|G001	ZL3b	f55v.1	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	10	0	FIRST	ch
ZL3b|f55v.11|G002	ZL3b	f55v.11	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	6	3	MIDDLE	ch
ZL3b|f55v.11|G003	ZL3b	f55v.11	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	6	3	MIDDLE	ch
ZL3b|f55v.12|G003	ZL3b	f55v.12	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	5	3	MIDDLE	ch
ZL3b|f55v.3|G006	ZL3b	f55v.3	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	5	0	MIDDLE	ch
ZL3b|f55v.4|G003	ZL3b	f55v.4	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	6	0	MIDDLE	ch
ZL3b|f55v.4|G006	ZL3b	f55v.4	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	6	0	MIDDLE	ch
ZL3b|f55v.5|G007	ZL3b	f55v.5	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	5	1	MIDDLE	ch
ZL3b|f55v.6|G004	ZL3b	f55v.6	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	5	1	MIDDLE	ch
ZL3b|f55v.7|G003	ZL3b	f55v.7	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	7	2	MIDDLE	sh
ZL3b|f55v.8|G002	ZL3b	f55v.8	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	5	2	MIDDLE	ch
ZL3b|f55v.9|G004	ZL3b	f55v.9	f55v	f55v	f55	v	0	H	B	2	P	CONFIRMED_PROSE	4	2	MIDDLE	ch
ZL3b|f68r1.1|G001	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	0	FIRST	sh
ZL3b|f68r1.1|G003	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	0	MIDDLE	ch
ZL3b|f68r1.1|G005	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	0	MIDDLE	ch
ZL3b|f68r1.1|G006	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	8	0	MIDDLE	ch
ZL3b|f68r1.1|G008	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	10	0	MIDDLE	ch
ZL3b|f68r1.1|G009	ZL3b	f68r1.1	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	0	LAST	ch
ZL3b|f68r1.10|G001	ZL3b	f68r1.10	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	0	SINGLE	ch
ZL3b|f68r1.12|G001	ZL3b	f68r1.12	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	0	SINGLE	ch
ZL3b|f68r1.14|G001	ZL3b	f68r1.14	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	0	SINGLE	sh
ZL3b|f68r1.18|G001	ZL3b	f68r1.18	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	0	SINGLE	ch
ZL3b|f68r1.2|G004	ZL3b	f68r1.2	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	0	MIDDLE	ch
ZL3b|f68r1.2|G005	ZL3b	f68r1.2	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	8	0	MIDDLE	ch
ZL3b|f68r1.2|G009	ZL3b	f68r1.2	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	4	0	LAST	ch
ZL3b|f68r1.22|G001	ZL3b	f68r1.22	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	0	SINGLE	ch
ZL3b|f68r1.3|G002	ZL3b	f68r1.3	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	4	0	MIDDLE	sh
ZL3b|f68r1.3|G003	ZL3b	f68r1.3	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	0	MIDDLE	ch
ZL3b|f68r1.3|G004	ZL3b	f68r1.3	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	0	MIDDLE	ch
ZL3b|f68r1.33|G001	ZL3b	f68r1.33	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	0	SINGLE	sh
ZL3b|f68r1.35|G001	ZL3b	f68r1.35	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	0	SINGLE	ch
ZL3b|f68r1.36|G001	ZL3b	f68r1.36	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	1	SINGLE	ch
ZL3b|f68r1.4|G001	ZL3b	f68r1.4	f68r1	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	0	FIRST	ch
ZL3b|f68r1.9|G001	ZL3b	f68r1.9	f68r1	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	9	0	SINGLE	ch
ZL3b|f68r2.1|G001	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	FIRST	sh
ZL3b|f68r2.1|G002	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	4	1	MIDDLE	ch
ZL3b|f68r2.1|G003	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	1	MIDDLE	sh
ZL3b|f68r2.1|G005	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	MIDDLE	ch
ZL3b|f68r2.1|G007	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	1	MIDDLE	sh
ZL3b|f68r2.1|G009	ZL3b	f68r2.1	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	8	1	LAST	ch
ZL3b|f68r2.10|G001	ZL3b	f68r2.10	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	1	SINGLE	ch
ZL3b|f68r2.12|G001	ZL3b	f68r2.12	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	5	1	SINGLE	ch
ZL3b|f68r2.14|G001	ZL3b	f68r2.14	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	9	1	SINGLE	ch
ZL3b|f68r2.15|G001	ZL3b	f68r2.15	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	1	SINGLE	ch
ZL3b|f68r2.19|G001	ZL3b	f68r2.19	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	2	SINGLE	ch
ZL3b|f68r2.2|G005	ZL3b	f68r2.2	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	8	1	MIDDLE	ch
ZL3b|f68r2.2|G006	ZL3b	f68r2.2	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	MIDDLE	ch
ZL3b|f68r2.2|G007	ZL3b	f68r2.2	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	1	MIDDLE	ch
ZL3b|f68r2.20|G001	ZL3b	f68r2.20	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	2	SINGLE	ch
ZL3b|f68r2.23|G001	ZL3b	f68r2.23	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	2	SINGLE	ch
ZL3b|f68r2.24|G001	ZL3b	f68r2.24	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	9	2	SINGLE	ch
ZL3b|f68r2.25|G002	ZL3b	f68r2.25	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	4	2	LAST	ch
ZL3b|f68r2.27|G001	ZL3b	f68r2.27	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	2	SINGLE	sh
ZL3b|f68r2.28|G001	ZL3b	f68r2.28	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	6	2	SINGLE	ch
ZL3b|f68r2.29|G001	ZL3b	f68r2.29	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	5	2	SINGLE	sh
ZL3b|f68r2.3|G001	ZL3b	f68r2.3	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	FIRST	ch
ZL3b|f68r2.3|G002	ZL3b	f68r2.3	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	MIDDLE	ch
ZL3b|f68r2.3|G003	ZL3b	f68r2.3	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	MIDDLE	ch
ZL3b|f68r2.3|G005	ZL3b	f68r2.3	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	MIDDLE	sh
ZL3b|f68r2.3|G006	ZL3b	f68r2.3	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	MIDDLE	ch
ZL3b|f68r2.31|G010	ZL3b	f68r2.31	f68r2	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	4	2	MIDDLE	ch
ZL3b|f68r2.4|G001	ZL3b	f68r2.4	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	4	1	FIRST	ch
ZL3b|f68r2.4|G002	ZL3b	f68r2.4	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	5	1	MIDDLE	ch
ZL3b|f68r2.4|G007	ZL3b	f68r2.4	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	MIDDLE	ch
ZL3b|f68r2.4|G008	ZL3b	f68r2.4	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	LAST	ch
ZL3b|f68r2.5|G001	ZL3b	f68r2.5	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	7	1	FIRST	ch
ZL3b|f68r2.5|G002	ZL3b	f68r2.5	f68r2	f68r	f68	r	1	A		4	P	DIAGNOSTIC_NONPROSE	6	1	MIDDLE	ch
ZL3b|f68r2.8|G001	ZL3b	f68r2.8	f68r2	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	1	SINGLE	ch
ZL3b|f68r3.1|G003	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	8	2	MIDDLE	ch
ZL3b|f68r3.1|G004	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	7	2	MIDDLE	ch
ZL3b|f68r3.1|G005	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G006	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G007	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	5	2	MIDDLE	ch
ZL3b|f68r3.1|G009	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	8	2	MIDDLE	ch
ZL3b|f68r3.1|G011	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	5	2	MIDDLE	ch
ZL3b|f68r3.1|G013	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	7	2	MIDDLE	ch
ZL3b|f68r3.1|G015	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	8	2	MIDDLE	ch
ZL3b|f68r3.1|G016	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G019	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	9	2	MIDDLE	ch
ZL3b|f68r3.1|G022	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G027	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	12	2	MIDDLE	ch
ZL3b|f68r3.1|G028	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G029	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	6	2	MIDDLE	ch
ZL3b|f68r3.1|G030	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	4	2	MIDDLE	ch
ZL3b|f68r3.1|G032	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	9	2	MIDDLE	ch
ZL3b|f68r3.1|G035	ZL3b	f68r3.1	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	5	2	MIDDLE	sh
ZL3b|f68r3.10|G001	ZL3b	f68r3.10	f68r3	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	5	3	FIRST	ch
ZL3b|f68r3.12|G001	ZL3b	f68r3.12	f68r3	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	8	3	SINGLE	ch
ZL3b|f68r3.2|G003	ZL3b	f68r3.2	f68r3	f68r	f68	r	1	A		4	R	DIAGNOSTIC_NONPROSE	3	2	MIDDLE	sh
ZL3b|f68r3.2|G004	ZL3b	f68r3.2	f68r3	f68r	f68	r	1	A		4	R	DIAGNOSTIC_NONPROSE	9	2	MIDDLE	ch
ZL3b|f68r3.21|G001	ZL3b	f68r3.21	f68r3	f68r	f68	r	1	A		4	L	DIAGNOSTIC_NONPROSE	7	3	SINGLE	ch
ZL3b|f68r3.22|G001	ZL3b	f68r3.22	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	8	3	FIRST	ch
ZL3b|f68r3.22|G002	ZL3b	f68r3.22	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	7	3	MIDDLE	ch
ZL3b|f68r3.22|G004	ZL3b	f68r3.22	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	5	3	MIDDLE	ch
ZL3b|f68r3.22|G006	ZL3b	f68r3.22	f68r3	f68r	f68	r	1	A		4	C	DIAGNOSTIC_NONPROSE	3	3	MIDDLE	ch
ZL3b|f68r3.3|G001	ZL3b	f68r3.3	f68r3	f68r	f68	r	1	A		4	R	DIAGNOSTIC_NONPROSE	7	3	FIRST	ch
ZL3b|f68r3.3|G002	ZL3b	f68r3.3	f68r3	f68r	f68	r	1	A		4	R	DIAGNOSTIC_NONPROSE	7	3	MIDDLE	ch
