locus	page	section	currier	hand	code	kind	grammar_scope	symbol_count	family_sequence	zl_sta_codes	it_sta_codes	rf_sta_codes	alternative_sites	strict_zero_alternative	union_boundary_positions	synchronized_boundary_positions	three_reading_boundary_positions	two_reading_boundary_positions	one_reading_boundary_positions	exact_boundary_position_sets	exact_typed_boundary_maps
f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	42	PABLABAKABBAGPKABAKJABTABDAQKCLJAACJCAABTA	P2 A1 B2 L1 A1 B1 A2 K1 A1 B2 B1 A3 G1 P2 K1 A1 B1 A2 K1 J1 A1 B2 T1 A1 B2 D1 A1 Q2 K2 C2 L1 J1 A2 A3 C2 J1 C2 A1 A3 B2 T2 A2	P2 A1 B2 L1 A1 B1 A2 K1 A1 B2 B1 A3 G1 P2 K1 A1 B1 A2 K1 J1 A1 B2 T1 A1 B2 D1 A1 Q2 K2 C2 L1 J1 A2 A1 C1 J1 C2 A1 A3 B2 T2 A2	P2 A1 B2 L1 A1 B1 A2 K1 A1 B2 B1 A3 G1 P2 K1 A1 B1 A2 K1 J1 A1 B2 T1 A1 B2 D1 A1 Q2 K2 C2 L1 J1 A2 Aa C2 J1 C2 A1 A3 B2 T2 A2	0	1	5,7,10,13,17,22,25,30,33,38	7,13,22,25,30,33,38	7,13,22,25,30,33,38		5,10,17	0	0
f100r.24	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	44	CAFKACLJACDAUABAABJACAQLKAKABLJABACAEKJABCAG	C2 A3 F2 K1 A1 C1 L1 J1 A1 C1 D1 A1 U1 A1 B1 A2 A1 B1 J1 A1 C1 A2 Q1 L1 K2 A2 K1 A1 B2 L1 J1 A1 B1 A2 C2 A3 E1 K1 J1 A1 B2 C1 A3 G1	C2 A3 F2 K1 A1 C1 L1 J1 A1 C1 D1 A1 U1 A1 B1 A2 A1 B1 J1 A1 C1 A2 Q1 L1 K2 A2 K1 A1 B2 L1 J1 A1 B1 A2 C2 A3 E1 K1 J1 A1 B2 C1 A3 G1	C2 A3 F2 K1 A1 C1 L1 J1 A1 C1 D1 A1 U1 A1 B1 A2 A1 B1 J1 A1 C1 A2 Q1 L1 K2 A2 K1 A1 B2 L1 J1 A1 B1 A2 C2 A3 E1 K1 J1 A1 B2 C2 A3 G1	0	1	6,10,16,21,23,26,29,34,37,41	6,10,16,21,26,34,37,41	6,10,16,21,26,34,37,41		23,29	0	0
f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	44	LJACDQKABAKABBAGUJABABKJABKJQAKJABKJAUAAQJAB	L1 J1 A1 C1 D1 Q1 K2 A1 B1 A2 K1 A1 B2 B1 A3 G1 U2 J1 A1 B2 A1 B2 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B2 K1 J1 A1 U1 A2 A1 Q1 J1 A1 B2	L1 J1 A1 C1 D1 Q1 K2 A1 B1 A2 K1 A1 B2 B1 A3 G1 U2 J1 A1 B2 A1 B2 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B2 K1 J1 A1 U1 A2 A1 Q1 J1 A1 B2	L1 J1 A1 C1 D1 Q1 K2 A1 B1 A2 K1 A1 B2 B1 A3 G1 U2 J1 A1 B2 A1 B2 K1 J1 A1 B2 K1 J1 Q1 A2 K1 J1 A1 B2 K1 J1 A1 U1 A2 A1 Q1 J1 A1 B2	0	1	4,10,13,16,20,26,30,34,39	4,10,13,16,20,26,30,34,39	4,10,13,16,20,26,30,34,39			1	1
f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	43	AAGKJQKAKABKABABAKACABKACDAQJABAQKABKJABCAB	A2 A3 G1 K1 J1 Q1 K2 A2 K1 A1 B2 K1 A1 B2 A1 B1 A2 K1 A1 C2 A1 B2 K1 A1 C1 D1 A1 Q1 J1 A1 B2 A1 Q1 K2 A1 B2 K1 J1 A1 B2 C2 A3 B2	A2 A3 G1 K1 J1 Q1 K2 A2 K1 A1 B2 K1 A1 B2 A1 B1 A2 K1 A1 C2 A1 B2 K1 A1 C1 D1 A1 Q1 J1 A1 B2 A1 Q1 K2 A1 B2 K1 J1 A1 B2 C2 A3 B2	A2 A3 G1 K1 J1 Q1 K2 A2 K1 A1 B2 K1 A1 B2 A1 B1 A2 K1 A1 C2 A1 B2 K1 A1 C1 D1 A1 Q2 J1 A1 B2 A1 Q1 K2 A1 B2 K1 J1 A1 B2 C2 A3 B2	0	1	1,3,8,11,17,20,25,31,36,41	3,8,11,17,20,25,31,36,41	3,8,11,17,20,25,31,36,41		1	0	0
f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	22	KABKJABKAKUJABAAQABKJA	K1 A1 B2 K1 J1 A1 B2 K1 A1 K1 U1 J1 A1 B1 A2 A1 Q2 A1 B2 K1 J1 A2	K1 A1 B2 K1 J1 A1 B2 K1 A1 K1 U1 J1 A1 B1 A2 A1 Q2 A1 B2 K1 J1 A2	K1 A1 B2 K1 J1 A1 B2 K1 A1 K1 U1 J1 A1 B1 A2 A1 Q2 A1 B2 K1 J1 A2	0	1	3,7,9,15	3,7,9,15	3,7,9,15			1	1
f100r.3	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	AQJAC	A1 Q2 J1 A3 C1	A1 Q2 J1 A3 C1	A1 Q2 J1 A3 C1	0	1						1	1
f100r.4	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	KAPACA	K1 A1 P2 A3 C1 A2	K1 A1 P2 A3 C1 A2	K1 A1 P2 A3 C1 A2	1	0						1	1
f100r.5	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	11	CACKACBAGBA	C2 A3 C1 K1 A3 C1 B1 A3 G1 B1 A2	C2 A3 C1 K1 A3 C1 B1 A3 G1 B1 A2	C2 A3 C1 K1 A3 C1 B1 A3 G1 B1 A2	0	1	3,6	3,6	6	3		0	0
f100r.6	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	ACACA	A1 C1 A3 C1 A1	A1 C2 A3 C1 A1	A1 C1 A3 C1 A1	1	0						1	1
f100r.7	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	KABCAF	K1 A3 B2 C2 A3 F1	K1 A3 B2 C2 A3 F1	K2 Aa B2 C2 A3 F1	0	1						1	1
f100r.8	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	CAEQA	C2 A1 E1 Q2 A2	C2 A1 E1 Q2 A2	C2 A1 E1 Q2 A2	0	1						1	1
f100r.9	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	CACAB	C2 A1 C2 A3 B3	C2 A1 C2 A3 B3	C2 A1 C2 A3 B3	0	1						1	1
f100v.1	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	QABKB	Q2 A1 B2 K1 B1	Q2 A1 B2 K1 B1	Q2 A1 B2 K1 B1	0	1						1	1
f100v.10	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	AQKJAC	A1 Q1 K1 J1 A1 C1	A1 Q1 K1 J1 A1 C1	A1 Q1 K1 J1 A1 C1	0	1						1	1
f100v.11	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	AQKAB	A2 Q2 K1 A1 B2	A2 Q2 K1 A1 B2	Ab Q2 K1 A1 B2	0	1						1	1
f100v.12	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	BAQKAB	B1 A2 Q1 K1 A3 B2	B1 A2 Q1 K1 A3 B2	B1 A2 Q1 K1 A3 B2	0	1						1	1
f100v.13	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	8	KACUACAB	K1 A1 C2 U2 A3 C1 A3 B2	K1 A1 C2 U2 A1 C1 A3 B2	K1 A1 C2 U2 Aa C1 A3 B2	0	1	3	3	3			1	1
f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	40	CACKKABAFABKJABDAABQKAKABKKADAQJABKAQABC	C2 A1 C1 K1 K2 A2 B1 A3 F3 A1 B2 K1 J1 A1 B2 D1 A1 A1 B2 Q1 K2 A2 K1 A1 B2 K1 K2 A2 D1 A1 Q1 J1 A1 B2 K1 A1 Q2 A1 B2 C2	C2 A1 C1 K1 K2 A2 B1 A3 F3 A1 B2 K1 J1 A1 B2 D1 A1 A1 B2 Q1 K2 A2 K1 A1 B2 K1 K2 A2 D1 A1 Q1 J1 A1 B2 K1 A1 Q2 A1 B2 C2	C2 A1 C1 K1 K2 A2 B1 A3 F3 A3 B2 K1 J1 A1 B2 D1 A1 A1 B2 Q1 K2 A2 K1 A1 B2 K1 K2 A2 D1 A1 Q1 J1 A1 B2 K1 A1 Q2 A1 B2 C2	0	1	3,6,9,11,15,22,25,28,34,39	3,6,9,11,15,22,25,28,34	3,6,9,11,15,22,25,28,34		39	0	0
f100v.16	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	40	AQKABKABKJAKACKACLKAAQJABKJCAQJACAQJABBA	A2 Q1 K2 A1 B2 K1 A1 B2 K1 J1 A2 K2 A1 C2 K2 A1 C2 L1 K2 A1 A1 Q1 J1 A1 B2 K1 J1 C2 A1 Q1 J1 A1 C1 A1 Q1 J1 A1 B2 B1 A2	A2 Q1 K2 A1 B2 K1 A1 B2 K1 J1 A2 K2 A1 C2 K2 A1 C2 L1 K2 A1 A1 Q1 J1 A1 B2 K1 J1 C2 A1 Q1 J1 A1 C1 A1 Q1 J1 A1 B2 B1 A2	A2 Q1 K2 A1 B2 K1 A1 B2 K1 J1 Ab K2 A1 C2 K2 A1 C2 L1 K2 A1 A1 Q1 J1 A1 B2 K1 J1 C2 A1 Q1 J1 A1 C1 A1 Q1 J1 A1 B2 B1 A2	0	1	5,8,11,16,17,20,25,28,33,38	5,8,11,17,20,25,28,33,38	5,8,11,17,20,25,28,33,38		16	0	0
f100v.2	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	KABC	K1 A1 B2 C2	K1 A1 B2 C2	K1 A1 B2 C2	0	1						1	1
f100v.20	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	43	AKJAQALAQKCADAQKAKAQJABCACABAABAKJACABKAUAC	A2 K1 J1 A1 Q1 A2 L1 A1 Q1 K2 C2 A2 D1 A1 Q1 K2 A2 K1 A1 Q1 J1 A1 B2 C2 A3 C1 A3 B2 A1 A3 B2 A2 K1 J1 A1 C1 A1 B2 K1 A1 U1 A3 C1	A2 K1 J1 A1 Q1 A2 L1 A1 Q1 K2 C2 A2 D1 A1 Q1 K2 A2 K1 A1 Q1 J1 A1 B2 C2 A1 C1 A3 B2 A1 A3 B2 A2 K1 J1 A1 C1 A1 B2 K1 A1 U1 A3 C1	A2 K1 J1 A1 Q1 A2 L1 A1 Q1 K2 C2 A2 D1 A1 Q1 K2 A2 K1 A1 Q1 J1 A1 B2 C2 Aa C1 A3 B2 A1 A3 B2 A2 K1 J1 A1 C1 A1 B2 K1 A1 U1 A3 C1	0	1	6,12,17,23,32,36,38	6,12,17,23,32,36,38	6,12,17,23,32,36,38			1	1
f100v.21	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	41	CACABAQACABKAABAACACAAAQACKMABKJAQJABACJA	C2 A1 C1 A3 B2 A1 Q1 A1 C1 A1 B2 K1 A1 A2 B2 A2 A3 C1 A3 C1 A1 A2 A1 Q1 A3 C1 K1 M1 A3 B2 K1 J1 A1 Q1 J1 A1 B2 A1 C1 J1 A2	C2 A1 C1 A3 B2 A1 Q1 A1 C1 A1 B2 K1 A1 A2 B2 A2 A3 C1 A3 C1 A1 A2 A1 Q1 A3 C1 K1 M1 A3 B2 K1 J1 A1 Q1 J1 A1 B2 A1 C1 J1 A2	C2 A1 C1 A3 B2 A1 Q1 A1 C1 A1 B2 K1 A1 A2 B2 A2 A3 C1 A3 C1 A1 A2 A1 Q1 A3 C1 K1 M1 A3 B2 K1 J1 A1 Q1 J1 A1 B2 A1 C1 J1 A2	0	1	5,9,11,14,16,22,26,30,37	5,9,11,14,16,22,26,30,37	5,9,11,14,16,22,26,30,37			1	1
f100v.22	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	11	BAGKJQAKACA	B1 A3 G1 K1 J1 Q1 A2 K1 A1 C1 A2	B1 A3 G1 K1 J1 Q1 A2 K1 A1 C1 A2	B1 A3 G1 K1 J1 Q1 A2 K1 A1 C1 A2	0	1	3,7	3,7	3,7			1	1
f100v.3	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	APKAC	A1 P1 K1 A1 C1	A1 P1 K1 A1 C1	A1 P1 K1 A1 C1	0	1						1	1
f100v.4	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	CABCA	C2 A1 B2 C2 A2	C1 A1 B2 C2 A2	C2 A1 B2 C2 A2	0	1						1	1
f100v.5	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	7	CABKCAC	C2 A1 B2 K2 C2 A1 C2	C2 A1 B2 K2 C2 A1 C2	C2 A1 B2 K2 C2 A1 C2	0	1	3				3	0	0
f100v.6	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	7	AQKAKBA	A2 Q1 K1 A1 K1 B1 A2	A2 Q1 K1 A1 K1 B1 A2	A2 Q1 K1 A1 K1 B1 A2	0	1						1	1
f100v.7	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	AQKBA	A2 Q1 K1 B1 A2	A2 Q1 K1 B1 A2	A2 Q1 K1 B1 A2	0	1						1	1
f100v.8	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	BKBA	B1 K1 B1 A2	B1 K1 B1 A2	B1 K1 B1 A2	0	1						1	1
f100v.9	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	BABCA	B1 A3 B2 C2 A2	B1 A3 B2 C2 A2	B1 A3 B2 C2 A2	0	1						1	1
f101r.5	f101r	P	A	1	+P0	P	CONFIRMED_PROSE	89	BAGUJABKJABAQACACAGKJABKAQKABKJAAQABAQJABBACKABKACAGAQJABACAGABKJAAQKABLJABAQJABKACAGLJAB	B1 A3 G1 U2 J1 A1 B2 K1 J1 A1 B2 A1 Q1 A1 C1 A1 C1 A3 G1 K1 J1 A1 B2 K1 A1 Q1 K2 A1 B1 K1 J1 A2 A1 Q1 A1 B2 A1 Q1 J1 A1 B2 B1 A1 C1 K1 A1 B2 K1 A2 C1 A3 G1 A1 Q2 J1 A1 B2 A1 C1 A3 G1 A1 B2 K1 J1 A2 A1 Q2 K2 A1 B1 L1 J1 A1 B2 A1 Q1 J1 A1 B2 K1 A1 C2 A3 G1 L1 J1 A3 B3	B1 A3 G1 U2 J1 A1 B2 K1 J1 A1 B2 A1 Q1 A1 C1 A1 C1 A3 G1 K1 J1 A1 B2 K1 A1 Q1 K2 A1 B1 K1 J1 A2 A1 Q1 A1 B2 A1 Q1 J1 A1 B2 B1 A1 C1 K1 A1 B2 K1 A2 C1 A3 G1 A1 Q2 J1 A1 B2 A1 C1 A3 G1 A1 B2 K1 J1 A2 A1 Q2 K2 A1 B1 L1 J1 A1 B2 A1 Q1 J1 A1 B2 K1 A1 C2 A3 G1 L1 J1 A1 B3	B1 A3 G1 U2 J1 A1 B2 K1 J1 A1 B2 A1 Q1 A1 C1 A1 C1 A3 G1 K1 J1 A1 B2 K1 A1 Q1 K2 A1 B1 K1 J1 A2 A1 Q1 A1 B2 A1 Q1 J1 A1 B2 Ba A1 C1 K1 A1 B2 K1 A2 C1 A3 G1 A1 Q2 J1 A1 B2 A1 C1 A3 G1 A1 B2 K1 J1 A2 A1 Q2 K2 A1 B1 L1 J1 A1 B2 A1 Q1 J1 A1 B2 K1 A1 C2 A3 G1 L1 J1 A1 B3	1	0	3,7,11,15,17,19,23,25,28,32,36,41,44,47,49,50,52,57,59,61,63,66,71,75,80,85	3,7,11,15,17,19,23,25,32,36,41,44,47,49,50,52,57,59,61,63,66,71,75,80,85	3,7,11,15,17,19,23,25,32,36,41,44,47,49,50,52,57,61,66,71,75,80,85	59,63	28	0	0
f101r.8	f101r	P	A	1	+P0	P	CONFIRMED_PROSE	82	ABAGAQJABKACAQKAKAQKJAQACBAGLAQKABKABDAQABAGABCABABACBAGACACAAQKABAGLJABAGAQABKJAC	A1 B2 A3 G1 A1 Q2 J1 A1 B2 K1 A1 C1 A1 Q2 K2 A2 K1 A1 Q1 K1 J1 A2 Q1 A1 C1 B1 A3 G1 L1 A1 Q1 K1 A1 B2 K1 A1 B2 D1 A1 Q1 A2 B1 A3 G1 A1 B2 C2 A3 B2 A2 B1 A3 C1 B1 A3 G1 A1 C1 A1 C1 A2 A1 Q1 K2 A2 B1 A3 G1 L1 J1 A2 B1 A3 G1 A1 Q1 A1 B2 K1 J1 A1 C1	A1 B2 A3 G1 A1 Q2 J1 A1 B2 K1 A1 C1 A1 Q2 K2 A2 K1 A1 Q1 K1 J1 A2 Q1 A1 C1 B1 A3 G1 L1 A1 Q1 K1 A1 B2 K1 A1 B2 D1 A1 Q1 A2 B1 A3 G1 A1 B2 C2 A3 B2 A2 B1 A3 C1 B1 A3 G1 A1 C1 A1 C1 A2 A1 Q1 K2 A2 B1 A3 G1 L1 J1 A3 B1 A3 G1 A1 Q1 A1 B2 K1 J1 A3 C1	A1 B2 A3 G1 A1 Q2 J1 A1 B2 K1 A1 C1 A1 Q2 K2 A2 K1 A1 Q1 K1 J1 A2 Q1 A1 C1 Ba A3 G1 L1 A1 Q1 K1 A1 B2 K1 A1 B2 D1 A1 Q1 A2 B1 A3 G1 A1 B2 C2 A3 B2 A2 B1 A3 C1 B1 A3 G1 A1 C1 A1 C1 A2 A1 Q1 K2 A2 B1 A3 G1 L1 J1 A2 B1 A3 G1 A1 Q1 A1 B2 K1 J1 A1 C1	0	1	2,4,9,12,16,22,25,28,31,34,37,41,44,46,47,49,53,56,58,61,65,68,71,74,78	4,9,12,16,22,25,28,31,34,37,41,44,46,47,49,53,56,58,61,65,68,71,74,78	4,9,12,16,22,25,28,31,34,37,41,44,46,47,49,53,56,58,61,65,68,71,74,78		2	0	0
f101v.1	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	CAFABA	C2 A3 F3 A3 B2 A2	C2 A3 F3 A3 B2 A2	C2 A3 F3 A3 B2 A2	1	0						1	1
f101v.10	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	AQAB	A1 Q1 A1 B2	A1 Q1 A1 B2	A1 Q1 A1 B2	0	1						1	1
f101v.11	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	ACAB	A3 C1 A1 B3	A3 C1 A1 B3	A3 C1 A1 B3	0	1						1	1
f101v.12	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	ACACAB	A1 C1 A3 C1 A3 B3	A1 C1 A3 C1 A3 B3	A1 C1 A3 C1 A3 B3	0	1	4				4	0	0
f101v.15	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	ABQAC	A1 B2 Q1 A1 C1	A1 B2 Q1 A1 C1	A1 B2 Q1 A1 C1	0	1						1	1
f101v.16	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	BABACA	B1 A1 B2 A3 C1 A2	B1 A1 B2 A3 C1 A2	B1 A1 B2 A3 C1 A2	0	1						1	1
f101v.17	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	ABAC	A1 B1 A1 C1	A1 B1 A1 C1	A1 B1 A1 C1	0	1						1	1
f101v.18	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	ABACAE	A1 B2 A3 C1 A3 E2	A1 B2 A3 C1 A3 E2	A1 B2 A3 C1 A3 E2	0	1						1	1
f101v.2	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	AQABBA	A1 Q2 A3 B2 B1 A2	A1 Q2 A3 B2 B1 A2	A1 Q2 A3 B2 Ba A2	0	1						1	1
f101v.3	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	AQAB	A1 Q2 A1 B2	A1 Q2 A3 B2	A1 Q2 Aa B2	0	1						1	1
f101v.5	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	BAQAC	B1 A1 Q1 A1 C1	B1 A1 Q1 A1 C1	B1 A1 Q1 A1 C1	0	1						1	1
f101v.6	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	4	ACAC	A1 C1 A3 C1	A1 C1 A3 C1	A1 C1 A3 C1	0	1						1	1
f101v.7	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	AQACAC	A1 Q2 A3 C1 A3 C1	A1 Q2 A1 C1 A3 C1	A1 Q2 A3 C1 A3 C1	0	1						1	1
f101v.8	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	5	AQABA	A1 Q2 A1 B2 A2	A1 Q2 A3 B2 A3	A1 Q2 A1 B2 A2	1	0						1	1
f101v.9	f101v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	6	CACABA	C2 A1 C1 A3 B2 A2	C2 A1 C1 A3 B2 A2	C2 A1 C1 A3 B2 A2	0	1						1	1
f102r1.10	f102r1	P	A	1	+P0	P	CONFIRMED_PROSE	39	AKJABLABBAKABKABAQKABBABBABJABAGBABUJBA	A2 K1 J1 A1 B2 L1 A1 B2 B1 A2 K1 A1 B2 K1 A1 B2 A2 Q1 K2 A1 B2 B1 A1 B2 B1 A1 B2 J1 A1 B1 A3 G1 B1 A3 B2 U2 J1 B1 A2	A2 K1 J1 A1 B2 L1 A1 B2 B1 A2 K1 A1 B2 K1 A1 B2 A2 Q1 K2 A1 B2 B1 A1 B2 B1 A1 B2 J1 A1 B1 A3 G1 B1 A1 B2 U2 J1 B1 A2	A2 K1 J1 A1 B2 L1 A1 B2 Ba A2 K1 A1 B2 K1 A1 B2 A2 Q1 K2 A1 B2 B1 A1 B2 B1 A1 B2 J1 A3 B1 A3 G1 B1 A3 B2 U2 J1 B1 A2	0	1	5,10,13,16,21,24,32,35	5,10,13,16,21,24,32,35	5,10,13,16,21,24,32,35			1	1
f102r1.11	f102r1	P	A	1	+P0	P	CONFIRMED_PROSE	38	BKJADAUACABLKAAQJABADAQJABABLAUJAABKAB	B1 K1 J1 A1 D1 A1 U1 A2 C2 A1 B2 L1 K2 A2 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A1 B2 L1 A1 U1 J1 A2 A1 B2 K2 A1 B2	B1 K1 J1 A1 D1 A1 U1 A2 C2 A1 B2 L1 K2 A2 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A1 B2 L1 A1 U1 J1 A2 A1 B2 K2 A1 B2	B1 K1 J1 A1 D1 A1 U1 A2 C2 A1 B2 L1 K2 A2 A1 Q1 J1 A1 B1 A2 D1 A1 Q1 J1 A1 B1 A1 B2 L1 A1 U1 J1 A2 A1 B2 K2 A1 B2	0	1	4,8,11,14,20,28,33	4,8,11,14,20,28,33	4,8,11,14,20,28,33			1	0
f102r1.14	f102r1	P	A	1	+P0	P	CONFIRMED_PROSE	40	BAKAQKABDAQJABAACLJADAQJABAQABKACCACAKAG	B1 A1 K2 A2 Q1 K2 A1 B2 D1 A1 Q1 J1 A1 B1 A3 A1 C1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A1 Q1 A1 B2 K1 A1 C2 C2 A1 C1 A1 K2 A3 G1	B1 A1 K2 A2 Q1 K2 A1 B2 D1 A1 Q1 J1 A1 B1 A3 A1 C1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A1 Q1 A1 B2 K1 A1 C2 C2 A1 C1 A1 K2 A3 G1	B1 A1 K2 A2 Q1 K2 A1 B2 D1 A1 Q1 J1 A1 B1 Aa A1 C1 L1 J1 A2 D1 A1 Q2 J1 A1 B2 A1 Q1 A1 B2 K1 A1 C2 C2 A1 C1 A1 K2 A3 G1	0	1	4,8,13,17,20,26,30,33,34,36	4,8,13,17,20,26,30,33,34,36	4,8,13,17,20,26,30,33,36	34		0	0
f102r1.15	f102r1	P	A	1	+P0	P	CONFIRMED_PROSE	36	ACKABBAGBAQJACLKADAQJABABACACAQKAQAB	A1 C1 K1 A1 B2 B1 A3 G1 B1 A2 Q1 J1 A1 C1 L1 K2 A2 D1 A1 Q1 J1 A1 B1 A2 B1 A1 C1 A1 C2 A2 Q1 K2 A2 Q1 A3 B3	A1 C1 K1 A1 B2 B1 A3 G1 B1 A2 Q1 J1 A1 C1 L1 K2 A2 D1 A1 Q1 J1 A1 B1 A2 B1 A1 C1 A1 C2 A2 Q1 K2 A2 Q1 A3 B3	A1 C1 K1 A1 B2 Ba A3 G1 B1 A2 Q1 J1 A1 C2 Lb K2 A2 D1 A1 Q1 J1 A1 Ba A2 B1 A1 C1 Aa C2 A2 Q1 K2 A2 Q1 A3 B3	0	1	2,5,8,14,17,24,27,29,33	2,5,8,14,17,24,27,29	2,5,8,14,17,24,27,29		33	0	0
