pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
419	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	2	38	2054	f75v.68|S01	f75v	B	B	2	0	AUJA LJBA AQAB KUJA BBA	A1 U2 J1 A2 | L1 J1 B1 A2 | A1 Q2 A1 B2 | K1 U1 J1 A2 | B2 B1 A2	octhey shedy otol chckhey ldy	F:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | L:BBA{adj=DU;fl=I;ec=E;o=0;c=1;p=-}	19	7	2	3	4	3	11	14	8	0
420	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	3	38	3985	f115v.33|S01	f115v	S	B	3	0	AKJBAB DAQKA KUA KBAB BKJBA	A2 K1 J1 B1 A3 B2 | D1 A1 Q2 K1 A2 | K1 U2 A2 | K1 B1 A3 B2 | B2 K1 J1 B1 A2	ychedal qotchy chcthy chdal lchedy	F:AKJBAB{adj=DFUUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:KBAB{adj=UUU;fl=I;ec=U;o=0;c=4;p=-} | L:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ}	20	8	1	2	3	6	14	18	8	0
421	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	4	38	3318	f103r.44|S01	f103r	S	B	3	0	ABMA DAQKA LJA LJAB AQLJBA	A1 B1 M1 A2 | D1 A1 Q1 K2 A2 | L1 J1 A2 | L1 J1 A3 B2 | A1 Q2 L1 J1 B1 A2	odeeey qokeey shey sheal otshedy	F:ABMA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:LJAB{adj=FUU;fl=I;ec=C;o=0;c=3;p=LJ} | L:AQLJBA{adj=FUFUU;fl=I;ec=I;o=0;c=0;p=AQ}	21	8	2	2	5	4	13	17	7	0
422	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	5	38	1949	f75r.18|S01	f75r	B	B	2	0	CAB LKBA DAB LJBA DAB	C2 A1 B2 | L1 K2 B1 A2 | D1 A1 B2 | L1 J1 B1 A2 | D1 A1 B2	sol sheedy qol shedy qol	F:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:LKBA{adj=UUU;fl=I;ec=C;o=0;c=0;p=-} | C:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | L:DAB{adj=FU;fl=U;ec=U;o=0;c=2;p=DA}	21	8	3	2	6	2	14	16	11	0
423	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	6	38	3906	f114v.5|S01	f114v	S	B	3	0	KJBA DAQKBA AQABA KKBAF LJBA	K1 J1 B1 A2 | D1 A1 Q1 K2 B1 A2 | A1 Q1 A3 B2 A2 | K1 K2 B1 A3 F1 | L1 J1 B1 A2	chedy qokeedy okaly cheedain shedy	F:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:KKBAF{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-} | L:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ}	22	8	3	3	4	4	13	15	6	0
424	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	7	38	3305	f103r.23|S01	f103r	S	B	3	0	BAG LJUA BKJBA KUA LAB	B1 A3 G1 | L1 J1 U1 A2 | B2 K1 J1 B1 A2 | K1 U1 A2 | L1 A1 B2	daiin sheckhy lchedy chckhy shol	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:LJUA{adj=FUU;fl=I;ec=C;o=0;c=2;p=LJ} | C:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | L:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-}	22	7	4	2	4	5	15	16	10	0
425	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	8	38	2700	f85r2.4|S01	f85r2	C	B	2	0	BAF LJA ACAG KAB BAG	B1 A3 F3 | L1 J1 A1 | A1 C1 A3 G1 | K1 A1 B2 | B1 A3 G1	dair sheo oraiin chol daiin	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:LJA{adj=FU;fl=I;ec=C;o=1;c=1;p=LJ} | C:ACAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	23	7	4	2	5	5	14	16	10	0
426	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	9	38	3501	f106v.8|S01	f106v	S	B	3	0	ACAG KJA CAB AG AQAG	A1 C1 A3 G1 | K1 J1 A1 | C1 A1 B2 | A3 G1 | A1 Q2 A3 G1	oraiin cheo rol aiin otaiin	F:ACAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:CAB{adj=UU;fl=U;ec=E;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	23	8	3	3	5	4	15	18	12	0
427	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	10	38	3735	f111v.44|S01	f111v	S	B	3	0	BAF QKABAF KKAB ABAG AC	B1 A3 F1 | Q2 K2 A1 B1 A3 F1 | K1 K2 A3 B2 | A1 B2 A3 G1 | A1 C1	dain teeodain cheeal olaiin or	F:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:QKABAF{adj=FUUUU;fl=I;ec=I;o=4;c=0;p=QK} | C:KKAB{adj=UUU;fl=I;ec=I;o=0;c=4;p=-} | C:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	24	8	3	4	6	3	14	15	8	0
428	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	11	38	942	f41v.2|S02	f41v	H	B	5	1	APKJBA KJPKJPA LBKBA DAQAB BAC	A2 P1 K1 J1 B1 A2 | K1 J1 P1 K1 J1 P2 A2 | L1 B1 K1 B1 A2 | D1 A1 Q2 A3 B2 | B1 A3 C1	ypchedy chepchefy shdchdy qotal dar	F:APKJBA{adj=UFFUU;fl=I;ec=C;o=0;c=1;p=PKJ} | C:KJPKJPA{adj=FUFFUU;fl=I;ec=I;o=0;c=2;p=PKJ} | C:LBKBA{adj=DUUU;fl=I;ec=I;o=0;c=0;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | L:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-}	24	10	3	4	2	5	18	21	12	0
429	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	12	38	3486	f106r.35|S01	f106r	S	B	3	0	AQAG KAQA BQAC KBA BKJBA	A1 Q1 A3 G1 | K1 A1 Q1 A2 | B2 Q1 A3 C1 | K1 B1 A2 | B2 K1 J1 B1 A2	okaiin choky lkar chdy lchedy	F:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:BQAC{adj=UUU;fl=I;ec=U;o=2;c=1;p=-} | C:KBA{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | L:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ}	25	8	3	2	5	7	12	13	8	0
430	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	13	38	2636	f84v.6|S01	f84v	B	B	2	0	AQKBA DAKBA ABQKA LJQA DAQKA	A2 Q1 K2 B1 A2 | D1 A1 K2 B1 A2 | A1 B2 Q1 K2 A2 | L1 J1 Q1 A2 | D1 A1 Q1 K2 A2	ykeedy qoeedy olkeey sheky qokeey	F:AQKBA{adj=FFUU;fl=U;ec=U;o=0;c=0;p=AQK} | C:DAKBA{adj=FDUU;fl=I;ec=I;o=0;c=0;p=DA} | C:ABQKA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=QK} | C:LJQA{adj=FUU;fl=I;ec=U;o=0;c=2;p=LJ} | L:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK}	25	10	4	3	4	4	13	13	10	0
431	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	14	38	2567	f83r.54|S01	f83r	B	B	2	0	BAG AB BAF KJA BBABAC	B1 A3 G1 | A1 B2 | B1 A3 F1 | K1 J1 A2 | B2 B1 A3 B2 A1 C1	daiin ol dain chey ldalor	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:BBABAC{adj=DUUUU;fl=I;ec=I;o=2;c=1;p=-}	25	10	4	2	3	6	15	15	8	0
432	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	15	38	3364	f104r.21|S01	f104r	S	B	3	0	BLKBA DAQAG KJAC ABQKJBA KACAG	B1 L1 K2 B1 A2 | D1 A1 Q1 A3 G1 | K1 J1 A3 C1 | A1 B2 Q1 K1 J1 B1 A2 | K1 A3 C1 A3 G1	dsheedy qokaiin chear olkchedy charaiin	F:BLKBA{adj=UUUU;fl=I;ec=I;o=1;c=0;p=-} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:ABQKJBA{adj=UUFFUU;fl=I;ec=I;o=0;c=1;p=QKJ} | L:KACAG{adj=UUUU;fl=I;ec=I;o=0;c=2;p=-}	25	10	3	3	7	2	16	17	6	0
433	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	16	38	2051	f75v.65|S01	f75v	B	B	2	0	DAQAB BAF BAF ADAQA BAG	D1 A1 Q1 A3 B2 | B1 A3 F1 | B1 A3 F1 | A1 D1 A1 Q1 A2 | B1 A3 G1	qokal dain dain oqoky daiin	F:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:ADAQA{adj=UFFU;fl=I;ec=I;o=0;c=1;p=DAQ} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	25	9	3	2	6	5	16	19	10	0
434	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	17	38	582	f26r.10|S01	f26r	H	B	2	1	LJCJ AG LJAC KJABA AQAB	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	shese aiin sheos cheody otal	F:LJCJ{adj=FDD;fl=I;ec=I;o=0;c=1;p=LJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	25	10	3	3	6	3	17	19	10	0
435	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	18	38	3818	f113r.19|S01	f113r	S	B	3	0	AJAB KKA CBAG KUJA KJAB	A2 Jb A3 B2 | K1 K2 A1 | C1 B2 A3 G1 | K1 U1 J1 A2 | K1 J1 A1 B2	yhal cheeo rlaiin chckhey cheol	F:AJAB{adj=DUU;fl=I;ec=I;o=0;c=2;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:CBAG{adj=DUU;fl=I;ec=I;o=1;c=0;p=-} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | L:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ}	26	10	3	3	3	7	13	15	12	0
436	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	19	38	2113	f76v.24|S01	f76v	B	B	2	0	DAQKA BLKA BAB BKJBA ABLJA	D1 A1 Q1 K2 A2 | B2 L1 K2 A2 | B1 A3 B2 | B2 K1 J1 B1 A2 | A1 B2 L1 J1 A2	qokeey lsheey dal lchedy olshey	F:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:BLKA{adj=UUU;fl=I;ec=I;o=2;c=0;p=-} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ} | L:ABLJA{adj=UUFU;fl=I;ec=I;o=1;c=1;p=LJ}	26	10	4	4	3	5	14	16	10	0
437	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	20	38	2561	f83r.48|S01	f83r	B	B	2	0	BAB KJAB BAB KBAB AG	B1 A3 B2 | K1 J1 A1 B2 | B2 A1 B2 | K1 B1 A3 B2 | A3 G1	dal cheol lol chdal aiin	F:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KBAB{adj=UUU;fl=I;ec=U;o=0;c=4;p=-} | L:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-}	26	7	3	3	4	9	14	17	10	0
438	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	21	38	2549	f83r.35|S01	f83r	B	B	2	0	CAG KJQA AQKAB AQAF KBA	C2 A3 G1 | K1 J1 Q1 A2 | A1 Q1 K2 A1 B2 | A1 Q1 A3 F1 | K1 B1 A2	saiin cheky okeeol okain chdy	F:CAG{adj=UU;fl=F;ec=U;o=2;c=0;p=-} | C:KJQA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | C:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | L:KBA{adj=UU;fl=I;ec=U;o=0;c=2;p=-}	27	7	5	3	6	6	14	16	9	0
