page	physical_folio	public_page_class	public_declared_text_items	public_declared_circular_items	public_text_mentions_circular	reading	ivtff_role	locus_count	source_group_count	zero_alternative_group_count	alternative_group_count
f68r1	f68	ASTRONOMICAL	37	1	1	RF1b	C	1	5	5	0
f68r1	f68	ASTRONOMICAL	37	1	1	RF1b	R	0	0	0	0
f68r2	f68	ASTRONOMICAL	31	2	1	ZL3b	P	5	37	36	1
f68r2	f68	ASTRONOMICAL	31	2	1	ZL3b	L	24	25	24	1
f68r2	f68	ASTRONOMICAL	31	2	1	ZL3b	C	2	20	18	2
f68r2	f68	ASTRONOMICAL	31	2	1	ZL3b	R	0	0	0	0
f68r2	f68	ASTRONOMICAL	31	2	1	IT2a	P	5	37	37	0
f68r2	f68	ASTRONOMICAL	31	2	1	IT2a	L	24	25	25	0
f68r2	f68	ASTRONOMICAL	31	2	1	IT2a	C	2	19	19	0
f68r2	f68	ASTRONOMICAL	31	2	1	IT2a	R	0	0	0	0
f68r2	f68	ASTRONOMICAL	31	2	1	RF1b	P	5	36	36	0
f68r2	f68	ASTRONOMICAL	31	2	1	RF1b	L	24	25	25	0
f68r2	f68	ASTRONOMICAL	31	2	1	RF1b	C	2	19	19	0
f68r2	f68	ASTRONOMICAL	31	2	1	RF1b	R	0	0	0	0
f68r3	f68	ASTRONOMICAL	22	2	1	ZL3b	P	0	0	0	0
f68r3	f68	ASTRONOMICAL	22	2	1	ZL3b	L	12	16	16	0
f68r3	f68	ASTRONOMICAL	22	2	1	ZL3b	C	2	48	47	1
f68r3	f68	ASTRONOMICAL	22	2	1	ZL3b	R	8	42	42	0
f68r3	f68	ASTRONOMICAL	22	2	1	IT2a	P	0	0	0	0
f68r3	f68	ASTRONOMICAL	22	2	1	IT2a	L	12	16	16	0
f68r3	f68	ASTRONOMICAL	22	2	1	IT2a	C	2	48	48	0
f68r3	f68	ASTRONOMICAL	22	2	1	IT2a	R	8	38	38	0
f68r3	f68	ASTRONOMICAL	22	2	1	RF1b	P	0	0	0	0
f68r3	f68	ASTRONOMICAL	22	2	1	RF1b	L	12	15	15	0
f68r3	f68	ASTRONOMICAL	22	2	1	RF1b	C	2	47	47	0
f68r3	f68	ASTRONOMICAL	22	2	1	RF1b	R	8	37	37	0
f68v1	f68	COSMOLOGICAL	10	2	1	ZL3b	P	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	ZL3b	L	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	ZL3b	C	2	78	74	4
f68v1	f68	COSMOLOGICAL	10	2	1	ZL3b	R	8	19	17	2
f68v1	f68	COSMOLOGICAL	10	2	1	IT2a	P	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	IT2a	L	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	IT2a	C	2	76	76	0
f68v1	f68	COSMOLOGICAL	10	2	1	IT2a	R	8	20	20	0
f68v1	f68	COSMOLOGICAL	10	2	1	RF1b	P	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	RF1b	L	0	0	0	0
f68v1	f68	COSMOLOGICAL	10	2	1	RF1b	C	2	75	75	0
f68v1	f68	COSMOLOGICAL	10	2	1	RF1b	R	8	19	19	0
f68v2	f68	ASTRONOMICAL	18	1	1	ZL3b	P	5	44	44	0
f68v2	f68	ASTRONOMICAL	18	1	1	ZL3b	L	0	0	0	0
f68v2	f68	ASTRONOMICAL	18	1	1	ZL3b	C	1	34	28	6
f68v2	f68	ASTRONOMICAL	18	1	1	ZL3b	R	12	25	25	0
f68v2	f68	ASTRONOMICAL	18	1	1	IT2a	P	5	43	43	0
f68v2	f68	ASTRONOMICAL	18	1	1	IT2a	L	0	0	0	0
f68v2	f68	ASTRONOMICAL	18	1	1	IT2a	C	1	32	32	0
f68v2	f68	ASTRONOMICAL	18	1	1	IT2a	R	12	25	25	0
f68v2	f68	ASTRONOMICAL	18	1	1	RF1b	P	5	43	43	0
f68v2	f68	ASTRONOMICAL	18	1	1	RF1b	L	0	0	0	0
f68v2	f68	ASTRONOMICAL	18	1	1	RF1b	C	1	33	33	0
f68v2	f68	ASTRONOMICAL	18	1	1	RF1b	R	12	26	26	0
f68v3	f68	COSMOLOGICAL	19	2	1	ZL3b	P	7	55	55	0
f68v3	f68	COSMOLOGICAL	19	2	1	ZL3b	L	2	2	2	0
f68v3	f68	COSMOLOGICAL	19	2	1	ZL3b	C	2	66	62	4
f68v3	f68	COSMOLOGICAL	19	2	1	ZL3b	R	8	46	45	1
f68v3	f68	COSMOLOGICAL	19	2	1	IT2a	P	7	51	51	0
f68v3	f68	COSMOLOGICAL	19	2	1	IT2a	L	2	2	2	0
f68v3	f68	COSMOLOGICAL	19	2	1	IT2a	C	2	61	61	0
f68v3	f68	COSMOLOGICAL	19	2	1	IT2a	R	8	45	45	0
f68v3	f68	COSMOLOGICAL	19	2	1	RF1b	P	7	54	54	0
f68v3	f68	COSMOLOGICAL	19	2	1	RF1b	L	2	2	2	0
f68v3	f68	COSMOLOGICAL	19	2	1	RF1b	C	2	65	65	0
f68v3	f68	COSMOLOGICAL	19	2	1	RF1b	R	8	45	45	0
f69r	f69	COSMOLOGICAL	49	1	1	ZL3b	P	4	36	36	0
f69r	f69	COSMOLOGICAL	49	1	1	ZL3b	L	22	47	44	3
f69r	f69	COSMOLOGICAL	49	1	1	ZL3b	C	1	9	8	1
f69r	f69	COSMOLOGICAL	49	1	1	ZL3b	R	22	66	64	2
f69r	f69	COSMOLOGICAL	49	1	1	IT2a	P	4	36	36	0
f69r	f69	COSMOLOGICAL	49	1	1	IT2a	L	22	49	49	0
f69r	f69	COSMOLOGICAL	49	1	1	IT2a	C	1	11	11	0
f69r	f69	COSMOLOGICAL	49	1	1	IT2a	R	22	68	68	0
f69r	f69	COSMOLOGICAL	49	1	1	RF1b	P	4	35	35	0
f69r	f69	COSMOLOGICAL	49	1	1	RF1b	L	22	44	44	0
f69r	f69	COSMOLOGICAL	49	1	1	RF1b	C	1	9	9	0
f69r	f69	COSMOLOGICAL	49	1	1	RF1b	R	22	65	65	0
f69v	f69	COSMOLOGICAL	31	3	1	ZL3b	P	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	ZL3b	L	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	ZL3b	C	3	109	106	3
f69v	f69	COSMOLOGICAL	31	3	1	ZL3b	R	28	33	30	3
f69v	f69	COSMOLOGICAL	31	3	1	IT2a	P	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	IT2a	L	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	IT2a	C	3	103	103	0
f69v	f69	COSMOLOGICAL	31	3	1	IT2a	R	28	34	34	0
f69v	f69	COSMOLOGICAL	31	3	1	RF1b	P	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	RF1b	L	0	0	0	0
f69v	f69	COSMOLOGICAL	31	3	1	RF1b	C	3	106	106	0
f69v	f69	COSMOLOGICAL	31	3	1	RF1b	R	28	33	33	0
f70r1	f70	COSMOLOGICAL	19	4	1	ZL3b	P	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	ZL3b	L	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	ZL3b	C	4	87	85	2
f70r1	f70	COSMOLOGICAL	19	4	1	ZL3b	R	15	25	25	0
f70r1	f70	COSMOLOGICAL	19	4	1	IT2a	P	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	IT2a	L	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	IT2a	C	4	86	86	0
f70r1	f70	COSMOLOGICAL	19	4	1	IT2a	R	15	26	26	0
f70r1	f70	COSMOLOGICAL	19	4	1	RF1b	P	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	RF1b	L	0	0	0	0
f70r1	f70	COSMOLOGICAL	19	4	1	RF1b	C	4	80	80	0
f70r1	f70	COSMOLOGICAL	19	4	1	RF1b	R	15	22	22	0
f70r2	f70	COSMOLOGICAL	19	5	1	ZL3b	P	14	101	100	1
f70r2	f70	COSMOLOGICAL	19	5	1	ZL3b	L	0	0	0	0
f70r2	f70	COSMOLOGICAL	19	5	1	ZL3b	C	5	145	139	6
f70r2	f70	COSMOLOGICAL	19	5	1	ZL3b	R	0	0	0	0
f70r2	f70	COSMOLOGICAL	19	5	1	IT2a	P	14	100	100	0
f70r2	f70	COSMOLOGICAL	19	5	1	IT2a	L	0	0	0	0
f70r2	f70	COSMOLOGICAL	19	5	1	IT2a	C	5	148	148	0
f70r2	f70	COSMOLOGICAL	19	5	1	IT2a	R	0	0	0	0
f70r2	f70	COSMOLOGICAL	19	5	1	RF1b	P	14	99	99	0
f70r2	f70	COSMOLOGICAL	19	5	1	RF1b	L	0	0	0	0
f70r2	f70	COSMOLOGICAL	19	5	1	RF1b	C	5	143	143	0
f70r2	f70	COSMOLOGICAL	19	5	1	RF1b	R	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	ZL3b	P	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	ZL3b	L	15	25	25	0
f70v1	f70	ZODIAC	17	2	1	ZL3b	C	2	61	59	2
f70v1	f70	ZODIAC	17	2	1	ZL3b	R	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	IT2a	P	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	IT2a	L	15	26	26	0
f70v1	f70	ZODIAC	17	2	1	IT2a	C	2	60	60	0
f70v1	f70	ZODIAC	17	2	1	IT2a	R	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	RF1b	P	0	0	0	0
f70v1	f70	ZODIAC	17	2	1	RF1b	L	15	25	25	0
f70v1	f70	ZODIAC	17	2	1	RF1b	C	2	57	57	0
f70v1	f70	ZODIAC	17	2	1	RF1b	R	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	ZL3b	L	30	35	34	1
f70v2	f70	ZODIAC	33	3	1	ZL3b	C	3	96	94	2
f70v2	f70	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	IT2a	L	30	37	37	0
f70v2	f70	ZODIAC	33	3	1	IT2a	C	3	104	104	0
f70v2	f70	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f70v2	f70	ZODIAC	33	3	1	RF1b	L	30	34	34	0
f70v2	f70	ZODIAC	33	3	1	RF1b	C	3	95	95	0
f70v2	f70	ZODIAC	33	3	1	RF1b	R	0	0	0	0
f71r	f71	ZODIAC	18	3	1	ZL3b	P	0	0	0	0
f71r	f71	ZODIAC	18	3	1	ZL3b	L	15	17	17	0
f71r	f71	ZODIAC	18	3	1	ZL3b	C	3	73	70	3
f71r	f71	ZODIAC	18	3	1	ZL3b	R	0	0	0	0
f71r	f71	ZODIAC	18	3	1	IT2a	P	0	0	0	0
f71r	f71	ZODIAC	18	3	1	IT2a	L	15	19	19	0
f71r	f71	ZODIAC	18	3	1	IT2a	C	3	72	72	0
f71r	f71	ZODIAC	18	3	1	IT2a	R	0	0	0	0
f71r	f71	ZODIAC	18	3	1	RF1b	P	0	0	0	0
f71r	f71	ZODIAC	18	3	1	RF1b	L	15	18	18	0
f71r	f71	ZODIAC	18	3	1	RF1b	C	3	69	69	0
f71r	f71	ZODIAC	18	3	1	RF1b	R	0	0	0	0
f71v	f71	ZODIAC	18	3	1	ZL3b	P	0	0	0	0
f71v	f71	ZODIAC	18	3	1	ZL3b	L	15	22	21	1
f71v	f71	ZODIAC	18	3	1	ZL3b	C	3	78	78	0
f71v	f71	ZODIAC	18	3	1	ZL3b	R	0	0	0	0
f71v	f71	ZODIAC	18	3	1	IT2a	P	0	0	0	0
f71v	f71	ZODIAC	18	3	1	IT2a	L	15	22	22	0
f71v	f71	ZODIAC	18	3	1	IT2a	C	3	79	79	0
f71v	f71	ZODIAC	18	3	1	IT2a	R	0	0	0	0
f71v	f71	ZODIAC	18	3	1	RF1b	P	0	0	0	0
f71v	f71	ZODIAC	18	3	1	RF1b	L	15	21	21	0
f71v	f71	ZODIAC	18	3	1	RF1b	C	3	78	78	0
f71v	f71	ZODIAC	18	3	1	RF1b	R	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	ZL3b	P	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	ZL3b	L	15	23	22	1
f72r1	f72	ZODIAC	18	3	1	ZL3b	C	3	82	80	2
f72r1	f72	ZODIAC	18	3	1	ZL3b	R	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	IT2a	P	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	IT2a	L	15	24	24	0
f72r1	f72	ZODIAC	18	3	1	IT2a	C	3	81	81	0
f72r1	f72	ZODIAC	18	3	1	IT2a	R	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	RF1b	P	0	0	0	0
f72r1	f72	ZODIAC	18	3	1	RF1b	L	15	21	21	0
f72r1	f72	ZODIAC	18	3	1	RF1b	C	3	80	80	0
f72r1	f72	ZODIAC	18	3	1	RF1b	R	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	ZL3b	P	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	ZL3b	L	29	31	31	0
f72r2	f72	ZODIAC	32	3	1	ZL3b	C	3	82	80	2
f72r2	f72	ZODIAC	32	3	1	ZL3b	R	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	IT2a	P	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	IT2a	L	29	32	32	0
f72r2	f72	ZODIAC	32	3	1	IT2a	C	3	79	79	0
f72r2	f72	ZODIAC	32	3	1	IT2a	R	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	RF1b	P	0	0	0	0
f72r2	f72	ZODIAC	32	3	1	RF1b	L	29	31	31	0
f72r2	f72	ZODIAC	32	3	1	RF1b	C	3	81	81	0
f72r2	f72	ZODIAC	32	3	1	RF1b	R	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	ZL3b	P	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	ZL3b	L	30	41	38	3
f72r3	f72	ZODIAC	34	4	1	ZL3b	C	4	124	121	3
f72r3	f72	ZODIAC	34	4	1	ZL3b	R	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	IT2a	P	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	IT2a	L	30	47	47	0
f72r3	f72	ZODIAC	34	4	1	IT2a	C	4	122	122	0
f72r3	f72	ZODIAC	34	4	1	IT2a	R	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	RF1b	P	0	0	0	0
f72r3	f72	ZODIAC	34	4	1	RF1b	L	30	39	39	0
f72r3	f72	ZODIAC	34	4	1	RF1b	C	4	118	118	0
f72r3	f72	ZODIAC	34	4	1	RF1b	R	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	ZL3b	L	30	30	28	2
f72v1	f72	ZODIAC	33	3	1	ZL3b	C	3	74	72	2
f72v1	f72	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	IT2a	L	30	30	30	0
f72v1	f72	ZODIAC	33	3	1	IT2a	C	3	72	72	0
f72v1	f72	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f72v1	f72	ZODIAC	33	3	1	RF1b	L	30	30	30	0
f72v1	f72	ZODIAC	33	3	1	RF1b	C	3	67	67	0
f72v1	f72	ZODIAC	33	3	1	RF1b	R	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	ZL3b	L	30	31	26	5
f72v2	f72	ZODIAC	33	3	1	ZL3b	C	3	77	76	1
f72v2	f72	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	IT2a	L	30	33	33	0
f72v2	f72	ZODIAC	33	3	1	IT2a	C	3	77	77	0
f72v2	f72	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f72v2	f72	ZODIAC	33	3	1	RF1b	L	30	30	30	0
f72v2	f72	ZODIAC	33	3	1	RF1b	C	3	68	68	0
f72v2	f72	ZODIAC	33	3	1	RF1b	R	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	ZL3b	L	30	34	32	2
f72v3	f72	ZODIAC	33	3	1	ZL3b	C	3	85	84	1
f72v3	f72	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	IT2a	L	30	36	36	0
f72v3	f72	ZODIAC	33	3	1	IT2a	C	3	85	85	0
f72v3	f72	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f72v3	f72	ZODIAC	33	3	1	RF1b	L	30	34	34	0
f72v3	f72	ZODIAC	33	3	1	RF1b	C	3	88	88	0
f72v3	f72	ZODIAC	33	3	1	RF1b	R	0	0	0	0
f73r	f73	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f73r	f73	ZODIAC	33	3	1	ZL3b	L	30	30	28	2
f73r	f73	ZODIAC	33	3	1	ZL3b	C	3	66	63	3
f73r	f73	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f73r	f73	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f73r	f73	ZODIAC	33	3	1	IT2a	L	30	30	30	0
f73r	f73	ZODIAC	33	3	1	IT2a	C	3	66	66	0
f73r	f73	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f73r	f73	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f73r	f73	ZODIAC	33	3	1	RF1b	L	30	30	30	0
f73r	f73	ZODIAC	33	3	1	RF1b	C	3	61	61	0
f73r	f73	ZODIAC	33	3	1	RF1b	R	0	0	0	0
f73v	f73	ZODIAC	33	3	1	ZL3b	P	0	0	0	0
f73v	f73	ZODIAC	33	3	1	ZL3b	L	30	31	30	1
f73v	f73	ZODIAC	33	3	1	ZL3b	C	3	68	66	2
f73v	f73	ZODIAC	33	3	1	ZL3b	R	0	0	0	0
f73v	f73	ZODIAC	33	3	1	IT2a	P	0	0	0	0
f73v	f73	ZODIAC	33	3	1	IT2a	L	30	31	31	0
f73v	f73	ZODIAC	33	3	1	IT2a	C	3	66	66	0
f73v	f73	ZODIAC	33	3	1	IT2a	R	0	0	0	0
f73v	f73	ZODIAC	33	3	1	RF1b	P	0	0	0	0
f73v	f73	ZODIAC	33	3	1	RF1b	L	30	30	30	0
f73v	f73	ZODIAC	33	3	1	RF1b	C	3	63	63	0
f73v	f73	ZODIAC	33	3	1	RF1b	R	0	0	0	0
