source_section	source_object_class	source_object_guess	current_kind	current_subtype	clear_physical_location_count	clear_source_record_count	current_page_count	source_certainty_counts	source_physical_location_ids	source_record_ids
cosmo	?	?	L	0	54	54	2	HEDGED:54	f68v3.l.1;f68v3.r.1;f86r4.x1.1;f86r4.x2.1;f86r4.x3.1;f86r4.x3.2;f86r4.x3.3;f86r4.x3.4;f86r4.x3.5;f86r4.x3.6;f86r4.x3.7;f86r4.x3.8;f86r4.x3.9;f86r4.x3.10;f86r4.x4.1;f86r4.x5.2;f86r4.x6.1;f86r4.x7.1;f86r4.x7.2;f86r4.x7.3;f86r4.x7.5;f86r4.x8.2;f86r4.y1.1;f86r4.y1.2;f86r4.y1.3;f86r4.y1.4;f86r4.y1.5;f86r4.y1.6;f86r4.y1.7;f86r4.y1.8;f86r4.y2.1;f86r4.y2.3;f86r4.y2.4;f86r4.y2.5;f86r4.y3.1;f86r4.y3.2;f86r4.y3.4;f86r4.y3.6;f86r4.y3.9;f86r4.z1.2;f86r4.z1.3;f86r4.z1.4;f86r4.z1.5;f86r4.z1.6;f86r4.z2.1;f86r4.z2.2;f86r4.z3.3;f86r4.z3.4;f86r4.z3.5;f86r4.z3.10;f86r4.z3.11;f86r4.z4.2;f86r4.z5.2;f86r4.z6.1	STOLFI_BEST_0263;STOLFI_BEST_0265;STOLFI_BEST_0961;STOLFI_BEST_0962;STOLFI_BEST_0963;STOLFI_BEST_0964;STOLFI_BEST_0965;STOLFI_BEST_0966;STOLFI_BEST_0967;STOLFI_BEST_0968;STOLFI_BEST_0969;STOLFI_BEST_0970;STOLFI_BEST_0971;STOLFI_BEST_0972;STOLFI_BEST_0973;STOLFI_BEST_0977;STOLFI_BEST_0980;STOLFI_BEST_0981;STOLFI_BEST_0982;STOLFI_BEST_0983;STOLFI_BEST_0985;STOLFI_BEST_0987;STOLFI_BEST_0990;STOLFI_BEST_0991;STOLFI_BEST_0992;STOLFI_BEST_0993;STOLFI_BEST_0994;STOLFI_BEST_0995;STOLFI_BEST_0996;STOLFI_BEST_0997;STOLFI_BEST_0998;STOLFI_BEST_1000;STOLFI_BEST_1001;STOLFI_BEST_1002;STOLFI_BEST_1005;STOLFI_BEST_1006;STOLFI_BEST_1008;STOLFI_BEST_1010;STOLFI_BEST_1013;STOLFI_BEST_1019;STOLFI_BEST_1020;STOLFI_BEST_1021;STOLFI_BEST_1022;STOLFI_BEST_1023;STOLFI_BEST_1024;STOLFI_BEST_1025;STOLFI_BEST_1028;STOLFI_BEST_1029;STOLFI_BEST_1030;STOLFI_BEST_1035;STOLFI_BEST_1036;STOLFI_BEST_1039;STOLFI_BEST_1043;STOLFI_BEST_1044
cosmo	A	?	L	0	1	1	1	HEDGED:1	f57v.t.1	STOLFI_BEST_0049
cosmo	A	?	L	a	4	4	1	HEDGED:4	f67v2.s1.1;f67v2.s2.1;f67v2.f1.1;f67v2.f2.1	STOLFI_BEST_0147;STOLFI_BEST_0149;STOLFI_BEST_0159;STOLFI_BEST_0160
cosmo	A	?	R	i	3	3	1	HEDGED:3	f67v2.l6.1;f67v2.l7.1;f67v2.l8.1	STOLFI_BEST_0155;STOLFI_BEST_0156;STOLFI_BEST_0157
cosmo	A	?	R	o	3	3	1	HEDGED:3	f67v2.l1.1;f67v2.l3.1;f67v2.l4.1	STOLFI_BEST_0150;STOLFI_BEST_0152;STOLFI_BEST_0153
cosmo	A	title?	P	b	2	2	1	HEDGED:2	f67v2.c1.2;f67v2.c2.2	STOLFI_BEST_0143;STOLFI_BEST_0145
cosmo	B	direction?	R	o	4	4	1	HEDGED:4	f57v.y.1;f57v.y.2;f57v.y.3;f57v.y.4	STOLFI_BEST_0054;STOLFI_BEST_0055;STOLFI_BEST_0056;STOLFI_BEST_0057
cosmo	B	nymph?	L	0	4	4	1	HEDGED:4	f57v.x.1;f57v.x.2;f57v.x.3;f57v.x.4	STOLFI_BEST_0050;STOLFI_BEST_0051;STOLFI_BEST_0052;STOLFI_BEST_0053
herbal	T	title?	L	p	2	2	2	HEDGED:2	f41v.t.0;f65r.l.1	STOLFI_BEST_0039;STOLFI_BEST_0059
herbal	T	title?	P	c	11	11	11	HEDGED:11	f9r.t.10;f16r.t1.4;f18r.t.14;f22v.t.16;f24r.t.20;f27r.t.13;f31r.t.16;f39r.t.16;f40v.t.19;f42r.t1.6;f94r.t.9	STOLFI_BEST_0016;STOLFI_BEST_0018;STOLFI_BEST_0020;STOLFI_BEST_0024;STOLFI_BEST_0026;STOLFI_BEST_0030;STOLFI_BEST_0034;STOLFI_BEST_0036;STOLFI_BEST_0038;STOLFI_BEST_0042;STOLFI_BEST_1273
herbal	T	title?	P	r	4	4	3	HEDGED:4	f19v.t.13;f28v.t1.6;f42r.t2.15;f42r.t3.23	STOLFI_BEST_0022;STOLFI_BEST_0032;STOLFI_BEST_0044;STOLFI_BEST_0046
herbal	T	title?	P	t	9	9	4	HEDGED:9	f1r.t1.6;f1r.t2.10;f1r.t3.21;f1r.t4.28;f8r.t1.8;f8r.t2.13;f8r.t3.21;f25r.t.7;f42v.t.15	STOLFI_BEST_0002;STOLFI_BEST_0004;STOLFI_BEST_0006;STOLFI_BEST_0008;STOLFI_BEST_0010;STOLFI_BEST_0012;STOLFI_BEST_0014;STOLFI_BEST_0028;STOLFI_BEST_0048
pharma	P	?	L	f	1	1	1	HEDGED:1	f102v2.l1.4	STOLFI_BEST_1466
pharma	P	container	L	c	17	17	7	HEDGED:15;UNHEDGED:2	f88r.t.1;f88r.m.1;f88v.t.1;f88v.m.1;f88v.b.0;f89r1.t.1;f89r1.m.0;f89r1.b.1;f89v2.t.1;f89v2.m.1;f89v2.b.1;f89v1.t.1;f89v1.b.1;f99r.x.13;f99r.x.29;f102v2.c.1;f102v2.c.3	STOLFI_BEST_1048;STOLFI_BEST_1066;STOLFI_BEST_1092;STOLFI_BEST_1107;STOLFI_BEST_1118;STOLFI_BEST_1130;STOLFI_BEST_1145;STOLFI_BEST_1157;STOLFI_BEST_1208;STOLFI_BEST_1220;STOLFI_BEST_1228;STOLFI_BEST_1257;STOLFI_BEST_1265;STOLFI_BEST_1287;STOLFI_BEST_1303;STOLFI_BEST_1454;STOLFI_BEST_1457
pharma	P	container	L	f	2	2	1	HEDGED:2	f99v.x.9;f99v.x.18	STOLFI_BEST_1314;STOLFI_BEST_1323
pharma	P	container?	L	c	1	1	1	HEDGED:1	f88r.b.1	STOLFI_BEST_1084
pharma	P	plant	L	f	112	112	14	HEDGED:22;UNHEDGED:90	f88r.t.2;f88r.t.3;f88r.t.4;f88r.t.5;f88r.t.6;f88r.m.2;f88r.m.3;f88r.m.6;f88r.b.3;f88v.t.2;f88v.t.3;f88v.t.4;f88v.t.5;f88v.m.3;f88v.m.4;f88v.b.1;f88v.b.3;f89r1.t.2;f89r1.t.3;f89r1.t.4;f89r1.t.5;f89r1.m.1;f89r1.m.3;f89r1.b.2;f89r1.b.3;f89r1.b.4;f89v2.t.2;f89v2.t.3;f89v2.t.4;f89v2.t.5;f89v2.m.2;f89v2.m.4;f89v2.b.2;f89v1.t.3;f89v1.b.2;f89v1.b.3;f99r.x.28;f99v.x.7;f100r.t.1;f100r.t.2;f100r.t.3;f100r.t.4;f100r.t.5;f100r.m.1;f100r.m.2;f100r.m.3;f100r.m.4;f100r.m.5;f100r.m.6;f100r.b.1;f100r.b.2;f100r.b.4;f100r.b.5;f100r.b.6;f100v.b.1;f100v.b.2;f100v.b.3;f100v.b.4;f100v.b.5;f100v.b.6;f100v.b.7;f100v.b.8;f100v.b.9;f100v.b.10;f100v.b.11;f100v.b.12;f100v.b.13;f101v2.x.2;f101v2.x.3;f101v2.x.4;f101v2.x.5;f101v2.x.6;f101v2.x.7;f101v2.x.8;f101v1.r1.1;f101v1.r1.2;f101v1.r1.3;f101v1.r1.4;f101v1.r1.5;f101v1.r2.1;f101v1.r2.2;f101v1.r2.3;f101v1.r2.5;f102r1.l1.1;f102r2.x.1;f102r2.x.2;f102v2.l1.1;f102v2.l1.2;f102v2.l1.3;f102v2.l1.5;f102v2.l1.6;f102v2.l1.7;f102v2.l2.1;f102v2.l2.2;f102v2.l2.3;f102v2.l2.4;f102v2.l2.5;f102v2.l2.6;f102v2.l2.7;f102v2.l3.1;f102v2.l3.2;f102v2.l3.3;f102v2.l3.4;f102v2.l3.5;f102v1.l1.1;f102v1.l1.2;f102v1.l1.3;f102v1.l1.4;f102v1.l1.5;f102v1.l2.1;f102v1.l2.2;f102v1.l2.3	STOLFI_BEST_1051;STOLFI_BEST_1054;STOLFI_BEST_1057;STOLFI_BEST_1060;STOLFI_BEST_1063;STOLFI_BEST_1069;STOLFI_BEST_1072;STOLFI_BEST_1081;STOLFI_BEST_1089;STOLFI_BEST_1095;STOLFI_BEST_1098;STOLFI_BEST_1101;STOLFI_BEST_1104;STOLFI_BEST_1113;STOLFI_BEST_1116;STOLFI_BEST_1121;STOLFI_BEST_1127;STOLFI_BEST_1133;STOLFI_BEST_1136;STOLFI_BEST_1139;STOLFI_BEST_1142;STOLFI_BEST_1148;STOLFI_BEST_1154;STOLFI_BEST_1160;STOLFI_BEST_1163;STOLFI_BEST_1166;STOLFI_BEST_1210;STOLFI_BEST_1212;STOLFI_BEST_1214;STOLFI_BEST_1216;STOLFI_BEST_1222;STOLFI_BEST_1226;STOLFI_BEST_1230;STOLFI_BEST_1261;STOLFI_BEST_1267;STOLFI_BEST_1269;STOLFI_BEST_1302;STOLFI_BEST_1312;STOLFI_BEST_1330;STOLFI_BEST_1333;STOLFI_BEST_1336;STOLFI_BEST_1339;STOLFI_BEST_1342;STOLFI_BEST_1346;STOLFI_BEST_1349;STOLFI_BEST_1352;STOLFI_BEST_1356;STOLFI_BEST_1359;STOLFI_BEST_1362;STOLFI_BEST_1365;STOLFI_BEST_1368;STOLFI_BEST_1374;STOLFI_BEST_1377;STOLFI_BEST_1380;STOLFI_BEST_1391;STOLFI_BEST_1393;STOLFI_BEST_1395;STOLFI_BEST_1397;STOLFI_BEST_1399;STOLFI_BEST_1401;STOLFI_BEST_1403;STOLFI_BEST_1405;STOLFI_BEST_1407;STOLFI_BEST_1409;STOLFI_BEST_1411;STOLFI_BEST_1413;STOLFI_BEST_1415;STOLFI_BEST_1418;STOLFI_BEST_1419;STOLFI_BEST_1420;STOLFI_BEST_1421;STOLFI_BEST_1422;STOLFI_BEST_1423;STOLFI_BEST_1424;STOLFI_BEST_1427;STOLFI_BEST_1429;STOLFI_BEST_1431;STOLFI_BEST_1433;STOLFI_BEST_1435;STOLFI_BEST_1437;STOLFI_BEST_1439;STOLFI_BEST_1441;STOLFI_BEST_1445;STOLFI_BEST_1448;STOLFI_BEST_1450;STOLFI_BEST_1452;STOLFI_BEST_1460;STOLFI_BEST_1462;STOLFI_BEST_1464;STOLFI_BEST_1468;STOLFI_BEST_1470;STOLFI_BEST_1472;STOLFI_BEST_1474;STOLFI_BEST_1476;STOLFI_BEST_1478;STOLFI_BEST_1480;STOLFI_BEST_1482;STOLFI_BEST_1484;STOLFI_BEST_1486;STOLFI_BEST_1488;STOLFI_BEST_1490;STOLFI_BEST_1492;STOLFI_BEST_1494;STOLFI_BEST_1496;STOLFI_BEST_1498;STOLFI_BEST_1500;STOLFI_BEST_1502;STOLFI_BEST_1504;STOLFI_BEST_1506;STOLFI_BEST_1508;STOLFI_BEST_1510;STOLFI_BEST_1512
pharma	P	plant?	L	c	4	4	1	HEDGED:4	f89r2.t.1;f89r2.m1.1;f89r2.m2.1;f89r2.b.1	STOLFI_BEST_1167;STOLFI_BEST_1177;STOLFI_BEST_1184;STOLFI_BEST_1197
pharma	P	plant?	L	f	16	16	3	HEDGED:16	f88r.m.4;f88r.b.2;f89r2.t.2;f89r2.t.3;f89r2.t.4;f89r2.t.5;f89r2.m1.2;f89r2.m1.3;f89r2.m2.2;f89r2.m2.3;f89r2.m2.4;f89r2.m2.5;f89r2.b.3;f89r2.b.4;f89r2.b.5;f99r.x.6	STOLFI_BEST_1075;STOLFI_BEST_1085;STOLFI_BEST_1169;STOLFI_BEST_1171;STOLFI_BEST_1173;STOLFI_BEST_1175;STOLFI_BEST_1179;STOLFI_BEST_1182;STOLFI_BEST_1186;STOLFI_BEST_1188;STOLFI_BEST_1190;STOLFI_BEST_1192;STOLFI_BEST_1201;STOLFI_BEST_1203;STOLFI_BEST_1205;STOLFI_BEST_1280
pharma	P	root	L	f	32	32	3	HEDGED:4;UNHEDGED:28	f89r1.m.2;f99r.x.2;f99r.x.3;f99r.x.4;f99r.x.7;f99r.x.8;f99r.x.11;f99r.x.16;f99r.x.17;f99r.x.18;f99r.x.22;f99r.x.23;f99r.x.25;f99r.x.26;f99r.x.27;f99v.x.1;f99v.x.3;f99v.x.4;f99v.x.6;f99v.x.8;f99v.x.10;f99v.x.11;f99v.x.12;f99v.x.13;f99v.x.14;f99v.x.15;f99v.x.16;f99v.x.17;f99v.x.19;f99v.x.20;f99v.x.21;f99v.x.22	STOLFI_BEST_1151;STOLFI_BEST_1276;STOLFI_BEST_1277;STOLFI_BEST_1278;STOLFI_BEST_1281;STOLFI_BEST_1282;STOLFI_BEST_1285;STOLFI_BEST_1290;STOLFI_BEST_1291;STOLFI_BEST_1292;STOLFI_BEST_1296;STOLFI_BEST_1297;STOLFI_BEST_1299;STOLFI_BEST_1300;STOLFI_BEST_1301;STOLFI_BEST_1306;STOLFI_BEST_1308;STOLFI_BEST_1309;STOLFI_BEST_1311;STOLFI_BEST_1313;STOLFI_BEST_1315;STOLFI_BEST_1316;STOLFI_BEST_1317;STOLFI_BEST_1318;STOLFI_BEST_1319;STOLFI_BEST_1320;STOLFI_BEST_1321;STOLFI_BEST_1322;STOLFI_BEST_1324;STOLFI_BEST_1325;STOLFI_BEST_1326;STOLFI_BEST_1327
pharma	P	root?	L	f	1	1	1	HEDGED:1	f100r.b.3	STOLFI_BEST_1371
stars	T	title?	P	c	1	1	1	HEDGED:1	f105r.t2.36	STOLFI_BEST_1514
stars	T	title?	P	r	2	2	2	HEDGED:2	f108v.t.52;f114r.t1.34	STOLFI_BEST_1516;STOLFI_BEST_1517
