anonymous_event_id	trigger_family_surface	trigger_state	physical_folio	section	currier	hand	code	kind	trigger_group_index	locus_group_count	remaining_groups_after_trigger
EO001-1ccc9c0d367cd5ce5995	AQKA	CORE	f18	H	A	1	+P0	P	3	8	5
EO001-1ce5e9bb8dbae993ec81	DAQKBA	CORE	f75	B	B	2	+P0	P	5	7	2
EO001-1cf896c8689a3032bb97	DAQKBA	FIRST	f81	B	B	2	+P0	P	1	10	9
EO001-1d30a3aede68f86aa007	CAG	FIRST	f111	S	B	3	+P0	P	1	11	10
EO001-1d34a8b319aa1cd10217	DAQKA	CORE	f42	H	A	1	+P0	P	3	9	6
EO001-1d43bb3c0504a7d7876f	LA	CORE	f15	H	A	1	@P0	P	4	7	3
EO001-1d7465eb668b82816cc5	DAQKBA	CORE	f112	S	B	3	+P0	P	4	6	2
EO001-1d846cfbd653ab7cb04e	QKJBA	FIRST	f75	B	B	2	+P0	P	1	11	10
EO001-1dd7266edd2098937b80	AQKA	CORE	f104	S	B	3	+P0	P	7	11	4
EO001-1df5287bc7c5aed089ae	AQKA	CORE	f102	P	A	1	+P0	P	3	8	5
EO001-1e03db7faea0c9faa913	QAC	FIRST	f103	S	B	3	+P0	P	1	11	10
EO001-1e14c2aff64069015660	DAQKA	CORE	f29	H	A	1	+P0	P	6	11	5
EO001-1e5c990f6046cd34243c	DAQKBA	FIRST	f79	B	B	2	+P0	P	1	7	6
EO001-1e67c828909b8569a772	DAQKA	CORE	f83	B	B	2	+P1	P	2	6	4
EO001-1ea058df1127607e0f74	QKJBA	FIRST	f115	S	B	@	+P0	P	1	9	8
EO001-1eb01f86d90e83f42e20	QKJBA	FIRST	f114	S	B	3	+P0	P	1	7	6
EO001-1eea9d4a48f1c095d12b	CAG	FIRST	f76	B	B	2	+P0	P	1	13	12
EO001-1f3ac6a113e86ba26061	LA	CORE	f86	T	B	2	+P0	P	4	12	8
EO001-1f953c5da60562baf685	LA	CORE	f3	H	A	1	@P0	P	4	8	4
EO001-1fe91205cfba5a3bf4ee	AQKA	CORE	f112	S	B	3	@P0	P	7	10	3
EO001-205495269235e7e99567	DAQKBA	CORE	f78	B	B	2	+P0	P	4	8	4
EO001-20c99128d449d61885cc	DAQKA	CORE	f115	S	B	3	+P0	P	2	8	6
EO001-20e4b2a7d796b7c1c2cc	DAQKA	CORE	f112	S	B	3	+P0	P	6	8	2
EO001-2182576b7391b8e54bf0	CAG	FIRST	f40	H	B	2	+P0	P	1	8	7
EO001-21ef8bb2dccb7ed44961	CAG	FIRST	f2	H	A	1	+P0	P	1	8	7
EO001-21f4eec9dd66ba846df3	DAQKA	CORE	f111	S	B	3	+P0	P	9	11	2
EO001-221fac7f72feb29b847d	CAF	FIRST	f84	B	B	2	+P0	P	1	6	5
EO001-226d70f9658e48a143f8	LA	CORE	f81	B	B	2	+P0	P	3	9	6
EO001-229eff1ef8c4bdad85da	DAQKA	FIRST	f38	H	A	1	+P0	P	1	9	8
EO001-233281df302fcd913ecd	AQKA	FIRST	f56	H	A	1	+P0	P	1	3	2
EO001-238922ca045b1cd4aa26	LA	CORE	f21	H	A	1	+P0	P	2	10	8
EO001-23aeb7bc69653e405cd0	CAG	FIRST	f108	S	B	3	+P0	P	1	11	10
EO001-23bb7b03ccabf89aac51	DAQKA	CORE	f66	T	B	5	+P0	P	5	8	3
EO001-23eceea630669fc880a5	DAQKA	CORE	f103	S	B	3	+P0	P	3	11	8
EO001-241f5c725173f9546322	QAC	CORE	f39	H	B	2	+P0	P	3	13	10
EO001-248b1dd18ae655a22c43	DAQKA	FIRST	f84	B	B	2	+P0	P	1	12	11
EO001-24a790e93129cce5b859	CAG	CORE	f105	S	B	3	+P0	P	4	11	7
EO001-24eb4ef3df298be97de9	AQKA	CORE	f107	S	B	3	+P0	P	4	11	7
EO001-2523b4e9b23383997a68	LA	FIRST	f27	H	A	1	+P0	P	1	6	5
EO001-252bd82c2024685a1bf1	QAC	FIRST	f80	B	B	2	+P0	P	1	10	9
EO001-2563bc04032107a643cc	DAQKA	CORE	f19	H	A	1	@P0	P	6	9	3
EO001-256bbb6077df1e15e76d	AQKA	FIRST	f21	H	A	1	+P0	P	1	6	5
EO001-25844b04b58185cfe56e	DAQKBA	CORE	f113	S	B	3	+P0	P	8	10	2
EO001-25df95e91027d1d2bc5b	AQKA	FIRST	f103	S	B	3	+P0	P	1	13	12
EO001-25f4f2986ca715d78e31	DAQKA	CORE	f103	S	B	3	+P0	P	7	10	3
EO001-265619db11abe05dcb1f	DAQKA	CORE	f86	C	B	2	+Pb	P	2	4	2
EO001-269395c2024ed3bcae92	DAQKBA	CORE	f75	B	B	2	+P0	P	3	6	3
EO001-26dfafa64e71634c492f	DAQKBA	CORE	f77	B	B	2	+P0	P	3	10	7
EO001-2747415176fc283749e7	DAQKBA	CORE	f108	S	B	3	@P0	P	4	12	8
EO001-27982fc194dec23a4142	DAQKBA	CORE	f115	S	B	@	+P0	P	3	12	9
EO001-27b9d4210a4dae7f487a	CAG	FIRST	f90	H	A	1	+P0	P	1	10	9
EO001-27c68fd43074ec858d0a	DAQKBA	CORE	f83	B	B	2	+P0	P	2	8	6
EO001-27f0349905dfa77a33d7	QAC	FIRST	f48	H	B	5	+P0	P	1	12	11
EO001-283641a4171d1784d181	DAQKA	CORE	f79	B	B	2	+P0	P	7	10	3
EO001-283a4f83bc008fb67c80	DAQKA	CORE	f105	S	B	3	+P0	P	8	10	2
EO001-2879a20ee4c65598046e	DAQKBA	CORE	f77	B	B	2	+P0	P	5	9	4
EO001-2923fd4aebe239ff183e	DAQKA	FIRST	f19	H	A	1	+P0	P	1	5	4
EO001-2a67bc76526e17d14748	BLJBA	CORE	f113	S	B	3	+P0	P	3	11	8
EO001-2a7e0798b18540b3dad1	DAQKBA	CORE	f79	B	B	2	+P0	P	3	9	6
EO001-2accf727a7a80d3a4d44	DAQKA	CORE	f82	B	B	2	+P0	P	2	8	6
EO001-2b7312531af09fc4ce03	CAF	CORE	f75	B	B	2	+P0	P	2	12	10
EO001-2b8b7a7c008f17512292	DAQKBA	CORE	f76	T	B	2	+P0	P	3	9	6
EO001-2b8dd0054b675617eff5	DAQKA	CORE	f111	S	B	3	+P0	P	7	9	2
EO001-2bc31f51ce50892ac2d3	DAQKA	CORE	f106	S	B	3	+P0	P	3	11	8
EO001-2c2a0814a5a76cb9f0da	DAQKBA	FIRST	f76	B	B	2	+P0	P	1	10	9
EO001-2c47c3e8b0b57f3928f4	LA	FIRST	f2	H	A	1	+P0	P	1	4	3
EO001-2c78ac18b382f4760670	AQKA	CORE	f103	S	B	3	+P0	P	5	12	7
EO001-2c95279dc0c731c3462e	DAQKBA	CORE	f75	B	B	2	*P0	P	10	12	2
EO001-2c979770ac69bc98241a	DAQKA	FIRST	f35	H	A	1	+P0	P	1	4	3
EO001-2caa072fbf17fde3102b	CAG	FIRST	f103	S	B	3	+P0	P	1	11	10
EO001-2cbec0aae5c79e5e88f4	DAQKA	CORE	f35	H	A	1	+P0	P	4	8	4
EO001-2cdee9c19fcb2e8da4a8	AQKA	CORE	f66	T	B	5	+P0	P	2	8	6
EO001-2cf1f193f1399522cf43	AQKA	CORE	f111	S	B	3	+P0	P	2	12	10
EO001-2d4e8282a2cbebec0094	DAQKA	CORE	f79	B	B	2	+P0	P	2	8	6
EO001-2e1e984e915a5580b66d	DAQKA	CORE	f111	S	B	3	+P0	P	5	12	7
EO001-2e42554813256dec1830	DAQKBA	CORE	f115	S	B	@	+P0	P	3	10	7
EO001-2e72368e5949d68d5e14	AQKA	CORE	f111	S	B	3	+P0	P	2	12	10
EO001-2e9980653734103e9a38	BLJBA	CORE	f81	B	B	2	+P0	P	4	9	5
EO001-2ea6421e195247fa4ded	DAQKBA	FIRST	f79	B	B	2	+P0	P	1	10	9
EO001-2f43ddc80ad385459e0f	AQKA	CORE	f13	H	A	1	+P0	P	9	11	2
EO001-2f44e964c41679277323	DAQKBA	CORE	f108	S	B	3	+P0	P	3	10	7
EO001-2f67e1bbc618cee5ad4e	AQKA	FIRST	f53	H	A	1	+P0	P	1	8	7
EO001-2fc3b2192eb1ebb01cf7	DAQKBA	CORE	f66	T	B	5	+P0	P	6	9	3
EO001-3005a98703af80dad117	DAQKBA	CORE	f50	H	B	2	+P0	P	8	11	3
EO001-306675c2216fed8cd25d	DAQKA	CORE	f116	S	B	3	+P0	P	4	13	9
EO001-306919df62e0919d80d3	AQKA	CORE	f86	C	B	2	+P0	P	2	9	7
EO001-3097ad44e2cde2ad0cb7	QKJBA	FIRST	f108	S	B	3	+P0	P	1	12	11
EO001-30be2a4da3f929ab48f8	AQKA	CORE	f48	H	B	5	+P0	P	4	12	8
EO001-310532b1f985669f5078	LA	FIRST	f10	H	A	1	+P0	P	1	9	8
EO001-31546f90b1bdd44dd839	DAQKBA	CORE	f83	B	B	2	+P0	P	3	9	6
EO001-318e9af63127e093a304	CAF	FIRST	f108	S	B	3	+P0	P	1	12	11
EO001-31c34af7efb06fd739c9	DAQKA	CORE	f103	S	B	3	+P0	P	5	9	4
EO001-31e0696a6a373efad968	DAQKA	CORE	f115	S	B	@	+P0	P	3	11	8
EO001-320330d63353c275005e	DAQKA	CORE	f111	S	B	3	+P0	P	6	11	5
EO001-3235a5a1a8891e07508f	AQKA	CORE	f79	B	B	2	+P0	P	4	8	4
EO001-326bf36f3071ac1761c7	DAQKA	CORE	f99	P	A	1	+P0	P	3	9	6
EO001-3278ec6f8cdecd4c78bb	CAG	CORE	f87	H	A	1	@P0	P	5	7	2
EO001-327aa4dc93fe84cff513	CAF	FIRST	f116	S	B	3	+P0	P	1	7	6
EO001-327cbbeee578c2ee67e1	LA	CORE	f35	H	A	1	+P0	P	2	5	3
EO001-329aa929fef6b4ac82d1	DAQKA	FIRST	f17	H	A	1	+P0	P	1	6	5
EO001-329f0bedaf02a030c476	DAQKBA	CORE	f76	B	B	2	+P0	P	4	13	9
EO001-32c6a11a4aedd20bfc8a	QKJBA	FIRST	f112	S	B	3	+P0	P	1	8	7
EO001-3387fbd713d348a454c6	DAQKBA	CORE	f108	S	B	3	+P0	P	6	11	5
EO001-33c31722caa16bb98e0d	QAC	FIRST	f95	H	B	3	+P0	P	1	9	8
EO001-33c580903d418a6bdf11	LA	CORE	f56	H	A	1	+P0	P	2	4	2
EO001-3425abe17e6fab29ab2d	DAQKBA	CORE	f84	B	B	2	+P0	P	8	13	5
EO001-3430609a71716f22d69d	DAQKBA	CORE	f85	T	B	2	+P0	P	7	11	4
EO001-344d73629d304b5e1059	AQKA	CORE	f103	S	B	3	+P0	P	4	8	4
EO001-345c090bea7f0fd7048c	AQKA	CORE	f101	P	A	1	+P0	P	20	25	5
EO001-34abf20479ecb2b72815	DAQKA	FIRST	f49	H	A	1	=P0	P	1	4	3
EO001-34d372de768f1533aac4	AQKA	CORE	f103	S	B	3	+P0	P	3	11	8
EO001-34d9d355f7f0ea6fc6e6	QKJBA	FIRST	f86	C	B	2	@Pb	P	1	7	6
EO001-35114708fd89d4c2f4a2	DAQKA	FIRST	f82	B	B	2	+P0	P	1	6	5
EO001-351fb04aab9b28a30348	QKJBA	CORE	f114	S	B	3	+P0	P	4	10	6
EO001-354bc41e1685926975e4	QAC	CORE	f81	B	B	2	+P0	P	7	9	2
EO001-35985d3b7cb099c95b2d	CAF	CORE	f77	B	B	2	+P0	P	6	9	3
EO001-35de813bca9c78227cba	CAG	FIRST	f108	S	B	3	+P0	P	1	12	11
EO001-363cef7ef89305e64799	DAQKBA	CORE	f112	S	B	3	+P0	P	5	8	3
EO001-366a6ee50cf3cf493746	CAG	FIRST	f21	H	A	1	+P0	P	1	9	8
EO001-367246dfae09ad1a38a5	BLJBA	CORE	f81	B	B	2	+P0	P	7	10	3
EO001-36fefb7f19a0857cdbe9	QAC	CORE	f79	B	B	2	+P0	P	3	10	7
EO001-3720f1cb4dd4755c9543	DAQKBA	CORE	f78	B	B	2	+P0	P	5	9	4
EO001-3728bd5c860a02ed0c9e	LA	CORE	f14	H	A	1	+P0	P	7	9	2
EO001-374df82f7f4c1b084a5d	CAF	CORE	f116	S	B	3	+P0	P	2	12	10
EO001-3759dce3d310da0442cf	DAQKBA	CORE	f75	B	B	2	+P0	P	4	10	6
EO001-37ec383fb1ccffe312cc	AQKA	CORE	f20	H	A	1	+P0	P	7	9	2
EO001-37fc02523ca86086ea93	AQKA	CORE	f80	B	B	2	+P0	P	4	11	7
EO001-383dd27fbd7fdf21fe97	DAQKA	CORE	f80	B	B	2	+P0	P	6	12	6
EO001-3864715ce0e730b55f38	AQKA	FIRST	f13	H	A	1	+P0	P	1	9	8
EO001-3880f001f40a55bcc0c9	AQKA	CORE	f85	T	B	2	+P0	P	6	11	5
EO001-389e9d7a0b1a9e0ff0b9	DAQKBA	CORE	f94	H	B	3	+P0	P	3	10	7
EO001-38bb40b4b96ea9a2285a	DAQKA	CORE	f116	S	B	3	+P0	P	4	10	6
EO001-38efc46e7b91082d4352	LA	CORE	f35	H	A	1	+P0	P	2	4	2
EO001-38f206b616bd01e8fdee	CAG	CORE	f77	B	B	2	+P0	P	6	9	3
EO001-3924a96cd5ba1a8b3da3	DAQKBA	CORE	f77	B	B	2	+P0	P	3	5	2
EO001-39660917910939f2c331	DAQKA	CORE	f44	H	A	1	+P0	P	3	8	5
EO001-39801647c666a6e8ace6	AQKA	CORE	f112	S	B	3	+P0	P	7	11	4
EO001-398e3c04d3e6ff0409cc	DAQKA	CORE	f100	P	A	1	+P0	P	3	8	5
EO001-39e83687500dea52af17	CAF	FIRST	f78	B	B	2	+P0	P	1	6	5
EO001-3a4005b08a9babc42e39	DAQKBA	CORE	f111	S	B	3	+P0	P	4	12	8
EO001-3a7bdb2af8d2c0ab7b5e	CAG	CORE	f30	H	A	1	+P0	P	6	9	3
EO001-3a8eeff1618b50bc3332	AQKA	CORE	f101	P	A	1	+P0	P	4	25	21
EO001-3aa62d4fdf29a28c1501	DAQKA	CORE	f103	S	B	3	+P0	P	2	5	3
EO001-3ae08fff001de41008bd	CAG	CORE	f77	B	B	2	+P0	P	6	9	3
EO001-3b058aecc96fcc27c6e4	DAQKBA	CORE	f77	B	B	2	+P0	P	9	11	2
EO001-3b1b015df4e1956ff44b	DAQKBA	CORE	f115	S	B	3	+P0	P	2	10	8
EO001-3b323bfec97ea6255aa2	QAC	CORE	f50	H	B	2	+P0	P	9	11	2
EO001-3bc1f4ed4b963c8f17eb	DAQKBA	CORE	f79	B	B	2	+P0	P	4	6	2
EO001-3c4478dc8535c47d2530	DAQKBA	CORE	f80	B	B	2	+P0	P	5	9	4
EO001-3c4dca97f8f76c3ff8f1	CAG	CORE	f106	S	B	3	+P0	P	7	12	5
EO001-3c724dcc65102dedd29e	QAC	FIRST	f102	P	A	1	+P0	P	1	8	7
EO001-3ca859ef5e222d0e3742	DAQKA	CORE	f37	H	A	1	+P0	P	4	8	4
EO001-3cdb800f720335ee8e00	CAF	FIRST	f108	S	B	3	+P0	P	1	11	10
EO001-3cdc37f872ca361b07e0	DAQKBA	CORE	f105	S	B	3	+P0	P	7	11	4
EO001-3d24d6185416c3097e33	AQKA	CORE	f44	H	A	1	+P0	P	6	9	3
