record_order	segment_id	locus	page	section	currier	hand	code	kind	grammar_scope	segment_index	segment_count	physical_line_segment_position	starts_after_drawing	ends_before_drawing	group_count	symbol_count	family_expression	zl_sta_expression	it_sta_expression	rf_sta_expression	zl_basic_eva_lossy_expression	it_basic_eva_lossy_expression	rf_basic_eva_lossy_expression	member_exact_agreement_groups	member_exact_agreement_rate	lossy_eva_exact_agreement_groups	lossy_eva_exact_agreement_rate	internal_boundaries	unanimous_internal_boundaries	boundary_consensus_rate	favored_transitions	disfavored_transitions	unresolved_transitions	transition_opportunities	resolved_transition_rate	resolved_tendency_slots	tendency_opportunities	tendency_resolution_rate	opening_feature_groups	closing_feature_groups	favored_path_groups	formal_resolved_units	formal_opportunities	formal_resolution_rate	transcription_consensus_status	formal_expression	packet_eligible	packet_cell	packet_rank	packet_selected
11	f1v.1|S01	f1v.1	f1v	H	A	1	@P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	3	11	QKCA KABAG AB	Q1 K1 C2 A2 | K1 A2 B1 A3 G1 | A1 B2	Q1 K1 C2 A2 | K1 A3 B1 A3 G1 | A1 B2	Q1 K1 C2 A2 | K1 A1 B1 A3 G1 | A1 B2	kchsy chydaiin ol	kchsy chadaiin ol	kchsy chodaiin ol	2	0.666667	2	0.666667	2	2	1.000000	1	1	6	8	0.250000	1	6	0.166667	1	3	1	3	14	0.214286	READING_OR_BOUNDARY_VARIANT	F:QKCA{adj=FDU;fl=I;ec=I;o=2;c=1;p=QK} | C:KABAG{adj=UUUU;fl=I;ec=U;o=0;c=2;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
12	f1v.1|S02	f1v.1	f1v	H	A	1	@P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	4	14	ABQKJA KAC TAC AB	A1 B2 Q2 K1 J1 A2 | K1 A3 C1 | T2 A3 C1 | A3 B3	A1 B2 Q2 K1 J1 A2 | K1 A3 C1 | T2 A3 C1 | A3 B3	A1 B2 Q2 K1 J1 A2 | K1 A3 C1 | T2 A3 C1 | A3 B3	oltchey char cfhar am	oltchey char cfhar am	oltchey char cfhar am	4	1.000000	4	1.000000	3	3	1.000000	2	0	8	10	0.200000	2	8	0.250000	3	3	1	4	18	0.222222	ALL_MEMBER_AND_BOUNDARY_STABLE	F:ABQKJA{adj=UUFFU;fl=I;ec=I;o=1;c=1;p=QKJ} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:TAC{adj=UU;fl=I;ec=I;o=2;c=0;p=-} | L:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
13	f1v.3|S01	f1v.3	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	4	10	BA UA UAUA LA	B1 A3 | U1 A2 | U1 A1 U1 A2 | L1 A2	B1 A1 | U1 A2 | U1 A1 U1 A2 | L1 A2	B1 A1 | U1 A2 | U1 A1 U1 A2 | Lb A2	da ckhy ckhockhy shy	do ckhy ckhockhy shy	do ckhy ckhockhy shy	2	0.500000	3	0.750000	3	3	1.000000	0	0	6	6	0.000000	3	8	0.375000	1	4	0	3	14	0.214286	READING_OR_BOUNDARY_VARIANT	F:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:UAUA{adj=UUU;fl=I;ec=I;o=0;c=3;p=-} | L:LA{adj=U;fl=F;ec=U;o=2;c=1;p=-}	0	H|A	0	0
14	f1v.3|S02	f1v.3	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	4	17	BQLKA UA QAQKABA BAB	B1 Q1 L1 K2 A2 | U2 A2 | Q1 A1 Q2 K1 A1 B1 A2 | B1 A3 B2	B1 Q1 L1 K2 A2 | U2 A2 | Q1 A1 Q2 K1 A1 B1 A2 | B1 A3 B2	B1 Q1 L1 K2 A2 | U2 A2 | Q1 A1 Q2 K1 A1 B1 A2 | B1 A3 B2	dksheey cthy kotchody dal	dksheey cthy kotchody dal	dksheey cthy kotchody dal	4	1.000000	4	1.000000	3	3	1.000000	2	0	11	13	0.153846	2	8	0.250000	2	3	1	4	21	0.190476	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BQLKA{adj=UUUU;fl=I;ec=I;o=1;c=1;p=-} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:QAQKABA{adj=UFFUUU;fl=I;ec=I;o=2;c=0;p=AQK} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	0	H|A	0	0
15	f1v.4|S01	f1v.4	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	4	14	BAB KAQJA BAF BAB	B1 A1 B2 | K1 A1 Q1 J1 A1 | B1 A3 F3 | B1 A3 B3	B1 A1 B2 | K1 A1 Q1 J1 A1 | B1 A3 F3 | B1 A3 B3	B1 A1 B2 | K1 A1 Q1 J1 A1 | B1 A3 F3 | B1 A3 B3	dol chokeo dair dam	dol chokeo dair dam	dol chokeo dair dam	4	1.000000	4	1.000000	3	3	1.000000	1	0	9	10	0.100000	2	8	0.250000	2	4	1	3	18	0.166667	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KAQJA{adj=UFUU;fl=I;ec=I;o=1;c=2;p=AQ} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-}	0	H|A	0	0
16	f1v.4|S02	f1v.4	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	2	11	CAKJA KAQABA	C2 A1 K1 J1 A2 | K1 A1 Q1 A1 B1 A2	C2 A1 K1 J1 A2 | K1 A1 Q1 A1 B1 A2	C2 A1 K1 J1 A2 | K1 A1 Q1 A1 B1 A2	sochey chokody	sochey chokody	sochey chokody	2	1.000000	2	1.000000	1	1	1.000000	2	1	6	9	0.333333	0	4	0.000000	1	1	2	3	13	0.230769	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CAKJA{adj=UDFU;fl=I;ec=I;o=3;c=0;p=KJ} | L:KAQABA{adj=UFUUU;fl=I;ec=I;o=0;c=2;p=AQ}	0	H|A	0	0
17	f1v.5|S01	f1v.5	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	4	15	PAQAA LAB BAF TAAB	P1 A1 Q2 A1 A2 | L1 A1 B2 | B1 A3 F3 | T1 A1 A3 B2	P1 A1 Q2 A1 A2 | L1 A1 B2 | B1 A3 F3 | T1 A1 A3 B2	P1 A1 Q2 A1 A2 | L1 A1 B2 | B5 A3 F3 | T1 A1 A3 B2	potoy shol dair cphoal	potoy shol dair cphoal	potoy shol jair cphoal	3	0.750000	3	0.750000	3	3	1.000000	1	2	8	11	0.272727	0	8	0.000000	3	3	1	3	19	0.157895	READING_OR_BOUNDARY_VARIANT	F:PAQAA{adj=UFUD;fl=I;ec=I;o=2;c=0;p=AQ} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:BAF{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:TAAB{adj=UDU;fl=I;ec=I;o=0;c=2;p=-}	0	H|A	0	0
18	f1v.5|S02	f1v.5	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	5	19	BAC KJA QABA AQAAG LALA	B1 A3 C1 | K1 J1 A2 | Q2 A1 B1 A2 | A1 Q2 A1 A3 G1 | L1 A1 L1 A2	B1 A3 C1 | K1 J1 A2 | Q2 A1 B1 A2 | A1 Q2 A1 A3 G1 | L1 A1 L1 A2	B1 A3 C1 | K1 J1 A2 | Q2 A1 B1 A2 | A1 Q2 A1 A3 G1 | L1 A1 L1 A2	dar chey tody otoaiin shoshy	dar chey tody otoaiin shoshy	dar chey tody otoaiin shoshy	5	1.000000	5	1.000000	4	4	1.000000	2	2	10	14	0.285714	1	10	0.100000	4	2	2	5	24	0.208333	ALL_MEMBER_AND_BOUNDARY_STABLE	F:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:QABA{adj=UUU;fl=I;ec=I;o=2;c=0;p=-} | C:AQAAG{adj=FUDU;fl=I;ec=I;o=0;c=0;p=AQ} | L:LALA{adj=UDU;fl=I;ec=I;o=2;c=0;p=-}	1	H|A	148	0
19	f1v.6|S01	f1v.6	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	17	KAQA KAB UAB LAB AQAB	K1 A1 Q1 A2 | K1 A1 B2 | U2 A1 B2 | L1 A1 B2 | A1 Q1 A3 B2	K1 A1 Q1 A2 | K1 A1 B2 | U2 A1 B2 | L1 A1 B2 | A1 Q1 A3 B2	K1 A1 Q1 A2 | K1 A1 B2 | U2 A1 B2 | L1 A1 B2 | Aa Q1 A3 B2	choky chol cthol shol okal	choky chol cthol shol okal	choky chol cthol shol akal	4	0.800000	4	0.800000	4	3	0.750000	2	0	10	12	0.166667	2	10	0.200000	1	5	2	4	22	0.181818	READING_OR_BOUNDARY_VARIANT	F:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	0	H|A	0	0
20	f1v.6|S02	f1v.6	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	5	17	BABKJA KABA BAB KA UA	B1 A1 B2 K1 J1 A2 | K1 A1 B1 A1 | B2 A1 B2 | K1 A2 | U2 A2	B1 A1 B2 K1 J1 A2 | K1 A1 B1 A1 | B2 A1 B2 | K1 A2 | U2 A2	Ba A1 B2 K1 J1 A2 | K1 A1 B1 A1 | B2 A1 B2 | K1 A2 | U2 A2	dolchey chodo lol chy cthy	dolchey chodo lol chy cthy	dolchey chodo lol chy cthy	4	0.800000	5	1.000000	4	4	1.000000	1	0	11	12	0.083333	3	10	0.300000	2	5	1	4	22	0.181818	READING_OR_BOUNDARY_VARIANT	F:BABKJA{adj=UUUFU;fl=I;ec=I;o=1;c=1;p=KJ} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | C:KA{adj=U;fl=I;ec=C;o=1;c=3;p=-} | L:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-}	0	H|A	0	0
21	f1v.8|S01	f1v.8	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	5	19	AQABLAB QAB QJKA KAB QA	A1 Q1 A1 B2 L1 A1 B2 | Q1 A1 B2 | Q1 J1 K1 A2 | K1 A1 B2 | Q1 A2	A1 Q1 A1 B2 L1 A1 B2 | Q1 A1 B2 | Q1 J1 K1 A2 | K1 A1 B2 | Q1 A2	A1 Q1 A1 B2 L1 A1 B2 | Q1 A1 B2 | Q1 J1 K1 A2 | K1 A1 B2 | Q1 A2	okolshol kol kechy chol ky	okolshol kol kechy chol ky	okolshol kol kechy chol ky	5	1.000000	5	1.000000	4	4	1.000000	1	1	12	14	0.142857	1	10	0.100000	3	4	1	3	24	0.125000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:AQABLAB{adj=FUUUUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:QAB{adj=UU;fl=U;ec=U;o=2;c=2;p=-} | C:QJKA{adj=UDU;fl=I;ec=I;o=2;c=0;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:QA{adj=U;fl=I;ec=U;o=2;c=2;p=-}	1	H|A	260	0
22	f1v.8|S02	f1v.8	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	5	16	KAB UAB KABA KAB BAG	K1 A1 B2 | U2 A1 B2 | K1 A1 B1 A2 | K1 A1 B2 | B1 A3 G1	K1 A1 B2 | U2 A1 B2 | K1 A1 B1 A2 | K1 A1 B2 | B1 A3 G1	K1 A1 B2 | U2 A1 B2 | K1 A1 B1 A2 | K1 A1 B2 | B1 A3 G1	chol cthol chody chol daiin	chol cthol chody chol daiin	chol cthol chody chol daiin	5	1.000000	5	1.000000	4	4	1.000000	0	0	11	11	0.000000	2	10	0.200000	0	5	0	2	21	0.095238	ALL_MEMBER_AND_BOUNDARY_STABLE	F:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:UAB{adj=UU;fl=I;ec=U;o=0;c=4;p=-} | C:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | L:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-}	1	H|A	276	0
23	f1v.10|S01	f1v.10	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	1	2	FIRST	0	1	4	17	QAAC KAQKJA BAB KABA	Q2 A3 A1 C1 | K1 A1 Q2 K1 J1 A2 | B1 A3 B2 | K1 A1 B1 A2	Q2 A3 A1 C1 | K1 A1 Q2 K1 J1 A2 | B1 A3 B2 | K1 A1 B1 A2	Q2 A1 A1 C1 | K1 A1 Q2 K1 J1 A2 | B1 A3 B2 | K1 A1 B1 A2	taor chotchey dal chody	taor chotchey dal chody	toor chotchey dal chody	3	0.750000	3	0.750000	3	3	1.000000	3	1	9	13	0.307692	1	8	0.125000	2	3	1	5	21	0.238095	READING_OR_BOUNDARY_VARIANT	F:QAAC{adj=UDU;fl=I;ec=I;o=4;c=0;p=-} | C:KAQKJA{adj=UFFFU;fl=I;ec=I;o=1;c=2;p=AQKJ} | C:BAB{adj=UU;fl=L;ec=U;o=0;c=3;p=-} | L:KABA{adj=UUU;fl=I;ec=U;o=0;c=2;p=-}	0	H|A	0	0
24	f1v.10|S02	f1v.10	f1v	H	A	1	+P0	P	CONFIRMED_PROSE	2	2	LAST	1	0	3	13	CKABA PAB KABAC	C2 K1 A1 B1 A2 | P1 A1 B2 | K1 A1 B1 A3 C1	C2 K1 A1 B1 A2 | P1 A1 B2 | K1 A1 B1 A3 C1	C2 K1 A1 B1 A2 | P1 A1 B2 | K1 A1 B1 A3 C1	schody pol chodar	schody pol chodar	schody pol chodar	3	1.000000	3	1.000000	2	2	1.000000	0	0	10	10	0.000000	0	6	0.000000	3	2	0	0	16	0.000000	ALL_MEMBER_AND_BOUNDARY_STABLE	F:CKABA{adj=UUUU;fl=I;ec=I;o=2;c=0;p=-} | C:PAB{adj=UU;fl=I;ec=I;o=2;c=2;p=-} | L:KABAC{adj=UUUU;fl=I;ec=I;o=2;c=2;p=-}	0	H|A	0	0
