source_record_id	page	physical_folio	ring	barrel_state	state_provenance	canvas_id	current_locus	strict_eligible	exclusion_reason
STOLFI_BEST_0381	f70v2	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.20	0	NONSTRICT_STRUCTURE
STOLFI_BEST_0384	f70v2	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.2	1	
STOLFI_BEST_0387	f70v2	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.3	1	
STOLFI_BEST_0390	f70v2	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.4	0	NO_CONSENSUS
STOLFI_BEST_0393	f70v2	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.5	1	
STOLFI_BEST_0396	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.31	1	
STOLFI_BEST_0399	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.22	0	NO_CONSENSUS
STOLFI_BEST_0402	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.23	1	
STOLFI_BEST_0405	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.24	1	
STOLFI_BEST_0408	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.25	1	
STOLFI_BEST_0411	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.26	1	
STOLFI_BEST_0414	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.27	1	
STOLFI_BEST_0417	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.28	1	
STOLFI_BEST_0420	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.29	1	
STOLFI_BEST_0423	f70v2	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v2.30	1	
STOLFI_BEST_0425	f70v1	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.13	0	NOT_PRIMARY
STOLFI_BEST_0427	f70v1	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.14	1	
STOLFI_BEST_0429	f70v1	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.15	1	
STOLFI_BEST_0431	f70v1	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.16	1	
STOLFI_BEST_0433	f70v1	f70	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.17	1	
STOLFI_BEST_0435	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.2	1	
STOLFI_BEST_0437	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.3	1	
STOLFI_BEST_0439	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.4	1	
STOLFI_BEST_0441	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.5	1	
STOLFI_BEST_0443	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.6	1	
STOLFI_BEST_0445	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.7	1	
STOLFI_BEST_0447	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.8	1	
STOLFI_BEST_0449	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.9	0	NOT_PRIMARY
STOLFI_BEST_0451	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.10	1	
STOLFI_BEST_0453	f70v1	f70	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f70v1.11	1	
STOLFI_BEST_0455	f71r	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.13	1	
STOLFI_BEST_0457	f71r	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.14	1	
STOLFI_BEST_0459	f71r	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.15	1	
STOLFI_BEST_0461	f71r	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.16	1	
STOLFI_BEST_0463	f71r	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.17	1	
STOLFI_BEST_0465	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.2	1	
STOLFI_BEST_0467	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.3	1	
STOLFI_BEST_0469	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.4	1	
STOLFI_BEST_0471	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.5	1	
STOLFI_BEST_0473	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.6	1	
STOLFI_BEST_0475	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.7	1	
STOLFI_BEST_0477	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.8	1	
STOLFI_BEST_0479	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.9	0	NO_CONSENSUS
STOLFI_BEST_0481	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.10	1	
STOLFI_BEST_0483	f71r	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71r.11	1	
STOLFI_BEST_0486	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.2	1	
STOLFI_BEST_0489	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.3	1	
STOLFI_BEST_0492	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.4	1	
STOLFI_BEST_0495	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.5	1	
STOLFI_BEST_0498	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.6	1	
STOLFI_BEST_0501	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.7	1	
STOLFI_BEST_0504	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.8	1	
STOLFI_BEST_0507	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.9	1	
STOLFI_BEST_0510	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.10	1	
STOLFI_BEST_0513	f71v	f71	OUTER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.11	1	
STOLFI_BEST_0516	f71v	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.13	0	NO_CONSENSUS
STOLFI_BEST_0519	f71v	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.14	1	
STOLFI_BEST_0522	f71v	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.15	1	
STOLFI_BEST_0525	f71v	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.16	0	NONSTRICT_STRUCTURE
STOLFI_BEST_0528	f71v	f71	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f71v.17	1	
STOLFI_BEST_0530	f72r1	f72	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.13	1	
STOLFI_BEST_0532	f72r1	f72	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.14	1	
STOLFI_BEST_0534	f72r1	f72	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.15	1	
STOLFI_BEST_0536	f72r1	f72	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.16	1	
STOLFI_BEST_0538	f72r1	f72	INNER	PRESENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.17	1	
STOLFI_BEST_0541	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.2	0	NONSTRICT_STRUCTURE
STOLFI_BEST_0543	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.3	0	NO_CONSENSUS
STOLFI_BEST_0545	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.4	1	
STOLFI_BEST_0547	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.5	1	
STOLFI_BEST_0549	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.6	1	
STOLFI_BEST_0551	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.7	0	NO_CONSENSUS
STOLFI_BEST_0553	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.8	1	
STOLFI_BEST_0555	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.9	1	
STOLFI_BEST_0557	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.10	1	
STOLFI_BEST_0559	f72r1	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r1.11	0	NO_CONSENSUS
STOLFI_BEST_0561	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.23	1	
STOLFI_BEST_0563	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.24	1	
STOLFI_BEST_0565	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.25	1	
STOLFI_BEST_0567	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.26	1	
STOLFI_BEST_0569	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.27	1	
STOLFI_BEST_0571	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.28	1	
STOLFI_BEST_0573	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.29	1	
STOLFI_BEST_0576	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.30	1	
STOLFI_BEST_0579	f72r2	f72	INNER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.31	1	
STOLFI_BEST_0581	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.7	1	
STOLFI_BEST_0583	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.8	1	
STOLFI_BEST_0585	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.9	1	
STOLFI_BEST_0591	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.12	1	
STOLFI_BEST_0593	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.13	1	
STOLFI_BEST_0595	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.14	1	
STOLFI_BEST_0597	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.15	1	
STOLFI_BEST_0603	f72r2	f72	OUTER	ABSENT	HUMAN_CATALOGUE_EXPLICIT		f72r2.10	1	
STOLFI_BEST_0741	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.32	0	NO_CONSENSUS
STOLFI_BEST_0742	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.23	1	
STOLFI_BEST_0743	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.24	0	NO_CONSENSUS
STOLFI_BEST_0744	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.25	0	NO_CONSENSUS
STOLFI_BEST_0745	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.26	1	
STOLFI_BEST_0746	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.27	1	
STOLFI_BEST_0747	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.28	1	
STOLFI_BEST_0748	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.29	0	NO_CONSENSUS
STOLFI_BEST_0749	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.30	1	
STOLFI_BEST_0750	f73r	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.31	1	
STOLFI_BEST_0751	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.21	1	
STOLFI_BEST_0752	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.6	1	
STOLFI_BEST_0753	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.7	1	
STOLFI_BEST_0754	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.8	1	
STOLFI_BEST_0755	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.9	0	NO_CONSENSUS
STOLFI_BEST_0756	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.10	0	NO_CONSENSUS
STOLFI_BEST_0757	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.11	0	NO_CONSENSUS
STOLFI_BEST_0758	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.12	1	
STOLFI_BEST_0759	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.13	1	
STOLFI_BEST_0760	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.14	1	
STOLFI_BEST_0761	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.15	0	NO_CONSENSUS
STOLFI_BEST_0762	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.16	0	NONSTRICT_STRUCTURE
STOLFI_BEST_0763	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.17	1	
STOLFI_BEST_0764	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.18	1	
STOLFI_BEST_0765	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.19	1	
STOLFI_BEST_0766	f73r	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.20	1	
STOLFI_BEST_0767	f73r	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.1	1	
STOLFI_BEST_0768	f73r	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.2	1	
STOLFI_BEST_0769	f73r	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.3	1	
STOLFI_BEST_0770	f73r	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006206	f73r.4	1	
STOLFI_BEST_0771	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.24	0	NO_CONSENSUS
STOLFI_BEST_0772	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.25	1	
STOLFI_BEST_0773	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.26	0	NO_CONSENSUS
STOLFI_BEST_0774	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.27	1	
STOLFI_BEST_0775	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.28	1	
STOLFI_BEST_0776	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.29	0	NO_CONSENSUS
STOLFI_BEST_0777	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.30	1	
STOLFI_BEST_0778	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.31	1	
STOLFI_BEST_0779	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.32	1	
STOLFI_BEST_0780	f73v	f73	INNER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.23	1	
STOLFI_BEST_0781	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.8	1	
STOLFI_BEST_0782	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.9	0	NO_CONSENSUS
STOLFI_BEST_0783	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.10	1	
STOLFI_BEST_0784	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.11	1	
STOLFI_BEST_0785	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.12	1	
STOLFI_BEST_0786	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.13	1	
STOLFI_BEST_0787	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.14	1	
STOLFI_BEST_0788	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.15	1	
STOLFI_BEST_0789	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.16	1	
STOLFI_BEST_0790	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.17	1	
STOLFI_BEST_0791	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.18	1	
STOLFI_BEST_0792	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.19	1	
STOLFI_BEST_0793	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.20	1	
STOLFI_BEST_0794	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.21	1	
STOLFI_BEST_0795	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.6	1	
STOLFI_BEST_0796	f73v	f73	OUTER	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.7	1	
STOLFI_BEST_0797	f73v	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.1	1	
STOLFI_BEST_0798	f73v	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.2	1	
STOLFI_BEST_0799	f73v	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.3	0	NO_CONSENSUS
STOLFI_BEST_0800	f73v	f73	OUTSIDE_CIRCLE	ABSENT	NATIVE_VISUAL_PAGE_UNIFORM_NO_BARRELS	1006207	f73v.4	0	NO_CONSENSUS
