pair_order	target_record_order	target_segment_id	target_page	target_section	target_currier	target_hand	target_group_count	target_family_expression	target_sta_expression	target_basic_eva_lossy	target_formal_expression	candidate_rank	candidate_pool_size	candidate_record_order	candidate_segment_id	candidate_page	candidate_section	candidate_currier	candidate_hand	same_section	candidate_family_expression	candidate_sta_expression	candidate_basic_eva_lossy	candidate_formal_expression	structure_distance	adjacency_distance	first_last_mismatches	edge_core_mismatches	opening_count_distance	closing_count_distance	family_distance	sta_member_distance	favored_path_distance	exact_structure_match
217	502	f22v.3|S01	f22v	H	A	1	5	DAQA QKACB AQKA UA AQKAQA	D1 A1 Q1 A2 | Q1 K1 A1 C1 B2 | A1 Q2 K1 A2 | U2 A2 | A1 Q2 K1 A2 Q1 A2	qoky kchorl otchy cthy otchyky	F:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:QKACB{adj=FUUD;fl=I;ec=I;o=2;c=1;p=QK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:AQKAQA{adj=FFUFU;fl=I;ec=I;o=0;c=1;p=AQK}	2	114	1037	f45v.11|S01	f45v	H	A	1	1	AC KAC AQKA BAG BKABBA	A1 C1 | K1 A1 C1 | A2 Q2 K1 A2 | B1 A1 G1 | B1 K1 A1 B2 B1 A2	or chor ytchy doiin dcholdy	F:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | L:BKABBA{adj=UUUDU;fl=I;ec=I;o=1;c=0;p=-}	20	8	2	1	3	6	11	14	8	0
218	502	f22v.3|S01	f22v	H	A	1	5	DAQA QKACB AQKA UA AQKAQA	D1 A1 Q1 A2 | Q1 K1 A1 C1 B2 | A1 Q2 K1 A2 | U2 A2 | A1 Q2 K1 A2 Q1 A2	qoky kchorl otchy cthy otchyky	F:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:QKACB{adj=FUUD;fl=I;ec=I;o=2;c=1;p=QK} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:UA{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:AQKAQA{adj=FFUFU;fl=I;ec=I;o=0;c=1;p=AQK}	3	114	418	f18r.10|S01	f18r	H	A	1	1	BAC LAC DAQKAB AB ABAG	B1 A3 C1 | L1 A1 C1 | D1 A1 Q1 K1 A1 B2 | A1 B2 | A2 B1 A3 G1	dar shor qokchol ol ydaiin	F:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:LAC{adj=UU;fl=I;ec=U;o=3;c=0;p=-} | C:DAQKAB{adj=FFFUU;fl=I;ec=U;o=0;c=2;p=DAQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | L:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-}	20	9	2	2	4	3	14	19	9	0
330	582	f26r.10|S01	f26r	H	B	2	5	LJCJ AG LJAC KJABA AQAB	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	shese aiin sheos cheody otal	F:LJCJ{adj=FDD;fl=I;ec=I;o=0;c=1;p=LJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	1	40	3818	f113r.19|S01	f113r	S	B	3	0	AJAB KKA CBAG KUJA KJAB	A2 Jb A3 B2 | K1 K2 A1 | C1 B2 A3 G1 | K1 U1 J1 A2 | K1 J1 A1 B2	yhal cheeo rlaiin chckhey cheol	F:AJAB{adj=DUU;fl=I;ec=I;o=0;c=2;p=-} | C:KKA{adj=UU;fl=I;ec=C;o=1;c=2;p=-} | C:CBAG{adj=DUU;fl=I;ec=I;o=1;c=0;p=-} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | L:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ}	16	6	2	1	3	4	14	17	8	0
331	582	f26r.10|S01	f26r	H	B	2	5	LJCJ AG LJAC KJABA AQAB	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	shese aiin sheos cheody otal	F:LJCJ{adj=FDD;fl=I;ec=I;o=0;c=1;p=LJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	2	40	1243	f55v.5|S01	f55v	H	B	2	1	DAQAG KAG AQAF AQAE ABA	D1 A1 Q1 A3 G1 | K1 A3 G1 | A2 Q1 A3 F1 | A2 Q1 A3 E2 | A1 B1 A2	qokaiin chaiin ykain ykan ody	F:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:KAG{adj=UU;fl=I;ec=U;o=0;c=2;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAE{adj=FUU;fl=I;ec=I;o=0;c=2;p=AQ} | L:ABA{adj=UU;fl=L;ec=E;o=0;c=1;p=-}	17	6	3	5	0	3	15	18	9	0
332	582	f26r.10|S01	f26r	H	B	2	5	LJCJ AG LJAC KJABA AQAB	L1 J1 C2 J1 | A3 G1 | L1 J1 A1 C2 | K1 J1 A1 B1 A2 | A1 Q2 A3 B2	shese aiin sheos cheody otal	F:LJCJ{adj=FDD;fl=I;ec=I;o=0;c=1;p=LJ} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:LJAC{adj=FUU;fl=I;ec=C;o=2;c=1;p=LJ} | C:KJABA{adj=FUUU;fl=I;ec=U;o=0;c=2;p=KJ} | L:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ}	3	40	1245	f55v.6|S01	f55v	H	B	2	1	AQAG BAG AQAF KJQA BAGA	A2 Q1 A3 G1 | B1 A3 G1 | A2 Q1 A3 F3 | K1 J1 Q1 A2 | B1 A3 G1 A2	ykaiin daiin ykair cheky daiiny	F:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:KJQA{adj=FUU;fl=I;ec=C;o=0;c=3;p=KJ} | L:BAGA{adj=UUU;fl=I;ec=I;o=0;c=1;p=-}	19	5	4	5	0	5	13	15	6	0
370	1005	f44r.9|S01	f44r	H	A	1	7	AQKAB AB BKUA DAQA DAQKA DAQKA DAQAB	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	otchol ol dchckhy qoky qotchy qokchy qokyd	F:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | L:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ}	1	48	269	f10v.6|S01	f10v	H	A	1	1	LAG KAC LUA DAQA DAQAG DAQAB KACAG	L1 A1 G1 | K1 A1 C1 | L1 U2 A2 | D1 A1 Q2 A2 | D1 A1 Q2 A1 G1 | D1 A1 Q1 A1 B2 | K1 A1 C1 A3 G1	shoiin chor shcthy qoty qotoiin qokol choraiin	F:LAG{adj=UU;fl=I;ec=U;o=1;c=0;p=-} | C:KAC{adj=UU;fl=I;ec=C;o=2;c=2;p=-} | C:LUA{adj=UU;fl=I;ec=C;o=0;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQAG{adj=FFUU;fl=U;ec=U;o=0;c=0;p=DAQ} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | L:KACAG{adj=UUUU;fl=I;ec=I;o=0;c=2;p=-}	27	8	4	3	6	6	15	18	8	0
371	1005	f44r.9|S01	f44r	H	A	1	7	AQKAB AB BKUA DAQA DAQKA DAQKA DAQAB	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	otchol ol dchckhy qoky qotchy qokchy qokyd	F:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | L:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ}	2	48	2802	f87r.14|S01	f87r	H	A	1	1	BAG LAB UJA AQJAB KJAC AQKA BAFB	B1 A3 G1 | L1 A1 B2 | U2 J1 A2 | A1 Q1 J1 A1 B2 | K1 J1 A1 C1 | A1 Q1 K2 A1 | B1 A3 F2 B3	daiin shol cthey okeol cheor okeeo daiim	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:LAB{adj=UU;fl=I;ec=U;o=1;c=2;p=-} | C:UJA{adj=UU;fl=I;ec=U;o=1;c=1;p=-} | C:AQJAB{adj=FUUU;fl=I;ec=U;o=0;c=2;p=AQ} | C:KJAC{adj=FUU;fl=I;ec=C;o=2;c=2;p=KJ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | L:BAFB{adj=UUU;fl=I;ec=I;o=0;c=2;p=-}	27	11	5	3	2	6	20	26	12	0
372	1005	f44r.9|S01	f44r	H	A	1	7	AQKAB AB BKUA DAQA DAQKA DAQKA DAQAB	A1 Q2 K1 A1 B2 | A1 B2 | B1 K1 U1 A2 | D1 A1 Q1 A2 | D1 A1 Q2 K1 A2 | D1 A1 Q1 K1 A2 | D1 A1 Q1 A2 B1	otchol ol dchckhy qoky qotchy qokchy qokyd	F:AQKAB{adj=FFUU;fl=I;ec=U;o=0;c=2;p=AQK} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:BKUA{adj=UUU;fl=I;ec=I;o=1;c=1;p=-} | C:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | L:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ}	3	48	1252	f56r.3|S01	f56r	H	A	1	1	ABKJA KAQKAB KJA QKA DAQKA KAQKA KAQCA	A1 B2 K1 J1 A2 | K1 A1 Q1 K1 A1 B2 | K1 J1 A2 | Q1 K2 A2 | D1 A1 Q1 K2 A2 | K1 A1 Q1 K2 A2 | K1 A1 Q1 C2 A2	olchey chokchol chey keey qokeey chokeey choksy	F:ABKJA{adj=UUFU;fl=I;ec=U;o=1;c=1;p=KJ} | C:KAQKAB{adj=UFFUU;fl=I;ec=I;o=0;c=4;p=AQK} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | C:QKA{adj=FU;fl=I;ec=U;o=3;c=0;p=QK} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KAQKA{adj=UFFU;fl=I;ec=U;o=1;c=2;p=AQK} | L:KAQCA{adj=UFDU;fl=I;ec=I;o=0;c=3;p=AQ}	30	13	4	3	4	6	16	19	13	0
418	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	1	38	2223	f78r.22|S01	f78r	B	B	2	0	AKJB DAQAF BAG KUBA BC	A2 K1 J1 B1 | D1 A1 Q1 A3 F1 | B1 A3 G1 | K1 U1 B1 A2 | B2 C1	yched qokain daiin chckhdy lr	F:AKJB{adj=DFU;fl=I;ec=I;o=1;c=1;p=KJ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KUBA{adj=UDU;fl=I;ec=I;o=0;c=2;p=-} | L:BC{adj=D;fl=I;ec=I;o=1;c=2;p=-}	17	7	3	2	4	1	12	12	7	0
419	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	2	38	2054	f75v.68|S01	f75v	B	B	2	0	AUJA LJBA AQAB KUJA BBA	A1 U2 J1 A2 | L1 J1 B1 A2 | A1 Q2 A1 B2 | K1 U1 J1 A2 | B2 B1 A2	octhey shedy otol chckhey ldy	F:AUJA{adj=UUU;fl=I;ec=I;o=1;c=0;p=-} | C:LJBA{adj=FUU;fl=I;ec=C;o=0;c=1;p=LJ} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KUJA{adj=UUU;fl=I;ec=U;o=1;c=2;p=-} | L:BBA{adj=DU;fl=I;ec=E;o=0;c=1;p=-}	19	7	2	3	4	3	11	14	8	0
420	1246	f55v.9|S01	f55v	H	B	2	5	AQAQA DAQKA AQAB KJA AC	A2 Q1 A3 Q1 A2 | D1 A1 Q1 K1 A2 | A1 Q1 A3 B2 | K1 J1 A2 | A1 C1	ykaky qokchy okal chey or	F:AQAQA{adj=FUFU;fl=I;ec=I;o=0;c=1;p=AQ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KJA{adj=FU;fl=I;ec=C;o=1;c=2;p=KJ} | L:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-}	3	38	3985	f115v.33|S01	f115v	S	B	3	0	AKJBAB DAQKA KUA KBAB BKJBA	A2 K1 J1 B1 A3 B2 | D1 A1 Q2 K1 A2 | K1 U2 A2 | K1 B1 A3 B2 | B2 K1 J1 B1 A2	ychedal qotchy chcthy chdal lchedy	F:AKJBAB{adj=DFUUU;fl=I;ec=I;o=1;c=2;p=KJ} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:KBAB{adj=UUU;fl=I;ec=U;o=0;c=4;p=-} | L:BKJBA{adj=UFUU;fl=U;ec=U;o=1;c=0;p=KJ}	20	8	1	2	3	6	14	18	8	0
456	1248	f55v.10|S01	f55v	H	B	2	6	AAG AB C AG AQAG AQA	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	oaiin ol s aiin okaiin oky	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	1	40	758	f34r.5|S02	f34r	H	B	2	1	AQJC AC AQKBB KJBA AQJA AQAG	A1 Q1 J1 C2 | A3 C1 | A2 Q1 K2 B1 B2 | K1 J1 B1 A2 | A1 Q2 J1 A2 | A1 Q1 A3 G1	okes ar ykeedl chedy otey okaiin	F:AQJC{adj=FUD;fl=I;ec=I;o=1;c=0;p=AQ} | C:AC{adj=U;fl=U;ec=U;o=2;c=2;p=-} | C:AQKBB{adj=FFUD;fl=I;ec=I;o=0;c=2;p=AQK} | C:KJBA{adj=FUU;fl=L;ec=C;o=0;c=2;p=KJ} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | L:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ}	23	9	4	2	5	3	16	19	7	0
457	1248	f55v.10|S01	f55v	H	B	2	6	AAG AB C AG AQAG AQA	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	oaiin ol s aiin okaiin oky	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	2	40	3870	f113v.44|S01	f113v	S	B	3	0	BAG KJAB AQAF AQAC AQAG ABAG	B1 A3 G1 | K1 J1 A3 B2 | A1 Q2 A3 F1 | A1 Q1 A3 C1 | A1 Q2 A3 G1 | A1 B2 A1 G1	daiin cheal otain okar otaiin oloiin	F:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KJAB{adj=FUU;fl=I;ec=U;o=0;c=4;p=KJ} | C:AQAF{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAC{adj=FUU;fl=U;ec=U;o=2;c=0;p=AQ} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:ABAG{adj=UUU;fl=I;ec=U;o=0;c=1;p=-}	24	10	4	2	3	5	12	15	8	0
458	1248	f55v.10|S01	f55v	H	B	2	6	AAG AB C AG AQAG AQA	A1 A3 G1 | A1 B2 | C2 | A3 G1 | A1 Q1 A3 G1 | A1 Q1 A2	oaiin ol s aiin okaiin oky	F:AAG{adj=DU;fl=I;ec=E;o=1;c=0;p=-} | C:AB{adj=U;fl=L;ec=U;o=0;c=4;p=-} | C:C{adj=-;fl=U;ec=U;o=2;c=2;p=-} | C:AG{adj=U;fl=L;ec=C;o=0;c=2;p=-} | C:AQAG{adj=FUU;fl=U;ec=U;o=0;c=0;p=AQ} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	3	40	1925	f75r.6|S02	f75r	B	B	2	0	BAC AQJA DAQAF KUA DAQKBA DAQA	B1 A3 C1 | A1 Q1 J1 A2 | D1 A1 Q1 A3 F1 | K1 U2 A2 | D1 A1 Q1 K2 B1 A2 | D1 A1 Q1 A2	dar okey qokain chcthy qokeedy qoky	F:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:AQJA{adj=FUU;fl=I;ec=U;o=1;c=0;p=AQ} | C:DAQAF{adj=FFUU;fl=U;ec=U;o=2;c=0;p=DAQ} | C:KUA{adj=UU;fl=I;ec=C;o=0;c=3;p=-} | C:DAQKBA{adj=FFFUU;fl=F;ec=U;o=0;c=0;p=DAQK} | L:DAQA{adj=FFU;fl=L;ec=U;o=0;c=1;p=DAQ}	26	11	4	1	2	8	18	18	8	0
496	1292	f58r.3|S01	f58r	S	A	3	8	AQJKAB BABABBAB AQAB KAQA AQKA AQABA LAQA C	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	ykechod dalaldam ytam choty otchy otaly shoty s	F:AQJKAB{adj=FUDUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:BABABBAB{adj=UUUUDUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:LAQA{adj=UFU;fl=I;ec=I;o=1;c=1;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	1	33	626	f28v.5|S01	f28v	H	A	1	0	AQAB KAB BAG KQAG LAG DAQKJA DAQLJA BAH	A1 Q2 A1 B2 | K1 A1 B2 | B1 A3 G1 | K1 Q1 A3 G1 | L1 A1 G1 | D1 A1 Q2 K1 J1 A2 | D1 A1 Q2 L1 J1 A2 | B1 A3 H1	otol chol daiin chkaiin shoiin qotchey qotshey daiiin	F:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:KQAG{adj=DUU;fl=I;ec=I;o=0;c=1;p=-} | C:LAG{adj=UU;fl=I;ec=U;o=1;c=0;p=-} | C:DAQKJA{adj=FFFFU;fl=I;ec=U;o=1;c=0;p=DAQKJ} | C:DAQLJA{adj=FFUFU;fl=I;ec=I;o=1;c=0;p=DAQ} | L:BAH{adj=UU;fl=I;ec=I;o=0;c=3;p=-}	37	19	5	4	3	6	26	31	11	0
497	1292	f58r.3|S01	f58r	S	A	3	8	AQJKAB BABABBAB AQAB KAQA AQKA AQABA LAQA C	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	ykechod dalaldam ytam choty otchy otaly shoty s	F:AQJKAB{adj=FUDUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:BABABBAB{adj=UUUUDUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:LAQA{adj=UFU;fl=I;ec=I;o=1;c=1;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	2	33	317	f14v.5|S01	f14v	H	A	1	0	AQLA BAG AQKAC KQA DAQKA BAG UAC AQA	A1 Q1 L1 A2 | B1 A3 G1 | A1 Q1 K1 A1 C1 | K1 Q1 A2 | D1 A1 Q2 K1 A2 | B1 A3 G1 | U2 A1 C1 | A1 Q2 A2	okshy daiin okchor chky qotchy daiin cthor oty	F:AQLA{adj=FUU;fl=I;ec=I;o=1;c=0;p=AQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:AQKAC{adj=FFUU;fl=I;ec=U;o=2;c=0;p=AQK} | C:KQA{adj=DU;fl=I;ec=I;o=0;c=2;p=-} | C:DAQKA{adj=FFFU;fl=F;ec=U;o=1;c=0;p=DAQK} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:UAC{adj=UU;fl=I;ec=U;o=2;c=2;p=-} | L:AQA{adj=FU;fl=L;ec=U;o=0;c=1;p=AQ}	39	16	4	3	6	10	23	29	10	0
498	1292	f58r.3|S01	f58r	S	A	3	8	AQJKAB BABABBAB AQAB KAQA AQKA AQABA LAQA C	A2 Q1 J1 K1 A1 B1 | B1 A3 B2 A3 B2 B1 A3 B3 | A2 Q2 A3 B3 | K1 A1 Q2 A2 | A1 Q2 K1 A2 | A1 Q2 A3 B2 A2 | L1 A1 Q2 A2 | C2	ykechod dalaldam ytam choty otchy otaly shoty s	F:AQJKAB{adj=FUDUU;fl=I;ec=I;o=0;c=2;p=AQ} | C:BABABBAB{adj=UUUUDUU;fl=I;ec=I;o=0;c=3;p=-} | C:AQAB{adj=FUU;fl=L;ec=U;o=0;c=2;p=AQ} | C:KAQA{adj=UFU;fl=I;ec=U;o=0;c=3;p=AQ} | C:AQKA{adj=FFU;fl=F;ec=U;o=1;c=0;p=AQK} | C:AQABA{adj=FUUU;fl=I;ec=U;o=0;c=0;p=AQ} | C:LAQA{adj=UFU;fl=I;ec=I;o=1;c=1;p=AQ} | L:C{adj=-;fl=U;ec=U;o=2;c=2;p=-}	3	33	425	f18v.7|S01	f18v	H	A	1	0	AKAB BAC KAB DAQAB BAG DAQAB BAC BA	A2 K1 A1 B2 | B1 A1 C1 | K1 A1 B1 | D1 A1 Q1 A1 B2 | B1 A3 G1 | D1 A1 Q1 A1 B2 | B1 A3 C1 | B1 A2	ychol dor chod qokol daiin qokol dar dy	F:AKAB{adj=DUU;fl=I;ec=I;o=1;c=2;p=-} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | C:KAB{adj=UU;fl=U;ec=C;o=0;c=4;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:BAG{adj=UU;fl=U;ec=U;o=0;c=1;p=-} | C:DAQAB{adj=FFUU;fl=U;ec=U;o=0;c=2;p=DAQ} | C:BAC{adj=UU;fl=U;ec=U;o=2;c=1;p=-} | L:BA{adj=U;fl=L;ec=U;o=0;c=2;p=-}	40	15	7	3	7	8	23	32	11	0
