page	locus	source_locus	old_locus	unit	normalized_code	unit_description	local_comment	object_tags	context_class	local_relation_tags	unit_relation_tags	relation_scope	certainty	source_path
f42v	f42v.16	f42v.16	f42v.T1.15	T1	=Pt	Title - right-justified, right of plant.		PLANT	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f49v	f49v.21	f49v.21		K1		Column of single letters along left margin.	&192; is an @r with almost horizontal stem.	PLANT	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f49v	f49v.35	f49v.35		K1		Column of single letters along left margin.	&192; is an @r with almost horizontal stem.	PLANT	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f55v	f55v.7	f55v.7	f55v.P1.7	P1	+P0	Text.	There are 6 lines on each side of the plant, but the firs 2 lines on the right are half a line higher than the ones on the left. The second gallows on line 1 is very faint and may be @k or @t. There is a very faint top half of the top left loop of a @t, but it could be noise. There is a tiny smudge over the @'ch' of @'cheokey' that could be an @s-plume. After the plant there are two @e but with no trace of lig. There is a smudge above them that could be an @s-plume on the first @e.	PLANT	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.1	f57v.1	f57v.X1.1	X1	@L0	Label outside the diagram.	This unit consists of a single-word label at 10:30, just clockwise of the Northwest radial stroke across the outermost text ring. Single word at 10:30.	LABEL	LABEL_ONLY			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.8	f57v.8	f57v.N1.1	N1	@L0	Labels next to human figures inside inner circle.	These labels have straight baselines and read clockwise. At 07:30.	FIGURE;LABEL	OBJECT_BEARING		REL_ENCLOSURE;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.7	f57v.7	f57v.N1.2	N1	@L0	Labels next to human figures inside inner circle.	At 04:30.	FIGURE;LABEL	OBJECT_BEARING		REL_ENCLOSURE;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.9	f57v.9	f57v.N1.3	N1	@L0	Labels next to human figures inside inner circle.	At 10:00. The @a is open at bottom. Assuming accident.	FIGURE;LABEL	OBJECT_BEARING		REL_ENCLOSURE;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.6	f57v.6	f57v.N1.4	N1	@L0	Labels next to human figures inside inner circle.	"At 01:30. The @as are open at bottom. Assuming accident. Rene's version in ""outg.txt"" was numbered <e57v.L5>."	FIGURE;LABEL	OBJECT_BEARING		REL_ENCLOSURE;REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f57v	f57v.11	f57v.11	f57v.D1.1	D1	@Ro	"Radial titles outwards from central ""cloud""."	"These short lines read radially outward from the ""square cloud"" at the center. Their directions lie between consecutive human figures. Rene's ""outg.txt"" numbers them <e57v.L1> to <e57v.L4>. Northeast. The @as are open at bottom. Assuming accident."	FIGURE	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f58r	f58r.1	f58r.1	f58r.P1.1	P1	@P0	Text.	"The first three lines have extra indentation ""{�|}"" , as if space was left for an ornate capital. There is a 6-pointed star above the indentation. The star has a tail that touches the initial @k."	STAR_OR_SKY	OBJECT_BEARING	REL_OVERLAP_OR_CONTACT;REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f58r	f58r.16	f58r.16	f58r.P1.16	P1	+P0	Text.	"The notation ""<!S??>"" represents a star in the left margin. <!S??> = star, 7 points in the margin."	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f58r	f58r.26	f58r.26	f58r.P1.26	P1	+P0	Text.	<!S??> = star, 8 points in the margin.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f58r	f58r.40	f58r.40	f58r.P1.39	P1	+P0	Text.	The first @r has a vert stem. Assumed accident:	PLANT	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f58v	f58v.1	f58v.1	f58v.P1.1	P1	@P0	Text, above title	<!S??> = tail of a six-pointed star, in margin above start of first line.	STAR_OR_SKY	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f65r	f65r.1	f65r.1	f65r.T1.1	T1	@Lp	Isolated title (label?) next to plant.		PLANT;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f65v	f65v.3	f65v.3	f65v.P1.3	P1	+P0	Text.	The first @s after the plant has a squashed plume, perhaps to avoid the tail of @y above:	PLANT	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f66r	f66r.82	f66r.82	f66r.T1.1	T1	@Lx	Caption above female figure at bottom of page.	Rene's number <e66r.L1>.	FIGURE	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.1	f67r1.1	f67r1.P1.1	P1	@P0	Text above the diagram.	"Note: the final ""a"" and ""y"" often have the right stem somewhat detached from the left semicircle."	PLANT	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.8	f67r1.8	f67r1.D1.1	D1	@Ri	Radial labels in circle sectors.	At 00:00. This sector is just clockwise of the decorated square marker in text ring 2, and follows a sector with a star on a pedestal.	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.9	f67r1.9	f67r1.D1.2	D1	@Ri	Radial labels in circle sectors.	At 01:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.10	f67r1.10	f67r1.D1.3	D1	@Ri	Radial labels in circle sectors.	At 02:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.11	f67r1.11	f67r1.D1.4	D1	@Ri	Radial labels in circle sectors.	At 03:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.12	f67r1.12	f67r1.D1.5	D1	@Ri	Radial labels in circle sectors.	At 04:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.13	f67r1.13	f67r1.D1.6	D1	@Ri	Radial labels in circle sectors.	At 05:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.14	f67r1.14	f67r1.D1.7	D1	@Ri	Radial labels in circle sectors.	At 06.00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.15	f67r1.15	f67r1.D1.8	D1	@Ri	Radial labels in circle sectors.	At 07:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.16	f67r1.16	f67r1.D1.9	D1	@Ri	Radial labels in circle sectors.	At 08:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.17	f67r1.17	f67r1.D1.10	D1	@Ri	Radial labels in circle sectors.	At 09:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.18	f67r1.18	f67r1.D1.11	D1	@Ri	Radial labels in circle sectors.	At 10:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r1	f67r1.19	f67r1.19	f67r1.D1.12	D1	@Ri	Radial labels in circle sectors.	At 11:00.	LABEL	LABEL_ONLY		REL_ENCLOSURE	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.48	f67r2.48	f67r2.Q1.1a	Q1	@Pb	Text lines in sectors with moons.	It may be that lines 1-11 and 27-32 constitute a single paragraph with two lines and half, and ditto for lines 12-26. However, the 08:30 sector has four lines, whereas 07:30 has three and 09:30 has two. Also, within each sector the baselines are straight, so there is a change o baseline direction as we go from one sector to the next. Therefore the reading order used below (by sector) is probably the correct one. Sector at 08:30, line 1. Grove's T1.1.	STAR_OR_SKY	OBJECT_BEARING	REL_ENCLOSURE;REL_PROXIMITY		EXACT_LOCAL_COMMENT	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.49	f67r2.49	f67r2.Q1.1b	Q1	+Pb	Text lines in sectors with moons.	Sector at 08:30, line 2. Grove's T1.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.50	f67r2.50	f67r2.Q1.1c	Q1	+Pb	Text lines in sectors with moons.	Sector at 08:30, line 3. Grove's T1.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.51	f67r2.51	f67r2.Q1.1d	Q1	+Pb	Text lines in sectors with moons.	Sector at 08:30, line 4. Grove's T1.4. Partly obscured by a stain.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.13	f67r2.13	f67r2.Q1.2a	Q1	@Pb	Text lines in sectors with moons.	Sector at 09:30, line 1. Grove's T2.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.14	f67r2.14	f67r2.Q1.2b	Q1	+Pb	Text lines in sectors with moons.	Sector at 09:30, line 2. Grove's T2.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.16	f67r2.16	f67r2.Q1.3a	Q1	@Pb	Text lines in sectors with moons.	Sector at 10:30, line 1. Grove's T3.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.17	f67r2.17	f67r2.Q1.3b	Q1	+Pb	Text lines in sectors with moons.	Sector at 10:30, line 2. Grove's T3.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.18	f67r2.18	f67r2.Q1.3c	Q1	+Pb	Text lines in sectors with moons.	Sector at 10:30, line 3. Grove's T3.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.19	f67r2.19	f67r2.Q1.4a	Q1	@Pb	Text lines in sectors with moons.	Sector at 11:30, line 1. Grove's T4.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.20	f67r2.20	f67r2.Q1.4b	Q1	+Pb	Text lines in sectors with moons.	Sector at 11:30, line 2. Grove's T4.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.21	f67r2.21	f67r2.Q1.4c	Q1	+Pb	Text lines in sectors with moons.	Sector at 11:30, line 3. Grove's T4.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.23	f67r2.23	f67r2.Q1.5a	Q1	@Pb	Text lines in sectors with moons.	Sector at 00:30, line 1. Grove's T5.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.24	f67r2.24	f67r2.Q1.5b	Q1	+Pb	Text lines in sectors with moons.	Sector at 00:30, line 2. Grove's T5.2. The gallows has half of a hook at the end of the horz arm, so it is halfway between @f and @z.	STAR_OR_SKY	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.25	f67r2.25	f67r2.Q1.5c	Q1	+Pb	Text lines in sectors with moons.	Sector at 00:30, line 3. Grove's T5.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.26	f67r2.26	f67r2.Q1.6a	Q1	@Pb	Text lines in sectors with moons.	Sector at 01:30, line 1. Grove's T6.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.27	f67r2.27	f67r2.Q1.6b	Q1	+Pb	Text lines in sectors with moons.	Sector at 01:30, line 2. Grove's T6.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.29	f67r2.29	f67r2.Q1.7a	Q1	@Pb	Text lines in sectors with moons.	Sector at 02:30, line 1. Grove's T7.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.30	f67r2.30	f67r2.Q1.7b	Q1	+Pb	Text lines in sectors with moons.	Sector at 02:30, line 2. Grove's T7.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.32	f67r2.32	f67r2.Q1.8a	Q1	@Pb	Text lines in sectors with moons.	Sector at 03:30, line 1. Grove's T8.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.33	f67r2.33	f67r2.Q1.8b	Q1	+Pb	Text lines in sectors with moons.	Sector at 03:30, line 2. Grove's T8.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.35	f67r2.35	f67r2.Q1.9a	Q1	@Pb	Text lines in sectors with moons.	Sector at 04:30, line 1. Grove's T9.1. &231; = a @C with the start of an @m tail that curves forward and up, stopping short, almost but not quite ligating with a following @i. Similar to &229;.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.36	f67r2.36	f67r2.Q1.9b	Q1	+Pb	Text lines in sectors with moons.	Sector at 04:30, line 2. Grove's T9.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.38	f67r2.38	f67r2.Q1.10a	Q1	@Pb	Text lines in sectors with moons.	Sector at 05:30, line 1. Grove's T10.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.39	f67r2.39	f67r2.Q1.10b	Q1	+Pb	Text lines in sectors with moons.	Sector at 05:30, line 2. Grove's T10.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.40	f67r2.40	f67r2.Q1.10c	Q1	+Pb	Text lines in sectors with moons.	Sector at 05:30, line 3. Grove's T10.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.41	f67r2.41	f67r2.Q1.11a	Q1	@Pb	Text lines in sectors with moons.	Sector at 06:30, line 1. Grove's T11.1.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.42	f67r2.42	f67r2.Q1.11b	Q1	+Pb	Text lines in sectors with moons.	Sector at 06:30, line 2. Grove's T11.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.43	f67r2.43	f67r2.Q1.11c	Q1	+Pb	Text lines in sectors with moons.	Sector at 06:30, line 3. Grove's T11.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.44	f67r2.44	f67r2.Q1.12a	Q1	@Pb	Text lines in sectors with moons.	Sector at 07:30, line 1. Grove's T12.1. The gallows has half of a hook at the end of the horz arm, so it is halfway between @f and @z.	STAR_OR_SKY	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.45	f67r2.45	f67r2.Q1.12b	Q1	+Pb	Text lines in sectors with moons.	Sector at 07:30, line 2. Grove's T12.2.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.46	f67r2.46	f67r2.Q1.12c	Q1	+Pb	Text lines in sectors with moons.	Sector at 07:30, line 3. Grove's T12.3.	STAR_OR_SKY	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.15	f67r2.15	f67r2.M1.2	M1	+L0	Circle of seven labels above some of the moons.	"Conjectured by Robert Firth to be the names of the seven Ptolemaic planets Transcribed clockwise from 09:30, right after the dotted line emanating from the central star. ""B"" transcription from a message by R. Zandberger, entered by J. Stolfi Moon at 09:30, red. The second half of the label was retraced in dark grey ink."	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.22	f67r2.22	f67r2.M1.4	M1	+L0	Circle of seven labels above some of the moons.	Moon at 11:30, red; the Sun? The first @o was retraced in dark ink.	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.28	f67r2.28	f67r2.M1.6	M1	+L0	Circle of seven labels above some of the moons.	Moon at 01:30, red	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.31	f67r2.31	f67r2.M1.7	M1	+L0	Circle of seven labels above some of the moons.	Moon at 02:30, light yellow. The gallows has half of a hook at the end of the horz arm, so it is halfway between @p and @w.	STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.34	f67r2.34	f67r2.M1.8	M1	+L0	Circle of seven labels above some of the moons.	Moon at 03:30, light yellow.	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.37	f67r2.37	f67r2.M1.9	M1	+L0	Circle of seven labels above some of the moons.	Moon at 04:30, red.	STAR_OR_SKY;LABEL	OBJECT_BEARING		REL_PROXIMITY	UNIT_DESCRIPTION	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.47	f67r2.47	f67r2.M1.12	M1	+L0	Circle of seven labels above some of the moons.	Moon at 07:30, red. The gallows has half of a hook at the end of the horz arm, so it is halfway between @f and @z.	STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_PROXIMITY	REL_PROXIMITY	EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.63	f67r2.63	f67r2.M2.1	M2	&Ls	Circle of 12 labels under the moons.	Transcribed clockwise from 08:30, at the dotted line emanating from the central star. Moon at 08:30, yellow, no label above.	STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.52	f67r2.52	f67r2.M2.2	M2	@Ls	Circle of 12 labels under the moons.	Moon at 09:30, red.	STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.53	f67r2.53	f67r2.M2.3	M2	&Ls	Circle of 12 labels under the moons.	Moon at 10:30, yellow, no label above.	STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.54	f67r2.54	f67r2.M2.4	M2	&Ls	Circle of 12 labels under the moons.	Moon at 11:30, red.	STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.55	f67r2.55	f67r2.M2.5	M2	&Ls	Circle of 12 labels under the moons.	Moon at 00:30, yellow, no label above.	STAR_OR_SKY;LABEL	OBJECT_BEARING	REL_PROXIMITY		EXACT_LOCAL_COMMENT	UNHEDGED	transcription/sources/Stolfi_text25e1-52.evt
f67r2	f67r2.56	f67r2.56	f67r2.M2.6	M2	&Ls	Circle of 12 labels under the moons.	Moon at 01:30, red. The @t gallows has a longish serif on the right leg. Assumed accident.	STAR_OR_SKY;LABEL	OBJECT_BEARING			OBJECT_CONTEXT_ONLY	HEDGED	transcription/sources/Stolfi_text25e1-52.evt
