consensus_group_id	locus	page	section	currier	hand	code	kind	grammar_scope	strict_zero_alternative	consensus_group_index	consensus_group_count	start_symbol_1based	end_symbol_1based	symbol_count	family_surface	zl_sta_codes	it_sta_codes	rf_sta_codes	left_boundary_profile	right_boundary_profile
f100r.25|C002	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	2	10	5	10	6	DQKABA	D1 Q1 K2 A1 B1 A2	D1 Q1 K2 A1 B1 A2	D1 Q1 K2 A1 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C003	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	3	10	11	13	3	KAB	K1 A1 B2	K1 A1 B2	K1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C004	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	4	10	14	16	3	BAG	B1 A3 G1	B1 A3 G1	B1 A3 G1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C005	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	5	10	17	20	4	UJAB	U2 J1 A1 B2	U2 J1 A1 B2	U2 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C006	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	6	10	21	26	6	ABKJAB	A1 B2 K1 J1 A1 B2	A1 B2 K1 J1 A1 B2	A1 B2 K1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C007	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	7	10	27	30	4	KJQA	K1 J1 Q1 A2	K1 J1 Q1 A2	K1 J1 Q1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C008	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	8	10	31	34	4	KJAB	K1 J1 A1 B2	K1 J1 A1 B2	K1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C009	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	9	10	35	39	5	KJAUA	K1 J1 A1 U1 A2	K1 J1 A1 U1 A2	K1 J1 A1 U1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.25|C010	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	10	10	40	44	5	AQJAB	A1 Q1 J1 A1 B2	A1 Q1 J1 A1 B2	A1 Q1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	LINE_END
f100r.26|C001	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	1	10	1	3	3	AAG	A2 A3 G1	A2 A3 G1	A2 A3 G1	LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C002	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	2	10	4	8	5	KJQKA	K1 J1 Q1 K2 A2	K1 J1 Q1 K2 A2	K1 J1 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C003	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	3	10	9	11	3	KAB	K1 A1 B2	K1 A1 B2	K1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C004	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	4	10	12	17	6	KABABA	K1 A1 B2 A1 B1 A2	K1 A1 B2 A1 B1 A2	K1 A1 B2 A1 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C005	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	5	10	18	20	3	KAC	K1 A1 C2	K1 A1 C2	K1 A1 C2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C006	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	6	10	21	25	5	ABKAC	A1 B2 K1 A1 C1	A1 B2 K1 A1 C1	A1 B2 K1 A1 C1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C007	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	7	10	26	31	6	DAQJAB	D1 A1 Q1 J1 A1 B2	D1 A1 Q1 J1 A1 B2	D1 A1 Q2 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C008	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	8	10	32	36	5	AQKAB	A1 Q1 K2 A1 B2	A1 Q1 K2 A1 B2	A1 Q1 K2 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C009	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	9	10	37	41	5	KJABC	K1 J1 A1 B2 C2	K1 J1 A1 B2 C2	K1 J1 A1 B2 C2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.26|C010	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	10	10	42	43	2	AB	A3 B2	A3 B2	A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	LINE_END
f100r.27|C001	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	1	5	1	3	3	KAB	K1 A1 B2	K1 A1 B2	K1 A1 B2	LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.27|C002	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	2	5	4	7	4	KJAB	K1 J1 A1 B2	K1 J1 A1 B2	K1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.27|C003	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	3	5	8	9	2	KA	K1 A1	K1 A1	K1 A1	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.27|C004	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	4	5	10	15	6	KUJABA	K1 U1 J1 A1 B1 A2	K1 U1 J1 A1 B1 A2	K1 U1 J1 A1 B1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100r.27|C005	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	1	5	5	16	22	7	AQABKJA	A1 Q2 A1 B2 K1 J1 A2	A1 Q2 A1 B2 K1 J1 A2	A1 Q2 A1 B2 K1 J1 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	LINE_END
f100r.3|C001	f100r.3	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	5	5	AQJAC	A1 Q2 J1 A3 C1	A1 Q2 J1 A3 C1	A1 Q2 J1 A3 C1	LINE_START	LINE_END
f100r.4|C001	f100r.4	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	0	1	1	1	6	6	KAPACA	K1 A1 P2 A3 C1 A2	K1 A1 P2 A3 C1 A2	K1 A1 P2 A3 C1 A2	LINE_START	LINE_END
f100r.5|C001	f100r.5	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	3	1	3	3	CAC	C2 A3 C1	C2 A3 C1	C2 A3 C1	LINE_START	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:NONE
f100r.5|C002	f100r.5	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	2	3	4	6	3	KAC	K1 A3 C1	K1 A3 C1	K1 A3 C1	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:NONE	ZL3b:DRAWING_INTERRUPTION;IT2a:DRAWING_INTERRUPTION;RF1b:DRAWING_INTERRUPTION
f100r.5|C003	f100r.5	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	3	3	7	11	5	BAGBA	B1 A3 G1 B1 A2	B1 A3 G1 B1 A2	B1 A3 G1 B1 A2	ZL3b:DRAWING_INTERRUPTION;IT2a:DRAWING_INTERRUPTION;RF1b:DRAWING_INTERRUPTION	LINE_END
f100r.6|C001	f100r.6	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	0	1	1	1	5	5	ACACA	A1 C1 A3 C1 A1	A1 C2 A3 C1 A1	A1 C1 A3 C1 A1	LINE_START	LINE_END
f100r.7|C001	f100r.7	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	6	6	KABCAF	K1 A3 B2 C2 A3 F1	K1 A3 B2 C2 A3 F1	K2 Aa B2 C2 A3 F1	LINE_START	LINE_END
f100r.8|C001	f100r.8	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	5	5	CAEQA	C2 A1 E1 Q2 A2	C2 A1 E1 Q2 A2	C2 A1 E1 Q2 A2	LINE_START	LINE_END
f100r.9|C001	f100r.9	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	5	5	CACAB	C2 A1 C2 A3 B3	C2 A1 C2 A3 B3	C2 A1 C2 A3 B3	LINE_START	LINE_END
f100v.1|C001	f100v.1	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	5	5	QABKB	Q2 A1 B2 K1 B1	Q2 A1 B2 K1 B1	Q2 A1 B2 K1 B1	LINE_START	LINE_END
f100v.10|C001	f100v.10	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	6	6	AQKJAC	A1 Q1 K1 J1 A1 C1	A1 Q1 K1 J1 A1 C1	A1 Q1 K1 J1 A1 C1	LINE_START	LINE_END
f100v.11|C001	f100v.11	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	5	5	AQKAB	A2 Q2 K1 A1 B2	A2 Q2 K1 A1 B2	Ab Q2 K1 A1 B2	LINE_START	LINE_END
f100v.12|C001	f100v.12	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	1	1	6	6	BAQKAB	B1 A2 Q1 K1 A3 B2	B1 A2 Q1 K1 A3 B2	B1 A2 Q1 K1 A3 B2	LINE_START	LINE_END
f100v.13|C001	f100v.13	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	1	2	1	3	3	KAC	K1 A1 C2	K1 A1 C2	K1 A1 C2	LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.13|C002	f100v.13	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	1	2	2	4	8	5	UACAB	U2 A3 C1 A3 B2	U2 A1 C1 A3 B2	U2 Aa C1 A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	LINE_END
f100v.15|C001	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	1	10	1	3	3	CAC	C2 A1 C1	C2 A1 C1	C2 A1 C1	LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C002	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	2	10	4	6	3	KKA	K1 K2 A2	K1 K2 A2	K1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C003	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	3	10	7	9	3	BAF	B1 A3 F3	B1 A3 F3	B1 A3 F3	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C004	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	4	10	10	11	2	AB	A1 B2	A1 B2	A3 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C005	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	5	10	12	15	4	KJAB	K1 J1 A1 B2	K1 J1 A1 B2	K1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C006	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	6	10	16	22	7	DAABQKA	D1 A1 A1 B2 Q1 K2 A2	D1 A1 A1 B2 Q1 K2 A2	D1 A1 A1 B2 Q1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C007	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	7	10	23	25	3	KAB	K1 A1 B2	K1 A1 B2	K1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C008	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	8	10	26	28	3	KKA	K1 K2 A2	K1 K2 A2	K1 K2 A2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C009	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	9	10	29	34	6	DAQJAB	D1 A1 Q1 J1 A1 B2	D1 A1 Q1 J1 A1 B2	D1 A1 Q1 J1 A1 B2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE
f100v.15|C010	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	1	10	10	35	40	6	KAQABC	K1 A1 Q2 A1 B2 C2	K1 A1 Q2 A1 B2 C2	K1 A1 Q2 A1 B2 C2	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	LINE_END
