unit_id	locus	page	physical_folio	section	currier	kind	symbol_count
f67r1.1|C009	f67r1.1	f67r1	f67	A		P	2
f67r1.8|C001	f67r1.8	f67r1	f67	A		R	6
f67r1.9|C001	f67r1.9	f67r1	f67	A		R	5
f67r2.10|C001	f67r2.10	f67r2	f67	A		L	7
f67r2.10|C002	f67r2.10	f67r2	f67	A		L	4
f67r2.11|C001	f67r2.11	f67r2	f67	A		L	3
f67r2.11|C002	f67r2.11	f67r2	f67	A		L	5
f67r2.11|C003	f67r2.11	f67r2	f67	A		L	2
f67r2.12|C001	f67r2.12	f67r2	f67	A		L	4
f67r2.12|C002	f67r2.12	f67r2	f67	A		L	5
f67r2.14|C001	f67r2.14	f67r2	f67	A		P	4
f67r2.14|C002	f67r2.14	f67r2	f67	A		P	3
f67r2.14|C003	f67r2.14	f67r2	f67	A		P	4
f67r2.15|C001	f67r2.15	f67r2	f67	A		L	8
f67r2.18|C001	f67r2.18	f67r2	f67	A		P	5
f67r2.18|C002	f67r2.18	f67r2	f67	A		P	3
f67r2.18|C003	f67r2.18	f67r2	f67	A		P	3
f67r2.19|C001	f67r2.19	f67r2	f67	A		P	5
f67r2.19|C002	f67r2.19	f67r2	f67	A		P	2
f67r2.19|C003	f67r2.19	f67r2	f67	A		P	2
f67r2.19|C004	f67r2.19	f67r2	f67	A		P	3
f67r2.20|C001	f67r2.20	f67r2	f67	A		P	4
f67r2.20|C002	f67r2.20	f67r2	f67	A		P	5
f67r2.21|C001	f67r2.21	f67r2	f67	A		P	3
f67r2.21|C002	f67r2.21	f67r2	f67	A		P	2
f67r2.21|C003	f67r2.21	f67r2	f67	A		P	2
f67r2.22|C001	f67r2.22	f67r2	f67	A		L	4
f67r2.24|C001	f67r2.24	f67r2	f67	A		P	5
f67r2.24|C002	f67r2.24	f67r2	f67	A		P	4
f67r2.24|C003	f67r2.24	f67r2	f67	A		P	2
f67r2.25|C001	f67r2.25	f67r2	f67	A		P	4
f67r2.26|C001	f67r2.26	f67r2	f67	A		P	6
f67r2.26|C002	f67r2.26	f67r2	f67	A		P	3
f67r2.26|C003	f67r2.26	f67r2	f67	A		P	4
f67r2.27|C001	f67r2.27	f67r2	f67	A		P	5
f67r2.27|C002	f67r2.27	f67r2	f67	A		P	2
f67r2.27|C003	f67r2.27	f67r2	f67	A		P	2
f67r2.29|C001	f67r2.29	f67r2	f67	A		P	5
f67r2.29|C002	f67r2.29	f67r2	f67	A		P	3
f67r2.2|C001	f67r2.2	f67r2	f67	A		L	5
f67r2.2|C002	f67r2.2	f67r2	f67	A		L	3
f67r2.2|C003	f67r2.2	f67r2	f67	A		L	5
f67r2.30|C001	f67r2.30	f67r2	f67	A		P	4
f67r2.30|C002	f67r2.30	f67r2	f67	A		P	4
f67r2.31|C001	f67r2.31	f67r2	f67	A		L	7
f67r2.36|C001	f67r2.36	f67r2	f67	A		P	4
f67r2.36|C002	f67r2.36	f67r2	f67	A		P	3
f67r2.36|C003	f67r2.36	f67r2	f67	A		P	2
f67r2.37|C001	f67r2.37	f67r2	f67	A		L	5
f67r2.38|C001	f67r2.38	f67r2	f67	A		P	7
f67r2.38|C002	f67r2.38	f67r2	f67	A		P	5
f67r2.39|C001	f67r2.39	f67r2	f67	A		P	3
f67r2.39|C002	f67r2.39	f67r2	f67	A		P	5
f67r2.39|C003	f67r2.39	f67r2	f67	A		P	2
f67r2.40|C001	f67r2.40	f67r2	f67	A		P	5
f67r2.40|C002	f67r2.40	f67r2	f67	A		P	2
f67r2.40|C003	f67r2.40	f67r2	f67	A		P	2
f67r2.41|C001	f67r2.41	f67r2	f67	A		P	9
f67r2.41|C002	f67r2.41	f67r2	f67	A		P	6
f67r2.44|C001	f67r2.44	f67r2	f67	A		P	5
f67r2.44|C002	f67r2.44	f67r2	f67	A		P	5
f67r2.44|C003	f67r2.44	f67r2	f67	A		P	2
f67r2.45|C001	f67r2.45	f67r2	f67	A		P	6
f67r2.45|C002	f67r2.45	f67r2	f67	A		P	2
f67r2.45|C003	f67r2.45	f67r2	f67	A		P	4
f67r2.46|C001	f67r2.46	f67r2	f67	A		P	5
f67r2.46|C002	f67r2.46	f67r2	f67	A		P	5
f67r2.47|C001	f67r2.47	f67r2	f67	A		L	4
f67r2.48|C001	f67r2.48	f67r2	f67	A		P	5
f67r2.48|C002	f67r2.48	f67r2	f67	A		P	3
f67r2.48|C003	f67r2.48	f67r2	f67	A		P	2
f67r2.49|C001	f67r2.49	f67r2	f67	A		P	6
f67r2.49|C002	f67r2.49	f67r2	f67	A		P	2
f67r2.52|C001	f67r2.52	f67r2	f67	A		L	7
f67r2.54|C001	f67r2.54	f67r2	f67	A		L	7
f67r2.55|C001	f67r2.55	f67r2	f67	A		L	6
f67r2.56|C001	f67r2.56	f67r2	f67	A		L	3
f67r2.56|C002	f67r2.56	f67r2	f67	A		L	3
f67r2.57|C001	f67r2.57	f67r2	f67	A		L	6
f67r2.58|C001	f67r2.58	f67r2	f67	A		L	2
f67r2.58|C002	f67r2.58	f67r2	f67	A		L	4
f67r2.5|C001	f67r2.5	f67r2	f67	A		L	6
f67r2.5|C002	f67r2.5	f67r2	f67	A		L	4
f67r2.60|C001	f67r2.60	f67r2	f67	A		L	4
f67r2.61|C001	f67r2.61	f67r2	f67	A		L	6
f67r2.62|C001	f67r2.62	f67r2	f67	A		L	6
f67r2.63|C001	f67r2.63	f67r2	f67	A		L	6
f67r2.64|C001	f67r2.64	f67r2	f67	A		L	1
f67r2.64|C002	f67r2.64	f67r2	f67	A		L	2
f67r2.66|C001	f67r2.66	f67r2	f67	A		L	3
f67r2.67|C001	f67r2.67	f67r2	f67	A		L	6
f67r2.68|C001	f67r2.68	f67r2	f67	A		L	6
f67r2.69|C001	f67r2.69	f67r2	f67	A		L	1
f67r2.69|C002	f67r2.69	f67r2	f67	A		L	3
f67r2.70|C001	f67r2.70	f67r2	f67	A		L	4
f67r2.71|C001	f67r2.71	f67r2	f67	A		L	4
f67r2.72|C001	f67r2.72	f67r2	f67	A		P	3
f67r2.72|C002	f67r2.72	f67r2	f67	A		P	5
f67r2.72|C003	f67r2.72	f67r2	f67	A		P	4
f67r2.72|C004	f67r2.72	f67r2	f67	A		P	4
f67r2.72|C005	f67r2.72	f67r2	f67	A		P	4
f67r2.72|C006	f67r2.72	f67r2	f67	A		P	5
f67r2.72|C007	f67r2.72	f67r2	f67	A		P	4
f67r2.72|C008	f67r2.72	f67r2	f67	A		P	5
f67r2.72|C009	f67r2.72	f67r2	f67	A		P	5
f67r2.72|C010	f67r2.72	f67r2	f67	A		P	7
f67r2.72|C011	f67r2.72	f67r2	f67	A		P	3
f67r2.72|C012	f67r2.72	f67r2	f67	A		P	4
f67r2.8|C001	f67r2.8	f67r2	f67	A		L	6
f67r2.9|C001	f67r2.9	f67r2	f67	A		L	4
f67r2.9|C002	f67r2.9	f67r2	f67	A		L	5
f67v1.10|C001	f67v1.10	f67v1	f67	A		L	7
f67v1.11|C001	f67v1.11	f67v1	f67	A		L	7
f67v1.12|C001	f67v1.12	f67v1	f67	A		L	3
f67v1.12|C002	f67v1.12	f67v1	f67	A		L	3
f67v1.1|C001	f67v1.1	f67v1	f67	A		L	6
f67v1.22|C001	f67v1.22	f67v1	f67	A		R	5
f67v1.22|C002	f67v1.22	f67v1	f67	A		R	3
f67v1.22|C003	f67v1.22	f67v1	f67	A		R	3
f67v1.22|C004	f67v1.22	f67v1	f67	A		R	6
f67v1.28|C001	f67v1.28	f67v1	f67	A		R	7
f67v1.28|C002	f67v1.28	f67v1	f67	A		R	2
f67v1.28|C003	f67v1.28	f67v1	f67	A		R	4
f67v1.29|C001	f67v1.29	f67v1	f67	A		R	4
f67v1.29|C002	f67v1.29	f67v1	f67	A		R	5
f67v1.2|C001	f67v1.2	f67v1	f67	A		L	6
f67v1.3|C001	f67v1.3	f67v1	f67	A		L	4
f67v1.3|C002	f67v1.3	f67v1	f67	A		L	3
f67v1.4|C001	f67v1.4	f67v1	f67	A		L	3
f67v1.4|C002	f67v1.4	f67v1	f67	A		L	7
f67v1.5|C001	f67v1.5	f67v1	f67	A		L	4
f67v1.5|C002	f67v1.5	f67v1	f67	A		L	4
f67v1.7|C001	f67v1.7	f67v1	f67	A		L	7
f67v1.9|C001	f67v1.9	f67v1	f67	A		L	6
f67v2.16|C001	f67v2.16	f67v2	f67	C		R	4
f67v2.16|C002	f67v2.16	f67v2	f67	C		R	4
f67v2.16|C003	f67v2.16	f67v2	f67	C		R	5
f67v2.19|C001	f67v2.19	f67v2	f67	C		L	4
f67v2.19|C002	f67v2.19	f67v2	f67	C		L	5
f67v2.22|C001	f67v2.22	f67v2	f67	C		L	7
f67v2.2|C001	f67v2.2	f67v2	f67	C		L	8
f67v2.7|C001	f67v2.7	f67v2	f67	C		P	4
f67v2.7|C002	f67v2.7	f67v2	f67	C		P	4
f67v2.7|C003	f67v2.7	f67v2	f67	C		P	5
f67v2.7|C004	f67v2.7	f67v2	f67	C		P	3
f67v2.8|C001	f67v2.8	f67v2	f67	C		P	5
f67v2.8|C002	f67v2.8	f67v2	f67	C		P	3
f67v2.8|C003	f67v2.8	f67v2	f67	C		P	5
f67v2.8|C004	f67v2.8	f67v2	f67	C		P	4
f68r1.10|C001	f68r1.10	f68r1	f68	A		L	7
f68r1.11|C001	f68r1.11	f68r1	f68	A		L	6
f68r1.12|C001	f68r1.12	f68r1	f68	A		L	4
f68r1.13|C001	f68r1.13	f68r1	f68	A		L	4
f68r1.15|C001	f68r1.15	f68r1	f68	A		L	5
f68r1.16|C001	f68r1.16	f68r1	f68	A		L	5
f68r1.17|C001	f68r1.17	f68r1	f68	A		L	4
f68r1.18|C001	f68r1.18	f68r1	f68	A		L	6
f68r1.19|C001	f68r1.19	f68r1	f68	A		L	4
f68r1.1|C001	f68r1.1	f68r1	f68	A		P	5
f68r1.1|C002	f68r1.1	f68r1	f68	A		P	4
f68r1.1|C003	f68r1.1	f68r1	f68	A		P	5
f68r1.1|C004	f68r1.1	f68r1	f68	A		P	3
f68r1.1|C005	f68r1.1	f68r1	f68	A		P	4
f68r1.1|C006	f68r1.1	f68r1	f68	A		P	6
f68r1.1|C007	f68r1.1	f68r1	f68	A		P	4
f68r1.1|C008	f68r1.1	f68r1	f68	A		P	5
f68r1.1|C009	f68r1.1	f68r1	f68	A		P	6
f68r1.20|C001	f68r1.20	f68r1	f68	A		L	4
f68r1.21|C001	f68r1.21	f68r1	f68	A		L	3
f68r1.22|C001	f68r1.22	f68r1	f68	A		L	6
f68r1.24|C001	f68r1.24	f68r1	f68	A		L	6
f68r1.25|C001	f68r1.25	f68r1	f68	A		L	4
f68r1.26|C001	f68r1.26	f68r1	f68	A		L	4
f68r1.27|C001	f68r1.27	f68r1	f68	A		L	4
f68r1.28|C001	f68r1.28	f68r1	f68	A		L	6
f68r1.29|C001	f68r1.29	f68r1	f68	A		L	5
f68r1.2|C001	f68r1.2	f68r1	f68	A		P	5
f68r1.2|C002	f68r1.2	f68r1	f68	A		P	4
f68r1.2|C003	f68r1.2	f68r1	f68	A		P	6
f68r1.2|C004	f68r1.2	f68r1	f68	A		P	3
f68r1.2|C005	f68r1.2	f68r1	f68	A		P	5
f68r1.2|C006	f68r1.2	f68r1	f68	A		P	6
f68r1.2|C007	f68r1.2	f68r1	f68	A		P	4
f68r1.2|C008	f68r1.2	f68r1	f68	A		P	9
f68r1.2|C009	f68r1.2	f68r1	f68	A		P	3
f68r1.31|C001	f68r1.31	f68r1	f68	A		L	3
f68r1.32|C001	f68r1.32	f68r1	f68	A		L	7
f68r1.33|C001	f68r1.33	f68r1	f68	A		L	5
f68r1.34|C001	f68r1.34	f68r1	f68	A		L	5
f68r1.35|C001	f68r1.35	f68r1	f68	A		L	7
f68r1.36|C001	f68r1.36	f68r1	f68	A		L	7
f68r1.3|C001	f68r1.3	f68r1	f68	A		P	4
f68r1.3|C002	f68r1.3	f68r1	f68	A		P	3
f68r1.3|C003	f68r1.3	f68r1	f68	A		P	5
f68r1.3|C004	f68r1.3	f68r1	f68	A		P	5
f68r1.3|C005	f68r1.3	f68r1	f68	A		P	4
f68r1.3|C006	f68r1.3	f68r1	f68	A		P	3
f68r1.3|C007	f68r1.3	f68r1	f68	A		P	5
f68r1.3|C008	f68r1.3	f68r1	f68	A		P	5
f68r1.5|C001	f68r1.5	f68r1	f68	A		P	3
f68r1.6|C001	f68r1.6	f68r1	f68	A		P	4
f68r1.7|C001	f68r1.7	f68r1	f68	A		P	8
f68r1.8|C001	f68r1.8	f68r1	f68	A		L	7
f68r1.9|C001	f68r1.9	f68r1	f68	A		L	6
f68r2.10|C001	f68r2.10	f68r2	f68	A		L	5
f68r2.11|C001	f68r2.11	f68r2	f68	A		L	4
f68r2.12|C001	f68r2.12	f68r2	f68	A		L	4
f68r2.13|C001	f68r2.13	f68r2	f68	A		L	9
f68r2.14|C001	f68r2.14	f68r2	f68	A		L	7
f68r2.15|C001	f68r2.15	f68r2	f68	A		L	5
f68r2.16|C001	f68r2.16	f68r2	f68	A		L	6
f68r2.17|C001	f68r2.17	f68r2	f68	A		L	5
f68r2.19|C001	f68r2.19	f68r2	f68	A		L	5
f68r2.1|C001	f68r2.1	f68r2	f68	A		P	5
f68r2.1|C002	f68r2.1	f68r2	f68	A		P	3
f68r2.1|C003	f68r2.1	f68r2	f68	A		P	4
f68r2.1|C004	f68r2.1	f68r2	f68	A		P	3
f68r2.1|C005	f68r2.1	f68r2	f68	A		P	5
f68r2.1|C006	f68r2.1	f68r2	f68	A		P	4
f68r2.1|C007	f68r2.1	f68r2	f68	A		P	4
f68r2.1|C008	f68r2.1	f68r2	f68	A		P	6
f68r2.1|C009	f68r2.1	f68r2	f68	A		P	7
f68r2.20|C001	f68r2.20	f68r2	f68	A		L	7
f68r2.21|C001	f68r2.21	f68r2	f68	A		L	5
f68r2.24|C001	f68r2.24	f68r2	f68	A		L	8
f68r2.25|C001	f68r2.25	f68r2	f68	A		L	4
f68r2.25|C002	f68r2.25	f68r2	f68	A		L	3
f68r2.26|C001	f68r2.26	f68r2	f68	A		L	6
f68r2.27|C001	f68r2.27	f68r2	f68	A		L	6
f68r2.28|C001	f68r2.28	f68r2	f68	A		L	5
f68r2.29|C001	f68r2.29	f68r2	f68	A		L	3
f68r2.2|C001	f68r2.2	f68r2	f68	A		P	3
f68r2.2|C002	f68r2.2	f68r2	f68	A		P	5
f68r2.2|C003	f68r2.2	f68r2	f68	A		P	5
f68r2.2|C004	f68r2.2	f68r2	f68	A		P	6
f68r2.2|C005	f68r2.2	f68r2	f68	A		P	7
f68r2.2|C006	f68r2.2	f68r2	f68	A		P	5
f68r2.2|C007	f68r2.2	f68r2	f68	A		P	4
f68r2.2|C008	f68r2.2	f68r2	f68	A		P	4
f68r2.3|C001	f68r2.3	f68r2	f68	A		P	5
f68r2.3|C002	f68r2.3	f68r2	f68	A		P	6
f68r2.3|C003	f68r2.3	f68r2	f68	A		P	5
f68r2.3|C004	f68r2.3	f68r2	f68	A		P	4
f68r2.3|C005	f68r2.3	f68r2	f68	A		P	4
f68r2.3|C006	f68r2.3	f68r2	f68	A		P	5
f68r2.3|C007	f68r2.3	f68r2	f68	A		P	7
f68r2.5|C001	f68r2.5	f68r2	f68	A		P	6
f68r2.5|C002	f68r2.5	f68r2	f68	A		P	5
f68r2.5|C003	f68r2.5	f68r2	f68	A		P	3
f68r2.5|C004	f68r2.5	f68r2	f68	A		P	6
f68r2.5|C005	f68r2.5	f68r2	f68	A		P	5
f68r2.8|C001	f68r2.8	f68r2	f68	A		L	6
f68r2.9|C001	f68r2.9	f68r2	f68	A		L	4
f68r3.11|C001	f68r3.11	f68r3	f68	A		L	5
f68r3.12|C001	f68r3.12	f68r3	f68	A		L	7
f68r3.13|C001	f68r3.13	f68r3	f68	A		L	4
f68r3.14|C001	f68r3.14	f68r3	f68	A		L	5
f68r3.17|C001	f68r3.17	f68r3	f68	A		L	6
f68r3.18|C001	f68r3.18	f68r3	f68	A		L	1
f68r3.18|C002	f68r3.18	f68r3	f68	A		L	3
f68r3.19|C001	f68r3.19	f68r3	f68	A		L	5
f68r3.20|C001	f68r3.20	f68r3	f68	A		L	6
f68r3.21|C001	f68r3.21	f68r3	f68	A		L	6
f68r3.2|C001	f68r3.2	f68r3	f68	A		R	4
f68r3.2|C002	f68r3.2	f68r3	f68	A		R	6
f68r3.2|C003	f68r3.2	f68r3	f68	A		R	8
f68r3.2|C004	f68r3.2	f68r3	f68	A		R	6
f68r3.4|C001	f68r3.4	f68r3	f68	A		R	6
f68r3.4|C002	f68r3.4	f68r3	f68	A		R	3
f68r3.4|C003	f68r3.4	f68r3	f68	A		R	3
f68r3.4|C004	f68r3.4	f68r3	f68	A		R	6
