edition	locus	page	section	currier	hand	code	kind	grammar_scope	paragraph_state	line_carrier	word_count	surface	root_sequence	role_sequence	formal_interlinear	confirmed_edges	core34_covered_words	hybrid95_covered_words
IT2a	f100r.19	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	olcheom	ol+H+o	BARE+BOUND_E+BARE	olcheom=C03+C01+C05[BARE+BOUND_E+BARE]{H95:COMP}		1	1
IT2a	f100r.2	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	sochorcfhy	o+H+cfh	BARE+FREE_R+BARE	sochorcfhy=C05+C01+R:cfh[BARE+FREE_R+BARE]{H95:OPEN}		0	0
IT2a	f100r.20	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	oteol	ot+ol	BOUND_E+BARE	oteol=C04+C03[BOUND_E+BARE]{H95:COMP}		1	1
IT2a	f100r.21	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	okols	ok+ol+s	BARE+BARE+BARE	okols=C02+C03+C18[BARE+BARE+BARE]{H95:COMP}		1	1
IT2a	f100r.22	f100r	P	A	1	@P0	P	CONFIRMED_PROSE	OPEN		9	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	ol+Hod H aii Hod+H+ol cph otees H or+es+o al+cfh	BARE+BARE FREE_L BARE BARE+BOUND_E+BARE FREE_L Q_BARE BOUND_E BARE+BARE+BARE BARE+BARE	folshody=C03+C22[BARE+BARE]{H95:OPEN} | chol=C01[FREE_L]{H95:COMP} | daiin=C06[BARE]{H95:EXACT} | fchodycheol=C22+C01+C03[BARE+BOUND_E+BARE]{H95:OPEN} | cphol=C34[FREE_L]{H95:EXACT} | qotees=R:otees[Q_BARE]{H95:EXACT} | shey=C01[BOUND_E]{H95:COMP} | oreso=C07+R:es+C05[BARE+BARE+BARE]{H95:OPEN} | alcfhy=C13+R:cfh[BARE+BARE]{H95:OPEN}		6	5
IT2a	f100r.23	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	s	12	soiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	oii H cph H H o+ckh H H Ho e c+ckhh e	BARE FREE_L FREE_L FREE_L FREE_L Q_BARE+FREE_L FREE_R FREE_L BARE BOUND_E BARE+BARE BOUND_E	soiin=C33[BARE]{H95:EXACT} | chol=C01[FREE_L]{H95:COMP} | cphol=C34[FREE_L]{H95:EXACT} | shol=C01[FREE_L]{H95:COMP} | shol=C01[FREE_L]{H95:COMP} | qockhol=C05+C21[Q_BARE+FREE_L]{H95:COMP} | chor=C01[FREE_R]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | sho=C15[BARE]{H95:COMP} | keey=C11[BOUND_E]{H95:COMP} | cckhhy=R:c+R:ckhh[BARE+BARE]{H95:OPEN} | ykeeam=C11[BOUND_E]{H95:COMP}		11	11
IT2a	f100r.24	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		10	saiichor sheor qockhody odeor yksheey chol sheody sai cheol raiin	aii+H H+or o+ckhod od+e+or H H H+od ai H+ol r	BARE+FREE_R BOUND_E+BARE Q_BARE+BARE BARE+BARE+BARE BOUND_E FREE_L BOUND_E+BARE BARE BOUND_E+BARE REL_I	saiichor=C06+C01[BARE+FREE_R]{H95:OPEN} | sheor=C01+C07[BOUND_E+BARE]{H95:COMP} | qockhody=C05+R:ckhod[Q_BARE+BARE]{H95:OPEN} | odeor=C10+C11+C07[BARE+BARE+BARE]{H95:COMP} | yksheey=C01[BOUND_E]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | sheody=C01+C10[BOUND_E+BARE]{H95:COMP} | sai=C19[BARE]{H95:EXACT} | cheol=C01+C03[BOUND_E+BARE]{H95:COMP} | raiin=C20[REL_I]{H95:COMP}		9	8
IT2a	f100r.25	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		10	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	H+or k+od H aii cth+ol ol+H+ol H+k H+ol H+o+ckh ok+ol	BOUND_E+BARE Q_BOUND_E+BARE FREE_L BARE BOUND_E+BARE BARE+BOUND_E+BARE BOUND_E+BARE BOUND_E+BARE BOUND_E+BARE+BARE BOUND_E+BARE	sheor=C01+C07[BOUND_E+BARE]{H95:COMP} | qkeeody=C08+C10[Q_BOUND_E+BARE]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | daiin=C06[BARE]{H95:EXACT} | ctheol=C17+C03[BOUND_E+BARE]{H95:COMP} | olcheol=C03+C01+C03[BARE+BOUND_E+BARE]{H95:COMP} | cheky=C01+C08[BOUND_E+BARE]{H95:COMP} | cheol=C01+C03[BOUND_E+BARE]{H95:COMP} | cheockhy=C01+C05+C21[BOUND_E+BARE+BARE]{H95:COMP} | okeol=C02+C03[BOUND_E+BARE]{H95:COMP}		10	10
IT2a	f100r.26	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		10	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	aii H+k H H+od Hos ol+H ok+ol ok+ol H+ol+s al	BARE BOUND_E+BOUND_E FREE_L FREE_L+BARE BARE BARE+FREE_R Q_BOUND_E+BARE BOUND_E+BARE BOUND_E+BARE+BARE BARE	yaiin=C06[BARE]{H95:EXACT} | chekeey=C01+C08[BOUND_E+BOUND_E]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | cholody=C01+C10[FREE_L+BARE]{H95:COMP} | chos=R:Hos[BARE]{H95:EXACT} | olchor=C03+C01[BARE+FREE_R]{H95:COMP} | qokeol=C02+C03[Q_BOUND_E+BARE]{H95:COMP} | okeeol=C02+C03[BOUND_E+BARE]{H95:COMP} | cheols=C01+C03+C18[BOUND_E+BARE+BARE]{H95:COMP} | al=C13[BARE]{H95:COMP}		9	10
IT2a	f100r.27	f100r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		5	chol cheol cho chckheody otolchey	H H+ol Ho Hckh+od ot+ol+H	FREE_L BOUND_E+BARE BARE BOUND_E+BARE BARE+BARE+BOUND_E	chol=C01[FREE_L]{H95:COMP} | cheol=C01+C03[BOUND_E+BARE]{H95:COMP} | cho=C15[BARE]{H95:COMP} | chckheody=C25+C10[BOUND_E+BARE]{H95:OPEN} | otolchey=C04+C03+C01[BARE+BARE+BOUND_E]{H95:COMP}		5	4
IT2a	f100r.3	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	otear	ot	BOUND_E	otear=C04[BOUND_E]{H95:COMP}		1	1
IT2a	f100r.4	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	chofary	Ho	FREE_R	chofary=C15[FREE_R]{H95:COMP}		1	1
IT2a	f100r.5	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		3	sar char daiindy	ar H aii+d	BARE FREE_R BARE+BARE	sar=C12[BARE]{H95:EXACT} | char=C01[FREE_R]{H95:COMP} | daiindy=C06+C16[BARE+BARE]{H95:EXACT}		3	3
IT2a	f100r.6	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	osaro	os+o	FREE_R+BARE	osaro=C27+C05[FREE_R+BARE]{H95:COMP}		1	1
IT2a	f100r.7	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	chalsain	H+s	FREE_L+REL_I	chalsain=C01+C18[FREE_L+REL_I]{H95:COMP}		1	1
IT2a	f100r.8	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	soity	oi+t	BARE+BARE	soity=R:oi+C24[BARE+BARE]{H95:OPEN}		0	0
IT2a	f100r.9	f100r	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	sosam	os	FREE_A	sosam=C27[FREE_A]{H95:COMP}		1	1
IT2a	f100v.1	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	tolchd	ol+Hd	BARE+BARE	tolchd=C03+C14[BARE+BARE]{H95:COMP}		1	1
IT2a	f100v.10	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	okcheor	ok+H+or	BARE+BOUND_E+BARE	okcheor=C02+C01+C07[BARE+BOUND_E+BARE]{H95:COMP}		1	1
IT2a	f100v.11	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	ytchol	H	FREE_L	ytchol=C01[FREE_L]{H95:COMP}		1	1
IT2a	f100v.12	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	dykchal	k+H	BARE+FREE_L	dykchal=C08+C01[BARE+FREE_L]{H95:COMP}		1	1
IT2a	f100v.13	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		2	chos cthoral	Hos cthor	BARE FREE_L	chos=R:Hos[BARE]{H95:EXACT} | cthoral=R:cthor[FREE_L]{H95:OPEN}		0	1
IT2a	f100v.14	f100v	P	A	1	@P0	P	CONFIRMED_PROSE	OPEN	cthd	9	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	cthd+e+cth H+o+cph ot+od ckho ar H ot aii ok+oo	BARE+BOUND_E+BARE BOUND_E+BARE+BARE Q_BOUND_E+BARE FREE_R BARE FREE_R BOUND_E BARE Q_BARE+BARE	cthdeecthy=R:cthd+C11+C17[BARE+BOUND_E+BARE]{H95:OPEN} | sheocphy=C01+C05+C34[BOUND_E+BARE+BARE]{H95:OPEN} | qoteody=C04+C10[Q_BOUND_E+BARE]{H95:COMP} | ckhoor=R:ckho[FREE_R]{H95:OPEN} | ar=C12[BARE]{H95:EXACT} | chor=C01[FREE_R]{H95:COMP} | oteey=C04[BOUND_E]{H95:COMP} | daiin=C06[BARE]{H95:EXACT} | qokomo=C02+R:oo[Q_BARE+BARE]{H95:OPEN}		6	5
IT2a	f100v.15	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	s	10	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	or H air ol H+ol o+k H H ok+ol Hot+ol+s	BARE BOUND_E BARE BARE BOUND_E+BARE Q_FREE_L+BOUND_E FREE_L BOUND_E Q_BOUND_E+BARE BARE+BARE+BARE	sor=C07[BARE]{H95:COMP} | cheey=C01[BOUND_E]{H95:COMP} | dair=C26[BARE]{H95:EXACT} | ol=C03[BARE]{H95:COMP} | cheol=C01+C03[BOUND_E+BARE]{H95:COMP} | qoolkeey=C05+C08[Q_FREE_L+BOUND_E]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | cheey=C01[BOUND_E]{H95:COMP} | qokeol=C02+C03[Q_BOUND_E+BARE]{H95:COMP} | chotols=C31+C03+C18[BARE+BARE+BARE]{H95:OPEN}	W8>W9:BOUND_E>Q_BOUND_E	10	9
IT2a	f100v.16	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		9	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	e+ol H H e+os+e+os H+o ok+ol Hes ok+or ok+ol	BOUND_E+BARE FREE_L BOUND_E BOUND_E+BARE+BOUND_E+BARE BOUND_E+BARE BOUND_E+BARE BARE BOUND_E+BARE BOUND_E+BARE	ykeeol=C11+C03[BOUND_E+BARE]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | chey=C01[BOUND_E]{H95:COMP} | eeoseeos=C11+C27+C11+C27[BOUND_E+BARE+BOUND_E+BARE]{H95:COMP} | sheeo=C01+C05[BOUND_E+BARE]{H95:COMP} | okeol=C02+C03[BOUND_E+BARE]{H95:COMP} | ches=R:Hes[BARE]{H95:EXACT} | okeor=C02+C07[BOUND_E+BARE]{H95:COMP} | okeol=C02+C03[BOUND_E+BARE]{H95:COMP}		8	9
IT2a	f100v.17	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	cho	8	chockhey cholkcheol qokeol okol chol chotor chso solcthy	Ho+ckh H+k+H+ol ok+ol ok+ol H Hot+or Hs+o ol+cth	BARE+BOUND_E FREE_L+BARE+BOUND_E+BARE Q_BOUND_E+BARE BARE+BARE FREE_L BARE+BARE BARE+BARE BARE+BARE	chockhey=C15+C21[BARE+BOUND_E]{H95:COMP} | cholkcheol=C01+C08+C01+C03[FREE_L+BARE+BOUND_E+BARE]{H95:COMP} | qokeol=C02+C03[Q_BOUND_E+BARE]{H95:COMP} | okol=C02+C03[BARE+BARE]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | chotor=C31+C07[BARE+BARE]{H95:OPEN} | chso=R:Hs+C05[BARE+BARE]{H95:OPEN} | solcthy=C03+C17[BARE+BARE]{H95:COMP}		7	6
IT2a	f100v.18	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	t	10	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	o+H+o ol H+o H+or od+d ckhod H Hod ok+ol al	BARE+BOUND_E+BARE BARE BOUND_E+BARE BOUND_E+BARE REL_I+BARE BARE BARE BARE Q_BOUND_E+BARE BARE	tocheo=C05+C01+C05[BARE+BOUND_E+BARE]{H95:COMP} | sol=C03[BARE]{H95:COMP} | cheo=C01+C05[BOUND_E+BARE]{H95:COMP} | cheeor=C01+C07[BOUND_E+BARE]{H95:COMP} | odaidy=C10+C16[REL_I+BARE]{H95:COMP} | ckhod=R:ckhod[BARE]{H95:OPEN} | sh=C01[BARE]{H95:COMP} | chod=C22[BARE]{H95:EXACT} | qokeol=C02+C03[Q_BOUND_E+BARE]{H95:COMP} | sal=C13[BARE]{H95:COMP}		9	9
IT2a	f100v.19	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		8	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	ai H+ok+os Ho+ckh Ho+cth Hod Ho+ckhh+or Hckh a	BARE BOUND_E+BOUND_E+BARE BARE+BARE BARE+BOUND_E BARE BARE+BARE+BARE BOUND_E BARE	sain=C19[BARE]{H95:EXACT} | cheokeos=C01+C02+C27[BOUND_E+BOUND_E+BARE]{H95:COMP} | chockhy=C15+C21[BARE+BARE]{H95:COMP} | chocthey=C15+C17[BARE+BOUND_E]{H95:COMP} | kchody=C22[BARE]{H95:EXACT} | chockhhor=C15+R:ckhh+C07[BARE+BARE+BARE]{H95:OPEN} | chckhey=C25[BOUND_E]{H95:EXACT} | dan=C23[BARE]{H95:EXACT}		7	7
IT2a	f100v.2	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	chols	H+s	FREE_L+BARE	chols=C01+C18[FREE_L+BARE]{H95:COMP}		1	1
IT2a	f100v.20	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		8	ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar	H+ok Hokees ok Hok+ol or+o H+or ol Ho+ckh	BOUND_E+BARE BARE Q_BOUND_E BOUND_E+BARE FREE_L+FREE_L BOUND_E+BARE BARE BARE+FREE_R	ycheoky=C01+C02[BOUND_E+BARE]{H95:COMP} | shokeesy=R:Hokees[BARE]{H95:OPEN} | qokeey=C02[Q_BOUND_E]{H95:COMP} | chokeol=C28+C03[BOUND_E+BARE]{H95:COMP} | soraloaly=C07+C05[FREE_L+FREE_L]{H95:COMP} | cheor=C01+C07[BOUND_E+BARE]{H95:COMP} | ol=C03[BARE]{H95:COMP} | chockhar=C15+C21[BARE+FREE_R]{H95:COMP}		7	7
IT2a	f100v.21	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	s	10	soral okor ol choy ly araroy okar cheeeal cheokeol orey	or ok+or ol Ho l ar+o ok H H+ok+ol or+e	FREE_L BARE+BARE BARE BARE BARE FREE_R+BARE FREE_R BOUND_E BOUND_E+BOUND_E+BARE BARE+BARE	soral=C07[FREE_L]{H95:COMP} | okor=C02+C07[BARE+BARE]{H95:COMP} | ol=C03[BARE]{H95:COMP} | choy=C15[BARE]{H95:COMP} | ly=C09[BARE]{H95:COMP} | araroy=C12+C05[FREE_R+BARE]{H95:EXACT} | okar=C02[FREE_R]{H95:COMP} | cheeeal=C01[BOUND_E]{H95:COMP} | cheokeol=C01+C02+C03[BOUND_E+BOUND_E+BARE]{H95:COMP} | orey=C07+C11[BARE+BARE]{H95:COMP}		10	10
IT2a	f100v.22	f100v	P	A	1	+P0	P	CONFIRMED_PROSE	CONT		3	daiin cheky chory	aii H+k H	BARE BOUND_E+BARE FREE_R	daiin=C06[BARE]{H95:EXACT} | cheky=C01+C08[BOUND_E+BARE]{H95:COMP} | chory=C01[FREE_R]{H95:COMP}		3	3
IT2a	f100v.3	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	opchor	o+H	BARE+FREE_R	opchor=C05+C01[BARE+FREE_R]{H95:COMP}		1	1
IT2a	f100v.4	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	rolsy	r+ol+s	BARE+BARE+BARE	rolsy=C20+C03+C18[BARE+BARE+BARE]{H95:COMP}		1	1
IT2a	f100v.5	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		2	sol eesos	ol ees+os	BARE BARE+BARE	sol=C03[BARE]{H95:COMP} | eesos=R:ees+C27[BARE+BARE]{H95:OPEN}		1	1
IT2a	f100v.6	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	ykchochdy	Ho+Hd	BARE+BARE	ykchochdy=C15+C14[BARE+BARE]{H95:COMP}		1	1
IT2a	f100v.7	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	ykchdy	Hd	BARE	ykchdy=C14[BARE]{H95:COMP}		1	1
IT2a	f100v.8	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	dchdy	Hd	BARE	dchdy=C14[BARE]{H95:COMP}		1	1
IT2a	f100v.9	f100v	P	A	1	@Lf	L	DIAGNOSTIC_NONPROSE	CONT		1	dalsy	al+s	BARE+BARE	dalsy=C13+C18[BARE+BARE]{H95:COMP}		1	1
IT2a	f101r.1	f101r	P	A	1	@P0	P	CONFIRMED_PROSE	OPEN		22	pcheol cheol ol shey qockhol shor yteol sheockhey qpol cheor sain olo o qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chsm	H+ol H+ol ol H o+ckh H e+ol H+o+ckh ol H+or ai ol+o o k Ho+H H+ckh cph+o+cth H H H+k al Hs	BOUND_E+BARE BOUND_E+BARE BARE BOUND_E Q_BARE+FREE_L FREE_R BARE+BARE BOUND_E+BARE+BOUND_E Q_BARE BOUND_E+BARE BARE BARE+BARE BARE Q_BOUND_E BARE+BOUND_E BOUND_E+BOUND_E BOUND_E+BARE+BARE BARE BOUND_E BOUND_E+BOUND_E BARE BARE	pcheol=C01+C03[BOUND_E+BARE]{H95:COMP} | cheol=C01+C03[BOUND_E+BARE]{H95:COMP} | ol=C03[BARE]{H95:COMP} | shey=C01[BOUND_E]{H95:COMP} | qockhol=C05+C21[Q_BARE+FREE_L]{H95:COMP} | shor=C01[FREE_R]{H95:COMP} | yteol=C11+C03[BARE+BARE]{H95:COMP} | sheockhey=C01+C05+C21[BOUND_E+BARE+BOUND_E]{H95:COMP} | qpol=C03[Q_BARE]{H95:COMP} | cheor=C01+C07[BOUND_E+BARE]{H95:COMP} | sain=C19[BARE]{H95:EXACT} | olo=C03+C05[BARE+BARE]{H95:COMP} | o=C05[BARE]{H95:COMP} | qkeey=C08[Q_BOUND_E]{H95:COMP} | chopcheey=C15+C01[BARE+BOUND_E]{H95:COMP} | checkhey=C01+C21[BOUND_E+BOUND_E]{H95:COMP} | cpheocthy=C34+C05+C17[BOUND_E+BARE+BARE]{H95:OPEN} | ykchy=C01[BARE]{H95:COMP} | cheey=C01[BOUND_E]{H95:COMP} | chekeey=C01+C08[BOUND_E+BOUND_E]{H95:COMP} | dal=C13[BARE]{H95:COMP} | chsm=R:Hs[BARE]{H95:EXACT}	W4>W5:BOUND_E>Q_BARE;W8>W9:BOUND_E>Q_BARE	21	21
IT2a	f101r.10	f101r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	k	10	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	or ai+th ol Hs Ho ol+H+ol al+H ok+ol oii aii+ol	BARE BARE+BARE BARE BARE BARE BARE+BOUND_E+BARE BARE+BOUND_E BOUND_E+BARE BARE BARE+BARE	kor=C07[BARE]{H95:COMP} | aithy=C19+R:th[BARE+BARE]{H95:EXACT} | ol=C03[BARE]{H95:COMP} | chs=R:Hs[BARE]{H95:EXACT} | sho=C15[BARE]{H95:COMP} | olcheeol=C03+C01+C03[BARE+BOUND_E+BARE]{H95:COMP} | kalshey=C13+C01[BARE+BOUND_E]{H95:COMP} | okeoly=C02+C03[BOUND_E+BARE]{H95:COMP} | oiin=C33[BARE]{H95:EXACT} | aiioly=C06+C03[BARE+BARE]{H95:OPEN}		8	9
IT2a	f101r.2	f101r	P	A	1	+P0	P	CONFIRMED_PROSE	CONT	d	23	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	ol Hok Hk cth ok H ol ok r or ol ok+ol+ol ol+H ok+H ok ok+ol or H e+ol or aii H aii	BARE BOUND_E BOUND_E BOUND_E FREE_L FREE_L BARE BOUND_E BARE BARE BARE BARE+BARE+BARE BARE+BOUND_E Q_BARE+FREE_R BOUND_E Q_BOUND_E+BARE BARE BOUND_E BARE+BARE BARE BARE FREE_L BARE	dol=C03[BARE]{H95:COMP} | chokeey=C28[BOUND_E]{H95:COMP} | chkey=C29[BOUND_E]{H95:EXACT} | cthey=C17[BOUND_E]{H95:COMP} | okal=C02[FREE_L]{H95:COMP} | chol=C01[FREE_L]{H95:COMP} | kol=C03[BARE]{H95:COMP} | okeey=C02[BOUND_E]{H95:COMP} | r=C20[BARE]{H95:COMP} | or=C07[BARE]{H95:COMP} | ol=C03[BARE]{H95:COMP} | okolol=C02+C03+C03[BARE+BARE+BARE]{H95:COMP} | olchey=C03+C01[BARE+BOUND_E]{H95:COMP} | qokchor=C02+C01[Q_BARE+FREE_R]{H95:COMP} | okey=C02[BOUND_E]{H95:COMP} | qokeol=C02+C03[Q_BOUND_E+BARE]{H95:COMP} | kor=C07[BARE]{H95:COMP} | shey=C01[BOUND_E]{H95:COMP} | teol=C11+C03[BARE+BARE]{H95:COMP} | or=C07[BARE]{H95:COMP} | aiin=C06[BARE]{H95:EXACT} | chol=C01[FREE_L]{H95:COMP} | daiin=C06[BARE]{H95:EXACT}	W13>W14:BOUND_E>Q_BARE;W15>W16:BOUND_E>Q_BOUND_E	23	23
