feature_id	namespace	value	first_count	last_count	total_count	full_log_likelihood_ratio	positive_folds	negative_folds	zero_folds	minimum_fold_coefficient	maximum_fold_coefficient	mean_fold_coefficient	structural_label	family_member_examples
P2:AB	P2	AB	101	350	451	-1.2393019079928025	0	102	0	-1.272551082108773	-1.2054642289126063	-1.2392783870442852	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;B1=d;B2=l;B3=m;B4=g
P2:AC	P2	AC	48	144	192	-1.091715709609049	0	102	0	-1.1555671815955826	-1.0493065276839553	-1.0916694500284745	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;C1=r;C2=s;Cd=@206;;Cf={c'}
P2:AD	P2	AD	1	1	2	0.0	1	1	100	-1.09861228866811	1.09861228866811	0.0	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;D1=q;Da=q';Dc={q@207;}
P2:AE	P2	AE	0	5	5	-2.3978952727983707	0	102	0	-2.3978952727983716	-1.9459101490553126	-2.3875619668167087	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;E1=i;E2=n;Ea=I;Eb=@172;
P2:AF	P2	AF	0	22	22	-3.8066624897703205	0	102	0	-3.8066624897703205	-3.6635616461296463	-3.7967698267702064	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;F1=in;F2=ii;F3=ir
P2:AG	P2	AG	1	33	34	-3.1060803307228566	0	102	0	-4.204692619390967	-2.908720896564361	-3.1067400460403802	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;G1=iin;G2=iii;G3=iir
P2:AH	P2	AH	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;H1=iiin;H2=iiiin;H3=iiir
P2:AJ	P2	AJ	5	4	9	0.20067069546215066	98	0	4	0.0	0.4519851237430572	0.20068936444070865	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;J1=e;J2=b;Ja=c;Jb=h
P2:AK	P2	AK	157	12	169	2.5336968139574325	102	0	0	2.461296784148867	2.6170784228964834	2.5335937218134172	OPEN_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;K1=ch;K2=ee;K3={ee};Ka={oh}
P2:AL	P2	AL	59	1	60	3.68051120444342	102	0	0	3.5927355935610343	4.762173934797756	3.6813724610392677	OPEN_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:AM	P2	AM	3	1	4	0.8472978603872034	102	0	0	0.5108256237659905	1.9459101490553135	0.848172326846071	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;M1=eee;M2=eeb;M3={eee};M4=e{ee}
P2:AN	P2	AN	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;N1=eeee;N2=eeeb;Na={eeee};Nb=e{eee}
P2:AP	P2	AP	15	39	54	-0.9354606479818761	0	102	0	-1.0736109864626933	-0.8286926725561692	-0.9355294364459931	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;P1=p;P2=f;Pc=@171;;Pd=@167;
P2:AQ	P2	AQ	381	382	763	-0.002617802542078884	31	55	16	-0.03789357294521922	0.021249139482126367	-0.0026189312916237097	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:AT	P2	AT	1	1	2	0.0	1	1	100	-1.09861228866811	1.098612288668111	8.707631565687502e-18	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;T1=cph;T2=cfh;T3={iph};T4={ifh}
P2:AU	P2	AU	10	10	20	0.0	10	8	84	-0.2113090936672073	0.10008345855698231	-0.0002184740500635732	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:AW	P2	AW	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;W1={ckhh};W2={cthh};Wa={ckhhh};Wb={cthhh}
P2:AX	P2	AX	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	A1=o;A2=y;A3=a;A4=u;X1=x;X2=v;Xb=@140;;Xc=@223;
P2:B	P2	B	3	9	12	-0.9985288301111277	0	102	0	-1.3350010667323406	-0.8873031950009027	-0.9986110457373196	UNRESOLVED	B1=d;B2=l;B3=m;B4=g
P2:BA	P2	BA	271	493	764	-0.597560719499546	0	102	0	-0.6366685763994742	-0.574087820543957	-0.5975724036613368	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g;A1=o;A2=y;A3=a;A4=u
P2:BB	P2	BB	3	39	42	-2.423537703411709	0	102	0	-3.1640675883732055	-2.316769727986002	-2.425202868144828	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g
P2:BC	P2	BC	2	10	12	-1.435084525289323	0	102	0	-1.9459101490553135	-1.09861228866811	-1.4349334939266942	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;C1=r;C2=s;Cd=@206;;Cf={c'}
P2:BJ	P2	BJ	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.09861228866811	-1.5994217237328066	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;J1=e;J2=b;Ja=c;Jb=h
P2:BK	P2	BK	114	54	168	0.7423741213250961	102	0	0	0.6885494713113158	0.8209805520698303	0.74247369604711	OPEN_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g;K1=ch;K2=ee;K3={ee};Ka={oh}
P2:BL	P2	BL	81	4	85	2.8965256234705428	102	0	0	2.8200552594787047	3.4468078929142076	2.897292838755681	OPEN_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:BM	P2	BM	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;M1=eee;M2=eeb;M3={eee};M4=e{ee}
P2:BP	P2	BP	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;P1=p;P2=f;Pc=@171;;Pd=@167;
P2:BQ	P2	BQ	8	40	48	-1.561235810616223	0	102	0	-1.8044984950054852	-1.4294665329850993	-1.5611228268444837	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g;Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:BU	P2	BU	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	B1=d;B2=l;B3=m;B4=g;U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:C	P2	C	13	27	40	-0.7114963192281412	0	102	0	-0.8718389693033206	-0.5959834321062978	-0.7114640707823828	CLOSE_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'}
P2:CA	P2	CA	276	147	423	0.6283826451825152	102	0	0	0.5747196073369367	0.6660941330882357	0.6283202199891176	OPEN_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'};A1=o;A2=y;A3=a;A4=u
P2:CB	P2	CB	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};B1=d;B2=l;B3=m;B4=g
P2:CK	P2	CK	20	8	28	0.8803587226480918	102	0	0	0.7777045685880077	1.1486227092427708	0.8804678843548879	OPEN_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'};K1=ch;K2=ee;K3={ee};Ka={oh}
P2:CL	P2	CL	16	1	17	2.3978952727983707	102	0	0	2.19722457733622	3.295836866004329	2.39856092290046	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:CM	P2	CM	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};M1=eee;M2=eeb;M3={eee};M4=e{ee}
P2:CQ	P2	CQ	2	2	4	0.0	2	2	98	-0.5108256237659905	0.5108256237659905	0.0	UNRESOLVED	C1=r;C2=s;Cd=@206;;Cf={c'};Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:DA	P2	DA	372	232	604	0.47134681279220336	102	0	0	0.4460256305390753	0.5099263431298469	0.47136816341880544	UNRESOLVED	D1=q;Da=q';Dc={q@207;};A1=o;A2=y;A3=a;A4=u
P2:DJ	P2	DJ	3	2	5	0.33647223662121295	99	0	3	0.0	0.8472978603872043	0.3365921830689418	UNRESOLVED	D1=q;Da=q';Dc={q@207;};J1=e;J2=b;Ja=c;Jb=h
P2:DK	P2	DK	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	D1=q;Da=q';Dc={q@207;};K1=ch;K2=ee;K3={ee};Ka={oh}
P2:DQ	P2	DQ	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	D1=q;Da=q';Dc={q@207;};Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:DU	P2	DU	1	2	3	-0.5108256237659905	0	100	2	-1.6094379124340996	0.0	-0.5115801437771292	UNRESOLVED	D1=q;Da=q';Dc={q@207;};U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:DV	P2	DV	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	D1=q;Da=q';Dc={q@207;};V1={cphh};V2={cfhh};Va={iphh};Vb={ifhh}
P2:E	P2	E	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	E1=i;E2=n;Ea=I;Eb=@172;
P2:JK	P2	JK	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;K1=ch;K2=ee;K3={ee};Ka={oh}
P2:JQ	P2	JQ	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.09861228866811	-1.5994217237328066	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h;Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:KA	P2	KA	70	179	249	-0.9345624981101106	0	102	0	-0.9817686612536618	-0.9005648895686909	-0.9346042035035161	CLOSE_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};A1=o;A2=y;A3=a;A4=u
P2:KB	P2	KB	0	27	27	-4.007333185232471	0	102	0	-4.007333185232472	-3.891820298110627	-3.9973861997803066	CLOSE_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};B1=d;B2=l;B3=m;B4=g
P2:KC	P2	KC	0	3	3	-1.9459101490553135	0	102	0	-1.9459101490553143	-1.6094379124340996	-1.9360139068017483	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};C1=r;C2=s;Cd=@206;;Cf={c'}
P2:KJ	P2	KJ	20	134	154	-1.8811393128975316	0	102	0	-2.0168059706883508	-1.8355040181909121	-1.8813418100200237	CLOSE_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};J1=e;J2=b;Ja=c;Jb=h
P2:KK	P2	KK	7	14	21	-0.6592456288842641	0	102	0	-0.8023464725249374	-0.5877866649021186	-0.6592042399879964	CLOSE_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh}
P2:KM	P2	KM	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};M1=eee;M2=eeb;M3={eee};M4=e{ee}
P2:KP	P2	KP	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};P1=p;P2=f;Pc=@171;;Pd=@167;
P2:KQ	P2	KQ	2	15	17	-1.8245492920510458	0	102	0	-2.335374915817037	-1.6863989535702286	-1.8246644435322708	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:KT	P2	KT	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.09861228866811	-1.5994217237328066	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};T1=cph;T2=cfh;T3={iph};T4={ifh}
P2:KU	P2	KU	1	26	27	-2.8716796248840124	0	102	0	-3.9702919135521224	-2.7515353130419484	-2.872568501454747	CLOSE_EDGE_ASSOCIATED	K1=ch;K2=ee;K3={ee};Ka={oh};U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:KV	P2	KV	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh};V1={cphh};V2={cfhh};Va={iphh};Vb={ifhh}
P2:L	P2	L	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:LA	P2	LA	93	47	140	0.6772317252540456	102	0	0	0.6222728409732885	0.7202491103377362	0.6772017550991374	OPEN_EDGE_ASSOCIATED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};A1=o;A2=y;A3=a;A4=u
P2:LB	P2	LB	2	6	8	-0.9555114450274367	0	102	0	-1.4663370687934272	-0.7884573603642702	-0.955700922866191	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};B1=d;B2=l;B3=m;B4=g
P2:LJ	P2	LJ	27	47	74	-0.5465437063680705	0	102	0	-0.6220512588762155	-0.4241572411203167	-0.5464392562902557	CLOSE_EDGE_ASSOCIATED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};J1=e;J2=b;Ja=c;Jb=h
P2:LK	P2	LK	12	5	17	0.8209805520698303	102	0	0	0.5465437063680705	1.0216512475319819	0.8206207659190868	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};K1=ch;K2=ee;K3={ee};Ka={oh}
P2:LQ	P2	LQ	1	3	4	-0.8472978603872034	0	102	0	-1.9459101490553135	-0.5108256237659905	-0.848172326846071	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};Q1=k;Q2=t;Qa=@176;;Qe=@146;
P2:LU	P2	LU	1	6	7	-1.4663370687934272	0	102	0	-2.564949357461537	-1.2992829841302607	-1.4672810666433203	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr};U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:MA	P2	MA	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	M1=eee;M2=eeb;M3={eee};M4=e{ee};A1=o;A2=y;A3=a;A4=u
P2:MC	P2	MC	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	M1=eee;M2=eeb;M3={eee};M4=e{ee};C1=r;C2=s;Cd=@206;;Cf={c'}
P2:PA	P2	PA	130	7	137	2.8564702062204836	102	0	0	2.7600099400329206	2.999571049861157	2.856338323290141	OPEN_EDGE_ASSOCIATED	P1=p;P2=f;Pc=@171;;Pd=@167;;A1=o;A2=y;A3=a;A4=u
P2:PB	P2	PB	8	0	8	2.833213344056216	102	0	0	2.5649493574615363	2.833213344056217	2.823220767151131	UNRESOLVED	P1=p;P2=f;Pc=@171;;Pd=@167;;B1=d;B2=l;B3=m;B4=g
P2:PC	P2	PC	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	P1=p;P2=f;Pc=@171;;Pd=@167;;C1=r;C2=s;Cd=@206;;Cf={c'}
P2:PK	P2	PK	101	11	112	2.1777117631126375	102	0	0	2.1062527991304925	2.358865928892635	2.1776987445426554	OPEN_EDGE_ASSOCIATED	P1=p;P2=f;Pc=@171;;Pd=@167;;K1=ch;K2=ee;K3={ee};Ka={oh}
P2:PL	P2	PL	25	0	25	3.931825632724326	102	0	0	3.663561646129647	3.931825632724327	3.9217109261769854	OPEN_EDGE_ASSOCIATED	P1=p;P2=f;Pc=@171;;Pd=@167;;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:QA	P2	QA	136	69	205	0.6749978620542678	102	0	0	0.6223541285688459	0.7043622513800853	0.6749896904123932	OPEN_EDGE_ASSOCIATED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;A1=o;A2=y;A3=a;A4=u
P2:QB	P2	QB	4	1	5	1.09861228866811	102	0	0	0.8472978603872034	2.197224577336219	1.0995275296048204	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;B1=d;B2=l;B3=m;B4=g
P2:QC	P2	QC	1	0	1	1.09861228866811	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;C1=r;C2=s;Cd=@206;;Cf={c'}
P2:QJ	P2	QJ	17	19	36	-0.10821358464023323	1	101	0	-0.22957444164450003	0.20067069546215066	-0.10781392538365704	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;J1=e;J2=b;Ja=c;Jb=h
P2:QK	P2	QK	112	33	145	1.211407782813454	102	0	0	1.1659454087366963	1.287288837344441	1.2114026760397616	OPEN_EDGE_ASSOCIATED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;K1=ch;K2=ee;K3={ee};Ka={oh}
P2:QL	P2	QL	48	2	50	2.965273066069283	102	0	0	2.856470206220483	3.476098689835273	2.965341614438927	OPEN_EDGE_ASSOCIATED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
P2:QT	P2	QT	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;;T1=cph;T2=cfh;T3={iph};T4={ifh}
P2:TA	P2	TA	1	9	10	-1.8458266904983311	0	102	0	-2.9444389791664403	-1.4663370687934272	-1.846334228305212	UNRESOLVED	T1=cph;T2=cfh;T3={iph};T4={ifh};A1=o;A2=y;A3=a;A4=u
P2:TB	P2	TB	1	1	2	0.0	1	1	100	-1.09861228866811	1.09861228866811	0.0	UNRESOLVED	T1=cph;T2=cfh;T3={iph};T4={ifh};B1=d;B2=l;B3=m;B4=g
P2:TJ	P2	TJ	0	3	3	-1.9459101490553135	0	102	0	-1.9459101490553143	-1.6094379124340996	-1.9360139068017483	UNRESOLVED	T1=cph;T2=cfh;T3={iph};T4={ifh};J1=e;J2=b;Ja=c;Jb=h
P2:TK	P2	TK	0	1	1	-1.09861228866811	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	T1=cph;T2=cfh;T3={iph};T4={ifh};K1=ch;K2=ee;K3={ee};Ka={oh}
P2:U	P2	U	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith}
P2:UA	P2	UA	4	63	67	-2.6469625091223716	0	102	0	-2.898276937403278	-2.58189891577531	-2.646927595753641	CLOSE_EDGE_ASSOCIATED	U1=ckh;U2=cth;U3={ikh};U4={ith};A1=o;A2=y;A3=a;A4=u
P2:UB	P2	UB	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};B1=d;B2=l;B3=m;B4=g
P2:UC	P2	UC	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};C1=r;C2=s;Cd=@206;;Cf={c'}
P2:UJ	P2	UJ	3	6	9	-0.6190392084062237	0	102	0	-0.9555114450274358	-0.4519851237430572	-0.6187791651815729	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};J1=e;J2=b;Ja=c;Jb=h
P2:UK	P2	UK	0	2	2	-1.6094379124341005	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith};K1=ch;K2=ee;K3={ee};Ka={oh}
S1:A	S1	A	1080	1203	2283	-0.10781008127618608	0	102	0	-0.11773044974413727	-0.09895707862261938	-0.10780855198090859	UNRESOLVED	A1=o;A2=y;A3=a;A4=u
S1:B	S1	B	488	860	1348	-0.5661741441687567	0	102	0	-0.5927547375761286	-0.5421799837396333	-0.5661736124500015	CLOSE_EDGE_ASSOCIATED	B1=d;B2=l;B3=m;B4=g
S1:C	S1	C	619	336	955	0.6103145519844144	102	0	0	0.5917647904865642	0.6334398349803707	0.6103185651767243	OPEN_EDGE_ASSOCIATED	C1=r;C2=s;Cd=@206;;Cf={c'}
S1:E	S1	E	5	32	37	-1.7764919970972661	0	102	0	-1.9771626925594177	-1.6451559950361796	-1.7764119718446088	CLOSE_EDGE_ASSOCIATED	E1=i;E2=n;Ea=I;Eb=@172;
S1:F	S1	F	213	122	335	0.5555258026838974	102	0	0	0.504164483399208	0.5971984990844659	0.555460213832666	OPEN_EDGE_ASSOCIATED	F1=in;F2=ii;F3=ir
S1:G	S1	G	428	295	723	0.3716219011916815	102	0	0	0.3461928477918348	0.4060528248456219	0.3716114565250981	UNRESOLVED	G1=iin;G2=iii;G3=iir
S1:H	S1	H	6	14	20	-0.8023464725249374	0	102	0	-0.9694005571881039	-0.6539264674066638	-0.8023111483590057	CLOSE_EDGE_ASSOCIATED	H1=iiin;H2=iiiin;H3=iiir
S1:J	S1	J	8	1	9	1.7346010553881062	102	0	0	1.4663370687934272	2.8332133440562153	1.7353791871954536	UNRESOLVED	J1=e;J2=b;Ja=c;Jb=h
S1:K	S1	K	6	1	7	1.4663370687934263	102	0	0	1.2992829841302607	2.564949357461537	1.4672810666433203	UNRESOLVED	K1=ch;K2=ee;K3={ee};Ka={oh}
S1:L	S1	L	4	0	4	2.19722457733622	102	0	0	1.9459101490553135	2.19722457733622	2.1873691095604975	UNRESOLVED	L1=sh;Lb={ch'};Lg={i'h};Lh={cr}
S1:M	S1	M	1	0	1	1.098612288668111	101	0	1	0.0	1.098612288668111	1.0878415799556773	UNRESOLVED	M1=eee;M2=eeb;M3={eee};M4=e{ee}
S1:P	S1	P	4	3	7	0.25131442828090567	98	0	4	0.0	0.5877866649021195	0.2513552027587494	UNRESOLVED	P1=p;P2=f;Pc=@171;;Pd=@167;
S1:Q	S1	Q	11	3	14	1.1895840668738362	102	0	0	0.9985288301111268	1.5260563034950492	1.1895802969645166	UNRESOLVED	Q1=k;Q2=t;Qa=@176;;Qe=@146;
S1:U	S1	U	0	2	2	-1.6094379124341014	0	102	0	-1.6094379124341014	-1.0986122886681091	-1.5994217237328066	UNRESOLVED	U1=ckh;U2=cth;U3={ikh};U4={ith}
S1:W	S1	W	0	1	1	-1.098612288668111	0	101	1	-1.098612288668111	0.0	-1.0878415799556773	UNRESOLVED	W1={ckhh};W2={cthh};Wa={ckhhh};Wb={cthhh}
S2:A	S2	A	30	17	47	0.5555258026838974	102	0	0	0.4519851237430572	0.6143663027068316	0.5554367408721933	OPEN_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u
S2:AA	S2	AA	14	9	23	0.42285685082003344	102	0	0	0.27443684570175986	0.5340824859302584	0.4227549004860533	UNRESOLVED	A1=o;A2=y;A3=a;A4=u
S2:AB	S2	AB	453	751	1204	-0.5050759396378379	0	102	0	-0.5269922576213375	-0.4801026290986625	-0.5050693753846965	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;B1=d;B2=l;B3=m;B4=g
S2:AC	S2	AC	551	253	804	0.7772780156623196	102	0	0	0.7571308140480251	0.8029127640386196	0.7772884565198174	OPEN_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;C1=r;C2=s;Cd=@206;;Cf={c'}
S2:AE	S2	AE	5	30	35	-1.7129785913749407	0	102	0	-1.9136492868370922	-1.5723966407537509	-1.712893723000338	CLOSE_EDGE_ASSOCIATED	A1=o;A2=y;A3=a;A4=u;E1=i;E2=n;Ea=I;Eb=@172;
